1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour pneumopathie,Taux d'hospitalisations après passages aux urgences pour pneumopathie,Taux d'actes médicaux SOS médecins pour pneumopathie
2024-01-15,2024-S03,44,Grand Est,05-14 ans,2276.0115607,5633.8028169,2918.6935372
2024-01-15,2024-S03,44,Grand Est,65 ans ou plus,5035.1288056,8033.6896663,8189.6551724
2024-01-22,2024-S04,44,Grand Est,00-04 ans,2180.0281294,5714.2857143,2175.4385965
2024-01-22,2024-S04,44,Grand Est,05-14 ans,1785.7142857,2890.1734104,1978.1718963
2024-01-22,2024-S04,44,Grand Est,65 ans ou plus,5057.675244,7876.3708873,8179.0123457
2024-01-29,2024-S05,44,Grand Est,15-64 ans,1832.8389992,4884.4308766,2342.1815748
2024-02-05,2024-S06,44,Grand Est,00-04 ans,2139.7525911,5311.778291,1397.0588235
2024-02-05,2024-S06,44,Grand Est,15-64 ans,1580.9097688,3875.9689922,2313.9745917
2024-02-12,2024-S07,44,Grand Est,00-04 ans,1889.3387314,6714.6282974,1210.8262108
2024-02-12,2024-S07,44,Grand Est,Tous âges,2642.3297478,7325.9467505,2288.6443222
2024-02-26,2024-S09,44,Grand Est,05-14 ans,1665.9547202,4621.8487395,2171.8602455
2024-03-11,2024-S11,44,Grand Est,15-64 ans,1478.9038712,4236.5771812,1635.9447005
2024-03-18,2024-S12,44,Grand Est,00-04 ans,1334.3499809,4387.9907621,2035.3982301
2024-03-18,2024-S12,44,Grand Est,05-14 ans,1350.9629204,2312.1387283,1808.318264
2024-03-25,2024-S13,44,Grand Est,15-64 ans,1231.7109585,3653.5859269,1733.3333333
2024-04-08,2024-S15,44,Grand Est,00-04 ans,1852.5245187,3846.1538462,1188.4550085
2024-04-08,2024-S15,44,Grand Est,Tous âges,2150.9637903,5954.5836838,1887.0467718
2020-08-31,2020-S36,76,Occitanie,00-04 ans,143.54066986,904.97737557,228.83295195
2020-08-31,2020-S36,76,Occitanie,05-14 ans,76.716532413,434.7826087,0.0
2020-09-07,2020-S37,76,Occitanie,00-04 ans,629.17813606,1677.852349,341.29692833
2020-09-07,2020-S37,76,Occitanie,05-14 ans,451.67118338,1337.7926421,358.42293907
2020-09-07,2020-S37,76,Occitanie,15-64 ans,344.80635429,1103.2656664,115.00862565
2020-09-14,2020-S38,76,Occitanie,05-14 ans,399.50829748,3937.007874,0.0
2020-09-14,2020-S38,76,Occitanie,15-64 ans,493.20341634,2132.2889469,580.47493404
2020-09-14,2020-S38,76,Occitanie,65 ans ou plus,2438.6825508,4380.5612594,2370.6896552
2020-09-21,2020-S39,76,Occitanie,00-04 ans,279.32960894,0.0,0.0
2020-09-21,2020-S39,76,Occitanie,65 ans ou plus,2533.8833235,4831.4216197,2096.4360587
2020-09-28,2020-S40,76,Occitanie,15-64 ans,465.48839916,1877.9342723,272.62813522
2020-10-05,2020-S41,76,Occitanie,00-04 ans,300.45067601,362.31884058,826.44628099
2020-10-05,2020-S41,76,Occitanie,15-64 ans,500.14289797,1917.9304193,531.28689492
2020-10-05,2020-S41,76,Occitanie,65 ans ou plus,2815.852205,5174.163003,2840.9090909
2020-10-12,2020-S42,76,Occitanie,00-04 ans,423.72881356,1209.6774194,680.27210884
2024-04-15,2024-S16,44,Grand Est,65 ans ou plus,4819.2771084,8013.0529369,6213.8728324
2024-04-22,2024-S17,44,Grand Est,05-14 ans,1398.0263158,3787.8787879,1387.283237
2024-04-22,2024-S17,44,Grand Est,15-64 ans,1095.5799018,3125.0,1124.4569384
2024-04-22,2024-S17,44,Grand Est,65 ans ou plus,4819.8198198,8233.2761578,7053.9419087
2024-04-29,2024-S18,44,Grand Est,05-14 ans,755.57234605,2777.7777778,1731.6017316
2024-04-29,2024-S18,44,Grand Est,15-64 ans,1370.3622713,3888.8888889,1827.8018278
2024-04-29,2024-S18,44,Grand Est,65 ans ou plus,5063.8358916,9060.0610791,4817.8613396
2024-04-29,2024-S18,44,Grand Est,Tous âges,2306.1445597,6486.6760168,2111.6780045
2024-05-20,2024-S21,44,Grand Est,05-14 ans,664.8199446,2476.7801858,1689.1891892
2024-05-27,2024-S22,44,Grand Est,05-14 ans,771.77508269,3551.9125683,1338.9121339
2024-05-27,2024-S22,44,Grand Est,15-64 ans,775.30613724,2392.7765237,992.73607748
2024-06-03,2024-S23,44,Grand Est,15-64 ans,1008.7565674,3278.6885246,1037.895245
2024-06-03,2024-S23,44,Grand Est,Tous âges,1737.39572,4992.3063772,1391.1620295
2024-06-10,2024-S24,44,Grand Est,15-64 ans,971.70012058,2951.5418502,1217.730151
2024-06-17,2024-S25,44,Grand Est,00-04 ans,893.52196575,3313.253012,662.25165563
2024-06-17,2024-S25,44,Grand Est,05-14 ans,828.21266364,3225.8064516,1099.8307953
2024-06-17,2024-S25,44,Grand Est,15-64 ans,962.37970254,3292.528493,1003.8240918
2024-06-24,2024-S26,44,Grand Est,00-04 ans,918.77986035,1234.5679012,1112.1408712
2020-10-19,2020-S43,76,Occitanie,65 ans ou plus,3068.0302357,5329.8667533,1289.1344383
2020-10-26,2020-S44,76,Occitanie,00-04 ans,307.8817734,921.65898618,0.0
2020-10-26,2020-S44,76,Occitanie,05-14 ans,130.46314416,1030.9278351,460.82949309
2020-10-26,2020-S44,76,Occitanie,15-64 ans,628.39673913,1914.5802651,234.74178404
2020-11-09,2020-S46,76,Occitanie,00-04 ans,247.8314746,448.43049327,0.0
2020-11-09,2020-S46,76,Occitanie,05-14 ans,48.239266763,469.48356808,0.0
2020-11-23,2020-S48,76,Occitanie,15-64 ans,485.1004851,1680.2443992,333.11125916
2020-11-30,2020-S49,76,Occitanie,00-04 ans,312.69543465,1345.2914798,0.0
2020-11-30,2020-S49,76,Occitanie,15-64 ans,354.33411114,1539.9900646,71.530758226
2020-11-30,2020-S49,76,Occitanie,65 ans ou plus,2419.8931909,3848.8952245,2519.379845
2022-11-28,2022-S48,28,Normandie,65 ans ou plus,4680.1553239,7915.1577858,4424.7787611
2022-11-28,2022-S48,28,Normandie,Tous âges,1626.4958706,5675.4596323,928.53589786
2022-12-05,2022-S49,28,Normandie,00-04 ans,1095.2902519,5329.9492386,779.42322681
2022-12-12,2022-S50,28,Normandie,00-04 ans,1238.9867841,3174.6031746,716.56050955
2022-12-12,2022-S50,28,Normandie,05-14 ans,561.46572104,2688.172043,845.50345888
2022-12-12,2022-S50,28,Normandie,15-64 ans,1213.7857712,4063.7450199,878.55297158
2022-12-19,2022-S51,28,Normandie,00-04 ans,1221.6924911,3655.3524804,1511.1111111
2022-12-26,2022-S52,28,Normandie,00-04 ans,1312.7413127,4761.9047619,1076.5550239
2022-12-26,2022-S52,28,Normandie,05-14 ans,1010.739103,4132.231405,1680.6722689
2023-01-09,2023-S02,28,Normandie,00-04 ans,807.84766301,2202.6431718,1267.1594509
2023-01-09,2023-S02,28,Normandie,15-64 ans,752.34463568,2260.7385079,643.53665361
2023-01-16,2023-S03,28,Normandie,Tous âges,1248.8802234,4049.6760259,823.92978685
2023-01-23,2023-S04,28,Normandie,05-14 ans,228.2360613,1092.8961749,1043.8413361
2023-01-30,2023-S05,28,Normandie,Tous âges,1386.6896982,4175.257732,867.82376502
2023-02-13,2023-S07,28,Normandie,15-64 ans,783.5171213,2195.4674221,882.85229202
2023-02-13,2023-S07,28,Normandie,Tous âges,1415.6487964,4431.6996872,1140.2280456
2023-02-20,2023-S08,28,Normandie,00-04 ans,1006.8892422,3827.7511962,632.24446786
2023-02-20,2023-S08,28,Normandie,15-64 ans,726.14107884,2947.3684211,550.08685582
2023-03-13,2023-S11,28,Normandie,00-04 ans,762.3888183,2788.8446215,574.71264368
2023-03-13,2023-S11,28,Normandie,15-64 ans,529.36728006,2018.8425303,515.30766899
2023-03-27,2023-S13,28,Normandie,05-14 ans,371.63208424,1058.2010582,680.27210884
2023-03-27,2023-S13,28,Normandie,Tous âges,1323.5695443,4237.2881356,989.43484823
2023-04-03,2023-S14,28,Normandie,00-04 ans,746.92442882,1408.4507042,1041.6666667
2020-12-14,2020-S51,76,Occitanie,15-64 ans,464.05601237,1756.1983471,261.95153897
2020-12-21,2020-S52,76,Occitanie,05-14 ans,148.36795252,763.35877863,383.14176245
2021-01-04,2021-S01,76,Occitanie,00-04 ans,246.45717807,555.55555556,0.0
2023-04-03,2023-S14,28,Normandie,05-14 ans,199.03326699,526.31578947,325.37960954
2021-01-04,2021-S01,76,Occitanie,15-64 ans,431.10205361,1573.676681,57.306590258
2021-01-11,2021-S02,76,Occitanie,65 ans ou plus,2174.551866,4049.1204779,1908.3969466
2021-01-18,2021-S03,76,Occitanie,15-64 ans,467.95984603,1684.3118383,60.096153846
2021-01-18,2021-S03,76,Occitanie,65 ans ou plus,2612.3936817,4397.0686209,581.39534884
2021-01-25,2021-S04,76,Occitanie,05-14 ans,81.168831169,0.0,0.0
2021-01-25,2021-S04,76,Occitanie,15-64 ans,542.04512159,1721.0144928,304.87804878
2021-01-25,2021-S04,76,Occitanie,65 ans ou plus,2820.8307502,5060.2409639,2226.7206478
2021-02-01,2021-S05,76,Occitanie,05-14 ans,139.3728223,877.19298246,267.37967914
2021-02-01,2021-S05,76,Occitanie,15-64 ans,335.37890681,1322.3894209,359.9280144
2023-04-10,2023-S15,28,Normandie,65 ans ou plus,3806.2283737,6475.1703992,2739.7260274
2023-04-17,2023-S16,28,Normandie,65 ans ou plus,3827.0187524,6465.3138273,4618.9376443
2023-04-24,2023-S17,28,Normandie,15-64 ans,783.00783008,2584.4930417,532.07212533
2023-05-01,2023-S18,28,Normandie,Tous âges,1076.6423358,3856.8187547,896.28681178
2023-05-08,2023-S19,28,Normandie,00-04 ans,302.72452069,947.86729858,1391.862955
2023-05-08,2023-S19,28,Normandie,15-64 ans,512.95657557,1801.8018018,584.07623732
2023-05-15,2023-S20,28,Normandie,00-04 ans,566.30486078,3000.0,908.26521344
2023-05-15,2023-S20,28,Normandie,65 ans ou plus,3480.4226227,6622.1765914,5823.2931727
2023-05-22,2023-S21,28,Normandie,05-14 ans,321.54340836,877.19298246,753.76884422
2023-05-22,2023-S21,28,Normandie,65 ans ou plus,3145.9812008,5724.2409159,3043.4782609
2023-05-29,2023-S22,28,Normandie,00-04 ans,468.60356139,913.24200913,1007.0493454
2023-05-29,2023-S22,28,Normandie,15-64 ans,610.10800561,2781.4569536,731.8501171
2023-05-29,2023-S22,28,Normandie,65 ans ou plus,3728.5460643,7491.0210364,3476.4826176
2023-05-29,2023-S22,28,Normandie,Tous âges,1240.3782714,4899.9486916,1113.2370847
2023-06-05,2023-S23,28,Normandie,05-14 ans,471.1751663,854.7008547,486.61800487
2023-06-19,2023-S25,28,Normandie,00-04 ans,642.49655805,2928.8702929,940.43887147
2023-06-19,2023-S25,28,Normandie,Tous âges,1103.2274812,3959.6469105,1139.8176292
2023-06-26,2023-S26,28,Normandie,05-14 ans,851.20871638,3589.7435897,709.21985816
2023-07-03,2023-S27,28,Normandie,00-04 ans,1140.3073872,2252.2522523,1124.7443763
2023-07-03,2023-S27,28,Normandie,65 ans ou plus,2552.6742301,5145.5301455,4922.2797927
2023-07-17,2023-S29,28,Normandie,00-04 ans,461.06557377,1456.3106796,1081.0810811
2023-07-17,2023-S29,28,Normandie,05-14 ans,623.33036509,2645.5026455,1377.9527559
2023-07-17,2023-S29,28,Normandie,Tous âges,1106.3336393,3646.6774716,821.22552116
2023-07-24,2023-S30,28,Normandie,65 ans ou plus,2590.266876,4791.6666667,3441.6826004
2023-07-24,2023-S30,28,Normandie,Tous âges,1145.6135062,3465.2114598,1046.784875
2023-07-31,2023-S31,28,Normandie,00-04 ans,674.01960784,1973.6842105,671.1409396
2023-08-07,2023-S32,28,Normandie,15-64 ans,694.1940137,2661.8705036,871.02177554
2023-08-07,2023-S32,28,Normandie,65 ans ou plus,2693.6652424,5166.0516605,4693.1407942
2023-08-14,2023-S33,28,Normandie,65 ans ou plus,2782.6086957,5222.2222222,3602.058319
2021-02-08,2021-S06,76,Occitanie,00-04 ans,454.02951192,2325.5813953,547.19562244
2021-02-08,2021-S06,76,Occitanie,65 ans ou plus,2757.8684949,4828.0653005,1844.2622951
2021-02-08,2021-S06,76,Occitanie,Tous âges,1044.7761194,3423.6804565,581.21749771
2021-02-22,2021-S08,76,Occitanie,15-64 ans,456.96357932,1478.4946237,585.41777541
2021-03-01,2021-S09,76,Occitanie,05-14 ans,67.159167226,0.0,0.0
2021-03-01,2021-S09,76,Occitanie,15-64 ans,531.29895784,1949.7400347,386.52678078
2021-03-08,2021-S10,76,Occitanie,65 ans ou plus,2459.8615407,4015.9309658,1495.7264957
2021-03-08,2021-S10,76,Occitanie,Tous âges,1007.7124563,3003.9255846,531.44375554
2021-03-15,2021-S11,76,Occitanie,00-04 ans,1635.2648418,5671.641791,397.35099338
2021-03-22,2021-S12,76,Occitanie,00-04 ans,1380.4173355,2849.7409326,1146.4968153
2021-03-22,2021-S12,76,Occitanie,65 ans ou plus,2395.8927553,3993.4533552,1443.2989691
2021-03-22,2021-S12,76,Occitanie,Tous âges,986.02269582,2892.7680798,821.91780822
2021-03-29,2021-S13,76,Occitanie,00-04 ans,1259.3703148,4411.7647059,1071.4285714
2021-03-29,2021-S13,76,Occitanie,05-14 ans,206.79468242,956.93779904,919.54022989
2021-04-05,2021-S14,76,Occitanie,05-14 ans,348.12880766,1298.7012987,227.27272727
2021-04-05,2021-S14,76,Occitanie,65 ans ou plus,2705.3965542,4715.7190635,2513.464991
2021-04-12,2021-S15,76,Occitanie,00-04 ans,693.87755102,2167.1826625,421.94092827
2021-04-12,2021-S15,76,Occitanie,65 ans ou plus,2414.4869215,4352.1266073,2997.8586724
2021-04-12,2021-S15,76,Occitanie,Tous âges,987.08030032,3132.3678006,744.24898512
2021-04-19,2021-S16,76,Occitanie,05-14 ans,121.0653753,0.0,778.21011673
2021-04-19,2021-S16,76,Occitanie,65 ans ou plus,2667.3779675,4751.484839,1232.3943662
2021-05-10,2021-S19,76,Occitanie,Tous âges,850.41275263,2855.6319408,751.42771265
2021-05-17,2021-S20,76,Occitanie,65 ans ou plus,1993.220339,4005.2527905,1425.6619145
2021-05-17,2021-S20,76,Occitanie,Tous âges,790.50053821,2727.4239149,571.2472231
2021-05-31,2021-S22,76,Occitanie,00-04 ans,848.95649098,2332.361516,359.06642729
2021-05-31,2021-S22,76,Occitanie,15-64 ans,414.19777944,1493.7106918,291.5451895
2021-06-14,2021-S24,76,Occitanie,05-14 ans,170.6970128,393.7007874,233.64485981
2021-06-14,2021-S24,76,Occitanie,65 ans ou plus,2161.9595101,4585.3658537,1473.6842105
2021-06-14,2021-S24,76,Occitanie,Tous âges,908.86984011,3241.9354839,503.61976708
2021-08-23,2021-S34,11,Île-de-France,Tous âges,632.16997899,3007.4116306,515.82649472
2021-06-21,2021-S25,76,Occitanie,15-64 ans,329.03756512,1447.5271411,370.59913527
2021-08-30,2021-S35,11,Île-de-France,00-04 ans,298.83611198,1358.2342954,328.13781788
2021-06-21,2021-S25,76,Occitanie,Tous âges,762.25157388,2726.9647696,723.68421053
2021-08-30,2021-S35,11,Île-de-France,05-14 ans,74.308006688,0.0,326.79738562
2021-06-28,2021-S26,76,Occitanie,Tous âges,752.93676581,2583.7639607,401.73053152
2021-08-30,2021-S35,11,Île-de-France,15-64 ans,337.77384936,1556.7765568,359.25992456
2021-09-06,2021-S36,11,Île-de-France,65 ans ou plus,2425.6292906,5216.3240258,1931.6493314
2021-09-06,2021-S36,11,Île-de-France,Tous âges,697.42583279,3015.8928795,412.12565253
2021-09-13,2021-S37,11,Île-de-France,05-14 ans,127.66500702,692.04152249,411.24057574
2021-09-13,2021-S37,11,Île-de-France,65 ans ou plus,2141.8857661,4575.3588517,1298.7012987
2021-09-27,2021-S39,11,Île-de-France,00-04 ans,1187.8766705,2383.3167825,731.13991359
2021-09-27,2021-S39,11,Île-de-France,15-64 ans,385.91266827,1854.6670721,395.8529689
2021-10-04,2021-S40,11,Île-de-France,05-14 ans,217.22463583,660.79295154,362.31884058
2021-10-04,2021-S40,11,Île-de-France,15-64 ans,529.38863176,2082.0575628,377.23986168
2021-10-11,2021-S41,11,Île-de-France,00-04 ans,1286.0817376,2661.5969582,782.77886497
2021-10-11,2021-S41,11,Île-de-France,15-64 ans,561.86491333,2116.0822249,316.50577623
2021-10-18,2021-S42,11,Île-de-France,00-04 ans,1881.1747192,4444.4444444,761.36093267
2021-10-18,2021-S42,11,Île-de-France,05-14 ans,374.38160182,1157.4074074,450.45045045
2021-10-18,2021-S42,11,Île-de-France,65 ans ou plus,2923.3549484,6035.9348681,1540.9570154
2021-10-25,2021-S43,11,Île-de-France,05-14 ans,518.96207585,1238.3900929,1033.8345865
2021-10-25,2021-S43,11,Île-de-France,Tous âges,1315.2061475,4436.4508393,886.83095275
2021-11-01,2021-S44,11,Île-de-France,00-04 ans,1924.3260799,3009.2592593,1078.250154
2021-11-01,2021-S44,11,Île-de-France,65 ans ou plus,2987.2134039,6120.0237671,2698.8636364
2021-11-08,2021-S45,11,Île-de-France,00-04 ans,1636.2432611,3234.0425532,1107.4528584
2021-11-08,2021-S45,11,Île-de-France,65 ans ou plus,3246.533649,6346.3819692,2246.5088039
2021-11-15,2021-S46,11,Île-de-France,00-04 ans,1748.1900053,3894.0809969,991.15992499
2021-11-15,2021-S46,11,Île-de-France,65 ans ou plus,3363.6057854,6463.7681159,1786.9907076
2021-07-19,2021-S29,76,Occitanie,00-04 ans,365.07453605,1552.7950311,720.72072072
2021-07-19,2021-S29,76,Occitanie,15-64 ans,524.60018336,2315.3692615,433.36944745
2021-07-19,2021-S29,76,Occitanie,Tous âges,884.12395359,3337.1881712,592.63880225
2021-07-26,2021-S30,76,Occitanie,15-64 ans,474.65053203,2049.4972931,561.09725686
2021-08-02,2021-S31,76,Occitanie,00-04 ans,243.73259053,395.256917,257.06940874
2021-08-02,2021-S31,76,Occitanie,05-14 ans,32.216494845,0.0,0.0
2021-08-16,2021-S33,76,Occitanie,65 ans ou plus,2103.5394886,4417.261298,3361.3445378
2021-08-23,2021-S34,76,Occitanie,00-04 ans,203.66598778,398.4063745,328.94736842
2021-08-23,2021-S34,76,Occitanie,Tous âges,776.14643296,2875.7939308,742.31177094
2021-09-06,2021-S36,76,Occitanie,00-04 ans,151.97568389,760.45627376,712.58907363
2021-09-13,2021-S37,76,Occitanie,65 ans ou plus,2228.9907241,4664.9389115,1837.2703412
2021-09-13,2021-S37,76,Occitanie,Tous âges,799.53387499,3138.6066763,540.54054054
2021-09-20,2021-S38,76,Occitanie,65 ans ou plus,1976.7126997,3734.1555327,1369.8630137
2021-10-04,2021-S40,76,Occitanie,65 ans ou plus,2088.772846,3856.2953197,3389.8305085
2021-10-04,2021-S40,76,Occitanie,Tous âges,848.62099089,2804.8571917,691.72932331
2021-10-11,2021-S41,76,Occitanie,00-04 ans,934.57943925,4712.0418848,841.51472651
2021-10-18,2021-S42,76,Occitanie,65 ans ou plus,2935.731288,5349.6616178,3459.1194969
2021-10-25,2021-S43,76,Occitanie,00-04 ans,1236.0639845,3981.264637,903.22580645
2021-10-25,2021-S43,76,Occitanie,15-64 ans,585.73278254,2045.7866537,818.71345029
2021-10-25,2021-S43,76,Occitanie,65 ans ou plus,2931.3876088,5865.0065531,2577.3195876
2022-01-17,2022-S03,53,Bretagne,15-64 ans,385.33085304,1194.0298507,582.60507699
2022-01-17,2022-S03,53,Bretagne,Tous âges,988.95102987,2650.0389712,929.32257276
2022-01-24,2022-S04,53,Bretagne,05-14 ans,178.78426698,787.4015748,208.76826722
2022-01-24,2022-S04,53,Bretagne,65 ans ou plus,2288.815479,3088.2992605,2914.3897996
2022-01-24,2022-S04,53,Bretagne,Tous âges,918.46174177,2374.4063984,932.22474175
2022-01-31,2022-S05,53,Bretagne,15-64 ans,539.70701619,1622.8748068,407.239819
2022-01-31,2022-S05,53,Bretagne,Tous âges,1121.1357304,2851.8616319,903.45895715
2022-02-07,2022-S06,53,Bretagne,65 ans ou plus,2409.3453395,3337.905807,3473.2272069
2022-02-14,2022-S07,53,Bretagne,05-14 ans,0.0,0.0,346.02076125
2022-02-14,2022-S07,53,Bretagne,15-64 ans,472.11943346,1819.5050946,705.55032926
2022-02-21,2022-S08,53,Bretagne,05-14 ans,46.040515654,0.0,350.87719298
2022-02-21,2022-S08,53,Bretagne,65 ans ou plus,2353.49494,3536.6931919,2676.3990268
2022-02-28,2022-S09,53,Bretagne,Tous âges,800.81276519,2345.828295,803.32409972
2022-03-07,2022-S10,53,Bretagne,00-04 ans,325.37960954,704.22535211,400.0
2022-03-21,2022-S12,53,Bretagne,05-14 ans,264.0513014,1796.4071856,456.62100457
2022-03-21,2022-S12,53,Bretagne,Tous âges,984.27302878,3019.1288315,813.54441513
2022-03-28,2022-S13,53,Bretagne,Tous âges,1020.1283387,2539.5304264,1422.4751067
2022-04-11,2022-S15,53,Bretagne,15-64 ans,549.51216777,1881.7204301,776.86663789
2022-05-02,2022-S18,53,Bretagne,65 ans ou plus,2672.1953467,4153.7781706,4854.368932
2022-05-16,2022-S20,53,Bretagne,00-04 ans,535.47523427,1923.0769231,532.85968028
2022-05-23,2022-S21,53,Bretagne,15-64 ans,487.04892628,1272.6054923,619.34254407
2022-06-06,2022-S23,53,Bretagne,65 ans ou plus,2641.9753086,4061.8955513,3846.1538462
2024-07-01,2024-S27,44,Grand Est,Tous âges,1864.9986569,5129.5896328,1152.2396659
2024-07-08,2024-S28,44,Grand Est,05-14 ans,1251.3801987,2334.6303502,1583.7104072
2024-07-08,2024-S28,44,Grand Est,15-64 ans,902.37317039,2297.4101921,778.3994162
2024-07-15,2024-S29,44,Grand Est,65 ans ou plus,3556.7313345,5882.3529412,3470.437018
2024-07-15,2024-S29,44,Grand Est,Tous âges,1478.5048146,4134.4123856,1135.5034065
2024-07-22,2024-S30,44,Grand Est,00-04 ans,1212.1212121,3603.6036036,2008.4566596
2024-07-22,2024-S30,44,Grand Est,15-64 ans,919.40813102,3033.0466274,946.2915601
2024-07-29,2024-S31,44,Grand Est,00-04 ans,922.26613966,684.93150685,483.67593712
2024-07-29,2024-S31,44,Grand Est,65 ans ou plus,3374.278526,6357.5693713,3425.5599473
2024-07-29,2024-S31,44,Grand Est,Tous âges,1426.6624745,4137.6850366,992.59492674
2024-08-12,2024-S33,44,Grand Est,00-04 ans,671.70445004,2105.2631579,572.08237986
2024-08-12,2024-S33,44,Grand Est,05-14 ans,785.23753435,2978.7234043,1371.2047013
2024-08-19,2024-S34,44,Grand Est,00-04 ans,419.97200187,1204.8192771,985.91549296
2024-08-19,2024-S34,44,Grand Est,05-14 ans,423.5493435,431.03448276,1505.6461731
2024-08-19,2024-S34,44,Grand Est,65 ans ou plus,3270.9591867,5928.8537549,4556.6502463
2024-08-26,2024-S35,44,Grand Est,65 ans ou plus,3598.5130112,6000.6937218,3611.1111111
2024-08-26,2024-S35,44,Grand Est,Tous âges,1459.2933948,4082.6963169,1257.6733044
2021-11-01,2021-S44,76,Occitanie,05-14 ans,268.8172043,1242.2360248,268.8172043
2021-11-08,2021-S45,76,Occitanie,00-04 ans,1128.6011286,3183.0238727,486.61800487
2021-11-08,2021-S45,76,Occitanie,Tous âges,1142.2490245,3707.8651685,769.03994046
2021-11-15,2021-S46,76,Occitanie,05-14 ans,330.62819357,1739.1304348,459.77011494
2021-11-22,2021-S47,76,Occitanie,05-14 ans,362.64732548,1395.3488372,0.0
2021-11-22,2021-S47,76,Occitanie,15-64 ans,575.19013229,2035.9848485,907.15048026
2021-11-22,2021-S47,76,Occitanie,65 ans ou plus,3500.1405679,6377.2954925,3313.253012
2021-12-06,2021-S49,76,Occitanie,15-64 ans,653.71802125,2345.1327434,397.9533826
2021-12-13,2021-S50,76,Occitanie,05-14 ans,152.39256324,961.53846154,456.62100457
2021-12-13,2021-S50,76,Occitanie,15-64 ans,732.25087552,2948.609941,492.34135667
2021-12-13,2021-S50,76,Occitanie,Tous âges,1443.0992736,4620.8916368,856.16438356
2021-12-20,2021-S51,76,Occitanie,15-64 ans,679.71163749,2328.8973384,727.88353863
2021-12-20,2021-S51,76,Occitanie,65 ans ou plus,3819.0682557,7064.516129,2421.3075061
2021-12-27,2021-S52,76,Occitanie,15-64 ans,965.77017115,3706.8965517,537.6344086
2021-12-27,2021-S52,76,Occitanie,Tous âges,1876.4453254,6034.4827586,1059.0858417
2022-01-10,2022-S02,76,Occitanie,05-14 ans,281.09627547,1834.8623853,246.30541872
2022-01-10,2022-S02,76,Occitanie,Tous âges,1363.8424779,4296.1004627,621.29341994
2022-01-17,2022-S03,76,Occitanie,00-04 ans,539.56834532,1210.653753,1700.1545595
2022-01-24,2022-S04,76,Occitanie,15-64 ans,513.29622758,1858.4070796,539.66540745
2022-01-24,2022-S04,76,Occitanie,65 ans ou plus,2806.1893522,4801.2232416,2542.3728814
2022-02-07,2022-S06,76,Occitanie,05-14 ans,159.15119363,383.14176245,696.05568445
2022-02-07,2022-S06,76,Occitanie,15-64 ans,472.11566834,1984.1269841,882.02866593
2022-02-14,2022-S07,76,Occitanie,Tous âges,993.79271428,3436.9885434,855.67598403
2022-02-21,2022-S08,76,Occitanie,Tous âges,985.3668118,3255.6602215,522.3880597
2022-02-28,2022-S09,76,Occitanie,05-14 ans,273.75831052,434.7826087,247.52475248
2022-03-07,2022-S10,76,Occitanie,15-64 ans,421.91585453,1647.8751084,673.22630761
2022-03-14,2022-S11,76,Occitanie,05-14 ans,163.58962374,1700.6802721,533.80782918
2022-03-21,2022-S12,76,Occitanie,00-04 ans,462.42774566,1617.2506739,313.47962382
2022-03-21,2022-S12,76,Occitanie,05-14 ans,111.83180497,327.86885246,462.96296296
2022-03-21,2022-S12,76,Occitanie,15-64 ans,532.33217528,2000.0,499.75012494
2022-03-21,2022-S12,76,Occitanie,Tous âges,981.44182727,3384.5137857,682.87353182
2022-03-28,2022-S13,76,Occitanie,00-04 ans,503.10742823,1379.3103448,806.4516129
2022-03-28,2022-S13,76,Occitanie,Tous âges,1257.8616352,4352.8825386,893.60513823
2022-04-04,2022-S14,76,Occitanie,00-04 ans,501.11358575,1804.1237113,0.0
2022-04-04,2022-S14,76,Occitanie,05-14 ans,204.08163265,362.31884058,223.71364653
2022-04-04,2022-S14,76,Occitanie,65 ans ou plus,3076.352854,5645.4170631,2641.509434
2022-04-18,2022-S16,76,Occitanie,00-04 ans,567.50298686,1159.4202899,441.17647059
2022-04-18,2022-S16,76,Occitanie,15-64 ans,530.10434686,1907.3569482,200.60180542
2022-04-25,2022-S17,76,Occitanie,05-14 ans,203.45879959,0.0,777.20207254
2022-04-25,2022-S17,76,Occitanie,65 ans ou plus,2900.3318176,5684.0713814,840.33613445
2022-05-02,2022-S18,76,Occitanie,00-04 ans,625.97809077,1612.9032258,0.0
2022-05-09,2022-S19,76,Occitanie,65 ans ou plus,2491.6325772,4774.3623283,1453.4883721
2022-05-09,2022-S19,76,Occitanie,Tous âges,897.48643158,3234.9983238,562.98381422
2022-05-30,2022-S22,76,Occitanie,00-04 ans,746.52188666,2348.9932886,185.18518519
2022-05-30,2022-S22,76,Occitanie,Tous âges,957.80327966,2985.5643045,726.8322229
2022-06-06,2022-S23,76,Occitanie,00-04 ans,814.38751272,2280.1302932,458.01526718
2022-06-06,2022-S23,76,Occitanie,15-64 ans,439.74902129,1597.9814971,868.14975583
2022-06-06,2022-S23,76,Occitanie,65 ans ou plus,2490.8711528,4465.8806717,5418.7192118
2022-06-13,2022-S24,76,Occitanie,65 ans ou plus,2707.388637,5305.9780686,1542.4164524
2022-06-13,2022-S24,76,Occitanie,Tous âges,947.61365067,3401.7183938,603.50030175
2022-06-20,2022-S25,76,Occitanie,15-64 ans,323.00767805,1251.6184722,401.836969
