1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour traumatisme,Taux d'hospitalisations après passages aux urgences pour traumatisme,Taux d'actes médicaux SOS médecins pour traumatisme
2020-11-16,2020-S47,52,Pays de la Loire,65 ans ou plus,23273.381295,18115.41271,11851.851852
2020-11-23,2020-S48,52,Pays de la Loire,00-14 ans,49054.113506,22648.083624,9367.0886076
2020-11-23,2020-S48,52,Pays de la Loire,15-64 ans,32412.423257,20554.06613,7602.6977315
2020-11-23,2020-S48,52,Pays de la Loire,65 ans ou plus,23658.454269,19562.146893,10863.095238
2020-11-23,2020-S48,52,Pays de la Loire,Tous âges,33515.871543,20269.312544,8770.8066581
2020-12-14,2020-S51,52,Pays de la Loire,Tous âges,31583.629893,18874.519399,7926.0651629
2020-12-21,2020-S52,52,Pays de la Loire,65 ans ou plus,24031.240613,19278.688525,11592.505855
2020-12-28,2020-S53,52,Pays de la Loire,65 ans ou plus,22362.291039,16125.07664,6562.8476085
2020-12-28,2020-S53,52,Pays de la Loire,Tous âges,30307.238327,17976.391231,6255.0992657
2021-01-11,2021-S02,52,Pays de la Loire,Tous âges,31174.220848,18722.044728,6987.2476089
2021-01-18,2021-S03,52,Pays de la Loire,00-14 ans,42709.984152,14935.064935,3445.3781513
2021-01-18,2021-S03,52,Pays de la Loire,Tous âges,29304.991641,16759.776536,6341.0685375
2021-01-25,2021-S04,52,Pays de la Loire,15-64 ans,30758.041054,20314.842579,5412.6473741
2021-02-08,2021-S06,52,Pays de la Loire,00-14 ans,42057.188245,19687.5,3565.8914729
2021-02-15,2021-S07,52,Pays de la Loire,Tous âges,30472.404116,17849.395724,6068.7960688
2021-02-22,2021-S08,52,Pays de la Loire,15-64 ans,31896.159101,20676.100629,6574.0245858
2021-02-22,2021-S08,52,Pays de la Loire,65 ans ou plus,23936.919178,18998.048146,10212.201592
2021-03-01,2021-S09,52,Pays de la Loire,00-14 ans,43781.512605,19817.073171,4333.6944745
2021-03-01,2021-S09,52,Pays de la Loire,15-64 ans,32022.648632,19935.948759,7442.8495481
2021-03-15,2021-S11,52,Pays de la Loire,Tous âges,32114.251171,17949.488876,7612.0959333
2021-03-22,2021-S12,52,Pays de la Loire,Tous âges,32763.47111,17490.604221,7948.7179487
2021-03-29,2021-S13,52,Pays de la Loire,15-64 ans,32640.53564,19244.226732,7392.8043371
2021-03-29,2021-S13,52,Pays de la Loire,65 ans ou plus,22344.420601,16889.924287,12664.907652
2021-03-29,2021-S13,52,Pays de la Loire,Tous âges,32762.991128,17867.113345,7714.6311971
2021-04-19,2021-S16,52,Pays de la Loire,00-14 ans,53006.08828,27520.435967,12727.272727
2021-04-26,2021-S17,52,Pays de la Loire,Tous âges,34123.187322,18029.850746,10399.512046
2021-05-03,2021-S18,52,Pays de la Loire,00-14 ans,48645.720477,19505.494505,10746.606335
2021-05-03,2021-S18,52,Pays de la Loire,15-64 ans,32293.157744,21402.214022,9272.918862
2021-05-03,2021-S18,52,Pays de la Loire,Tous âges,32853.501275,18839.712919,9829.1795015
2021-05-10,2021-S19,52,Pays de la Loire,15-64 ans,31797.362942,21136.363636,7719.654647
2021-05-10,2021-S19,52,Pays de la Loire,65 ans ou plus,20593.896068,16847.47926,10424.242424
2021-05-24,2021-S21,52,Pays de la Loire,15-64 ans,34626.865672,21305.595409,7774.6741155
2021-06-07,2021-S23,52,Pays de la Loire,15-64 ans,36248.339171,24449.182658,8914.3426295
2021-06-07,2021-S23,52,Pays de la Loire,Tous âges,35040.707738,19893.742621,9093.2311622
2021-06-14,2021-S24,52,Pays de la Loire,00-14 ans,45004.344049,23095.238095,5754.141238
2021-06-21,2021-S25,52,Pays de la Loire,Tous âges,34787.031151,20167.314013,7600.4872107
2021-06-28,2021-S26,52,Pays de la Loire,00-14 ans,47851.420248,26086.956522,5202.3121387
2021-06-28,2021-S26,52,Pays de la Loire,15-64 ans,33612.059828,22922.848665,7941.0366144
2021-06-28,2021-S26,52,Pays de la Loire,Tous âges,34004.503908,21989.860583,7868.453106
2021-07-05,2021-S27,52,Pays de la Loire,65 ans ou plus,22927.824535,15672.131148,9641.5327565
2021-07-05,2021-S27,52,Pays de la Loire,Tous âges,33052.84416,18869.672637,7310.0120627
2021-07-12,2021-S28,52,Pays de la Loire,00-14 ans,42672.81106,22107.969152,3067.4846626
2021-07-12,2021-S28,52,Pays de la Loire,15-64 ans,34968.523578,20175.438596,6273.0627306
2021-07-12,2021-S28,52,Pays de la Loire,65 ans ou plus,23778.664008,17696.267696,9963.9855942
2021-07-19,2021-S29,52,Pays de la Loire,00-14 ans,39908.705575,18801.089918,4147.4654378
2021-07-19,2021-S29,52,Pays de la Loire,Tous âges,33527.47531,21782.178218,7293.2717001
2021-07-26,2021-S30,52,Pays de la Loire,00-14 ans,42791.461412,26764.705882,6340.0576369
2021-08-02,2021-S31,52,Pays de la Loire,00-14 ans,46031.112884,27652.733119,5114.638448
2021-08-02,2021-S31,52,Pays de la Loire,15-64 ans,33426.787307,20823.244552,6289.3081761
2021-08-16,2021-S33,52,Pays de la Loire,15-64 ans,34666.502584,20280.235988,6494.140625
2021-08-16,2021-S33,52,Pays de la Loire,65 ans ou plus,25555.258229,18117.977528,12516.129032
2021-08-23,2021-S34,52,Pays de la Loire,65 ans ou plus,26186.009113,18538.565629,9137.0558376
2021-08-30,2021-S35,52,Pays de la Loire,00-14 ans,48289.136014,23024.054983,8732.3943662
2021-08-30,2021-S35,52,Pays de la Loire,Tous âges,35189.657622,20721.003135,8474.5762712
2021-09-06,2021-S36,52,Pays de la Loire,00-14 ans,48952.513966,23291.925466,8381.1710677
2021-09-06,2021-S36,52,Pays de la Loire,15-64 ans,36365.781711,21645.021645,7420.9245742
2021-09-06,2021-S36,52,Pays de la Loire,65 ans ou plus,24468.3644,17394.179894,11360.799001
2021-09-06,2021-S36,52,Pays de la Loire,Tous âges,35753.894904,19813.664596,8335.3122774
2021-09-13,2021-S37,52,Pays de la Loire,15-64 ans,35002.925688,18945.868946,7808.9113459
2021-09-20,2021-S38,52,Pays de la Loire,00-14 ans,45219.482862,17380.352645,4738.5620915
2021-09-20,2021-S38,52,Pays de la Loire,65 ans ou plus,23889.655172,17906.517446,12071.535022
2021-09-27,2021-S39,52,Pays de la Loire,00-14 ans,43900.21296,17543.859649,3433.4763948
2021-09-27,2021-S39,52,Pays de la Loire,65 ans ou plus,25731.93661,19726.5625,12354.312354
2021-09-27,2021-S39,52,Pays de la Loire,Tous âges,35083.73361,20531.028095,6056.898134
2021-10-04,2021-S40,52,Pays de la Loire,65 ans ou plus,24075.510732,18852.459016,10993.657505
2021-10-11,2021-S41,52,Pays de la Loire,65 ans ou plus,25420.457679,18252.933507,10989.010989
2021-10-11,2021-S41,52,Pays de la Loire,Tous âges,35038.75969,18078.381795,5717.2557173
2021-10-25,2021-S43,52,Pays de la Loire,00-14 ans,29199.475066,12000.0,2031.25
2021-11-08,2021-S45,52,Pays de la Loire,Tous âges,31551.84412,18593.292087,5391.2647862
2021-11-15,2021-S46,52,Pays de la Loire,15-64 ans,34793.125398,19347.133758,5749.6682884
2021-11-22,2021-S47,52,Pays de la Loire,Tous âges,31452.506231,17815.021726,5224.0437158
2021-11-29,2021-S48,52,Pays de la Loire,00-14 ans,31322.094055,9010.989011,2758.6206897
2021-11-29,2021-S48,52,Pays de la Loire,15-64 ans,34787.137092,20792.880259,5968.0451128
2021-11-29,2021-S48,52,Pays de la Loire,Tous âges,31014.414292,17232.85979,5489.2053284
2021-12-06,2021-S49,52,Pays de la Loire,Tous âges,31014.335213,16289.171579,4885.3211009
2021-12-20,2021-S51,52,Pays de la Loire,00-14 ans,23301.34357,7848.1012658,2274.5735175
2021-12-20,2021-S51,52,Pays de la Loire,Tous âges,25974.756813,16117.684682,4515.6591406
2021-12-27,2021-S52,52,Pays de la Loire,15-64 ans,28409.726104,19626.168224,4409.6031357
2022-01-03,2022-S01,52,Pays de la Loire,15-64 ans,28005.20758,16962.220509,3682.7195467
2022-01-10,2022-S02,52,Pays de la Loire,15-64 ans,30564.445738,19338.842975,3151.9861831
2022-01-10,2022-S02,52,Pays de la Loire,Tous âges,28685.228152,17415.730337,4007.8682075
2022-01-17,2022-S03,52,Pays de la Loire,00-14 ans,31884.057971,10222.222222,3765.6903766
2022-01-17,2022-S03,52,Pays de la Loire,65 ans ou plus,22384.291725,18103.448276,8166.4098613
2022-01-24,2022-S04,52,Pays de la Loire,00-14 ans,32405.498282,10981.308411,3018.5004869
2022-01-24,2022-S04,52,Pays de la Loire,65 ans ou plus,21529.902643,17113.893858,6876.7908309
2022-01-31,2022-S05,52,Pays de la Loire,Tous âges,29641.242526,16103.257529,5238.0952381
2022-02-14,2022-S07,52,Pays de la Loire,65 ans ou plus,20790.782927,15588.416513,8255.6591212
2022-02-21,2022-S08,52,Pays de la Loire,15-64 ans,34667.352979,19983.948636,6693.5949221
2022-02-28,2022-S09,52,Pays de la Loire,15-64 ans,34662.179653,19266.055046,6629.5781178
2022-02-28,2022-S09,52,Pays de la Loire,65 ans ou plus,22515.48613,16065.781151,9011.627907
2022-03-07,2022-S10,52,Pays de la Loire,15-64 ans,34276.851493,18945.760122,4701.4574518
2022-03-14,2022-S11,52,Pays de la Loire,15-64 ans,34105.108416,16064.565719,5074.3657043
2022-03-28,2022-S13,52,Pays de la Loire,15-64 ans,33758.202928,19183.359014,3868.6459739
2022-03-28,2022-S13,52,Pays de la Loire,65 ans ou plus,22907.711757,16455.696203,6758.8325653
2022-04-04,2022-S14,52,Pays de la Loire,Tous âges,30548.026707,17295.873573,4190.5855339
2022-04-11,2022-S15,52,Pays de la Loire,15-64 ans,34452.320449,22607.385079,4798.4644914
2022-04-18,2022-S16,52,Pays de la Loire,00-14 ans,43661.971831,21637.426901,4572.5646123
2022-04-18,2022-S16,52,Pays de la Loire,15-64 ans,35332.807156,17557.251908,5823.5549761
2022-04-18,2022-S16,52,Pays de la Loire,65 ans ou plus,23925.233645,17689.530686,6290.1155327
2022-04-18,2022-S16,52,Pays de la Loire,Tous âges,33988.863044,18044.659022,5603.1318816
2022-04-25,2022-S17,52,Pays de la Loire,Tous âges,35952.285752,19102.450546,7087.8274268
2022-05-02,2022-S18,52,Pays de la Loire,15-64 ans,37950.391645,22039.942939,7642.1248835
2022-05-02,2022-S18,52,Pays de la Loire,65 ans ou plus,25102.880658,17750.325098,9256.4491654
2022-05-09,2022-S19,52,Pays de la Loire,15-64 ans,38217.291507,22478.386167,8182.2408182
2022-05-16,2022-S20,52,Pays de la Loire,15-64 ans,38892.292611,20202.020202,7648.991084
2022-05-23,2022-S21,52,Pays de la Loire,65 ans ou plus,24325.100517,18048.128342,9065.9340659
2022-05-30,2022-S22,52,Pays de la Loire,00-14 ans,45227.832512,20810.810811,5827.7027027
2022-05-30,2022-S22,52,Pays de la Loire,65 ans ou plus,25566.166439,16983.523447,8987.1611983
2022-06-06,2022-S23,52,Pays de la Loire,Tous âges,35522.880308,19949.732956,6241.2013139
2022-06-13,2022-S24,52,Pays de la Loire,00-14 ans,39145.246206,20054.200542,4404.5676998
2022-06-20,2022-S25,52,Pays de la Loire,65 ans ou plus,24745.669508,17808.219178,6304.9853372
2022-06-27,2022-S26,52,Pays de la Loire,15-64 ans,35001.965666,21615.384615,4792.4901186
2022-07-04,2022-S27,52,Pays de la Loire,00-14 ans,35684.790089,17346.938776,2999.0627929
2022-07-11,2022-S28,52,Pays de la Loire,00-14 ans,33694.581281,19143.576826,2423.2633279
2022-07-11,2022-S28,52,Pays de la Loire,15-64 ans,35816.993464,21589.085072,6270.320483
2022-07-18,2022-S29,52,Pays de la Loire,00-14 ans,38617.886179,15921.787709,4413.3476857
2022-07-18,2022-S29,52,Pays de la Loire,Tous âges,32433.996383,18740.446347,6576.9426105
2022-07-25,2022-S30,52,Pays de la Loire,Tous âges,33500.656421,18934.911243,6146.179402
2022-08-01,2022-S31,52,Pays de la Loire,15-64 ans,36767.472146,23608.903021,6528.8868013
2022-08-08,2022-S32,52,Pays de la Loire,00-14 ans,43317.97235,24149.659864,7355.2425665
2022-08-08,2022-S32,52,Pays de la Loire,65 ans ou plus,24076.645376,16914.138154,9759.1888466
2022-08-15,2022-S33,52,Pays de la Loire,15-64 ans,35047.914318,21539.72154,6695.7787482
2022-08-15,2022-S33,52,Pays de la Loire,65 ans ou plus,25249.928592,17474.40273,7441.2532637
2022-08-22,2022-S34,52,Pays de la Loire,65 ans ou plus,24547.343425,16688.567674,7883.8174274
2022-09-19,2022-S38,52,Pays de la Loire,15-64 ans,37320.640177,21875.0,5693.6285585
2022-09-26,2022-S39,52,Pays de la Loire,00-14 ans,41941.941942,14253.393665,4179.8107256
2022-10-03,2022-S40,52,Pays de la Loire,00-14 ans,43694.493783,18108.108108,3600.6546645
2022-10-03,2022-S40,52,Pays de la Loire,65 ans ou plus,24530.356657,18390.804598,6912.4423963
2022-10-10,2022-S41,52,Pays de la Loire,65 ans ou plus,21776.189167,15673.420739,5331.4121037
2022-10-24,2022-S43,52,Pays de la Loire,65 ans ou plus,24044.630404,16781.465247,5772.2308892
2022-11-07,2022-S45,52,Pays de la Loire,15-64 ans,33848.417954,17691.659646,5596.107056
2022-11-07,2022-S45,52,Pays de la Loire,65 ans ou plus,22758.037225,15876.02783,7202.2160665
2022-11-14,2022-S46,52,Pays de la Loire,Tous âges,31364.800585,15896.487985,5051.4958313
2022-11-28,2022-S48,52,Pays de la Loire,00-14 ans,27832.167832,9018.0360721,1383.8748496
2022-12-05,2022-S49,52,Pays de la Loire,15-64 ans,33079.152051,19848.612279,3243.0031097
2022-12-12,2022-S50,52,Pays de la Loire,15-64 ans,31560.891938,15541.740675,2284.7100176
2022-12-12,2022-S50,52,Pays de la Loire,65 ans ou plus,21856.963614,17320.627803,5865.9217877
2022-12-26,2022-S52,52,Pays de la Loire,65 ans ou plus,20630.882727,15835.140998,4919.7860963
2022-12-26,2022-S52,52,Pays de la Loire,Tous âges,23990.537564,15585.168019,3158.4183039
2023-01-02,2023-S01,52,Pays de la Loire,00-14 ans,33517.495396,10731.707317,2527.4725275
2023-01-02,2023-S01,52,Pays de la Loire,65 ans ou plus,18824.809576,15175.537939,5622.0095694
2023-01-09,2023-S02,52,Pays de la Loire,00-14 ans,39403.247038,13421.052632,4554.0796964
2023-01-09,2023-S02,52,Pays de la Loire,Tous âges,30579.144022,17289.117836,5610.4794859
2023-01-16,2023-S03,52,Pays de la Loire,Tous âges,34075.508228,18813.451777,5093.7049495
2023-01-30,2023-S05,52,Pays de la Loire,15-64 ans,31799.668125,18090.839107,4547.4231269
2023-01-30,2023-S05,52,Pays de la Loire,65 ans ou plus,21676.646707,16079.436259,7779.5786062
2023-02-06,2023-S06,52,Pays de la Loire,00-14 ans,38252.788104,15324.675325,2386.2788963
2023-02-13,2023-S07,52,Pays de la Loire,15-64 ans,30977.76424,17729.908865,5864.1975309
2023-02-20,2023-S08,52,Pays de la Loire,15-64 ans,32235.044033,19063.270337,4660.4527297
2023-02-20,2023-S08,52,Pays de la Loire,Tous âges,30055.401662,16499.189627,5128.2051282
2023-02-27,2023-S09,52,Pays de la Loire,00-14 ans,43697.784235,14080.45977,6296.2962963
2023-02-27,2023-S09,52,Pays de la Loire,15-64 ans,34679.300292,17108.433735,5300.2070393
2023-03-06,2023-S10,52,Pays de la Loire,Tous âges,31169.127721,16651.501365,5573.7704918
2023-03-20,2023-S12,52,Pays de la Loire,65 ans ou plus,21966.527197,15782.493369,8962.2641509
2023-04-03,2023-S14,52,Pays de la Loire,65 ans ou plus,22616.71792,16060.606061,8611.1111111
2023-04-10,2023-S15,52,Pays de la Loire,00-14 ans,42950.344328,18783.068783,4878.0487805
2023-04-17,2023-S16,52,Pays de la Loire,00-14 ans,43513.957307,23652.694611,4017.3724213
2023-04-17,2023-S16,52,Pays de la Loire,Tous âges,33454.747011,18757.763975,6152.6274096
2023-04-24,2023-S17,52,Pays de la Loire,65 ans ou plus,22718.392409,17221.873036,6944.4444444
2023-04-24,2023-S17,52,Pays de la Loire,Tous âges,32474.586793,17954.198473,6573.0055193
2023-05-01,2023-S18,52,Pays de la Loire,00-14 ans,48426.812585,21989.528796,7129.2775665
2023-05-08,2023-S19,52,Pays de la Loire,65 ans ou plus,24460.641399,17036.553525,9345.7943925
2023-05-15,2023-S20,52,Pays de la Loire,00-14 ans,48696.799736,14025.974026,5267.7787533
2023-05-15,2023-S20,52,Pays de la Loire,Tous âges,36043.790109,16899.658279,6402.9270524
2023-05-22,2023-S21,52,Pays de la Loire,Tous âges,35285.724477,18960.425281,6162.3361692
2023-06-05,2023-S23,52,Pays de la Loire,65 ans ou plus,23958.037993,16761.543327,7632.3987539
2023-06-12,2023-S24,52,Pays de la Loire,00-14 ans,46685.340803,20000.0,7310.7049608
2023-06-12,2023-S24,52,Pays de la Loire,15-64 ans,34589.557352,17701.641685,8311.3456464
2023-06-19,2023-S25,52,Pays de la Loire,15-64 ans,34562.584118,15983.026874,8473.8243123
2023-06-26,2023-S26,52,Pays de la Loire,00-14 ans,44706.284153,17941.952507,5871.559633
2023-06-26,2023-S26,52,Pays de la Loire,15-64 ans,34351.145038,17474.980754,7657.4535569
2023-06-26,2023-S26,52,Pays de la Loire,Tous âges,34053.120276,16624.203822,7418.5463659
2023-07-10,2023-S28,52,Pays de la Loire,15-64 ans,35246.575342,19682.059046,6754.3859649
2023-07-17,2023-S29,52,Pays de la Loire,15-64 ans,33310.094813,19984.74447,6921.6757741
2023-07-17,2023-S29,52,Pays de la Loire,65 ans ou plus,25270.457698,18433.179724,8885.9416446
2023-07-24,2023-S30,52,Pays de la Loire,65 ans ou plus,24239.816408,18793.34258,8908.4065245
2023-07-24,2023-S30,52,Pays de la Loire,Tous âges,33384.544477,18448.164842,7534.7860331
2023-07-31,2023-S31,52,Pays de la Loire,15-64 ans,32370.888525,16627.996906,5581.1808118
2023-07-31,2023-S31,52,Pays de la Loire,65 ans ou plus,25628.287551,18904.109589,7073.1707317
2023-08-14,2023-S33,52,Pays de la Loire,00-14 ans,47370.517928,21409.921671,4264.7058824
2023-08-14,2023-S33,52,Pays de la Loire,65 ans ou plus,26164.079823,19181.75721,9405.9405941
2023-08-21,2023-S34,52,Pays de la Loire,00-14 ans,43232.157506,24758.842444,6584.3621399
2023-08-21,2023-S34,52,Pays de la Loire,65 ans ou plus,25975.15169,18590.604027,6459.6273292
2023-09-04,2023-S36,52,Pays de la Loire,00-14 ans,43149.540518,15686.27451,6071.0194731
2023-09-04,2023-S36,52,Pays de la Loire,65 ans ou plus,26819.597848,19843.851659,8115.5433287
2023-09-11,2023-S37,52,Pays de la Loire,00-14 ans,42450.695118,13443.396226,4590.1639344
2023-09-11,2023-S37,52,Pays de la Loire,Tous âges,34385.19359,15919.349985,6544.2561205
2023-09-18,2023-S38,52,Pays de la Loire,15-64 ans,34230.399561,17546.264565,6172.3602484
2023-09-18,2023-S38,52,Pays de la Loire,Tous âges,33693.916074,16676.470588,5960.69869
2023-09-25,2023-S39,52,Pays de la Loire,00-14 ans,45052.566481,16273.584906,3956.2289562
2023-10-02,2023-S40,52,Pays de la Loire,15-64 ans,33947.47697,17766.116942,6378.5144775
2023-10-09,2023-S41,52,Pays de la Loire,65 ans ou plus,22790.697674,16253.776435,8791.2087912
2023-10-09,2023-S41,52,Pays de la Loire,Tous âges,33919.94479,16771.970132,5435.2629253
2023-10-16,2023-S42,52,Pays de la Loire,15-64 ans,32738.780207,15781.487102,5429.4975689
2023-10-16,2023-S42,52,Pays de la Loire,65 ans ou plus,22209.631728,16038.882139,8502.0242915
2023-10-23,2023-S43,52,Pays de la Loire,65 ans ou plus,22766.251729,17934.782609,6199.4609164
2023-10-30,2023-S44,52,Pays de la Loire,65 ans ou plus,23230.337079,18409.785933,6132.6658323
2023-10-30,2023-S44,52,Pays de la Loire,Tous âges,28942.666883,18018.557318,5091.0789351
2023-11-06,2023-S45,52,Pays de la Loire,00-14 ans,33654.176693,10344.827586,3846.1538462
2023-11-06,2023-S45,52,Pays de la Loire,15-64 ans,31776.932084,17747.683535,5475.0402576
2023-11-13,2023-S46,52,Pays de la Loire,00-14 ans,33724.4284,10060.362173,2893.1750742
2023-11-20,2023-S47,52,Pays de la Loire,15-64 ans,33118.833119,15401.785714,5728.5180573
2023-11-20,2023-S47,52,Pays de la Loire,65 ans ou plus,22425.629291,16728.395062,6214.6892655
2023-11-20,2023-S47,52,Pays de la Loire,Tous âges,29803.50125,14652.437266,4659.9496222
2023-11-27,2023-S48,52,Pays de la Loire,65 ans ou plus,23220.764722,16598.240469,7058.8235294
2023-12-04,2023-S49,52,Pays de la Loire,Tous âges,29315.819861,14427.570093,4790.8085844
2023-12-18,2023-S51,52,Pays de la Loire,00-14 ans,33080.634045,10731.707317,1333.3333333
2024-01-01,2024-S01,52,Pays de la Loire,65 ans ou plus,20578.60262,15660.592255,5536.7231638
2024-01-08,2024-S02,52,Pays de la Loire,Tous âges,29389.089081,15958.775765,4885.1215704
2024-01-22,2024-S04,52,Pays de la Loire,00-14 ans,34186.89724,11333.333333,2166.5538253
2024-01-22,2024-S04,52,Pays de la Loire,Tous âges,29495.614035,16152.639833,3838.6467144
2024-01-29,2024-S05,52,Pays de la Loire,65 ans ou plus,22031.076582,18141.097424,7929.5154185
2024-02-05,2024-S06,52,Pays de la Loire,15-64 ans,30930.555556,16844.751728,3246.2057336
2024-02-26,2024-S09,52,Pays de la Loire,65 ans ou plus,20936.715919,15219.78022,7586.2068966
2024-03-04,2024-S10,52,Pays de la Loire,00-14 ans,36962.99447,20270.27027,3516.0289555
2024-03-04,2024-S10,52,Pays de la Loire,Tous âges,29051.383399,17594.10802,5139.3939394
2024-03-11,2024-S11,52,Pays de la Loire,15-64 ans,31056.843267,17230.576441,4830.1268932
2024-03-11,2024-S11,52,Pays de la Loire,65 ans ou plus,21788.482835,16219.239374,6901.217862
2024-03-18,2024-S12,52,Pays de la Loire,15-64 ans,33160.766755,19105.43131,5865.1026393
2024-03-18,2024-S12,52,Pays de la Loire,Tous âges,33029.545789,18271.334792,6067.6779463
2024-03-25,2024-S13,52,Pays de la Loire,00-14 ans,42641.635937,21627.906977,4561.7173524
2024-03-25,2024-S13,52,Pays de la Loire,65 ans ou plus,21474.092546,15966.386555,6095.9792477
2024-04-01,2024-S14,52,Pays de la Loire,Tous âges,31904.587156,18837.148119,5333.3333333
2024-04-15,2024-S16,52,Pays de la Loire,65 ans ou plus,24169.014085,17020.023557,6973.6842105
2024-04-15,2024-S16,52,Pays de la Loire,Tous âges,34456.711214,18983.144515,6184.3640607
2024-05-06,2024-S19,52,Pays de la Loire,15-64 ans,34013.894797,20895.522388,6130.5732484
2024-05-13,2024-S20,52,Pays de la Loire,00-14 ans,42861.99864,23167.8487,5797.1014493
2024-05-13,2024-S20,52,Pays de la Loire,65 ans ou plus,23085.399449,15698.324022,6429.5485636
2024-05-13,2024-S20,52,Pays de la Loire,Tous âges,31497.430701,17377.567141,6005.6222847
2024-05-20,2024-S21,52,Pays de la Loire,00-14 ans,46190.314934,25120.772947,5151.7939282
2024-05-20,2024-S21,52,Pays de la Loire,Tous âges,33216.553536,18657.478305,6951.7493711
2024-05-27,2024-S22,52,Pays de la Loire,65 ans ou plus,23733.719247,18213.660245,6821.2824011
2024-06-03,2024-S23,52,Pays de la Loire,00-14 ans,45122.328894,22478.991597,5470.6355591
2024-06-03,2024-S23,52,Pays de la Loire,Tous âges,34648.805214,18559.916818,6016.2601626
2024-06-10,2024-S24,52,Pays de la Loire,00-14 ans,45095.457538,22959.183673,5724.8384118
2024-06-10,2024-S24,52,Pays de la Loire,65 ans ou plus,25470.132743,18341.851221,8432.1475626
2024-06-17,2024-S25,52,Pays de la Loire,15-64 ans,32555.865922,15369.897959,5909.8639456
2024-06-24,2024-S26,52,Pays de la Loire,65 ans ou plus,24893.503727,18683.173889,8278.5808147
2024-06-24,2024-S26,52,Pays de la Loire,Tous âges,33680.555556,19046.336207,6920.4152249
2024-07-01,2024-S27,52,Pays de la Loire,15-64 ans,33230.337079,18806.744488,5995.1060359
2024-07-08,2024-S28,52,Pays de la Loire,Tous âges,32686.277438,18803.663423,6575.0471571
2024-07-15,2024-S29,52,Pays de la Loire,00-14 ans,40785.609398,23160.762943,4033.2147094
2024-07-15,2024-S29,52,Pays de la Loire,65 ans ou plus,25314.795383,19017.704169,8683.4733894
2024-07-29,2024-S31,52,Pays de la Loire,15-64 ans,35487.04955,18086.500655,7002.0746888
2024-07-29,2024-S31,52,Pays de la Loire,65 ans ou plus,25918.367347,17748.197449,6482.5930372
2024-08-05,2024-S32,52,Pays de la Loire,00-14 ans,41321.044547,28055.555556,4769.7368421
2024-08-12,2024-S33,52,Pays de la Loire,00-14 ans,42851.919561,26392.961877,6079.4044665
2024-08-26,2024-S35,52,Pays de la Loire,00-14 ans,44902.205576,27164.179104,6847.5452196
2024-09-02,2024-S36,52,Pays de la Loire,Tous âges,33064.837706,19639.22025,6998.44479
2024-09-09,2024-S37,52,Pays de la Loire,00-14 ans,43661.496966,19866.071429,4696.8403074
2024-09-09,2024-S37,52,Pays de la Loire,15-64 ans,33646.672635,17631.224764,5387.0529651
2024-09-09,2024-S37,52,Pays de la Loire,65 ans ou plus,25740.897544,19197.207679,9849.5212038
2024-09-16,2024-S38,52,Pays de la Loire,Tous âges,32052.117264,16692.50646,5772.005772
2024-09-30,2024-S40,52,Pays de la Loire,15-64 ans,33419.096627,16570.697377,5502.1834061
2024-09-30,2024-S40,52,Pays de la Loire,Tous âges,32696.390658,16991.197653,6057.5968222
2024-10-07,2024-S41,52,Pays de la Loire,00-14 ans,41841.570752,20580.474934,4784.6889952
2024-10-14,2024-S42,52,Pays de la Loire,Tous âges,30700.802777,14269.275029,6164.5538156
2024-10-21,2024-S43,52,Pays de la Loire,00-14 ans,35818.408996,17605.633803,3459.1194969
2024-10-21,2024-S43,52,Pays de la Loire,Tous âges,28934.490923,14729.808251,5190.6779661
2024-10-28,2024-S44,52,Pays de la Loire,15-64 ans,30430.879713,12874.043145,5865.6575213
2024-10-28,2024-S44,52,Pays de la Loire,65 ans ou plus,24083.769634,17451.690821,7295.5974843
2024-10-28,2024-S44,52,Pays de la Loire,Tous âges,29613.143412,15572.065379,5745.0628366
2024-11-18,2024-S47,52,Pays de la Loire,Tous âges,30641.567422,13797.00311,5751.0313031
2024-11-25,2024-S48,52,Pays de la Loire,65 ans ou plus,22349.330357,16454.965358,8038.147139
2024-11-25,2024-S48,52,Pays de la Loire,Tous âges,29647.712762,14514.743773,5989.0240993
2024-12-02,2024-S49,52,Pays de la Loire,00-14 ans,34049.586777,10158.013544,2468.2124159
2024-12-09,2024-S50,52,Pays de la Loire,15-64 ans,31399.214264,14242.19345,5737.3162636
2024-12-16,2024-S51,52,Pays de la Loire,00-14 ans,30338.134001,10222.222222,2121.4337966
2024-12-23,2024-S52,52,Pays de la Loire,00-14 ans,19932.177845,8750.0,1614.3497758
2024-12-23,2024-S52,52,Pays de la Loire,Tous âges,23001.210165,13575.525813,3489.5833333
2019-12-30,2020-S01,53,Bretagne,Tous âges,28234.58283,13554.75763,1895.277867
2020-01-06,2020-S02,53,Bretagne,15-64 ans,31021.055668,11420.612813,1906.9767442
2020-01-06,2020-S02,53,Bretagne,65 ans ou plus,18797.606094,12633.451957,5071.3153724
2020-01-13,2020-S03,53,Bretagne,65 ans ou plus,21304.103429,15949.060036,5913.9784946
2020-01-13,2020-S03,53,Bretagne,Tous âges,31359.244782,14428.341385,2610.5013349
2020-01-20,2020-S04,53,Bretagne,65 ans ou plus,22379.603399,15432.098765,6086.9565217
2020-01-20,2020-S04,53,Bretagne,Tous âges,32046.113587,14239.165852,2363.9362287
