1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour traumatisme,Taux d'hospitalisations après passages aux urgences pour traumatisme,Taux d'actes médicaux SOS médecins pour traumatisme
2020-11-09,2020-S46,01,Guadeloupe,00-14 ans,19863.013699,17647.058824,
2020-11-16,2020-S47,01,Guadeloupe,15-64 ans,19111.111111,19672.131148,
2020-11-16,2020-S47,01,Guadeloupe,65 ans ou plus,12811.3879,13725.490196,
2020-11-23,2020-S48,01,Guadeloupe,00-14 ans,20350.109409,10416.666667,
2020-11-23,2020-S48,01,Guadeloupe,65 ans ou plus,14814.814815,8737.8640777,
2020-11-30,2020-S49,01,Guadeloupe,00-14 ans,19302.325581,13333.333333,
2020-12-07,2020-S50,01,Guadeloupe,65 ans ou plus,15457.413249,13913.043478,
2020-12-07,2020-S50,01,Guadeloupe,Tous âges,20049.8132,15878.378378,
2020-12-14,2020-S51,01,Guadeloupe,00-14 ans,23486.682809,16666.666667,
2020-12-28,2020-S53,01,Guadeloupe,00-14 ans,21712.538226,22500.0,
2020-12-28,2020-S53,01,Guadeloupe,Tous âges,17388.575016,15602.836879,
2021-01-04,2021-S01,01,Guadeloupe,00-14 ans,24850.299401,7317.0731707,
2021-01-04,2021-S01,01,Guadeloupe,65 ans ou plus,16513.761468,13043.478261,
2021-01-18,2021-S03,01,Guadeloupe,00-14 ans,25255.102041,10256.410256,
2021-01-18,2021-S03,01,Guadeloupe,65 ans ou plus,14147.909968,11009.174312,
2021-01-18,2021-S03,01,Guadeloupe,Tous âges,19535.437761,14552.238806,
2021-01-25,2021-S04,01,Guadeloupe,00-14 ans,22631.578947,10810.810811,
2021-01-25,2021-S04,01,Guadeloupe,15-64 ans,18954.248366,15789.473684,
2021-02-08,2021-S06,01,Guadeloupe,00-14 ans,19036.144578,20512.820513,
2021-02-08,2021-S06,01,Guadeloupe,15-64 ans,20316.027088,17171.717172,
2021-02-08,2021-S06,01,Guadeloupe,Tous âges,18668.326073,13207.54717,
2021-02-15,2021-S07,01,Guadeloupe,15-64 ans,22211.055276,21481.481481,
2021-02-22,2021-S08,01,Guadeloupe,65 ans ou plus,13183.279743,14655.172414,
2021-03-01,2021-S09,01,Guadeloupe,Tous âges,18908.382066,15129.151292,
2021-03-15,2021-S11,01,Guadeloupe,Tous âges,18416.316737,13442.622951,
2021-03-22,2021-S12,01,Guadeloupe,00-14 ans,25313.283208,19565.217391,
2021-03-22,2021-S12,01,Guadeloupe,65 ans ou plus,15428.571429,11510.791367,
2021-03-22,2021-S12,01,Guadeloupe,Tous âges,18699.654776,14237.288136,
2021-03-29,2021-S13,01,Guadeloupe,65 ans ou plus,11656.441718,9322.0338983,
2021-04-05,2021-S14,01,Guadeloupe,Tous âges,14906.457453,11858.974359,
2021-04-12,2021-S15,01,Guadeloupe,00-14 ans,27195.467422,13333.333333,
2021-04-19,2021-S16,01,Guadeloupe,15-64 ans,17719.950434,15789.473684,
2021-04-26,2021-S17,01,Guadeloupe,Tous âges,16280.925778,13200.0,
2021-05-03,2021-S18,01,Guadeloupe,Tous âges,18093.556929,17209.302326,
2021-05-10,2021-S19,01,Guadeloupe,65 ans ou plus,11784.511785,6504.0650407,
2021-05-17,2021-S20,01,Guadeloupe,65 ans ou plus,10980.392157,7407.4074074,
2021-05-17,2021-S20,01,Guadeloupe,Tous âges,18667.59195,10305.343511,
2021-05-31,2021-S22,01,Guadeloupe,00-14 ans,27156.549521,17647.058824,
2021-05-31,2021-S22,01,Guadeloupe,15-64 ans,17831.325301,14678.899083,
2021-05-31,2021-S22,01,Guadeloupe,65 ans ou plus,13725.490196,9160.3053435,
2021-06-07,2021-S23,01,Guadeloupe,00-14 ans,23512.747875,8108.1081081,
2021-06-07,2021-S23,01,Guadeloupe,65 ans ou plus,12698.412698,3448.2758621,
2021-06-14,2021-S24,01,Guadeloupe,15-64 ans,19761.129207,19491.525424,
2021-06-28,2021-S26,01,Guadeloupe,Tous âges,17349.551857,15589.353612,
2021-07-05,2021-S27,01,Guadeloupe,15-64 ans,21903.669725,24299.065421,
2021-07-05,2021-S27,01,Guadeloupe,65 ans ou plus,13468.013468,8737.8640777,
2021-07-05,2021-S27,01,Guadeloupe,Tous âges,20139.328689,16064.257028,
2021-07-12,2021-S28,01,Guadeloupe,00-14 ans,20279.72028,16216.216216,
2021-07-12,2021-S28,01,Guadeloupe,15-64 ans,16649.642492,10833.333333,
2021-07-12,2021-S28,01,Guadeloupe,Tous âges,17421.602787,11152.416357,
2021-07-19,2021-S29,01,Guadeloupe,15-64 ans,19719.626168,20634.920635,
2021-07-19,2021-S29,01,Guadeloupe,65 ans ou plus,12462.006079,7894.7368421,
2021-07-26,2021-S30,01,Guadeloupe,00-14 ans,16844.34968,13953.488372,
2021-08-02,2021-S31,01,Guadeloupe,00-14 ans,17532.467532,13793.103448,
2021-08-02,2021-S31,01,Guadeloupe,Tous âges,14764.705882,9887.0056497,
2021-08-09,2021-S32,01,Guadeloupe,65 ans ou plus,6760.5633803,3658.5365854,
2021-08-16,2021-S33,01,Guadeloupe,Tous âges,11989.459816,5976.0956175,
2021-08-23,2021-S34,01,Guadeloupe,15-64 ans,13953.488372,9756.097561,
2021-08-30,2021-S35,01,Guadeloupe,00-14 ans,22426.470588,11904.761905,
2021-08-30,2021-S35,01,Guadeloupe,65 ans ou plus,8823.5294118,8176.1006289,
2021-09-06,2021-S36,01,Guadeloupe,00-14 ans,26102.941176,27777.777778,
2021-09-06,2021-S36,01,Guadeloupe,65 ans ou plus,9701.4925373,9859.1549296,
2021-09-06,2021-S36,01,Guadeloupe,Tous âges,18489.583333,14436.619718,
2021-09-13,2021-S37,01,Guadeloupe,00-14 ans,20800.0,7500.0,
2021-09-20,2021-S38,01,Guadeloupe,15-64 ans,22370.617696,28089.88764,
2021-09-20,2021-S38,01,Guadeloupe,Tous âges,20394.173093,14403.292181,
2021-10-04,2021-S40,01,Guadeloupe,65 ans ou plus,14859.437751,18681.318681,
2021-10-18,2021-S42,01,Guadeloupe,65 ans ou plus,16386.554622,13541.666667,
2021-10-25,2021-S43,01,Guadeloupe,15-64 ans,22832.369942,23762.376238,
2021-11-01,2021-S44,01,Guadeloupe,15-64 ans,23702.664797,20560.747664,
2021-11-01,2021-S44,01,Guadeloupe,Tous âges,20439.56044,16736.401674,
2021-11-15,2021-S46,01,Guadeloupe,00-14 ans,17865.429234,14545.454545,
2021-11-22,2021-S47,01,Guadeloupe,15-64 ans,23175.182482,20000.0,
2021-11-22,2021-S47,01,Guadeloupe,65 ans ou plus,14624.505929,14414.414414,
2021-11-29,2021-S48,01,Guadeloupe,65 ans ou plus,16736.401674,13402.061856,
2021-12-13,2021-S50,01,Guadeloupe,15-64 ans,25291.181364,22448.979592,
2021-12-27,2021-S52,01,Guadeloupe,00-14 ans,13953.488372,1785.7142857,
2022-01-10,2022-S02,01,Guadeloupe,00-14 ans,13605.442177,2439.0243902,
2022-01-17,2022-S03,01,Guadeloupe,15-64 ans,22792.9374,26415.09434,
2022-01-17,2022-S03,01,Guadeloupe,65 ans ou plus,10588.235294,8510.6382979,
2022-01-24,2022-S04,01,Guadeloupe,00-14 ans,20631.067961,6976.744186,
2022-01-31,2022-S05,01,Guadeloupe,65 ans ou plus,12923.076923,9923.6641221,
2022-01-31,2022-S05,01,Guadeloupe,Tous âges,21827.057183,18983.050847,
2022-02-07,2022-S06,01,Guadeloupe,15-64 ans,22187.004754,17557.251908,
2022-02-14,2022-S07,01,Guadeloupe,00-14 ans,19706.498952,17073.170732,
2022-02-21,2022-S08,01,Guadeloupe,00-14 ans,16260.162602,12962.962963,
2022-02-21,2022-S08,01,Guadeloupe,Tous âges,19248.826291,14181.818182,
2022-02-28,2022-S09,01,Guadeloupe,Tous âges,19375.812744,18503.937008,
2022-03-07,2022-S10,01,Guadeloupe,Tous âges,18859.060403,17131.474104,
2022-03-14,2022-S11,01,Guadeloupe,15-64 ans,22123.893805,15909.090909,
2022-03-14,2022-S11,01,Guadeloupe,65 ans ou plus,10559.006211,5263.1578947,
2022-03-14,2022-S11,01,Guadeloupe,Tous âges,19417.475728,9881.4229249,
2022-03-21,2022-S12,01,Guadeloupe,Tous âges,17535.254445,13333.333333,
2022-03-28,2022-S13,01,Guadeloupe,00-14 ans,13915.857605,5660.3773585,
2022-03-28,2022-S13,01,Guadeloupe,15-64 ans,24339.360223,21875.0,
2022-04-18,2022-S16,01,Guadeloupe,65 ans ou plus,13105.413105,12711.864407,
2022-05-02,2022-S18,01,Guadeloupe,00-14 ans,16782.00692,9615.3846154,
2022-05-02,2022-S18,01,Guadeloupe,65 ans ou plus,14106.583072,9909.9099099,
2022-05-09,2022-S19,01,Guadeloupe,Tous âges,20364.741641,13461.538462,
2022-05-16,2022-S20,01,Guadeloupe,00-14 ans,13975.15528,18518.518519,
2022-05-16,2022-S20,01,Guadeloupe,15-64 ans,21052.631579,15315.315315,
2022-05-23,2022-S21,01,Guadeloupe,65 ans ou plus,13605.442177,7920.7920792,
2022-05-23,2022-S21,01,Guadeloupe,Tous âges,15172.817809,13654.618474,
2022-05-30,2022-S22,01,Guadeloupe,00-14 ans,15658.362989,7547.1698113,
2022-05-30,2022-S22,01,Guadeloupe,Tous âges,17983.30122,15564.202335,
2022-07-11,2022-S28,01,Guadeloupe,15-64 ans,24237.560193,29292.929293,
2022-07-18,2022-S29,01,Guadeloupe,00-14 ans,15856.236786,10810.810811,
2022-07-18,2022-S29,01,Guadeloupe,65 ans ou plus,11184.210526,7758.6206897,
2022-08-15,2022-S33,01,Guadeloupe,65 ans ou plus,12786.885246,13392.857143,
2022-08-22,2022-S34,01,Guadeloupe,15-64 ans,22287.390029,24576.271186,
2022-08-29,2022-S35,01,Guadeloupe,Tous âges,18628.215121,11111.111111,
2022-09-05,2022-S36,01,Guadeloupe,00-14 ans,19512.195122,5882.3529412,
2022-09-12,2022-S37,01,Guadeloupe,00-14 ans,12970.711297,6779.6610169,
2022-09-12,2022-S37,01,Guadeloupe,15-64 ans,18971.631206,17045.454545,
2022-09-12,2022-S37,01,Guadeloupe,65 ans ou plus,16538.461538,15384.615385,
2022-09-12,2022-S37,01,Guadeloupe,Tous âges,16282.642089,13865.546218,
2022-09-19,2022-S38,01,Guadeloupe,00-14 ans,16907.216495,13207.54717,
2022-09-26,2022-S39,01,Guadeloupe,65 ans ou plus,12333.333333,8080.8080808,
2022-10-03,2022-S40,01,Guadeloupe,15-64 ans,20474.777448,15217.391304,
2022-10-03,2022-S40,01,Guadeloupe,Tous âges,17402.269861,14007.782101,
2022-10-17,2022-S42,01,Guadeloupe,15-64 ans,18338.108883,18292.682927,
2022-10-17,2022-S42,01,Guadeloupe,65 ans ou plus,8843.537415,6250.0,
2022-10-24,2022-S43,01,Guadeloupe,00-14 ans,9682.2995461,9836.0655738,
2022-10-24,2022-S43,01,Guadeloupe,15-64 ans,22340.425532,23529.411765,
2022-10-24,2022-S43,01,Guadeloupe,65 ans ou plus,11347.51773,14444.444444,
2022-10-31,2022-S44,01,Guadeloupe,00-14 ans,11188.811189,8474.5762712,
2022-11-07,2022-S45,01,Guadeloupe,Tous âges,20902.777778,19123.505976,
2022-11-21,2022-S47,01,Guadeloupe,15-64 ans,23882.896764,20454.545455,
2022-11-21,2022-S47,01,Guadeloupe,65 ans ou plus,17153.284672,12087.912088,
2022-11-28,2022-S48,01,Guadeloupe,65 ans ou plus,15673.981191,10344.827586,
2022-11-28,2022-S48,01,Guadeloupe,Tous âges,18796.992481,12692.307692,
2022-12-12,2022-S50,01,Guadeloupe,Tous âges,18309.859155,10729.613734,
2023-01-02,2023-S01,01,Guadeloupe,15-64 ans,20297.029703,17241.37931,
2023-01-02,2023-S01,01,Guadeloupe,65 ans ou plus,15259.74026,9821.4285714,
2023-01-02,2023-S01,01,Guadeloupe,Tous âges,17360.114778,11693.548387,
2023-01-09,2023-S02,01,Guadeloupe,Tous âges,18638.23934,15789.473684,
2023-01-16,2023-S03,01,Guadeloupe,15-64 ans,23939.393939,25773.195876,
2023-01-16,2023-S03,01,Guadeloupe,65 ans ou plus,15606.936416,17600.0,
2023-01-23,2023-S04,01,Guadeloupe,00-14 ans,18148.820327,6818.1818182,
2023-01-23,2023-S04,01,Guadeloupe,15-64 ans,25771.324864,18181.818182,
2023-01-23,2023-S04,01,Guadeloupe,65 ans ou plus,11320.754717,9677.4193548,
2023-01-30,2023-S05,01,Guadeloupe,00-14 ans,13799.621928,17241.37931,
2023-02-06,2023-S06,01,Guadeloupe,00-14 ans,18401.486989,17500.0,
2023-02-06,2023-S06,01,Guadeloupe,15-64 ans,22025.723473,17346.938776,
2023-02-20,2023-S08,01,Guadeloupe,65 ans ou plus,9451.2195122,6451.6129032,
2023-02-27,2023-S09,01,Guadeloupe,15-64 ans,18888.888889,17821.782178,
2023-02-27,2023-S09,01,Guadeloupe,65 ans ou plus,13888.888889,9243.697479,
2023-03-13,2023-S11,01,Guadeloupe,00-14 ans,17758.62069,4878.0487805,
2023-03-13,2023-S11,01,Guadeloupe,65 ans ou plus,12540.192926,8421.0526316,
2023-03-27,2023-S13,01,Guadeloupe,00-14 ans,18702.290076,11428.571429,
2023-03-27,2023-S13,01,Guadeloupe,15-64 ans,21550.387597,23469.387755,
2023-03-27,2023-S13,01,Guadeloupe,65 ans ou plus,14984.70948,10185.185185,
2023-04-03,2023-S14,01,Guadeloupe,65 ans ou plus,12698.412698,9345.7943925,
2023-04-03,2023-S14,01,Guadeloupe,Tous âges,18500.0,13469.387755,
2023-04-10,2023-S15,01,Guadeloupe,65 ans ou plus,14843.75,17567.567568,
2023-04-17,2023-S16,01,Guadeloupe,00-14 ans,25465.838509,16666.666667,
2023-04-17,2023-S16,01,Guadeloupe,15-64 ans,19330.855019,27500.0,
2023-04-24,2023-S17,01,Guadeloupe,00-14 ans,23290.598291,10204.081633,
2023-04-24,2023-S17,01,Guadeloupe,15-64 ans,22190.201729,16883.116883,
2023-04-24,2023-S17,01,Guadeloupe,65 ans ou plus,14576.271186,17142.857143,
2023-04-24,2023-S17,01,Guadeloupe,Tous âges,21002.059025,15584.415584,
2023-05-01,2023-S18,01,Guadeloupe,00-14 ans,18448.637317,2127.6595745,
2023-05-01,2023-S18,01,Guadeloupe,65 ans ou plus,8888.8888889,9890.1098901,
2023-05-15,2023-S20,01,Guadeloupe,15-64 ans,23308.270677,25555.555556,
2023-05-15,2023-S20,01,Guadeloupe,Tous âges,19418.132612,15899.58159,
2023-05-29,2023-S22,01,Guadeloupe,00-14 ans,20302.37581,16000.0,
2023-05-29,2023-S22,01,Guadeloupe,65 ans ou plus,14860.681115,13157.894737,
2023-05-29,2023-S22,01,Guadeloupe,Tous âges,20156.695157,18859.649123,
2023-06-05,2023-S23,01,Guadeloupe,65 ans ou plus,13015.873016,9734.5132743,
2023-06-19,2023-S25,01,Guadeloupe,Tous âges,16500.0,14345.991561,
2023-06-26,2023-S26,01,Guadeloupe,00-14 ans,19114.219114,0.0,
2023-06-26,2023-S26,01,Guadeloupe,15-64 ans,23004.694836,26785.714286,
2023-06-26,2023-S26,01,Guadeloupe,Tous âges,19523.099851,16738.197425,
2023-07-03,2023-S27,01,Guadeloupe,00-14 ans,15000.0,6000.0,
2023-07-03,2023-S27,01,Guadeloupe,65 ans ou plus,11728.395062,8333.3333333,
2023-07-10,2023-S28,01,Guadeloupe,00-14 ans,18518.518519,8510.6382979,
2023-07-10,2023-S28,01,Guadeloupe,15-64 ans,21893.491124,23148.148148,
2023-07-17,2023-S29,01,Guadeloupe,15-64 ans,23926.380368,29870.12987,
2023-07-17,2023-S29,01,Guadeloupe,Tous âges,19655.172414,19266.055046,
2023-07-31,2023-S31,01,Guadeloupe,15-64 ans,20566.318927,21052.631579,
2023-07-31,2023-S31,01,Guadeloupe,Tous âges,19038.076152,13537.117904,
2023-08-07,2023-S32,01,Guadeloupe,65 ans ou plus,13897.280967,16190.47619,
2023-08-21,2023-S34,01,Guadeloupe,00-14 ans,21184.510251,9756.097561,
2023-09-04,2023-S36,01,Guadeloupe,15-64 ans,17991.631799,23214.285714,
2023-09-04,2023-S36,01,Guadeloupe,Tous âges,16070.222822,16015.625,
2023-09-11,2023-S37,01,Guadeloupe,00-14 ans,16373.239437,5084.7457627,
2023-09-11,2023-S37,01,Guadeloupe,Tous âges,17008.985879,13513.513514,
2023-09-25,2023-S39,01,Guadeloupe,15-64 ans,19710.144928,24742.268041,
2023-09-25,2023-S39,01,Guadeloupe,65 ans ou plus,10903.426791,7547.1698113,
2023-10-02,2023-S40,01,Guadeloupe,00-14 ans,14603.174603,5555.5555556,
2023-10-09,2023-S41,01,Guadeloupe,00-14 ans,17280.453258,7812.5,
2023-10-09,2023-S41,01,Guadeloupe,15-64 ans,19354.83871,20408.163265,
2023-10-16,2023-S42,01,Guadeloupe,65 ans ou plus,13621.262458,12962.962963,
2023-10-16,2023-S42,01,Guadeloupe,Tous âges,16063.199473,13438.735178,
2023-10-23,2023-S43,01,Guadeloupe,00-14 ans,14257.8125,5084.7457627,
2023-10-23,2023-S43,01,Guadeloupe,15-64 ans,20870.870871,24074.074074,
2023-10-23,2023-S43,01,Guadeloupe,65 ans ou plus,16176.470588,7894.7368421,
2023-10-30,2023-S44,01,Guadeloupe,15-64 ans,17937.853107,16239.316239,
2023-11-06,2023-S45,01,Guadeloupe,00-14 ans,21610.169492,8510.6382979,
2023-11-06,2023-S45,01,Guadeloupe,15-64 ans,18061.674009,18518.518519,
2023-11-06,2023-S45,01,Guadeloupe,65 ans ou plus,20066.889632,10909.090909,
2023-11-13,2023-S46,01,Guadeloupe,00-14 ans,21543.985637,12962.962963,
2023-11-13,2023-S46,01,Guadeloupe,15-64 ans,21859.706362,20353.982301,
2023-11-20,2023-S47,01,Guadeloupe,00-14 ans,17045.454545,5555.5555556,
2023-11-20,2023-S47,01,Guadeloupe,15-64 ans,18710.691824,12037.037037,
2023-11-27,2023-S48,01,Guadeloupe,15-64 ans,21259.84252,26732.673267,
2023-11-27,2023-S48,01,Guadeloupe,65 ans ou plus,10769.230769,7586.2068966,
2023-11-27,2023-S48,01,Guadeloupe,Tous âges,17366.412214,13468.013468,
2023-12-04,2023-S49,01,Guadeloupe,65 ans ou plus,15773.809524,12500.0,
2024-01-01,2024-S01,01,Guadeloupe,15-64 ans,20679.886686,22018.348624,
2024-01-08,2024-S02,01,Guadeloupe,65 ans ou plus,14749.262537,12280.701754,
2024-01-08,2024-S02,01,Guadeloupe,Tous âges,18873.762376,16296.296296,
2024-01-15,2024-S03,01,Guadeloupe,00-14 ans,14765.100671,4761.9047619,
2024-01-22,2024-S04,01,Guadeloupe,00-14 ans,14729.9509,6250.0,
2024-01-22,2024-S04,01,Guadeloupe,Tous âges,17444.717445,15068.493151,
2024-01-29,2024-S05,01,Guadeloupe,15-64 ans,18154.761905,17307.692308,
2024-02-12,2024-S07,01,Guadeloupe,00-14 ans,15217.391304,17073.170732,
2024-02-12,2024-S07,01,Guadeloupe,Tous âges,15701.042874,13090.909091,
2024-02-19,2024-S08,01,Guadeloupe,00-14 ans,14495.412844,19047.619048,
2024-02-26,2024-S09,01,Guadeloupe,Tous âges,18641.975309,15547.70318,
2024-03-04,2024-S10,01,Guadeloupe,00-14 ans,18476.190476,2272.7272727,
2024-03-04,2024-S10,01,Guadeloupe,65 ans ou plus,11396.011396,9701.4925373,
2024-03-04,2024-S10,01,Guadeloupe,Tous âges,19242.706394,14930.555556,
2024-03-11,2024-S11,01,Guadeloupe,00-14 ans,18277.680141,10000.0,
2024-03-11,2024-S11,01,Guadeloupe,Tous âges,20149.719276,14802.631579,
2024-03-18,2024-S12,01,Guadeloupe,Tous âges,19017.230377,14545.454545,
2024-03-25,2024-S13,01,Guadeloupe,15-64 ans,21526.717557,27966.101695,
2024-03-25,2024-S13,01,Guadeloupe,65 ans ou plus,12637.362637,7563.0252101,
2024-04-01,2024-S14,01,Guadeloupe,65 ans ou plus,13235.294118,7086.6141732,
2024-04-08,2024-S15,01,Guadeloupe,00-14 ans,18309.859155,12820.512821,
2024-04-08,2024-S15,01,Guadeloupe,65 ans ou plus,14814.814815,13559.322034,
2024-04-15,2024-S16,01,Guadeloupe,00-14 ans,18787.878788,5555.5555556,
2024-04-15,2024-S16,01,Guadeloupe,15-64 ans,23287.671233,23333.333333,
2024-04-15,2024-S16,01,Guadeloupe,65 ans ou plus,15588.235294,16260.162602,
2024-04-22,2024-S17,01,Guadeloupe,00-14 ans,21176.470588,17500.0,
2024-04-29,2024-S18,01,Guadeloupe,15-64 ans,24367.088608,24107.142857,
2024-05-06,2024-S19,01,Guadeloupe,00-14 ans,20883.534137,17142.857143,
2024-05-06,2024-S19,01,Guadeloupe,15-64 ans,24723.756906,33043.478261,
2024-05-13,2024-S20,01,Guadeloupe,00-14 ans,20000.0,4545.4545455,
2024-05-20,2024-S21,01,Guadeloupe,00-14 ans,20416.666667,2857.1428571,
2024-05-20,2024-S21,01,Guadeloupe,Tous âges,18526.031102,11790.393013,
2024-05-27,2024-S22,01,Guadeloupe,15-64 ans,18552.036199,14606.741573,
2024-05-27,2024-S22,01,Guadeloupe,65 ans ou plus,12500.0,8490.5660377,
2024-05-27,2024-S22,01,Guadeloupe,Tous âges,17986.577181,11158.798283,
2024-06-03,2024-S23,01,Guadeloupe,Tous âges,20060.97561,13380.28169,
2024-06-10,2024-S24,01,Guadeloupe,65 ans ou plus,11594.202899,7142.8571429,
2024-06-17,2024-S25,01,Guadeloupe,15-64 ans,21015.51481,18181.818182,
2024-06-24,2024-S26,01,Guadeloupe,65 ans ou plus,14201.183432,9848.4848485,
2024-07-01,2024-S27,01,Guadeloupe,00-14 ans,16445.623342,12820.512821,
2024-07-01,2024-S27,01,Guadeloupe,15-64 ans,21230.769231,21296.296296,
2024-07-01,2024-S27,01,Guadeloupe,65 ans ou plus,10850.439883,8620.6896552,
2024-07-08,2024-S28,01,Guadeloupe,15-64 ans,24829.46794,21568.627451,
2024-07-08,2024-S28,01,Guadeloupe,Tous âges,20738.255034,14942.528736,
2024-07-15,2024-S29,01,Guadeloupe,00-14 ans,18336.886994,8571.4285714,
2024-07-15,2024-S29,01,Guadeloupe,65 ans ou plus,12883.435583,7619.047619,
2024-07-15,2024-S29,01,Guadeloupe,Tous âges,19109.947644,13157.894737,
2024-07-22,2024-S30,01,Guadeloupe,00-14 ans,18129.770992,18000.0,
2024-08-05,2024-S32,01,Guadeloupe,15-64 ans,19883.889695,19387.755102,
2024-08-12,2024-S33,01,Guadeloupe,15-64 ans,22252.747253,23853.211009,
2024-08-12,2024-S33,01,Guadeloupe,65 ans ou plus,12742.382271,7751.9379845,
2024-08-12,2024-S33,01,Guadeloupe,Tous âges,18459.495352,14590.747331,
2024-08-19,2024-S34,01,Guadeloupe,65 ans ou plus,15549.597855,14062.5,
2024-08-19,2024-S34,01,Guadeloupe,Tous âges,19537.953795,15357.142857,
2024-08-26,2024-S35,01,Guadeloupe,Tous âges,19282.195637,11877.394636,
2024-09-09,2024-S37,01,Guadeloupe,Tous âges,18004.86618,13970.588235,
2024-09-16,2024-S38,01,Guadeloupe,Tous âges,15330.602692,13718.411552,
2024-09-23,2024-S39,01,Guadeloupe,15-64 ans,16986.706056,18269.230769,
2024-09-30,2024-S40,01,Guadeloupe,15-64 ans,18389.261745,17543.859649,
2024-10-07,2024-S41,01,Guadeloupe,15-64 ans,18673.883627,22115.384615,
2020-12-21,2020-S52,02,Martinique,65 ans ou plus,,,1886.7924528
2020-12-21,2020-S52,02,Martinique,Tous âges,,,2504.1736227
2020-12-28,2020-S53,02,Martinique,15-64 ans,,,3606.557377
2020-12-28,2020-S53,02,Martinique,65 ans ou plus,,,4411.7647059
2021-01-04,2021-S01,02,Martinique,65 ans ou plus,,,3097.3451327
2021-01-11,2021-S02,02,Martinique,65 ans ou plus,,,1052.6315789
2021-01-18,2021-S03,02,Martinique,00-14 ans,,,2272.7272727
2021-01-18,2021-S03,02,Martinique,65 ans ou plus,,,4219.4092827
2021-01-18,2021-S03,02,Martinique,Tous âges,,,2919.7080292
2021-01-25,2021-S04,02,Martinique,Tous âges,,,3392.1302578
2021-02-01,2021-S05,02,Martinique,00-14 ans,,,537.6344086
2021-02-01,2021-S05,02,Martinique,15-64 ans,,,2739.7260274
2021-02-01,2021-S05,02,Martinique,65 ans ou plus,,,3243.2432432
2021-02-08,2021-S06,02,Martinique,00-14 ans,,,2614.379085
2021-02-08,2021-S06,02,Martinique,15-64 ans,,,4100.9463722
2021-02-08,2021-S06,02,Martinique,Tous âges,,,3526.0930889
2021-02-15,2021-S07,02,Martinique,15-64 ans,,,2960.5263158
2021-02-22,2021-S08,02,Martinique,65 ans ou plus,,,2242.1524664
2021-03-01,2021-S09,02,Martinique,15-64 ans,,,2549.5750708
2021-03-08,2021-S10,02,Martinique,65 ans ou plus,,,2262.4434389
2021-03-08,2021-S10,02,Martinique,Tous âges,,,2010.0502513
2021-03-15,2021-S11,02,Martinique,Tous âges,,,2820.2115159
2021-03-22,2021-S12,02,Martinique,00-14 ans,,,432.9004329
2021-03-29,2021-S13,02,Martinique,00-14 ans,,,2020.2020202
2021-03-29,2021-S13,02,Martinique,Tous âges,,,2269.6929239
2021-04-05,2021-S14,02,Martinique,00-14 ans,,,1315.7894737
2021-04-12,2021-S15,02,Martinique,15-64 ans,,,2116.4021164
2021-04-19,2021-S16,02,Martinique,Tous âges,,,3924.2219215
2021-04-26,2021-S17,02,Martinique,65 ans ou plus,,,1395.3488372
2021-05-03,2021-S18,02,Martinique,00-14 ans,,,2150.5376344
2021-05-03,2021-S18,02,Martinique,15-64 ans,,,2515.7232704
2021-05-03,2021-S18,02,Martinique,65 ans ou plus,,,2830.1886792
2021-05-10,2021-S19,02,Martinique,00-14 ans,,,694.44444444
2021-05-10,2021-S19,02,Martinique,Tous âges,,,3840.6827881
2021-05-17,2021-S20,02,Martinique,00-14 ans,,,1342.2818792
2021-05-17,2021-S20,02,Martinique,15-64 ans,,,3197.6744186
2021-05-17,2021-S20,02,Martinique,Tous âges,,,2805.0490884
2021-05-24,2021-S21,02,Martinique,00-14 ans,,,3703.7037037
2021-05-24,2021-S21,02,Martinique,15-64 ans,,,3333.3333333
2021-05-24,2021-S21,02,Martinique,Tous âges,,,2611.3671275
2021-05-31,2021-S22,02,Martinique,00-14 ans,,,2285.7142857
2021-05-31,2021-S22,02,Martinique,65 ans ou plus,,,2822.5806452
2021-06-07,2021-S23,02,Martinique,00-14 ans,,,2352.9411765
2021-06-07,2021-S23,02,Martinique,15-64 ans,,,3779.0697674
2021-06-07,2021-S23,02,Martinique,65 ans ou plus,,,2870.8133971
2021-06-07,2021-S23,02,Martinique,Tous âges,,,3181.1894882
2021-06-14,2021-S24,02,Martinique,00-14 ans,,,2150.5376344
2021-06-14,2021-S24,02,Martinique,15-64 ans,,,3804.3478261
2021-06-28,2021-S26,02,Martinique,Tous âges,,,2338.3768913
2021-07-12,2021-S28,02,Martinique,65 ans ou plus,,,2066.1157025
2021-07-19,2021-S29,02,Martinique,65 ans ou plus,,,1930.5019305
2021-07-26,2021-S30,02,Martinique,15-64 ans,,,1247.4012474
2021-08-02,2021-S31,02,Martinique,00-14 ans,,,0.0
2021-08-09,2021-S32,02,Martinique,65 ans ou plus,,,1290.3225806
2021-08-16,2021-S33,02,Martinique,00-14 ans,,,0.0
2021-08-23,2021-S34,02,Martinique,00-14 ans,,,3488.372093
2021-08-30,2021-S35,02,Martinique,00-14 ans,,,3488.372093
2021-08-30,2021-S35,02,Martinique,Tous âges,,,1353.0135301
2021-09-06,2021-S36,02,Martinique,15-64 ans,,,2030.4568528
2021-09-06,2021-S36,02,Martinique,65 ans ou plus,,,1592.3566879
2021-09-13,2021-S37,02,Martinique,Tous âges,,,1876.6756032
