1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour pathologies ORL,Taux d'hospitalisations après passages aux urgences pour pathologies ORL,Taux d'actes médicaux SOS médecins pour pathologies ORL
2022-06-13,2022-S24,28,Normandie,Tous âges,4545.0277021,942.40837696,32661.364897
2022-06-20,2022-S25,28,Normandie,15-64 ans,2002.5673941,611.82868797,24725.983237
2022-06-20,2022-S25,28,Normandie,65 ans ou plus,423.99830401,105.09721492,5780.3468208
2022-06-27,2022-S26,28,Normandie,00-14 ans,15605.999189,8153.4772182,60043.668122
2022-07-25,2022-S30,28,Normandie,15-64 ans,2389.0160183,1027.1460015,21680.117388
2022-07-25,2022-S30,28,Normandie,Tous âges,3800.2337042,756.51442981,27020.20202
2022-08-01,2022-S31,28,Normandie,15-64 ans,1853.7784924,632.46661982,19344.894027
2022-08-01,2022-S31,28,Normandie,65 ans ou plus,413.13778145,110.92623405,7039.7111913
2022-08-08,2022-S32,28,Normandie,15-64 ans,1822.7471403,849.85835694,18936.011905
2022-08-08,2022-S32,28,Normandie,Tous âges,2820.2977563,548.24561404,23494.114932
2022-08-15,2022-S33,28,Normandie,00-14 ans,9496.8740697,2431.6109422,47070.707071
2022-08-15,2022-S33,28,Normandie,65 ans ou plus,297.49256269,54.914881933,5432.9371817
2022-08-29,2022-S35,28,Normandie,00-14 ans,8179.6549673,3654.4850498,43784.277879
2022-08-29,2022-S35,28,Normandie,15-64 ans,1625.3288238,288.80866426,19832.605531
2022-08-29,2022-S35,28,Normandie,65 ans ou plus,616.71996345,56.306306306,6776.1806982
2022-08-29,2022-S35,28,Normandie,Tous âges,2583.6279576,462.16060081,24416.724417
2022-09-05,2022-S36,28,Normandie,15-64 ans,1732.4169099,651.70166546,20336.605891
2023-11-06,2023-S45,53,Bretagne,00-14 ans,7796.0526316,3108.8082902,50495.94229
2023-11-06,2023-S45,53,Bretagne,Tous âges,1890.1433464,558.13953488,27243.430838
2023-11-20,2023-S47,53,Bretagne,15-64 ans,739.48357377,1035.1966874,20739.030023
2023-11-20,2023-S47,53,Bretagne,65 ans ou plus,206.89655172,87.757788504,7958.4775087
2023-12-18,2023-S51,53,Bretagne,15-64 ans,1212.0454829,540.17555706,23390.643743
2024-01-15,2024-S03,53,Bretagne,00-14 ans,5420.3180785,3773.5849057,41539.578794
2024-01-15,2024-S03,53,Bretagne,15-64 ans,911.85410334,892.85714286,19180.565627
2024-01-22,2024-S04,53,Bretagne,65 ans ou plus,351.95776507,125.10425354,5718.7017002
2024-01-29,2024-S05,53,Bretagne,15-64 ans,1103.565365,1053.3245556,15756.302521
2024-01-29,2024-S05,53,Bretagne,65 ans ou plus,182.98261665,42.863266181,7082.6306914
2024-02-12,2024-S07,53,Bretagne,Tous âges,2219.2215112,775.74047955,25193.260654
2024-02-19,2024-S08,53,Bretagne,15-64 ans,861.64451009,397.61431412,19772.634998
2024-02-26,2024-S09,53,Bretagne,15-64 ans,1348.0055021,1276.5957447,19745.22293
2024-03-04,2024-S10,53,Bretagne,65 ans ou plus,161.21602948,43.72540446,4961.2403101
2024-03-11,2024-S11,53,Bretagne,00-14 ans,4594.846321,3750.0,42544.316997
2024-03-18,2024-S12,53,Bretagne,Tous âges,1782.672183,714.94464945,24001.996008
2024-03-25,2024-S13,53,Bretagne,00-14 ans,5636.3097004,4310.3448276,48462.783172
2024-04-15,2024-S16,53,Bretagne,Tous âges,1969.5235801,573.0002292,27171.004622
2024-04-22,2024-S17,53,Bretagne,65 ans ou plus,473.7295435,169.27634363,7109.0047393
2024-04-29,2024-S18,53,Bretagne,Tous âges,1727.655234,729.39460248,23935.351462
2024-05-13,2024-S20,53,Bretagne,Tous âges,1559.560653,604.93252676,19396.775871
2024-05-20,2024-S21,53,Bretagne,00-14 ans,5540.3348554,3194.8881789,42457.542458
2024-05-20,2024-S21,53,Bretagne,15-64 ans,1074.9038244,1075.2688172,18120.503597
2024-05-20,2024-S21,53,Bretagne,65 ans ou plus,359.46978207,225.32672375,6050.955414
2024-05-20,2024-S21,53,Bretagne,Tous âges,1767.82913,778.02090931,22475.992733
2024-05-27,2024-S22,53,Bretagne,Tous âges,1560.0435361,658.69724323,24437.384167
2024-06-10,2024-S24,53,Bretagne,Tous âges,1852.2902119,624.09985598,24980.842912
2024-06-17,2024-S25,53,Bretagne,00-14 ans,6429.391504,6122.4489796,42604.651163
2024-06-17,2024-S25,53,Bretagne,15-64 ans,883.57007046,790.75425791,17279.574657
2024-06-24,2024-S26,53,Bretagne,65 ans ou plus,163.36532571,171.08639863,6497.6228209
2024-07-15,2024-S29,53,Bretagne,65 ans ou plus,180.6140879,166.73614006,8344.5491252
2024-07-15,2024-S29,53,Bretagne,Tous âges,1732.5424326,701.83382386,21397.166585
2024-07-22,2024-S30,53,Bretagne,15-64 ans,958.93501805,1048.4927916,17572.857764
2024-07-22,2024-S30,53,Bretagne,Tous âges,1603.7962518,594.05940594,19300.078349
2024-07-29,2024-S31,53,Bretagne,15-64 ans,1142.8571429,736.19631902,16504.854369
2024-07-29,2024-S31,53,Bretagne,65 ans ou plus,217.60633037,128.47965739,5774.6478873
2024-08-05,2024-S32,53,Bretagne,00-14 ans,4968.5094472,4361.3707165,40298.507463
2024-08-05,2024-S32,53,Bretagne,65 ans ou plus,273.51146644,90.497737557,4748.2014388
2024-08-05,2024-S32,53,Bretagne,Tous âges,1516.7079582,691.29916567,18871.959369
2024-08-19,2024-S34,53,Bretagne,15-64 ans,859.02565309,602.77275467,15046.888321
2024-09-02,2024-S36,53,Bretagne,15-64 ans,715.23821069,367.87247088,14624.183007
2024-09-02,2024-S36,53,Bretagne,65 ans ou plus,292.79279279,132.04225352,5521.4723926
2024-09-02,2024-S36,53,Bretagne,Tous âges,1377.2845953,335.49005512,17683.718515
2024-09-09,2024-S37,53,Bretagne,15-64 ans,943.73432087,715.6798959,20016.785564
2024-09-09,2024-S37,53,Bretagne,65 ans ou plus,128.42465753,0.0,5852.8428094
2024-09-16,2024-S38,53,Bretagne,65 ans ou plus,124.24932698,124.4813278,5519.4805195
2024-09-16,2024-S38,53,Bretagne,Tous âges,1945.1863895,726.28234226,27549.796016
2024-09-23,2024-S39,53,Bretagne,Tous âges,1889.4289186,470.14574518,27205.531712
2024-10-07,2024-S41,53,Bretagne,00-14 ans,6355.1401869,3257.3289902,50741.839763
2024-10-07,2024-S41,53,Bretagne,15-64 ans,854.40480314,981.59509202,21650.326797
2024-10-21,2024-S43,53,Bretagne,65 ans ou plus,169.92353441,40.436716539,5882.3529412
2024-10-21,2024-S43,53,Bretagne,Tous âges,2279.0579894,755.84058635,23161.389173
2024-10-28,2024-S44,53,Bretagne,00-14 ans,6693.3867735,1644.7368421,49427.679501
2024-11-18,2024-S47,53,Bretagne,65 ans ou plus,237.37591713,41.034058268,6119.4029851
2024-11-18,2024-S47,53,Bretagne,Tous âges,2176.0572063,493.16296794,28247.42268
2024-12-02,2024-S49,53,Bretagne,Tous âges,2364.6354263,885.98740965,28478.16299
2024-12-16,2024-S51,53,Bretagne,15-64 ans,1107.8998073,1467.7728143,21416.234888
2024-12-16,2024-S51,53,Bretagne,Tous âges,2534.5896947,1007.2867553,27492.272025
2024-12-23,2024-S52,53,Bretagne,00-14 ans,10951.585977,5865.9217877,47955.145119
2024-12-23,2024-S52,53,Bretagne,15-64 ans,1372.1047331,1145.0381679,24408.014572
2019-12-30,2020-S01,75,Nouvelle Aquitaine,00-14 ans,12906.976744,3736.2637363,37628.865979
2020-01-13,2020-S03,75,Nouvelle Aquitaine,Tous âges,2924.227782,795.75596817,24331.020813
2020-01-20,2020-S04,75,Nouvelle Aquitaine,65 ans ou plus,330.81910811,78.226857888,6535.4884048
2020-01-27,2020-S05,75,Nouvelle Aquitaine,00-14 ans,12149.116293,5921.9380888,42408.077729
2020-01-27,2020-S05,75,Nouvelle Aquitaine,65 ans ou plus,360.63884596,126.42225032,6245.4611474
2020-01-27,2020-S05,75,Nouvelle Aquitaine,Tous âges,3836.7456355,901.02205487,28911.185433
2020-02-03,2020-S06,75,Nouvelle Aquitaine,00-14 ans,11613.726602,4408.0604534,41278.166278
2020-02-03,2020-S06,75,Nouvelle Aquitaine,15-64 ans,1831.4532183,598.13084112,22747.680335
2020-02-03,2020-S06,75,Nouvelle Aquitaine,Tous âges,3773.45822,710.77091307,28296.890368
2020-02-10,2020-S07,75,Nouvelle Aquitaine,15-64 ans,1956.6333077,671.61541181,22928.176796
2020-02-17,2020-S08,75,Nouvelle Aquitaine,65 ans ou plus,297.04248999,78.043704475,6158.1525542
2020-03-09,2020-S11,75,Nouvelle Aquitaine,Tous âges,2842.6228154,607.00389105,28312.984582
2024-09-09,2024-S37,11,Île-de-France,00-14 ans,13227.33978,7167.9197995,57364.568082
2024-09-09,2024-S37,11,Île-de-France,Tous âges,4737.655204,1661.6452114,35097.192225
2024-09-23,2024-S39,11,Île-de-France,Tous âges,5530.1224401,1694.6144974,36019.417476
2024-09-30,2024-S40,11,Île-de-France,00-14 ans,15985.835985,9685.8638743,57397.660819
2024-09-30,2024-S40,11,Île-de-France,65 ans ou plus,630.74701725,83.752093802,10643.889619
2024-10-14,2024-S42,11,Île-de-France,00-14 ans,16986.742055,10696.266398,54954.954955
2024-10-21,2024-S43,11,Île-de-France,00-14 ans,20269.979563,13242.009132,56607.669617
2024-10-28,2024-S44,11,Île-de-France,00-14 ans,19420.570323,9451.6971279,54425.045154
2024-10-28,2024-S44,11,Île-de-France,15-64 ans,2388.6378309,764.65590484,28693.751139
2024-11-04,2024-S45,11,Île-de-France,00-14 ans,15606.936416,7218.1243414,51716.561384
2024-11-04,2024-S45,11,Île-de-France,15-64 ans,2226.3450835,460.82949309,26803.589921
2022-09-12,2022-S37,28,Normandie,65 ans ou plus,436.88204185,168.25574874,9162.3036649
2024-11-18,2024-S47,11,Île-de-France,Tous âges,7079.4224787,1867.6277851,37764.144513
2022-09-12,2022-S37,28,Normandie,Tous âges,4715.069441,1067.6156584,40751.173709
2024-11-25,2024-S48,11,Île-de-France,15-64 ans,2452.1474145,783.34364049,27848.101266
2022-09-26,2022-S39,28,Normandie,Tous âges,6843.6374402,1771.7717718,49291.929705
2024-12-02,2024-S49,11,Île-de-France,15-64 ans,2545.1933437,876.46076795,27922.077922
2022-10-03,2022-S40,28,Normandie,15-64 ans,2227.050516,708.71722183,39261.538462
2024-12-02,2024-S49,11,Île-de-France,65 ans ou plus,628.08434275,160.73940125,11746.031746
2022-10-03,2022-S40,28,Normandie,65 ans ou plus,378.38974143,156.16866216,12396.694215
2024-12-09,2024-S50,11,Île-de-France,00-14 ans,19745.169887,7968.6780286,52931.228861
2022-10-17,2022-S42,28,Normandie,00-14 ans,22572.06829,6365.159129,69356.089992
2022-10-17,2022-S42,28,Normandie,65 ans ou plus,624.47960033,108.63661054,10212.765957
2022-10-24,2022-S43,28,Normandie,15-64 ans,2906.5555958,1463.0577908,37072.995325
2022-10-24,2022-S43,28,Normandie,65 ans ou plus,580.55152395,206.61157025,11286.681716
2022-10-31,2022-S44,28,Normandie,15-64 ans,3169.5423856,784.92935636,40376.361836
2022-11-07,2022-S45,28,Normandie,00-14 ans,17819.379442,2941.1764706,62354.040168
2022-11-07,2022-S45,28,Normandie,15-64 ans,2611.5439093,571.0206995,37092.587251
2022-11-14,2022-S46,28,Normandie,65 ans ou plus,401.01308569,107.35373054,9900.990099
2022-11-14,2022-S46,28,Normandie,Tous âges,6428.667293,1050.1443949,44080.441129
2022-12-05,2022-S49,28,Normandie,15-64 ans,3053.3019279,1558.8464536,33590.733591
2022-12-05,2022-S49,28,Normandie,65 ans ou plus,545.31778864,187.88163457,17213.114754
2022-12-12,2022-S50,28,Normandie,15-64 ans,3703.3755648,1354.5816733,30025.839793
2022-12-12,2022-S50,28,Normandie,Tous âges,8582.4010686,1205.4120541,38259.345794
2022-12-19,2022-S51,28,Normandie,65 ans ou plus,690.02123142,43.159257661,13306.451613
2022-12-19,2022-S51,28,Normandie,Tous âges,8239.838146,1069.2588092,36360.549992
2023-01-02,2023-S01,28,Normandie,00-14 ans,13312.852023,5221.9321149,46519.641626
2023-01-16,2023-S03,28,Normandie,00-14 ans,11632.653061,5995.2038369,53806.31797
2023-01-23,2023-S04,28,Normandie,65 ans ou plus,285.46332894,51.786639047,10539.215686
2023-01-23,2023-S04,28,Normandie,Tous âges,4431.3745373,983.51940457,36867.5531
2023-01-30,2023-S05,28,Normandie,Tous âges,4500.7437263,1134.0206186,38467.957276
2023-02-06,2023-S06,28,Normandie,15-64 ans,2022.675737,1127.5546159,30063.386659
2023-02-06,2023-S06,28,Normandie,65 ans ou plus,465.50994499,105.70824524,9183.6734694
2023-02-20,2023-S08,28,Normandie,00-14 ans,12832.628699,4899.1354467,57444.168734
2023-02-20,2023-S08,28,Normandie,15-64 ans,2235.0056582,1122.8070175,30052.113492
2020-03-16,2020-S12,75,Nouvelle Aquitaine,00-14 ans,11451.398136,4245.2830189,45092.592593
2020-03-16,2020-S12,75,Nouvelle Aquitaine,15-64 ans,1895.0255579,736.06729758,21740.674956
2020-03-23,2020-S13,75,Nouvelle Aquitaine,Tous âges,1678.0869808,730.07103394,16018.149319
2020-03-30,2020-S14,75,Nouvelle Aquitaine,65 ans ou plus,147.24442575,103.48395999,3743.7603993
2020-03-30,2020-S14,75,Nouvelle Aquitaine,Tous âges,965.30498041,353.88340473,11446.066886
2020-04-06,2020-S15,75,Nouvelle Aquitaine,00-14 ans,3033.5284726,890.20771513,27453.142227
2020-04-06,2020-S15,75,Nouvelle Aquitaine,15-64 ans,905.40862521,697.47166521,9262.8650904
2020-04-13,2020-S16,75,Nouvelle Aquitaine,15-64 ans,799.45180448,356.98348951,8225.8064516
2020-04-13,2020-S16,75,Nouvelle Aquitaine,65 ans ou plus,76.452599388,68.965517241,1563.6634401
2020-04-20,2020-S17,75,Nouvelle Aquitaine,Tous âges,825.10168507,302.57186082,8894.8787062
2020-04-27,2020-S18,75,Nouvelle Aquitaine,00-14 ans,2921.3483146,2472.5274725,24626.121635
2020-04-27,2020-S18,75,Nouvelle Aquitaine,15-64 ans,1051.5247108,424.98937527,8364.5109567
2020-05-04,2020-S19,75,Nouvelle Aquitaine,15-64 ans,861.82403637,591.71597633,7466.1810614
2020-05-11,2020-S20,75,Nouvelle Aquitaine,65 ans ou plus,139.16808412,58.139534884,1684.2105263
2020-05-11,2020-S20,75,Nouvelle Aquitaine,Tous âges,887.2571516,237.45448789,8494.5196647
2024-12-16,2024-S51,11,Île-de-France,15-64 ans,3032.7906234,934.57943925,27118.644068
2024-12-23,2024-S52,11,Île-de-France,00-14 ans,23706.441394,11173.757048,49359.779061
2024-12-23,2024-S52,11,Île-de-France,15-64 ans,3729.2121619,698.81201957,29564.907275
2024-12-23,2024-S52,11,Île-de-France,65 ans ou plus,717.99474325,93.668040465,13623.595506
2019-12-30,2020-S01,24,Centre-Val de Loire,00-14 ans,17346.317712,5696.2025316,45337.620579
2019-12-30,2020-S01,24,Centre-Val de Loire,15-64 ans,3531.8089201,833.33333333,25094.577554
2019-12-30,2020-S01,24,Centre-Val de Loire,65 ans ou plus,710.56371388,0.0,11711.711712
2019-12-30,2020-S01,24,Centre-Val de Loire,Tous âges,5580.7122751,981.87311178,28301.886792
2020-01-06,2020-S02,24,Centre-Val de Loire,15-64 ans,2419.0857524,709.21985816,21957.446809
2020-01-13,2020-S03,24,Centre-Val de Loire,00-14 ans,12198.632602,6363.6363636,48019.80198
2020-01-13,2020-S03,24,Centre-Val de Loire,Tous âges,3974.5762712,897.86756453,28186.346323
2020-01-20,2020-S04,24,Centre-Val de Loire,15-64 ans,1887.7465026,1071.4285714,23186.27451
2020-01-20,2020-S04,24,Centre-Val de Loire,Tous âges,4686.1711175,1185.770751,29598.427408
2020-01-27,2020-S05,24,Centre-Val de Loire,00-14 ans,14795.918367,9134.6153846,49569.303054
2020-02-03,2020-S06,24,Centre-Val de Loire,00-14 ans,14051.15251,6603.7735849,51457.055215
2020-02-10,2020-S07,24,Centre-Val de Loire,00-14 ans,16263.310745,6194.6902655,51053.074979
2020-02-17,2020-S08,24,Centre-Val de Loire,15-64 ans,2716.2977867,489.39641109,25679.475164
2020-02-17,2020-S08,24,Centre-Val de Loire,65 ans ou plus,484.93245584,201.00502513,11014.492754
2020-02-17,2020-S08,24,Centre-Val de Loire,Tous âges,5307.1384123,943.92004442,31629.392971
2020-02-24,2020-S09,24,Centre-Val de Loire,00-14 ans,14334.140436,7692.3076923,46909.090909
2020-02-24,2020-S09,24,Centre-Val de Loire,65 ans ou plus,526.13118204,101.7293998,10893.854749
2020-03-02,2020-S10,24,Centre-Val de Loire,65 ans ou plus,447.76119403,0.0,10638.297872
2023-03-13,2023-S11,28,Normandie,65 ans ou plus,337.23467566,98.911968348,9523.8095238
2023-03-20,2023-S12,28,Normandie,65 ans ou plus,334.93824576,206.61157025,5513.7844612
2023-03-20,2023-S12,28,Normandie,Tous âges,4562.3196372,1395.7094857,36808.194284
2020-04-06,2020-S15,24,Centre-Val de Loire,00-14 ans,4124.7484909,1250.0,31055.900621
2023-03-27,2023-S13,28,Normandie,Tous âges,3997.9987265,770.41602465,37581.754151
2020-04-06,2020-S15,24,Centre-Val de Loire,65 ans ou plus,400.80160321,275.48209366,2202.6431718
2023-04-03,2023-S14,28,Normandie,65 ans ou plus,434.01065299,147.78325123,9200.968523
2020-04-13,2020-S16,24,Centre-Val de Loire,00-14 ans,3786.407767,1111.1111111,30000.0
2023-04-10,2023-S15,28,Normandie,00-14 ans,13499.716393,6276.1506276,57102.137767
2020-04-27,2020-S18,24,Centre-Val de Loire,00-14 ans,3379.72167,0.0,32524.271845
2023-04-10,2023-S15,28,Normandie,15-64 ans,1754.7000895,405.95399188,27677.595628
2023-04-17,2023-S16,28,Normandie,65 ans ou plus,535.78262533,188.76828693,8314.0877598
2023-05-01,2023-S18,28,Normandie,15-64 ans,1915.1846785,778.71512005,24412.191582
2023-05-08,2023-S19,28,Normandie,15-64 ans,1671.5309101,1108.8011088,22686.750692
2023-05-08,2023-S19,28,Normandie,65 ans ou plus,520.72484899,51.70630817,8928.5714286
2023-05-08,2023-S19,28,Normandie,Tous âges,2950.9441123,1000.5265929,28392.288976
2023-05-15,2023-S20,28,Normandie,00-14 ans,9449.4338149,4106.2801932,55209.452202
2023-05-22,2023-S21,28,Normandie,15-64 ans,1558.9291544,733.82254837,25381.976925
2023-05-22,2023-S21,28,Normandie,65 ans ou plus,383.65624401,149.32802389,9782.6086957
2023-05-29,2023-S22,28,Normandie,00-14 ans,9138.5226657,4783.5990888,52548.806941
2023-05-29,2023-S22,28,Normandie,15-64 ans,1780.8558001,662.25165563,26258.782201
2023-06-05,2023-S23,28,Normandie,00-14 ans,10365.013774,3636.3636364,52426.666667
2023-06-05,2023-S23,28,Normandie,15-64 ans,1691.9252666,618.81188119,25172.10416
2023-06-12,2023-S24,28,Normandie,00-14 ans,10186.335404,2748.4143763,48236.632537
2023-06-12,2023-S24,28,Normandie,15-64 ans,1703.9841949,1018.4595799,21768.060837
2023-07-24,2023-S30,28,Normandie,65 ans ou plus,392.46467818,208.33333333,6883.3652008
2023-07-31,2023-S31,28,Normandie,00-14 ans,8829.5687885,1880.8777429,46255.924171
2023-08-07,2023-S32,28,Normandie,15-64 ans,2019.4734944,1223.0215827,22278.056951
2023-08-07,2023-S32,28,Normandie,Tous âges,2568.0739445,830.56478405,25512.227363
2023-08-14,2023-S33,28,Normandie,15-64 ans,2002.3960294,787.96561605,19913.952059
2024-04-08,2024-S15,27,Bourgogne et Franche-Comté,Tous âges,5066.4706243,1094.2760943,34693.241981
2024-04-15,2024-S16,27,Bourgogne et Franche-Comté,15-64 ans,2393.8223938,878.5942492,25948.103792
2024-04-15,2024-S16,27,Bourgogne et Franche-Comté,65 ans ou plus,496.33656346,53.447354356,14402.173913
2024-04-15,2024-S16,27,Bourgogne et Franche-Comté,Tous âges,4934.6687007,707.96460177,32286.585366
2024-04-22,2024-S17,27,Bourgogne et Franche-Comté,00-14 ans,15604.681404,5033.557047,51007.556675
2024-04-22,2024-S17,27,Bourgogne et Franche-Comté,65 ans ou plus,503.11451845,158.64621893,10933.333333
2020-09-28,2020-S40,24,Centre-Val de Loire,65 ans ou plus,301.31826742,111.23470523,6040.2684564
2024-04-22,2024-S17,27,Bourgogne et Franche-Comté,Tous âges,4607.4628862,960.69868996,29924.861156
2020-09-28,2020-S40,24,Centre-Val de Loire,Tous âges,2048.3984336,644.78311841,23896.103896
2024-04-29,2024-S18,27,Bourgogne et Franche-Comté,15-64 ans,2285.4422093,1304.6815042,25187.406297
2020-10-05,2020-S41,24,Centre-Val de Loire,15-64 ans,1318.7972569,453.85779123,17787.810384
2024-04-29,2024-S18,27,Bourgogne et Franche-Comté,65 ans ou plus,596.74087675,203.45879959,11612.903226
2020-10-12,2020-S42,24,Centre-Val de Loire,00-14 ans,8184.6153846,4347.826087,49539.877301
2024-04-29,2024-S18,27,Bourgogne et Franche-Comté,Tous âges,3843.3247517,971.68239867,30022.285896
2020-10-12,2020-S42,24,Centre-Val de Loire,Tous âges,2218.4660892,559.00621118,25162.127108
2024-05-06,2024-S19,27,Bourgogne et Franche-Comté,00-14 ans,13734.939759,3603.6036036,50097.276265
2020-10-19,2020-S43,24,Centre-Val de Loire,65 ans ou plus,244.39918534,0.0,8031.0880829
2024-05-20,2024-S21,27,Bourgogne et Franche-Comté,15-64 ans,2546.6284075,998.33610649,22436.548223
2020-10-26,2020-S44,24,Centre-Val de Loire,65 ans ou plus,171.23287671,0.0,6750.0
2024-05-20,2024-S21,27,Bourgogne et Franche-Comté,65 ans ou plus,695.08804449,217.27322108,9830.5084746
2020-10-26,2020-S44,24,Centre-Val de Loire,Tous âges,1787.2987704,373.41299477,20083.246618
2024-05-20,2024-S21,27,Bourgogne et Franche-Comté,Tous âges,4768.8299097,779.3764988,30541.561713
2020-11-02,2020-S45,24,Centre-Val de Loire,15-64 ans,1309.8356752,408.16326531,13205.537806
2024-05-27,2024-S22,27,Bourgogne et Franche-Comté,15-64 ans,2361.6236162,1452.7845036,25953.442298
2020-11-02,2020-S45,24,Centre-Val de Loire,Tous âges,1625.6032512,225.39444027,17222.222222
2024-06-03,2024-S23,27,Bourgogne et Franche-Comté,15-64 ans,2023.5878336,1141.3520632,23391.812865
2020-11-09,2020-S46,24,Centre-Val de Loire,15-64 ans,1212.7091923,206.61157025,11482.977496
2024-06-10,2024-S24,27,Bourgogne et Franche-Comté,Tous âges,5242.8873152,1211.7540139,31371.941778
2020-11-16,2020-S47,24,Centre-Val de Loire,00-14 ans,6646.3414634,2479.338843,39108.06175
2024-06-24,2024-S26,27,Bourgogne et Franche-Comté,Tous âges,4936.554841,1000.277855,27950.310559
2020-11-16,2020-S47,24,Centre-Val de Loire,65 ans ou plus,89.806915132,0.0,3676.4705882
2024-07-01,2024-S27,27,Bourgogne et Franche-Comté,Tous âges,4752.5118659,962.37970254,28546.531893
2020-11-23,2020-S48,24,Centre-Val de Loire,00-14 ans,6207.3246431,917.43119266,44107.142857
2024-07-15,2024-S29,27,Bourgogne et Franche-Comté,15-64 ans,1958.7145203,1513.9442231,18082.663605
2020-11-23,2020-S48,24,Centre-Val de Loire,65 ans ou plus,131.34851138,250.62656642,6273.0627306
2024-07-15,2024-S29,27,Bourgogne et Franche-Comté,65 ans ou plus,476.4998917,214.70746108,5357.1428571
2020-11-30,2020-S49,24,Centre-Val de Loire,00-14 ans,7327.8584965,4385.9649123,43538.767396
2024-07-22,2024-S30,27,Bourgogne et Franche-Comté,00-14 ans,13117.489987,4710.1449275,45329.249617
2020-11-30,2020-S49,24,Centre-Val de Loire,15-64 ans,913.13509717,598.80239521,12948.627727
2024-07-22,2024-S30,27,Bourgogne et Franche-Comté,15-64 ans,2270.531401,877.96312555,20985.40146
2020-11-30,2020-S49,24,Centre-Val de Loire,65 ans ou plus,201.53164047,0.0,4444.4444444
2024-07-22,2024-S30,27,Bourgogne et Franche-Comté,65 ans ou plus,548.24561404,55.066079295,6748.4662577
2020-11-30,2020-S49,24,Centre-Val de Loire,Tous âges,1919.3857965,538.72053872,18880.800728
2020-12-07,2020-S50,24,Centre-Val de Loire,00-14 ans,7192.1749137,3906.25,43548.387097
2020-12-07,2020-S50,24,Centre-Val de Loire,65 ans ou plus,242.81667341,0.0,2317.8807947
2020-12-28,2020-S53,24,Centre-Val de Loire,15-64 ans,1697.4645466,372.43947858,16146.788991
2021-01-11,2021-S02,24,Centre-Val de Loire,15-64 ans,848.82780922,0.0,12526.242127
2021-01-11,2021-S02,24,Centre-Val de Loire,Tous âges,1866.7524944,253.32488917,18165.467626
2021-02-01,2021-S05,24,Centre-Val de Loire,00-14 ans,12041.625372,5333.3333333,48284.313725
2021-02-01,2021-S05,24,Centre-Val de Loire,15-64 ans,1333.0680462,1487.6033058,14583.333333
2021-02-08,2021-S06,24,Centre-Val de Loire,Tous âges,2954.1778976,486.02673147,26255.707763
2021-02-15,2021-S07,24,Centre-Val de Loire,00-14 ans,13355.3563,4188.4816754,46953.405018
2021-02-15,2021-S07,24,Centre-Val de Loire,15-64 ans,1373.5215567,974.02597403,16401.179941
2020-11-23,2020-S48,52,Pays de la Loire,00-14 ans,5059.3928729,3135.8885017,35063.291139
2020-11-23,2020-S48,52,Pays de la Loire,15-64 ans,866.73889491,714.92403932,8706.3151441
2020-11-30,2020-S49,52,Pays de la Loire,65 ans ou plus,95.693779904,0.0,1627.2189349
2020-12-07,2020-S50,52,Pays de la Loire,15-64 ans,663.15252508,258.17555938,10394.060537
2020-12-07,2020-S50,52,Pays de la Loire,65 ans ou plus,90.415913201,61.538461538,1426.5335235
2020-12-07,2020-S50,52,Pays de la Loire,Tous âges,1391.7026337,323.62459547,15354.800239
2020-12-14,2020-S51,52,Pays de la Loire,65 ans ou plus,89.90110878,0.0,1818.1818182
2020-12-21,2020-S52,52,Pays de la Loire,15-64 ans,818.89163969,473.93364929,11084.481726
2020-12-21,2020-S52,52,Pays de la Loire,Tous âges,1964.5983272,640.56939502,17338.358945
2020-12-28,2020-S53,52,Pays de la Loire,00-14 ans,7248.7644152,4854.368932,36621.454994
2020-12-28,2020-S53,52,Pays de la Loire,15-64 ans,842.69662921,88.65248227,10779.696494
2020-12-28,2020-S53,52,Pays de la Loire,Tous âges,1622.9821212,438.44856661,14957.84607
2021-01-04,2021-S01,52,Pays de la Loire,00-14 ans,5649.7175141,4743.083004,31794.871795
2021-01-04,2021-S01,52,Pays de la Loire,65 ans ou plus,54.083288264,0.0,2741.5143603
2021-01-18,2021-S03,52,Pays de la Loire,00-14 ans,7923.9302694,2272.7272727,45546.218487
2021-01-18,2021-S03,52,Pays de la Loire,Tous âges,1942.5205,434.51272502,20561.252024
2021-01-25,2021-S04,52,Pays de la Loire,00-14 ans,8466.2576687,1929.2604502,45830.023828
2021-01-25,2021-S04,52,Pays de la Loire,Tous âges,2136.6111203,456.62100457,21850.899743
2021-02-01,2021-S05,52,Pays de la Loire,00-14 ans,8733.4593573,4597.7011494,46412.556054
2021-02-01,2021-S05,52,Pays de la Loire,15-64 ans,964.23017107,463.67851623,10146.443515
2021-02-01,2021-S05,52,Pays de la Loire,Tous âges,2354.4384346,676.50676507,20955.23881
2021-03-08,2021-S10,52,Pays de la Loire,15-64 ans,825.83689721,662.25165563,10242.718447
2021-03-15,2021-S11,52,Pays de la Loire,00-14 ans,6133.0561331,2849.7409326,41638.225256
2021-03-29,2021-S13,52,Pays de la Loire,15-64 ans,753.24313014,769.76906928,11532.774766
2021-04-19,2021-S16,52,Pays de la Loire,Tous âges,1239.8237359,285.7959417,9842.0413123
2021-04-26,2021-S17,52,Pays de la Loire,00-14 ans,3597.1223022,3254.4378698,27601.156069
