1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour pathologies ORL,Taux d'hospitalisations après passages aux urgences pour pathologies ORL,Taux d'actes médicaux SOS médecins pour pathologies ORL
2024-08-05,2024-S32,03,Guyane,00-14 ans,13541.666667,5882.3529412,
2024-08-12,2024-S33,03,Guyane,00-14 ans,13567.839196,5555.5555556,
2024-08-26,2024-S35,03,Guyane,15-64 ans,3106.2124248,0.0,
2024-09-02,2024-S36,03,Guyane,15-64 ans,2027.7481323,606.06060606,
2024-09-02,2024-S36,03,Guyane,65 ans ou plus,724.63768116,0.0,
2024-09-09,2024-S37,03,Guyane,65 ans ou plus,0.0,0.0,
2024-09-09,2024-S37,03,Guyane,Tous âges,4492.7536232,414.93775934,
2024-09-16,2024-S38,03,Guyane,00-14 ans,14361.702128,2380.952381,
2024-09-23,2024-S39,03,Guyane,15-64 ans,2626.2626263,0.0,
2024-09-30,2024-S40,03,Guyane,65 ans ou plus,628.93081761,3030.3030303,
2024-09-30,2024-S40,03,Guyane,Tous âges,5719.3396226,2666.6666667,
2020-09-28,2020-S40,04,Réunion,65 ans ou plus,208.76826722,0.0,
2020-09-28,2020-S40,04,Réunion,Tous âges,2595.9367946,805.36912752,
2020-10-05,2020-S41,04,Réunion,Tous âges,2079.5330171,791.55672823,
2020-10-12,2020-S42,04,Réunion,00-14 ans,7352.9411765,4347.826087,
2020-10-19,2020-S43,04,Réunion,00-14 ans,5756.9296375,4109.5890411,
2020-10-19,2020-S43,04,Réunion,65 ans ou plus,201.20724346,0.0,
2020-10-26,2020-S44,04,Réunion,00-14 ans,5753.968254,2325.5813953,
2020-11-02,2020-S45,04,Réunion,Tous âges,1984.2755522,135.31799729,
2020-11-09,2020-S46,04,Réunion,00-14 ans,10054.844607,4166.6666667,
2020-11-16,2020-S47,04,Réunion,Tous âges,2449.2920015,701.26227209,
2020-11-23,2020-S48,04,Réunion,15-64 ans,810.9794136,255.10204082,
2020-11-30,2020-S49,04,Réunion,00-14 ans,8485.8569052,4651.1627907,
2020-12-14,2020-S51,04,Réunion,15-64 ans,1059.8503741,241.54589372,
2020-12-21,2020-S52,04,Réunion,15-64 ans,742.57425743,527.70448549,
2020-12-21,2020-S52,04,Réunion,Tous âges,2225.4651587,392.67015707,
2020-12-28,2020-S53,04,Réunion,15-64 ans,481.05832832,0.0,
2021-01-11,2021-S02,04,Réunion,00-14 ans,6264.5011601,1538.4615385,
2021-01-11,2021-S02,04,Réunion,65 ans ou plus,344.82758621,401.6064257,
2021-01-25,2021-S04,04,Réunion,65 ans ou plus,350.87719298,0.0,
2021-01-25,2021-S04,04,Réunion,Tous âges,1829.6739854,371.28712871,
2021-02-01,2021-S05,04,Réunion,15-64 ans,582.93587705,0.0,
2021-02-01,2021-S05,04,Réunion,Tous âges,1627.6041667,248.44720497,
2021-02-08,2021-S06,04,Réunion,65 ans ou plus,193.79844961,0.0,
2021-02-08,2021-S06,04,Réunion,Tous âges,2064.0569395,262.4671916,
2021-03-01,2021-S09,04,Réunion,15-64 ans,341.29692833,236.40661939,
2021-03-01,2021-S09,04,Réunion,65 ans ou plus,490.19607843,349.65034965,
2021-03-08,2021-S10,04,Réunion,00-14 ans,8907.5630252,0.0,
2021-03-22,2021-S12,04,Réunion,65 ans ou plus,0.0,0.0,
2021-03-29,2021-S13,04,Réunion,00-14 ans,7801.4184397,1438.8489209,
2021-04-05,2021-S14,04,Réunion,15-64 ans,827.30093071,0.0,
2021-04-26,2021-S17,04,Réunion,00-14 ans,11185.682327,4419.8895028,
2021-05-03,2021-S18,04,Réunion,Tous âges,2682.3134954,829.87551867,
2021-05-10,2021-S19,04,Réunion,15-64 ans,914.78093404,199.6007984,
2021-05-17,2021-S20,04,Réunion,65 ans ou plus,143.88489209,0.0,
2021-05-17,2021-S20,04,Réunion,Tous âges,1947.5250203,321.88841202,
2021-05-24,2021-S21,04,Réunion,00-14 ans,7211.5384615,2976.1904762,
2021-05-31,2021-S22,04,Réunion,65 ans ou plus,0.0,0.0,
2021-06-07,2021-S23,04,Réunion,Tous âges,2552.7192009,336.7003367,
2021-06-21,2021-S25,04,Réunion,00-14 ans,9188.5441527,4419.8895028,
2021-06-28,2021-S26,04,Réunion,65 ans ou plus,437.95620438,0.0,
2021-07-19,2021-S29,04,Réunion,00-14 ans,6259.7809077,3571.4285714,
2021-07-19,2021-S29,04,Réunion,15-64 ans,925.42188351,472.81323877,
2021-07-26,2021-S30,04,Réunion,00-14 ans,10677.966102,5882.3529412,
2021-07-26,2021-S30,04,Réunion,15-64 ans,686.89181454,0.0,
2021-07-26,2021-S30,04,Réunion,65 ans ou plus,0.0,0.0,
2021-07-26,2021-S30,04,Réunion,Tous âges,2537.2124493,773.19587629,
2021-08-09,2021-S32,04,Réunion,15-64 ans,947.60312152,241.54589372,
2021-08-30,2021-S35,04,Réunion,00-14 ans,6896.5517241,2836.8794326,
2021-08-30,2021-S35,04,Réunion,65 ans ou plus,0.0,0.0,
2021-09-06,2021-S36,04,Réunion,00-14 ans,7336.9565217,2325.5813953,
2021-09-06,2021-S36,04,Réunion,15-64 ans,269.97840173,252.52525253,
2021-09-13,2021-S37,04,Réunion,15-64 ans,374.93304767,227.7904328,
2021-09-20,2021-S38,04,Réunion,15-64 ans,505.33408198,244.49877751,
2021-09-20,2021-S38,04,Réunion,Tous âges,2325.5813953,844.39083233,
2024-05-13,2024-S20,03,Guyane,Tous âges,5052.3721503,904.97737557,
2024-05-20,2024-S21,03,Guyane,Tous âges,5772.5947522,1984.1269841,
2024-05-27,2024-S22,03,Guyane,65 ans ou plus,1851.8518519,0.0,
2024-05-27,2024-S22,03,Guyane,Tous âges,4300.1686341,526.31578947,
2024-06-03,2024-S23,03,Guyane,65 ans ou plus,2290.0763359,0.0,
2024-06-10,2024-S24,03,Guyane,00-14 ans,13836.477987,2325.5813953,
2024-06-17,2024-S25,03,Guyane,00-14 ans,17896.678967,6779.6610169,
2024-06-24,2024-S26,03,Guyane,00-14 ans,15368.421053,6250.0,
2024-06-24,2024-S26,03,Guyane,65 ans ou plus,1250.0,0.0,
2024-06-24,2024-S26,03,Guyane,Tous âges,6229.9293513,2000.0,
2024-07-01,2024-S27,03,Guyane,Tous âges,5179.2828685,1843.3179724,
2024-07-08,2024-S28,03,Guyane,15-64 ans,2497.1623156,0.0,
2024-07-15,2024-S29,03,Guyane,00-14 ans,14022.988506,5454.5454545,
2024-07-15,2024-S29,03,Guyane,65 ans ou plus,625.0,0.0,
2024-07-22,2024-S30,03,Guyane,15-64 ans,3298.9690722,0.0,
2024-07-22,2024-S30,03,Guyane,Tous âges,5296.3430013,0.0,
2024-10-14,2024-S42,03,Guyane,65 ans ou plus,0.0,0.0,
2024-10-21,2024-S43,03,Guyane,Tous âges,6774.3940336,1260.5042017,
2024-10-28,2024-S44,03,Guyane,Tous âges,6325.1106894,458.71559633,
2024-11-04,2024-S45,03,Guyane,65 ans ou plus,0.0,0.0,
2024-11-11,2024-S46,03,Guyane,15-64 ans,2599.814299,1481.4814815,
2024-11-18,2024-S47,03,Guyane,Tous âges,6971.8309859,3225.8064516,
2024-11-25,2024-S48,03,Guyane,15-64 ans,2468.0073126,662.25165563,
2024-12-02,2024-S49,03,Guyane,15-64 ans,1787.5920084,0.0,
2024-12-02,2024-S49,03,Guyane,65 ans ou plus,709.21985816,0.0,
2024-12-09,2024-S50,03,Guyane,65 ans ou plus,2027.027027,2631.5789474,
2024-12-23,2024-S52,03,Guyane,15-64 ans,3350.7853403,1379.3103448,
2024-12-23,2024-S52,03,Guyane,Tous âges,6551.2978986,2745.0980392,
2019-12-30,2020-S01,04,Réunion,Tous âges,2501.1579435,572.51908397,
2020-01-06,2020-S02,04,Réunion,15-64 ans,1358.1488934,460.82949309,
2020-01-13,2020-S03,04,Réunion,15-64 ans,703.87129211,0.0,
2020-01-20,2020-S04,04,Réunion,00-14 ans,10217.755444,2222.2222222,
2020-01-20,2020-S04,04,Réunion,15-64 ans,1685.0668216,1086.9565217,
2020-01-20,2020-S04,04,Réunion,65 ans ou plus,175.74692443,0.0,
2020-01-20,2020-S04,04,Réunion,Tous âges,3152.0609629,854.7008547,
2020-01-27,2020-S05,04,Réunion,15-64 ans,629.81105668,289.01734104,
2020-01-27,2020-S05,04,Réunion,Tous âges,3826.2255879,771.60493827,
2020-02-10,2020-S07,04,Réunion,15-64 ans,645.80228515,220.26431718,
2020-02-17,2020-S08,04,Réunion,00-14 ans,9025.6410256,5161.2903226,
2020-02-17,2020-S08,04,Réunion,65 ans ou plus,182.14936248,0.0,
2020-02-17,2020-S08,04,Réunion,Tous âges,2982.1073559,907.02947846,
2020-02-24,2020-S09,04,Réunion,15-64 ans,756.81130172,231.48148148,
2020-02-24,2020-S09,04,Réunion,65 ans ou plus,160.25641026,0.0,
2020-03-02,2020-S10,04,Réunion,00-14 ans,11864.40678,3614.4578313,
2020-03-02,2020-S10,04,Réunion,Tous âges,3804.0503558,732.98429319,
2020-03-16,2020-S12,04,Réunion,Tous âges,3051.4385353,1675.9776536,
2020-03-23,2020-S13,04,Réunion,65 ans ou plus,272.47956403,0.0,
2020-03-30,2020-S14,04,Réunion,65 ans ou plus,0.0,0.0,
2020-03-30,2020-S14,04,Réunion,Tous âges,1269.3156733,155.27950311,
2020-04-13,2020-S16,04,Réunion,15-64 ans,580.13052937,0.0,
2020-04-13,2020-S16,04,Réunion,65 ans ou plus,198.01980198,0.0,
2020-04-20,2020-S17,04,Réunion,00-14 ans,2830.1886792,1265.8227848,
2020-04-20,2020-S17,04,Réunion,65 ans ou plus,0.0,0.0,
2020-04-27,2020-S18,04,Réunion,15-64 ans,366.3003663,0.0,
2020-04-27,2020-S18,04,Réunion,65 ans ou plus,179.85611511,0.0,
2020-05-04,2020-S19,04,Réunion,15-64 ans,194.30051813,0.0,
2020-05-11,2020-S20,04,Réunion,00-14 ans,1781.1704835,1219.5121951,
2020-05-11,2020-S20,04,Réunion,65 ans ou plus,0.0,0.0,
2020-05-18,2020-S21,04,Réunion,00-14 ans,2583.9793282,2597.4025974,
2020-05-25,2020-S22,04,Réunion,65 ans ou plus,0.0,0.0,
2020-06-08,2020-S24,04,Réunion,65 ans ou plus,151.05740181,294.11764706,
2020-06-08,2020-S24,04,Réunion,Tous âges,591.06021426,229.35779817,
2020-06-15,2020-S25,04,Réunion,00-14 ans,1904.7619048,0.0,
2020-06-22,2020-S26,04,Réunion,15-64 ans,701.34424313,0.0,
2020-06-29,2020-S27,04,Réunion,15-64 ans,403.45821326,0.0,
2020-07-13,2020-S29,04,Réunion,15-64 ans,445.68245125,0.0,
2020-07-20,2020-S30,04,Réunion,Tous âges,1220.7882804,114.41647597,
2020-07-27,2020-S31,04,Réunion,00-14 ans,2409.6385542,2127.6595745,
2020-07-27,2020-S31,04,Réunion,15-64 ans,901.44230769,458.71559633,
2020-08-10,2020-S33,04,Réunion,00-14 ans,4402.5157233,5747.1264368,
2020-08-17,2020-S34,04,Réunion,15-64 ans,822.56169213,0.0,
2020-08-17,2020-S34,04,Réunion,65 ans ou plus,0.0,0.0,
2020-08-24,2020-S35,04,Réunion,15-64 ans,554.87053021,497.51243781,
2020-08-31,2020-S36,04,Réunion,15-64 ans,487.50761731,694.44444444,
2020-08-31,2020-S36,04,Réunion,65 ans ou plus,0.0,0.0,
2020-09-07,2020-S37,04,Réunion,00-14 ans,7566.7655786,4635.7615894,
2020-09-07,2020-S37,04,Réunion,65 ans ou plus,182.48175182,0.0,
2020-09-07,2020-S37,04,Réunion,Tous âges,2067.998598,993.78881988,
2021-12-20,2021-S51,04,Réunion,15-64 ans,1275.13487,712.58907363,
2022-01-03,2022-S01,04,Réunion,15-64 ans,854.7008547,0.0,
2022-01-10,2022-S02,04,Réunion,Tous âges,1896.4479229,338.98305085,
2022-01-31,2022-S05,04,Réunion,15-64 ans,512.23676722,231.48148148,
2022-02-07,2022-S06,04,Réunion,65 ans ou plus,131.57894737,0.0,
2022-02-14,2022-S07,04,Réunion,15-64 ans,963.17280453,239.80815348,
2022-02-21,2022-S08,04,Réunion,65 ans ou plus,151.74506829,338.98305085,
2023-03-27,2023-S13,04,Réunion,65 ans ou plus,320.0,330.0330033,
2023-04-17,2023-S16,04,Réunion,00-14 ans,6869.3693694,4109.5890411,
2023-04-24,2023-S17,04,Réunion,65 ans ou plus,460.12269939,0.0,
2023-05-08,2023-S19,04,Réunion,00-14 ans,9187.2791519,2205.8823529,
2023-06-05,2023-S23,04,Réunion,00-14 ans,6944.4444444,2222.2222222,
2023-06-05,2023-S23,04,Réunion,15-64 ans,707.78564206,460.82949309,
2023-06-12,2023-S24,04,Réunion,Tous âges,3231.1516156,841.21976866,
2023-06-19,2023-S25,04,Réunion,00-14 ans,10610.932476,1948.0519481,
2023-06-19,2023-S25,04,Réunion,Tous âges,3730.017762,704.22535211,
2023-06-26,2023-S26,04,Réunion,00-14 ans,8503.4013605,3378.3783784,
2023-06-26,2023-S26,04,Réunion,15-64 ans,1295.8963283,253.8071066,
2023-06-26,2023-S26,04,Réunion,65 ans ou plus,0.0,0.0,
2023-07-03,2023-S27,04,Réunion,00-14 ans,13082.039911,4861.1111111,
2023-07-03,2023-S27,04,Réunion,15-64 ans,1052.1042084,669.64285714,
2023-07-10,2023-S28,04,Réunion,00-14 ans,12101.910828,6930.6930693,
2023-07-24,2023-S30,04,Réunion,15-64 ans,1053.7407798,1091.7030568,
2023-07-24,2023-S30,04,Réunion,Tous âges,2247.873633,837.32057416,
2023-07-31,2023-S31,04,Réunion,00-14 ans,8620.6896552,6818.1818182,
2023-08-21,2023-S34,04,Réunion,65 ans ou plus,559.44055944,0.0,
2023-08-28,2023-S35,04,Réunion,Tous âges,2417.7677818,1293.1034483,
2023-09-04,2023-S36,04,Réunion,15-64 ans,1677.3556981,415.8004158,
2023-09-11,2023-S37,04,Réunion,00-14 ans,11240.310078,1234.5679012,
2023-09-11,2023-S37,04,Réunion,15-64 ans,1343.7849944,684.93150685,
2023-09-11,2023-S37,04,Réunion,65 ans ou plus,0.0,0.0,
2023-09-11,2023-S37,04,Réunion,Tous âges,4092.3706519,576.03686636,
2023-09-18,2023-S38,04,Réunion,15-64 ans,1205.510907,237.52969121,
2023-09-18,2023-S38,04,Réunion,65 ans ou plus,176.36684303,355.87188612,
2023-09-18,2023-S38,04,Réunion,Tous âges,3972.7245775,599.52038369,
2023-09-25,2023-S39,04,Réunion,65 ans ou plus,156.98587127,0.0,
2023-10-02,2023-S40,04,Réunion,15-64 ans,1232.8117591,813.00813008,
2023-10-09,2023-S41,04,Réunion,15-64 ans,1044.030867,627.61506276,
2023-10-09,2023-S41,04,Réunion,65 ans ou plus,0.0,0.0,
2023-10-23,2023-S43,04,Réunion,65 ans ou plus,0.0,0.0,
2023-10-23,2023-S43,04,Réunion,Tous âges,2630.1946344,425.07970244,
2023-10-30,2023-S44,04,Réunion,00-14 ans,7563.8506876,3105.5900621,
2023-10-30,2023-S44,04,Réunion,15-64 ans,754.52716298,447.42729306,
2023-10-30,2023-S44,04,Réunion,65 ans ou plus,547.94520548,307.69230769,
2023-11-06,2023-S45,04,Réunion,00-14 ans,8722.1095335,4761.9047619,
2023-11-13,2023-S46,04,Réunion,00-14 ans,10909.090909,2259.8870056,
2023-11-13,2023-S46,04,Réunion,Tous âges,3697.0010341,767.75431862,
2023-11-20,2023-S47,04,Réunion,15-64 ans,1163.9185257,869.56521739,
2023-11-20,2023-S47,04,Réunion,65 ans ou plus,256.08194622,263.85224274,
2023-11-27,2023-S48,04,Réunion,15-64 ans,1135.8024691,653.59477124,
2023-11-27,2023-S48,04,Réunion,65 ans ou plus,517.46442432,299.4011976,
2023-12-18,2023-S51,04,Réunion,15-64 ans,1427.1151886,921.65898618,
2023-12-25,2023-S52,04,Réunion,00-14 ans,10418.445773,5789.4736842,
2023-12-25,2023-S52,04,Réunion,65 ans ou plus,126.10340479,0.0,
2024-01-01,2024-S01,04,Réunion,00-14 ans,8489.6347483,3164.556962,
2024-01-15,2024-S03,04,Réunion,00-14 ans,6722.6890756,2097.9020979,
2024-01-15,2024-S03,04,Réunion,15-64 ans,1613.6919315,1057.0824524,
2024-01-15,2024-S03,04,Réunion,65 ans ou plus,266.31158455,0.0,
2024-01-22,2024-S04,04,Réunion,00-14 ans,6396.0639606,0.0,
2024-01-29,2024-S05,04,Réunion,65 ans ou plus,424.3281471,573.06590258,
2024-01-29,2024-S05,04,Réunion,Tous âges,2381.6117419,616.0164271,
2024-02-05,2024-S06,04,Réunion,15-64 ans,580.61634658,554.52865065,
2024-02-12,2024-S07,04,Réunion,15-64 ans,807.479813,0.0,
2024-02-19,2024-S08,04,Réunion,15-64 ans,676.28494139,782.77886497,
2024-02-19,2024-S08,04,Réunion,65 ans ou plus,434.15340087,0.0,
2021-10-11,2021-S41,04,Réunion,15-64 ans,848.72690964,230.94688222,
2021-10-11,2021-S41,04,Réunion,Tous âges,2502.1085184,226.50056625,
2021-10-18,2021-S42,04,Réunion,00-14 ans,7296.6507177,3846.1538462,
2021-10-25,2021-S43,04,Réunion,65 ans ou plus,162.60162602,0.0,
2021-10-25,2021-S43,04,Réunion,Tous âges,2182.3617339,621.11801242,
2021-11-01,2021-S44,04,Réunion,00-14 ans,7399.577167,666.66666667,
2021-11-01,2021-S44,04,Réunion,65 ans ou plus,0.0,0.0,
2021-11-01,2021-S44,04,Réunion,Tous âges,2500.0,470.03525264,
2021-11-08,2021-S45,04,Réunion,00-14 ans,9579.2300806,1744.1860465,
2021-11-08,2021-S45,04,Réunion,Tous âges,3183.5686778,571.42857143,
2021-11-15,2021-S46,04,Réunion,15-64 ans,884.52088452,1028.277635,
2021-11-22,2021-S47,04,Réunion,00-14 ans,10616.438356,1851.8518519,
2021-11-22,2021-S47,04,Réunion,65 ans ou plus,0.0,0.0,
2021-11-22,2021-S47,04,Réunion,Tous âges,3656.9662632,565.61085973,
2021-11-29,2021-S48,04,Réunion,00-14 ans,10084.033613,2747.2527473,
2021-12-06,2021-S49,04,Réunion,15-64 ans,1182.7956989,263.15789474,
2021-12-13,2021-S50,04,Réunion,15-64 ans,1107.8998073,0.0,
2021-12-13,2021-S50,04,Réunion,65 ans ou plus,476.19047619,0.0,
2022-03-07,2022-S10,04,Réunion,Tous âges,3298.2261641,1327.4336283,
2022-03-28,2022-S13,04,Réunion,15-64 ans,806.85829551,446.42857143,
2022-03-28,2022-S13,04,Réunion,Tous âges,3305.5555556,858.36909871,
2022-04-04,2022-S14,04,Réunion,Tous âges,3157.8947368,825.68807339,
2022-04-18,2022-S16,04,Réunion,Tous âges,3134.4032096,870.40618956,
2022-04-25,2022-S17,04,Réunion,15-64 ans,538.87605851,253.16455696,
2022-05-02,2022-S18,04,Réunion,15-64 ans,1023.0179028,199.20318725,
2022-05-09,2022-S19,04,Réunion,Tous âges,3986.8924085,767.54385965,
2022-05-16,2022-S20,04,Réunion,15-64 ans,1107.4197121,753.76884422,
2022-05-16,2022-S20,04,Réunion,65 ans ou plus,0.0,0.0,
2022-05-23,2022-S21,04,Réunion,Tous âges,3552.077062,921.65898618,
2022-05-30,2022-S22,04,Réunion,00-14 ans,9234.2342342,3773.5849057,
2022-06-06,2022-S23,04,Réunion,Tous âges,2911.7898944,845.41062802,
2022-06-13,2022-S24,04,Réunion,00-14 ans,11418.685121,5769.2307692,
2022-06-13,2022-S24,04,Réunion,15-64 ans,1001.1123471,547.94520548,
2022-06-13,2022-S24,04,Réunion,Tous âges,3578.9473684,1444.0433213,
2022-06-20,2022-S25,04,Réunion,65 ans ou plus,0.0,0.0,
2022-06-20,2022-S25,04,Réunion,Tous âges,4185.4862993,813.95348837,
2022-06-27,2022-S26,04,Réunion,65 ans ou plus,264.90066225,0.0,
2022-06-27,2022-S26,04,Réunion,Tous âges,4405.2863436,1421.8009479,
2022-07-04,2022-S27,04,Réunion,65 ans ou plus,132.45033113,0.0,
2022-07-04,2022-S27,04,Réunion,Tous âges,4459.6912521,1230.4250559,
2022-07-11,2022-S28,04,Réunion,00-14 ans,15898.617512,10687.022901,
2022-07-11,2022-S28,04,Réunion,65 ans ou plus,260.07802341,0.0,
2022-07-11,2022-S28,04,Réunion,Tous âges,4924.6813441,1988.3040936,
2022-07-18,2022-S29,04,Réunion,15-64 ans,1252.1343199,544.95912807,
2022-07-18,2022-S29,04,Réunion,65 ans ou plus,127.55102041,0.0,
2022-07-18,2022-S29,04,Réunion,Tous âges,3637.4478235,1015.8013544,
2022-07-25,2022-S30,04,Réunion,15-64 ans,955.59302979,831.02493075,
2022-07-25,2022-S30,04,Réunion,65 ans ou plus,0.0,0.0,
2022-08-08,2022-S32,04,Réunion,15-64 ans,1082.2510823,1044.386423,
2022-08-08,2022-S32,04,Réunion,65 ans ou plus,408.16326531,0.0,
2022-08-15,2022-S33,04,Réunion,00-14 ans,7246.3768116,1204.8192771,
2022-08-15,2022-S33,04,Réunion,65 ans ou plus,249.68789014,0.0,
2022-08-15,2022-S33,04,Réunion,Tous âges,2505.5679287,545.25627045,
2022-08-22,2022-S34,04,Réunion,15-64 ans,935.60814529,486.61800487,
2022-08-22,2022-S34,04,Réunion,65 ans ou plus,146.62756598,311.52647975,
2022-08-22,2022-S34,04,Réunion,Tous âges,2796.6101695,658.6169045,
2022-08-29,2022-S35,04,Réunion,65 ans ou plus,0.0,0.0,
2022-09-05,2022-S36,04,Réunion,65 ans ou plus,149.03129657,308.64197531,
2022-09-05,2022-S36,04,Réunion,Tous âges,3308.8235294,738.39662447,
2022-09-12,2022-S37,04,Réunion,65 ans ou plus,0.0,0.0,
2022-10-03,2022-S40,04,Réunion,00-14 ans,10711.493354,3589.7435897,
2022-10-03,2022-S40,04,Réunion,15-64 ans,889.32806324,233.64485981,
2022-10-03,2022-S40,04,Réunion,Tous âges,3913.6979428,865.8008658,
2022-10-10,2022-S41,04,Réunion,15-64 ans,1294.8207171,1946.4720195,
2022-10-24,2022-S43,04,Réunion,15-64 ans,1136.9253584,738.91625616,
2022-10-24,2022-S43,04,Réunion,65 ans ou plus,0.0,0.0,
2022-10-24,2022-S43,04,Réunion,Tous âges,4190.3776513,1141.5525114,
2022-10-31,2022-S44,04,Réunion,15-64 ans,1219.5121951,253.8071066,
2022-10-31,2022-S44,04,Réunion,Tous âges,4243.7431991,696.05568445,
2022-11-14,2022-S46,04,Réunion,Tous âges,4139.6103896,1144.1647597,
2022-11-28,2022-S48,04,Réunion,Tous âges,3938.7308534,1406.7995311,
2022-12-05,2022-S49,04,Réunion,65 ans ou plus,288.6002886,313.47962382,
2022-12-19,2022-S51,04,Réunion,Tous âges,3432.877477,593.82422803,
2022-12-26,2022-S52,04,Réunion,00-14 ans,9701.4925373,5147.0588235,
2022-12-26,2022-S52,04,Réunion,Tous âges,3108.9483644,1023.890785,
2023-01-09,2023-S02,04,Réunion,Tous âges,2504.4195639,1270.2078522,
2023-01-16,2023-S03,04,Réunion,00-14 ans,9864.3649815,5263.1578947,
2023-01-16,2023-S03,04,Réunion,15-64 ans,1492.5373134,1047.1204188,
2023-01-16,2023-S03,04,Réunion,65 ans ou plus,933.12597201,0.0,
2023-01-23,2023-S04,04,Réunion,00-14 ans,9870.7403055,4166.6666667,
2023-01-23,2023-S04,04,Réunion,65 ans ou plus,453.85779123,341.29692833,
2023-01-30,2023-S05,04,Réunion,Tous âges,2897.7583379,699.3006993,
2023-02-06,2023-S06,04,Réunion,00-14 ans,9279.3682132,1744.1860465,
2023-02-06,2023-S06,04,Réunion,15-64 ans,981.35426889,477.32696897,
2023-02-06,2023-S06,04,Réunion,65 ans ou plus,606.06060606,332.22591362,
2023-02-06,2023-S06,04,Réunion,Tous âges,3179.7359202,672.64573991,
2023-02-13,2023-S07,04,Réunion,Tous âges,3211.9914347,1216.8141593,
2024-05-13,2024-S20,04,Réunion,15-64 ans,435.62439497,420.16806723,
2024-05-20,2024-S21,04,Réunion,65 ans ou plus,137.55158184,0.0,
2024-06-03,2024-S23,04,Réunion,00-14 ans,7657.6576577,2127.6595745,
2024-06-03,2024-S23,04,Réunion,65 ans ou plus,283.68794326,290.69767442,
2024-06-03,2024-S23,04,Réunion,Tous âges,2197.5040695,704.22535211,
2024-06-10,2024-S24,04,Réunion,00-14 ans,8538.0116959,4827.5862069,
2024-06-10,2024-S24,04,Réunion,65 ans ou plus,403.76850606,0.0,
2024-06-17,2024-S25,04,Réunion,00-14 ans,8391.6083916,7812.5,
2024-06-17,2024-S25,04,Réunion,65 ans ou plus,269.54177898,0.0,
2024-06-17,2024-S25,04,Réunion,Tous âges,2515.0355385,1242.8298279,
2024-07-01,2024-S27,04,Réunion,15-64 ans,1096.7098704,589.39096267,
2024-07-01,2024-S27,04,Réunion,65 ans ou plus,120.04801921,0.0,
2024-07-01,2024-S27,04,Réunion,Tous âges,2647.3799127,851.46641438,
2024-07-08,2024-S28,04,Réunion,65 ans ou plus,365.40803898,257.06940874,
2024-07-15,2024-S29,04,Réunion,15-64 ans,1012.0481928,412.37113402,
2024-07-22,2024-S30,04,Réunion,Tous âges,2663.6440918,997.00897308,
2024-10-14,2024-S42,04,Réunion,00-14 ans,8176.6917293,1351.3513514,
2024-10-14,2024-S42,04,Réunion,15-64 ans,916.63029245,1123.5955056,
2024-10-14,2024-S42,04,Réunion,Tous âges,2597.4025974,749.76569822,
2024-11-04,2024-S45,04,Réunion,00-14 ans,8436.0189573,3658.5365854,
2024-11-11,2024-S46,04,Réunion,15-64 ans,716.69477234,0.0,
2024-11-11,2024-S46,04,Réunion,65 ans ou plus,248.13895782,0.0,
2024-11-18,2024-S47,04,Réunion,00-14 ans,8275.862069,2209.9447514,
2024-11-18,2024-S47,04,Réunion,65 ans ou plus,510.85568327,299.4011976,
2024-11-18,2024-S47,04,Réunion,Tous âges,2904.4701611,659.75494816,
2024-11-25,2024-S48,04,Réunion,Tous âges,3229.6366659,713.55759429,
2024-12-09,2024-S50,04,Réunion,15-64 ans,818.96551724,974.6588694,
2024-12-16,2024-S51,04,Réunion,65 ans ou plus,250.62656642,0.0,
2024-12-23,2024-S52,04,Réunion,65 ans ou plus,350.87719298,498.75311721,
2024-12-23,2024-S52,04,Réunion,Tous âges,2925.3451907,652.98507463,
2019-12-30,2020-S01,06,Mayotte,15-64 ans,3225.8064516,0.0,
2019-12-30,2020-S01,06,Mayotte,65 ans ou plus,0.0,0.0,
2019-12-30,2020-S01,06,Mayotte,Tous âges,5363.9846743,0.0,
2020-01-06,2020-S02,06,Mayotte,00-14 ans,8695.6521739,2702.7027027,
2020-01-13,2020-S03,06,Mayotte,00-14 ans,8707.1240106,0.0,
2020-01-13,2020-S03,06,Mayotte,15-64 ans,2797.2027972,2380.952381,
2020-01-20,2020-S04,06,Mayotte,65 ans ou plus,2941.1764706,0.0,
2020-02-03,2020-S06,06,Mayotte,00-14 ans,10480.349345,1639.3442623,
2020-02-03,2020-S06,06,Mayotte,15-64 ans,1010.1010101,1639.3442623,
2020-02-03,2020-S06,06,Mayotte,Tous âges,5375.2535497,1526.7175573,
2020-02-10,2020-S07,06,Mayotte,15-64 ans,2183.4061135,0.0,
2020-02-10,2020-S07,06,Mayotte,Tous âges,7172.5571726,1020.4081633,
2020-02-17,2020-S08,06,Mayotte,15-64 ans,1000.0,0.0,
2020-02-17,2020-S08,06,Mayotte,Tous âges,3371.9704953,1086.9565217,
2020-02-24,2020-S09,06,Mayotte,00-14 ans,14814.814815,0.0,
2020-03-02,2020-S10,06,Mayotte,15-64 ans,2434.0770791,0.0,
2020-03-09,2020-S11,06,Mayotte,15-64 ans,1214.5748988,0.0,
2020-03-16,2020-S12,06,Mayotte,00-14 ans,5676.8558952,0.0,
2020-03-16,2020-S12,06,Mayotte,Tous âges,2442.7480916,1204.8192771,
