1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour allergie,Taux d'hospitalisations après passages aux urgences pour allergie,Taux d'actes médicaux SOS médecins pour allergie
2020-05-18,2020-S21,76,Occitanie,Tous âges,750.02130742,95.638867636,6322.0528077
2020-05-25,2020-S22,76,Occitanie,00-14 ans,1483.4205934,273.22404372,9533.4685598
2020-05-25,2020-S22,76,Occitanie,15-64 ans,883.67276493,307.55711775,5594.8553055
2020-05-25,2020-S22,76,Occitanie,Tous âges,802.79372215,233.35128343,5531.5810122
2020-06-08,2020-S24,76,Occitanie,00-14 ans,1353.7906137,882.35294118,7764.7058824
2020-06-08,2020-S24,76,Occitanie,Tous âges,718.26625387,391.93729003,3160.9195402
2020-06-15,2020-S25,76,Occitanie,15-64 ans,848.99939357,267.26057906,3233.0827068
2020-06-15,2020-S25,76,Occitanie,65 ans ou plus,297.99914857,104.82180294,1978.021978
2020-06-22,2020-S26,76,Occitanie,00-14 ans,996.01593625,1405.1522248,6032.9067642
2020-06-22,2020-S26,76,Occitanie,15-64 ans,1017.0337555,611.08686163,3275.4010695
2020-06-29,2020-S27,76,Occitanie,00-14 ans,1620.3143894,1542.4164524,2363.3677991
2020-07-06,2020-S28,76,Occitanie,15-64 ans,868.04509012,620.01771479,2760.3513174
2020-07-13,2020-S29,76,Occitanie,15-64 ans,1068.9440642,503.9899202,1541.6238438
2020-09-21,2020-S39,76,Occitanie,Tous âges,664.52709081,357.90980673,1646.6552316
2020-10-19,2020-S43,76,Occitanie,15-64 ans,781.07565276,561.79775281,1926.2520638
2020-11-02,2020-S45,76,Occitanie,65 ans ou plus,221.31426626,104.0943789,1010.1010101
2020-11-30,2020-S49,76,Occitanie,65 ans ou plus,183.57810414,35.637918746,193.79844961
2020-12-14,2020-S51,76,Occitanie,00-14 ans,944.13847364,250.0,1808.0667594
2020-12-14,2020-S51,76,Occitanie,65 ans ou plus,263.28780648,75.843761851,856.16438356
2020-12-14,2020-S51,76,Occitanie,Tous âges,649.409218,180.9772773,1307.4204947
2020-12-21,2020-S52,76,Occitanie,65 ans ou plus,218.03457405,0.0,1652.892562
2021-01-04,2021-S01,76,Occitanie,15-64 ans,548.67534096,143.06151645,1833.8108883
2021-01-11,2021-S02,76,Occitanie,15-64 ans,519.63930919,146.484375,1526.2515263
2021-01-11,2021-S02,76,Occitanie,Tous âges,517.29846052,202.31745448,1979.8657718
2021-02-08,2021-S06,76,Occitanie,15-64 ans,701.37382502,224.51728783,2699.460108
2021-02-08,2021-S06,76,Occitanie,65 ans ou plus,280.46120287,138.93713095,819.67213115
2021-02-15,2021-S07,76,Occitanie,00-14 ans,934.57943925,227.27272727,2760.7361963
2021-02-22,2021-S08,76,Occitanie,15-64 ans,586.55026599,179.21146953,3725.3858435
2021-02-22,2021-S08,76,Occitanie,65 ans ou plus,367.1611103,104.52961672,1117.3184358
2021-03-01,2021-S09,76,Occitanie,15-64 ans,613.03725904,259.96533795,4030.9221425
2021-03-01,2021-S09,76,Occitanie,65 ans ou plus,256.02409639,68.329347455,1720.4301075
2021-03-01,2021-S09,76,Occitanie,Tous âges,553.74714708,192.24047536,3343.5582822
2021-03-08,2021-S10,76,Occitanie,00-14 ans,838.61030293,0.0,2712.1609799
2021-03-08,2021-S10,76,Occitanie,65 ans ou plus,191.48622772,0.0,1495.7264957
2021-03-08,2021-S10,76,Occitanie,Tous âges,654.83119907,102.40655402,2834.3666962
2021-03-15,2021-S11,76,Occitanie,00-14 ans,599.60026649,353.98230088,2462.2716442
2021-03-22,2021-S12,76,Occitanie,15-64 ans,703.43830123,257.84271594,3308.0260304
2021-03-22,2021-S12,76,Occitanie,Tous âges,588.15388874,199.50124688,3260.2739726
2021-03-29,2021-S13,76,Occitanie,65 ans ou plus,245.93523705,93.399750934,1425.6619145
2021-04-05,2021-S14,76,Occitanie,Tous âges,602.62965668,204.88304593,3312.6293996
2021-04-12,2021-S15,76,Occitanie,15-64 ans,507.57939502,337.41037537,3038.9908257
2021-04-19,2021-S16,76,Occitanie,00-14 ans,1136.6028205,816.32653061,3064.516129
2021-04-19,2021-S16,76,Occitanie,15-64 ans,602.56746136,369.60985626,2741.4330218
2021-04-26,2021-S17,76,Occitanie,15-64 ans,601.2982576,337.55274262,1566.12529
2021-05-10,2021-S19,76,Occitanie,15-64 ans,574.67594662,221.53300842,2095.459837
2021-05-10,2021-S19,76,Occitanie,Tous âges,594.22146314,229.15564957,2224.2260295
2021-05-17,2021-S20,76,Occitanie,15-64 ans,680.39720485,248.85939444,3765.9327926
2021-05-31,2021-S22,76,Occitanie,65 ans ou plus,266.66666667,32.711808963,2031.6027088
2021-05-31,2021-S22,76,Occitanie,Tous âges,659.33369259,209.54223082,4229.4136495
2021-06-14,2021-S24,76,Occitanie,Tous âges,744.72612317,225.80645161,2329.2414227
2022-12-12,2022-S50,84,Auvergne et Rhône-Alpes,Tous âges,513.15362131,164.78641146,354.13899956
2022-12-26,2022-S52,84,Auvergne et Rhône-Alpes,15-64 ans,653.35152793,147.71048744,444.44444444
2022-12-26,2022-S52,84,Auvergne et Rhône-Alpes,65 ans ou plus,175.97888253,63.613231552,241.4001207
2023-01-09,2023-S02,84,Auvergne et Rhône-Alpes,Tous âges,509.84314395,249.73711882,762.35854675
2023-01-16,2023-S03,84,Auvergne et Rhône-Alpes,Tous âges,542.81382953,182.71991647,667.47572816
2023-01-23,2023-S04,84,Auvergne et Rhône-Alpes,15-64 ans,546.32867133,466.45138141,750.38622821
2023-02-06,2023-S06,84,Auvergne et Rhône-Alpes,00-14 ans,745.92074592,466.2004662,675.67567568
2023-02-13,2023-S07,84,Auvergne et Rhône-Alpes,00-14 ans,803.21285141,568.18181818,917.43119266
2023-02-13,2023-S07,84,Auvergne et Rhône-Alpes,65 ans ou plus,257.68087215,96.478533526,268.8172043
2023-02-20,2023-S08,84,Auvergne et Rhône-Alpes,00-14 ans,841.85207456,341.29692833,908.67787369
2023-02-27,2023-S09,84,Auvergne et Rhône-Alpes,00-14 ans,805.98174403,574.05281286,1066.885515
2023-02-27,2023-S09,84,Auvergne et Rhône-Alpes,15-64 ans,546.19746498,135.96193066,1043.0537062
2023-03-06,2023-S10,84,Auvergne et Rhône-Alpes,15-64 ans,589.98284447,319.37544358,997.61440035
2023-03-13,2023-S11,84,Auvergne et Rhône-Alpes,Tous âges,534.43005124,168.24123204,1190.7684753
2023-03-20,2023-S12,84,Auvergne et Rhône-Alpes,00-14 ans,905.02140911,572.73768614,1898.989899
2023-04-10,2023-S15,84,Auvergne et Rhône-Alpes,00-14 ans,1117.6772867,264.55026455,2197.265625
2023-04-10,2023-S15,84,Auvergne et Rhône-Alpes,15-64 ans,613.05117842,274.18723071,2510.3638876
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,15-64 ans,622.406639,233.91812865,2155.2723059
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,65 ans ou plus,303.5822708,98.643649815,937.95093795
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,Tous âges,623.17524964,175.93720395,2147.8727798
2023-05-01,2023-S18,84,Auvergne et Rhône-Alpes,00-14 ans,840.50840508,551.87637969,3546.7980296
2023-05-01,2023-S18,84,Auvergne et Rhône-Alpes,15-64 ans,649.486696,384.34661076,2931.9606088
2023-05-15,2023-S20,84,Auvergne et Rhône-Alpes,15-64 ans,627.5154715,173.61111111,2355.5555556
2023-05-22,2023-S21,84,Auvergne et Rhône-Alpes,00-14 ans,1027.9001468,729.9270073,5758.0559958
2023-05-22,2023-S21,84,Auvergne et Rhône-Alpes,65 ans ou plus,260.41666667,147.05882353,815.41882876
2023-05-29,2023-S22,84,Auvergne et Rhône-Alpes,00-14 ans,1360.6727771,1338.8259526,7843.1372549
2023-05-29,2023-S22,84,Auvergne et Rhône-Alpes,65 ans ou plus,426.91603985,75.60483871,1611.6035455
2023-05-29,2023-S22,84,Auvergne et Rhône-Alpes,Tous âges,994.14319984,315.89588072,6992.7445584
2023-06-19,2023-S25,84,Auvergne et Rhône-Alpes,00-14 ans,1060.4670134,601.80541625,2826.6913809
2023-06-26,2023-S26,84,Auvergne et Rhône-Alpes,00-14 ans,921.50549573,776.05321508,2278.1205505
2023-06-26,2023-S26,84,Auvergne et Rhône-Alpes,65 ans ou plus,418.54475209,130.89005236,1042.5716768
2023-07-03,2023-S27,84,Auvergne et Rhône-Alpes,65 ans ou plus,488.06366048,232.31801755,1005.0251256
2023-07-03,2023-S27,84,Auvergne et Rhône-Alpes,Tous âges,874.24664713,385.752861,1590.9090909
2023-07-10,2023-S28,84,Auvergne et Rhône-Alpes,15-64 ans,1087.7916616,830.14048531,1720.5301093
2023-07-10,2023-S28,84,Auvergne et Rhône-Alpes,65 ans ou plus,549.83504949,243.66471735,608.36501901
2023-07-17,2023-S29,84,Auvergne et Rhône-Alpes,65 ans ou plus,538.92215569,225.79026593,575.65789474
2023-07-17,2023-S29,84,Auvergne et Rhône-Alpes,Tous âges,850.86379128,381.33977374,1514.5199389
2023-07-24,2023-S30,84,Auvergne et Rhône-Alpes,Tous âges,902.65138472,329.68482131,1071.887952
2023-08-14,2023-S33,84,Auvergne et Rhône-Alpes,00-14 ans,1038.2119683,694.44444444,2530.7302965
2023-08-14,2023-S33,84,Auvergne et Rhône-Alpes,Tous âges,926.35592599,480.14534129,1579.6519411
2023-08-21,2023-S34,84,Auvergne et Rhône-Alpes,15-64 ans,1177.4038662,628.05303559,1277.5017743
2023-08-28,2023-S35,84,Auvergne et Rhône-Alpes,15-64 ans,824.80592802,538.59964093,1003.5005834
2023-08-28,2023-S35,84,Auvergne et Rhône-Alpes,65 ans ou plus,512.40008198,203.61415118,794.28117554
2023-08-28,2023-S35,84,Auvergne et Rhône-Alpes,Tous âges,827.69377846,376.14185922,1141.94854
2023-09-04,2023-S36,84,Auvergne et Rhône-Alpes,Tous âges,812.67483361,368.67531147,1598.0823012
2023-09-25,2023-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,403.59196852,243.42745862,329.4892916
2023-10-16,2023-S42,84,Auvergne et Rhône-Alpes,00-14 ans,967.26190476,660.79295154,1092.3535253
2023-10-30,2023-S44,84,Auvergne et Rhône-Alpes,00-14 ans,1001.2176972,735.29411765,1608.7182148
2023-10-30,2023-S44,84,Auvergne et Rhône-Alpes,15-64 ans,613.94666911,78.864353312,962.8610729
2023-10-30,2023-S44,84,Auvergne et Rhône-Alpes,Tous âges,599.66967348,147.05882353,1019.0749935
2023-11-06,2023-S45,84,Auvergne et Rhône-Alpes,65 ans ou plus,244.99795835,72.15007215,655.97667638
2023-11-13,2023-S46,84,Auvergne et Rhône-Alpes,65 ans ou plus,249.16943522,99.552015928,231.30300694
2023-11-13,2023-S46,84,Auvergne et Rhône-Alpes,Tous âges,490.02611932,225.46419098,689.08162053
2023-11-27,2023-S48,84,Auvergne et Rhône-Alpes,00-14 ans,798.3014862,0.0,980.07187194
2023-12-04,2023-S49,84,Auvergne et Rhône-Alpes,00-14 ans,946.04345386,172.56255393,983.14606742
2023-12-11,2023-S50,84,Auvergne et Rhône-Alpes,00-14 ans,806.32284848,263.38893766,1001.3812155
2023-12-18,2023-S51,84,Auvergne et Rhône-Alpes,15-64 ans,601.62528622,195.92476489,296.46522235
2023-12-18,2023-S51,84,Auvergne et Rhône-Alpes,65 ans ou plus,197.83325483,68.461889548,576.92307692
2023-12-18,2023-S51,84,Auvergne et Rhône-Alpes,Tous âges,594.30012156,162.19588272,540.96697847
2024-01-01,2024-S01,84,Auvergne et Rhône-Alpes,Tous âges,657.06570657,158.09315335,653.5198349
2024-01-15,2024-S03,84,Auvergne et Rhône-Alpes,15-64 ans,547.10992315,211.26760563,666.80137401
2024-01-15,2024-S03,84,Auvergne et Rhône-Alpes,Tous âges,507.01940194,172.64767542,635.45150502
2024-01-29,2024-S05,84,Auvergne et Rhône-Alpes,15-64 ans,582.00208718,300.80213904,550.0550055
2024-01-29,2024-S05,84,Auvergne et Rhône-Alpes,Tous âges,566.6027533,255.7544757,719.67909391
2024-02-12,2024-S07,84,Auvergne et Rhône-Alpes,00-14 ans,838.89590474,367.64705882,882.57866462
2024-02-12,2024-S07,84,Auvergne et Rhône-Alpes,15-64 ans,592.90120984,291.35642603,775.66850378
2024-02-12,2024-S07,84,Auvergne et Rhône-Alpes,65 ans ou plus,226.86920497,98.863074642,685.97560976
2024-02-19,2024-S08,84,Auvergne et Rhône-Alpes,Tous âges,646.70488464,151.20967742,984.6301633
2024-02-26,2024-S09,84,Auvergne et Rhône-Alpes,65 ans ou plus,336.86713564,120.39489526,767.45970837
2024-03-04,2024-S10,84,Auvergne et Rhône-Alpes,00-14 ans,1009.2240912,321.88841202,2067.5743822
2024-03-04,2024-S10,84,Auvergne et Rhône-Alpes,65 ans ou plus,211.67221046,71.599045346,608.36501901
2024-03-11,2024-S11,84,Auvergne et Rhône-Alpes,15-64 ans,655.5496374,262.38110856,884.38308887
2024-03-11,2024-S11,84,Auvergne et Rhône-Alpes,Tous âges,664.81869605,234.33645782,1103.8881393
2024-03-18,2024-S12,84,Auvergne et Rhône-Alpes,Tous âges,637.52479882,278.8693117,1469.0982776
2024-04-01,2024-S14,84,Auvergne et Rhône-Alpes,00-14 ans,987.25198888,411.09969168,2163.7675011
2024-04-01,2024-S14,84,Auvergne et Rhône-Alpes,15-64 ans,595.5757232,448.12133747,1803.1718444
2024-04-01,2024-S14,84,Auvergne et Rhône-Alpes,65 ans ou plus,306.02171767,48.088482808,1824.8175182
2024-04-22,2024-S17,84,Auvergne et Rhône-Alpes,Tous âges,563.63907235,211.0817942,1846.8532462
2024-04-29,2024-S18,84,Auvergne et Rhône-Alpes,00-14 ans,872.65675501,346.02076125,2096.4360587
2024-05-13,2024-S20,84,Auvergne et Rhône-Alpes,15-64 ans,691.82389937,148.20303816,1958.6022702
2024-05-20,2024-S21,84,Auvergne et Rhône-Alpes,15-64 ans,710.28927424,358.55145213,2350.4273504
2024-05-27,2024-S22,84,Auvergne et Rhône-Alpes,00-14 ans,946.15684744,354.19126328,2690.378477
2024-06-03,2024-S23,84,Auvergne et Rhône-Alpes,00-14 ans,1029.4251617,543.47826087,3323.8366572
2024-06-03,2024-S23,84,Auvergne et Rhône-Alpes,65 ans ou plus,197.51693002,46.178711614,996.93251534
2024-06-10,2024-S24,84,Auvergne et Rhône-Alpes,15-64 ans,602.62179613,106.91375624,2364.4614282
2024-06-10,2024-S24,84,Auvergne et Rhône-Alpes,65 ans ou plus,351.04364326,72.621641249,972.44732577
2024-07-01,2024-S27,84,Auvergne et Rhône-Alpes,Tous âges,793.17734915,310.43325685,1759.5307918
2024-07-08,2024-S28,84,Auvergne et Rhône-Alpes,65 ans ou plus,477.80942755,47.744091669,928.79256966
2024-07-22,2024-S30,84,Auvergne et Rhône-Alpes,00-14 ans,843.43074364,237.24792408,1796.0230917
2024-08-12,2024-S33,84,Auvergne et Rhône-Alpes,65 ans ou plus,418.85749933,176.41129032,1128.0690113
2024-08-19,2024-S34,84,Auvergne et Rhône-Alpes,00-14 ans,910.42977641,0.0,2429.1497976
2024-08-26,2024-S35,84,Auvergne et Rhône-Alpes,65 ans ou plus,387.52362949,196.36720668,1032.5655282
2024-09-02,2024-S36,84,Auvergne et Rhône-Alpes,15-64 ans,868.04140517,178.06267806,1862.7896411
2021-03-01,2021-S09,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,306.05670103,31.565656566,2439.0243902
2021-03-22,2021-S12,93,Provence-Alpes-Côte d'Azur,15-64 ans,845.90763603,533.94355454,2868.3181226
2021-04-05,2021-S14,93,Provence-Alpes-Côte d'Azur,00-14 ans,1218.4033461,1324.5033113,4189.8031297
2021-04-12,2021-S15,93,Provence-Alpes-Côte d'Azur,00-14 ans,1082.0168795,1397.515528,4104.1831097
2021-04-26,2021-S17,93,Provence-Alpes-Côte d'Azur,00-14 ans,1094.4563407,982.31827112,4347.826087
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,00-14 ans,896.02389397,1188.4550085,3840.3614458
2021-05-03,2021-S18,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,400.92521203,216.71826625,1193.3174224
2021-05-10,2021-S19,93,Provence-Alpes-Côte d'Azur,00-14 ans,1104.1589989,800.0,4335.5855856
2024-10-14,2024-S42,76,Occitanie,15-64 ans,605.30724747,412.03131438,1360.279829
2024-10-14,2024-S42,76,Occitanie,Tous âges,604.38251757,325.68238213,1237.3453318
2024-10-21,2024-S43,76,Occitanie,00-14 ans,920.4712813,163.93442623,1218.5833968
2024-11-04,2024-S45,76,Occitanie,65 ans ou plus,264.45900885,91.659028414,1181.1023622
2024-11-11,2024-S46,76,Occitanie,15-64 ans,628.89486021,257.51072961,1169.5906433
2024-11-11,2024-S46,76,Occitanie,Tous âges,554.85893417,220.71574965,1086.5191147
2024-11-25,2024-S48,76,Occitanie,00-14 ans,724.32893055,131.06159895,1619.6760648
2024-12-02,2024-S49,76,Occitanie,00-14 ans,594.35364042,400.53404539,1029.7482838
2024-12-02,2024-S49,76,Occitanie,15-64 ans,403.20189742,485.86572438,1145.7214465
2024-12-02,2024-S49,76,Occitanie,Tous âges,393.45294303,269.32826362,1094.8905109
2024-12-09,2024-S50,76,Occitanie,00-14 ans,676.94080369,284.9002849,518.13471503
2024-12-09,2024-S50,76,Occitanie,15-64 ans,525.90689058,261.55187446,998.00399202
2024-12-09,2024-S50,76,Occitanie,Tous âges,478.48376573,169.59605304,837.98882682
2024-12-16,2024-S51,76,Occitanie,00-14 ans,520.19164956,0.0,967.90626592
2024-12-16,2024-S51,76,Occitanie,15-64 ans,582.55855008,421.05263158,845.07042254
2024-12-16,2024-S51,76,Occitanie,65 ans ou plus,229.13256956,84.769708957,1553.3980583
2020-02-10,2020-S07,84,Auvergne et Rhône-Alpes,15-64 ans,688.05289965,416.66666667,860.04691165
2020-02-17,2020-S08,84,Auvergne et Rhône-Alpes,00-14 ans,809.71659919,492.12598425,805.52359033
2020-02-24,2020-S09,84,Auvergne et Rhône-Alpes,15-64 ans,784.36832823,441.01433297,777.14765806
2020-03-02,2020-S10,84,Auvergne et Rhône-Alpes,Tous âges,680.52820572,206.61157025,1074.4810745
2020-03-09,2020-S11,84,Auvergne et Rhône-Alpes,00-14 ans,741.49462053,579.71014493,1820.0728029
2020-03-23,2020-S13,84,Auvergne et Rhône-Alpes,65 ans ou plus,157.72870662,65.487884741,1593.625498
2020-03-23,2020-S13,84,Auvergne et Rhône-Alpes,Tous âges,459.53397848,154.69233414,2750.1265396
2020-03-30,2020-S14,84,Auvergne et Rhône-Alpes,00-14 ans,632.91139241,568.18181818,4192.5465839
2020-03-30,2020-S14,84,Auvergne et Rhône-Alpes,65 ans ou plus,142.27642276,68.634179822,839.69465649
2020-04-06,2020-S15,84,Auvergne et Rhône-Alpes,Tous âges,512.27884869,224.08963585,4023.5724446
2020-04-13,2020-S16,84,Auvergne et Rhône-Alpes,00-14 ans,1014.5417653,255.7544757,7197.5497703
2020-04-13,2020-S16,84,Auvergne et Rhône-Alpes,Tous âges,552.40218934,130.93901983,3737.7690802
2020-04-20,2020-S17,84,Auvergne et Rhône-Alpes,00-14 ans,820.96621408,0.0,5948.5530547
2020-04-20,2020-S17,84,Auvergne et Rhône-Alpes,15-64 ans,711.95242483,140.64697609,3239.0171258
2020-05-11,2020-S20,84,Auvergne et Rhône-Alpes,65 ans ou plus,354.71475022,240.81878387,1025.2365931
2020-05-18,2020-S21,84,Auvergne et Rhône-Alpes,15-64 ans,923.98152037,333.05578684,6678.9215686
2020-06-01,2020-S23,84,Auvergne et Rhône-Alpes,00-14 ans,1200.4069176,641.02564103,6742.8571429
2020-06-01,2020-S23,84,Auvergne et Rhône-Alpes,65 ans ou plus,394.23599782,62.539086929,972.22222222
2020-06-08,2020-S24,84,Auvergne et Rhône-Alpes,65 ans ou plus,370.26878771,182.20467659,916.03053435
2020-06-08,2020-S24,84,Auvergne et Rhône-Alpes,Tous âges,801.12776784,341.46341463,2000.0
2020-06-15,2020-S25,84,Auvergne et Rhône-Alpes,00-14 ans,980.57354302,1077.1992819,5235.6020942
2020-06-22,2020-S26,84,Auvergne et Rhône-Alpes,65 ans ou plus,384.27052645,87.463556851,1218.5833968
2020-06-29,2020-S27,84,Auvergne et Rhône-Alpes,00-14 ans,1009.3286435,931.67701863,3404.7919294
2020-06-29,2020-S27,84,Auvergne et Rhône-Alpes,15-64 ans,947.61133206,500.38491147,1560.788609
2020-07-06,2020-S28,84,Auvergne et Rhône-Alpes,Tous âges,911.68589071,407.239819,2205.4470101
2020-07-13,2020-S29,84,Auvergne et Rhône-Alpes,Tous âges,984.30207891,540.54054054,1775.3201397
2020-07-20,2020-S30,84,Auvergne et Rhône-Alpes,00-14 ans,1099.2727888,736.64825046,2737.0478983
2020-07-20,2020-S30,84,Auvergne et Rhône-Alpes,15-64 ans,1179.8848661,991.66997223,1949.3670886
2020-07-27,2020-S31,84,Auvergne et Rhône-Alpes,00-14 ans,1585.6950067,1454.5454545,2964.2545772
2020-07-27,2020-S31,84,Auvergne et Rhône-Alpes,15-64 ans,1492.6783184,1088.7772194,1761.7866005
2020-08-03,2020-S32,84,Auvergne et Rhône-Alpes,15-64 ans,1629.9879081,1141.9249592,1831.8965517
2020-08-10,2020-S33,84,Auvergne et Rhône-Alpes,00-14 ans,1684.9199663,1465.2014652,2283.5394862
2020-08-17,2020-S34,84,Auvergne et Rhône-Alpes,65 ans ou plus,684.09479599,150.7840772,960.21947874
2020-08-17,2020-S34,84,Auvergne et Rhône-Alpes,Tous âges,1119.8304502,471.2535344,1316.833254
2020-08-24,2020-S35,84,Auvergne et Rhône-Alpes,15-64 ans,1056.5347691,685.2248394,1426.0695522
2020-08-24,2020-S35,84,Auvergne et Rhône-Alpes,65 ans ou plus,730.75469321,242.93956878,975.24381095
2020-08-31,2020-S36,84,Auvergne et Rhône-Alpes,15-64 ans,848.34520318,421.40750105,962.75652394
2020-09-07,2020-S37,84,Auvergne et Rhône-Alpes,65 ans ou plus,451.32172792,211.352657,840.33613445
2020-09-14,2020-S38,84,Auvergne et Rhône-Alpes,15-64 ans,876.01390498,658.91472868,1182.7178373
2020-09-14,2020-S38,84,Auvergne et Rhône-Alpes,65 ans ou plus,421.77408725,91.019417476,578.03468208
2020-09-21,2020-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,439.37937663,91.157702826,755.28700906
2020-09-28,2020-S40,84,Auvergne et Rhône-Alpes,00-14 ans,776.03600807,172.11703959,1287.8300064
2020-09-28,2020-S40,84,Auvergne et Rhône-Alpes,15-64 ans,658.268074,545.07337526,925.49745488
2020-09-28,2020-S40,84,Auvergne et Rhône-Alpes,Tous âges,615.16996449,328.48427968,938.18984547
2020-08-24,2020-S35,44,Grand Est,Tous âges,1252.2686025,401.36463978,1816.5507961
2020-08-31,2020-S36,44,Grand Est,00-14 ans,1512.7206051,1619.4331984,1971.8309859
2020-08-31,2020-S36,44,Grand Est,15-64 ans,1313.1313131,1157.8947368,1465.9270998
2020-09-07,2020-S37,44,Grand Est,00-14 ans,1227.3032952,511.07325383,1139.0602753
2020-09-14,2020-S38,44,Grand Est,00-14 ans,1191.5673694,171.52658662,2146.4646465
2020-09-21,2020-S39,44,Grand Est,00-14 ans,1504.2511445,785.8546169,2045.8265139
2020-09-21,2020-S39,44,Grand Est,65 ans ou plus,583.88478007,281.35048232,1404.494382
2020-10-12,2020-S42,44,Grand Est,15-64 ans,987.44045041,693.70330843,1020.0364299
2020-10-19,2020-S43,44,Grand Est,00-14 ans,1250.0,858.36909871,2235.7723577
2020-10-19,2020-S43,44,Grand Est,65 ans ou plus,184.50184502,73.637702504,236.68639053
2020-10-26,2020-S44,44,Grand Est,00-14 ans,1318.0714533,497.51243781,1684.2105263
2020-10-26,2020-S44,44,Grand Est,15-64 ans,781.00914603,587.60683761,1086.9565217
2020-11-02,2020-S45,44,Grand Est,15-64 ans,799.03677758,541.71180932,1439.3939394
2020-11-02,2020-S45,44,Grand Est,Tous âges,740.95854161,252.57840455,1644.1441441
2020-11-09,2020-S46,44,Grand Est,65 ans ou plus,349.72227937,74.599030213,553.09734513
2020-11-23,2020-S48,44,Grand Est,65 ans ou plus,178.89087657,37.064492216,1058.2010582
2020-11-30,2020-S49,44,Grand Est,65 ans ou plus,167.47301824,70.521861777,944.51003542
2020-12-07,2020-S50,44,Grand Est,15-64 ans,677.64804003,435.25571273,1984.9146487
2020-12-14,2020-S51,44,Grand Est,65 ans ou plus,184.29782529,35.360678925,866.33663366
2020-12-21,2020-S52,44,Grand Est,15-64 ans,792.98831386,393.03761931,1865.5403027
2020-12-21,2020-S52,44,Grand Est,65 ans ou plus,319.30879038,146.30577908,1628.3524904
2020-12-28,2020-S53,44,Grand Est,00-14 ans,1543.6863229,877.19298246,2622.0614828
2020-12-28,2020-S53,44,Grand Est,15-64 ans,870.92670516,519.75051975,1909.5477387
2020-12-28,2020-S53,44,Grand Est,Tous âges,792.19348408,266.76829268,1757.4021012
2021-01-04,2021-S01,44,Grand Est,00-14 ans,866.30089518,585.9375,2288.3295195
2021-01-11,2021-S02,44,Grand Est,15-64 ans,692.075251,646.12326044,1687.9374228
2021-01-18,2021-S03,44,Grand Est,15-64 ans,731.52194566,305.49898167,1738.410596
2021-01-18,2021-S03,44,Grand Est,65 ans ou plus,288.42891076,129.617628,232.28803717
2021-01-18,2021-S03,44,Grand Est,Tous âges,597.7374895,198.84309472,1551.0555795
2021-01-25,2021-S04,44,Grand Est,65 ans ou plus,187.93459876,0.0,1000.0
2021-02-01,2021-S05,44,Grand Est,15-64 ans,765.81261227,396.62865642,1203.8834951
2021-02-01,2021-S05,44,Grand Est,Tous âges,681.78449681,332.96337403,1315.5231734
2021-02-08,2021-S06,44,Grand Est,15-64 ans,776.30822312,474.1583689,1459.2933948
2021-02-08,2021-S06,44,Grand Est,65 ans ou plus,265.65464896,70.224719101,1018.922853
2021-02-08,2021-S06,44,Grand Est,Tous âges,650.03779289,238.13885327,1318.8976378
2021-02-15,2021-S07,44,Grand Est,15-64 ans,716.58903619,549.70224462,1657.0327553
2021-02-22,2021-S08,44,Grand Est,15-64 ans,919.35190242,335.24904215,3047.8395062
2021-03-08,2021-S10,44,Grand Est,00-14 ans,1139.0051139,884.95575221,1781.5646785
2021-03-08,2021-S10,44,Grand Est,15-64 ans,570.40998217,237.98191337,1613.5228582
2021-03-15,2021-S11,44,Grand Est,00-14 ans,881.32814101,166.38935108,1534.5268542
2021-03-15,2021-S11,44,Grand Est,Tous âges,652.69980373,243.47826087,1417.5779668
2021-03-22,2021-S12,44,Grand Est,15-64 ans,790.17435369,394.91004827,2110.1992966
2021-03-22,2021-S12,44,Grand Est,65 ans ou plus,143.06151645,33.760972316,1634.8773842
2021-03-29,2021-S13,44,Grand Est,65 ans ou plus,286.1952862,65.919578115,1769.9115044
2021-03-29,2021-S13,44,Grand Est,Tous âges,934.69802064,315.87697423,4414.0830268
2021-04-05,2021-S14,44,Grand Est,15-64 ans,808.45771144,178.97091723,2542.9326288
2021-04-05,2021-S14,44,Grand Est,Tous âges,725.98748627,247.6561118,2363.5031147
2021-04-26,2021-S17,44,Grand Est,00-14 ans,1298.08827,1197.6047904,3191.4893617
2021-04-26,2021-S17,44,Grand Est,65 ans ou plus,406.14515275,139.51866062,970.87378641
2021-05-03,2021-S18,44,Grand Est,65 ans ou plus,234.19203747,73.93715342,1433.6917563
2021-05-10,2021-S19,44,Grand Est,00-14 ans,1218.231464,661.15702479,1659.7510373
2021-05-10,2021-S19,44,Grand Est,15-64 ans,963.79483741,599.70014993,2089.0410959
2021-05-10,2021-S19,44,Grand Est,65 ans ou plus,233.1838565,148.3129403,1234.5679012
