1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour allergie,Taux d'hospitalisations après passages aux urgences pour allergie,Taux d'actes médicaux SOS médecins pour allergie
2023-11-06,2023-S45,03,Guyane,00-14 ans,917.43119266,1923.0769231,
2023-11-06,2023-S45,03,Guyane,15-64 ans,925.92592593,0.0,
2023-11-13,2023-S46,03,Guyane,15-64 ans,547.44525547,0.0,
2023-11-20,2023-S47,03,Guyane,00-14 ans,872.60034904,0.0,
2023-11-27,2023-S48,03,Guyane,15-64 ans,447.62757386,613.49693252,
2023-11-27,2023-S48,03,Guyane,Tous âges,619.51471347,657.89473684,
2023-12-04,2023-S49,03,Guyane,00-14 ans,953.89507154,1111.1111111,
2023-12-11,2023-S50,03,Guyane,00-14 ans,809.06148867,0.0,
2023-12-11,2023-S50,03,Guyane,65 ans ou plus,0.0,0.0,
2023-12-11,2023-S50,03,Guyane,Tous âges,491.15913556,318.47133758,
2023-12-18,2023-S51,03,Guyane,65 ans ou plus,534.75935829,0.0,
2024-01-01,2024-S01,03,Guyane,00-14 ans,1200.6861063,0.0,
2024-01-08,2024-S02,03,Guyane,65 ans ou plus,0.0,0.0,
2024-01-08,2024-S02,03,Guyane,Tous âges,460.61722708,0.0,
2024-01-15,2024-S03,03,Guyane,65 ans ou plus,568.18181818,0.0,
2024-01-15,2024-S03,03,Guyane,Tous âges,945.17958412,0.0,
2024-01-22,2024-S04,03,Guyane,65 ans ou plus,1149.4252874,884.95575221,
2024-01-29,2024-S05,03,Guyane,00-14 ans,705.21861777,700.93457944,
2024-02-05,2024-S06,03,Guyane,00-14 ans,1118.8811189,1063.8297872,
2024-02-12,2024-S07,03,Guyane,15-64 ans,779.72709552,336.7003367,
2024-02-12,2024-S07,03,Guyane,Tous âges,756.34792004,449.64028777,
2024-02-19,2024-S08,03,Guyane,15-64 ans,377.00282752,475.43581616,
2024-02-19,2024-S08,03,Guyane,Tous âges,325.02708559,442.08664898,
2024-02-26,2024-S09,03,Guyane,15-64 ans,769.97112608,494.2339374,
2024-02-26,2024-S09,03,Guyane,Tous âges,766.70317634,698.08027923,
2024-03-04,2024-S10,03,Guyane,15-64 ans,645.75645756,612.55742726,
2024-03-04,2024-S10,03,Guyane,Tous âges,809.93520518,701.75438596,
2024-03-11,2024-S11,03,Guyane,00-14 ans,1145.6628478,1412.4293785,
2024-03-11,2024-S11,03,Guyane,15-64 ans,557.62081784,769.23076923,
2024-03-11,2024-S11,03,Guyane,65 ans ou plus,0.0,0.0,
2024-03-18,2024-S12,03,Guyane,65 ans ou plus,0.0,0.0,
2024-03-25,2024-S13,03,Guyane,00-14 ans,564.97175141,0.0,
2024-04-01,2024-S14,03,Guyane,65 ans ou plus,1307.1895425,0.0,
2024-04-08,2024-S15,03,Guyane,Tous âges,728.15533981,0.0,
2024-04-15,2024-S16,03,Guyane,15-64 ans,207.25388601,0.0,
2024-04-15,2024-S16,03,Guyane,Tous âges,620.73246431,0.0,
2024-07-29,2024-S31,03,Guyane,65 ans ou plus,1250.0,0.0,
2024-08-05,2024-S32,03,Guyane,65 ans ou plus,666.66666667,2272.7272727,
2024-08-12,2024-S33,03,Guyane,15-64 ans,1167.7282378,0.0,
2024-08-12,2024-S33,03,Guyane,Tous âges,1536.4061456,877.19298246,
2024-08-26,2024-S35,03,Guyane,00-14 ans,1980.1980198,0.0,
2024-09-02,2024-S36,03,Guyane,00-14 ans,2077.9220779,0.0,
2024-09-09,2024-S37,03,Guyane,65 ans ou plus,1481.4814815,0.0,
2024-09-23,2024-S39,03,Guyane,15-64 ans,909.09090909,689.65517241,
2024-09-23,2024-S39,03,Guyane,65 ans ou plus,699.3006993,0.0,
2024-09-23,2024-S39,03,Guyane,Tous âges,781.71978352,404.8582996,
2024-09-30,2024-S40,03,Guyane,00-14 ans,740.74074074,0.0,
2024-09-30,2024-S40,03,Guyane,Tous âges,884.43396226,888.88888889,
2024-10-07,2024-S41,03,Guyane,15-64 ans,1059.7302505,0.0,
2024-10-07,2024-S41,03,Guyane,65 ans ou plus,751.87969925,0.0,
2024-10-07,2024-S41,03,Guyane,Tous âges,1365.7957245,0.0,
2020-09-28,2020-S40,04,Réunion,65 ans ou plus,0.0,0.0,
2020-10-05,2020-S41,04,Réunion,00-14 ans,897.66606822,892.85714286,
2020-10-12,2020-S42,04,Réunion,00-14 ans,210.08403361,1086.9565217,
2020-10-19,2020-S43,04,Réunion,00-14 ans,639.65884861,1369.8630137,
2020-10-19,2020-S43,04,Réunion,Tous âges,420.32862056,569.8005698,
2020-11-16,2020-S47,04,Réunion,65 ans ou plus,208.33333333,0.0,
2020-11-30,2020-S49,04,Réunion,65 ans ou plus,181.81818182,0.0,
2020-12-07,2020-S50,04,Réunion,00-14 ans,792.07920792,1162.7906977,
2020-12-07,2020-S50,04,Réunion,15-64 ans,444.44444444,473.93364929,
2020-12-14,2020-S51,04,Réunion,00-14 ans,414.93775934,0.0,
2020-12-14,2020-S51,04,Réunion,15-64 ans,249.3765586,241.54589372,
2020-12-14,2020-S51,04,Réunion,Tous âges,234.28348301,145.34883721,
2020-12-21,2020-S52,04,Réunion,00-14 ans,1286.7647059,0.0,
2020-12-21,2020-S52,04,Réunion,15-64 ans,618.81188119,263.85224274,
2020-12-28,2020-S53,04,Réunion,Tous âges,687.16094033,653.59477124,
2021-01-18,2021-S03,04,Réunion,15-64 ans,790.51383399,246.30541872,
2021-01-18,2021-S03,04,Réunion,65 ans ou plus,172.4137931,0.0,
2021-01-18,2021-S03,04,Réunion,Tous âges,798.05690493,264.90066225,
2021-01-25,2021-S04,04,Réunion,15-64 ans,939.74571587,678.73303167,
2021-01-25,2021-S04,04,Réunion,Tous âges,864.93679308,371.28712871,
2021-02-08,2021-S06,04,Réunion,00-14 ans,1123.5955056,1136.3636364,
2021-03-01,2021-S09,04,Réunion,00-14 ans,883.65243004,990.0990099,
2021-03-01,2021-S09,04,Réunion,65 ans ou plus,163.39869281,349.65034965,
2021-03-08,2021-S10,04,Réunion,15-64 ans,978.79282219,628.93081761,
2021-03-08,2021-S10,04,Réunion,65 ans ou plus,173.3102253,0.0,
2021-03-15,2021-S11,04,Réunion,15-64 ans,488.59934853,203.66598778,
2021-03-22,2021-S12,04,Réunion,00-14 ans,732.06442167,0.0,
2021-03-22,2021-S12,04,Réunion,15-64 ans,666.66666667,230.41474654,
2021-03-29,2021-S13,04,Réunion,00-14 ans,283.68794326,0.0,
2021-03-29,2021-S13,04,Réunion,65 ans ou plus,0.0,0.0,
2021-03-29,2021-S13,04,Réunion,Tous âges,410.87231353,107.87486516,
2021-04-05,2021-S14,04,Réunion,Tous âges,870.0870087,448.43049327,
2021-04-12,2021-S15,04,Réunion,65 ans ou plus,179.21146953,355.87188612,
2021-04-26,2021-S17,04,Réunion,65 ans ou plus,343.05317324,380.22813688,
2021-05-03,2021-S18,04,Réunion,15-64 ans,815.73896353,414.93775934,
2021-05-03,2021-S18,04,Réunion,Tous âges,810.28220173,311.2033195,
2021-05-10,2021-S19,04,Réunion,65 ans ou plus,302.57186082,0.0,
2021-05-10,2021-S19,04,Réunion,Tous âges,413.90728477,103.19917441,
2021-05-17,2021-S20,04,Réunion,15-64 ans,606.90943044,691.24423963,
2021-05-24,2021-S21,04,Réunion,Tous âges,278.00945232,0.0,
2021-05-31,2021-S22,04,Réunion,15-64 ans,546.99154649,439.56043956,
2021-06-07,2021-S23,04,Réunion,15-64 ans,388.34951456,224.71910112,
2021-06-07,2021-S23,04,Réunion,65 ans ou plus,150.15015015,0.0,
2021-06-14,2021-S24,04,Réunion,15-64 ans,322.92787944,245.7002457,
2021-06-14,2021-S24,04,Réunion,65 ans ou plus,306.74846626,0.0,
2021-06-21,2021-S25,04,Réunion,00-14 ans,715.99045346,552.48618785,
2021-06-28,2021-S26,04,Réunion,65 ans ou plus,0.0,0.0,
2021-07-05,2021-S27,04,Réunion,00-14 ans,529.1005291,0.0,
2021-07-05,2021-S27,04,Réunion,15-64 ans,554.43548387,432.9004329,
2021-07-19,2021-S29,04,Réunion,65 ans ou plus,0.0,0.0,
2021-07-26,2021-S30,04,Réunion,00-14 ans,847.45762712,0.0,
2021-07-26,2021-S30,04,Réunion,15-64 ans,686.89181454,763.35877863,
2021-08-02,2021-S31,04,Réunion,00-14 ans,1002.004008,1204.8192771,
2021-08-09,2021-S32,04,Réunion,Tous âges,338.06626099,362.31884058,
2021-08-16,2021-S33,04,Réunion,15-64 ans,487.50761731,769.23076923,
2021-08-16,2021-S33,04,Réunion,65 ans ou plus,651.46579805,980.39215686,
2021-08-16,2021-S33,04,Réunion,Tous âges,571.42857143,754.71698113,
2021-08-23,2021-S34,04,Réunion,00-14 ans,695.65217391,833.33333333,
2021-08-23,2021-S34,04,Réunion,65 ans ou plus,183.15018315,0.0,
2021-08-30,2021-S35,04,Réunion,00-14 ans,431.03448276,0.0,
2021-09-06,2021-S36,04,Réunion,65 ans ou plus,174.21602787,0.0,
2021-09-06,2021-S36,04,Réunion,Tous âges,664.13662239,370.82818294,
2021-09-27,2021-S39,04,Réunion,00-14 ans,404.04040404,704.22535211,
2021-09-27,2021-S39,04,Réunion,65 ans ou plus,0.0,0.0,
2021-09-27,2021-S39,04,Réunion,Tous âges,319.02552204,246.91358025,
2024-05-13,2024-S20,03,Guyane,00-14 ans,2605.2104208,1470.5882353,
2024-05-27,2024-S22,03,Guyane,00-14 ans,542.00542005,0.0,
2024-05-27,2024-S22,03,Guyane,15-64 ans,846.26234133,0.0,
2024-05-27,2024-S22,03,Guyane,Tous âges,758.85328836,0.0,
2024-06-03,2024-S23,03,Guyane,00-14 ans,1250.0,0.0,
2024-06-03,2024-S23,03,Guyane,15-64 ans,827.5862069,0.0,
2024-06-03,2024-S23,03,Guyane,65 ans ou plus,0.0,0.0,
2024-06-03,2024-S23,03,Guyane,Tous âges,875.79617834,0.0,
2024-06-10,2024-S24,03,Guyane,65 ans ou plus,704.22535211,0.0,
2024-06-17,2024-S25,03,Guyane,00-14 ans,1107.0110701,0.0,
2024-06-24,2024-S26,03,Guyane,Tous âges,1156.0693642,0.0,
2024-07-01,2024-S27,03,Guyane,00-14 ans,1113.5857461,0.0,
2024-07-08,2024-S28,03,Guyane,65 ans ou plus,714.28571429,0.0,
2024-07-08,2024-S28,03,Guyane,Tous âges,1159.4202899,0.0,
2024-07-15,2024-S29,03,Guyane,00-14 ans,2068.9655172,1818.1818182,
2024-07-15,2024-S29,03,Guyane,Tous âges,1131.071191,411.52263374,
2024-07-22,2024-S30,03,Guyane,15-64 ans,1237.1134021,0.0,
2024-10-14,2024-S42,03,Guyane,Tous âges,902.42526791,1200.0,
2024-10-21,2024-S43,03,Guyane,00-14 ans,631.57894737,0.0,
2024-11-11,2024-S46,03,Guyane,00-14 ans,1287.5536481,0.0,
2024-11-11,2024-S46,03,Guyane,Tous âges,885.47815821,0.0,
2024-11-18,2024-S47,03,Guyane,15-64 ans,822.56169213,0.0,
2024-11-18,2024-S47,03,Guyane,65 ans ou plus,884.95575221,0.0,
2024-11-25,2024-S48,03,Guyane,00-14 ans,1359.223301,1666.6666667,
2024-12-16,2024-S51,03,Guyane,00-14 ans,1965.0655022,0.0,
2024-12-23,2024-S52,03,Guyane,00-14 ans,3354.2976939,1666.6666667,
2024-12-23,2024-S52,03,Guyane,65 ans ou plus,1612.9032258,0.0,
2020-01-06,2020-S02,04,Réunion,15-64 ans,503.01810865,230.41474654,
2020-01-06,2020-S02,04,Réunion,65 ans ou plus,155.03875969,0.0,
2020-01-06,2020-S02,04,Réunion,Tous âges,606.98027314,114.41647597,
2020-01-13,2020-S03,04,Réunion,Tous âges,451.80722892,114.15525114,
2020-01-20,2020-S04,04,Réunion,00-14 ans,1675.041876,0.0,
2020-01-20,2020-S04,04,Réunion,65 ans ou plus,351.49384886,409.83606557,
2020-01-20,2020-S04,04,Réunion,Tous âges,969.86491167,284.9002849,
2020-01-27,2020-S05,04,Réunion,00-14 ans,1618.1229773,0.0,
2020-01-27,2020-S05,04,Réunion,15-64 ans,909.72708188,1156.0693642,
2020-01-27,2020-S05,04,Réunion,65 ans ou plus,216.45021645,0.0,
2020-02-03,2020-S06,04,Réunion,Tous âges,684.52380952,247.8314746,
2020-02-10,2020-S07,04,Réunion,Tous âges,690.64748201,238.0952381,
2020-02-17,2020-S08,04,Réunion,Tous âges,568.02044874,340.13605442,
2020-02-24,2020-S09,04,Réunion,15-64 ans,655.90312815,231.48148148,
2020-02-24,2020-S09,04,Réunion,65 ans ou plus,320.51282051,328.94736842,
2020-02-24,2020-S09,04,Réunion,Tous âges,674.34672661,223.46368715,
2020-03-09,2020-S11,04,Réunion,15-64 ans,620.15503876,198.01980198,
2020-03-09,2020-S11,04,Réunion,65 ans ou plus,325.20325203,0.0,
2020-03-09,2020-S11,04,Réunion,Tous âges,492.18297626,101.83299389,
2020-03-16,2020-S12,04,Réunion,15-64 ans,546.44808743,0.0,
2020-03-30,2020-S14,04,Réunion,15-64 ans,605.01296456,284.09090909,
2020-04-06,2020-S15,04,Réunion,00-14 ans,964.63022508,0.0,
2020-04-13,2020-S16,04,Réunion,00-14 ans,961.53846154,0.0,
2020-04-13,2020-S16,04,Réunion,15-64 ans,797.67947788,240.38461538,
2020-04-20,2020-S17,04,Réunion,00-14 ans,1572.327044,0.0,
2020-04-20,2020-S17,04,Réunion,15-64 ans,707.2135785,235.29411765,
2020-04-27,2020-S18,04,Réunion,00-14 ans,566.57223796,0.0,
2020-04-27,2020-S18,04,Réunion,15-64 ans,366.3003663,0.0,
2020-05-04,2020-S19,04,Réunion,15-64 ans,647.66839378,0.0,
2020-05-04,2020-S19,04,Réunion,Tous âges,643.60418343,127.87723785,
2020-05-11,2020-S20,04,Réunion,15-64 ans,800.49261084,455.5808656,
2020-05-18,2020-S21,04,Réunion,65 ans ou plus,179.53321364,0.0,
2020-05-18,2020-S21,04,Réunion,Tous âges,644.12238325,252.20680958,
2020-05-25,2020-S22,04,Réunion,Tous âges,370.91988131,473.93364929,
2020-06-01,2020-S23,04,Réunion,65 ans ou plus,346.02076125,363.63636364,
2020-06-08,2020-S24,04,Réunion,15-64 ans,483.3836858,441.50110375,
2020-06-08,2020-S24,04,Réunion,65 ans ou plus,302.11480363,0.0,
2020-06-15,2020-S25,04,Réunion,15-64 ans,236.40661939,220.26431718,
2020-06-15,2020-S25,04,Réunion,Tous âges,366.703337,120.19230769,
2020-06-22,2020-S26,04,Réunion,65 ans ou plus,161.29032258,0.0,
2020-06-29,2020-S27,04,Réunion,65 ans ou plus,0.0,0.0,
2020-07-06,2020-S28,04,Réunion,15-64 ans,355.0295858,0.0,
2020-07-13,2020-S29,04,Réunion,15-64 ans,278.55153203,0.0,
2020-07-13,2020-S29,04,Réunion,Tous âges,375.42662116,0.0,
2020-07-20,2020-S30,04,Réunion,15-64 ans,342.27039361,441.50110375,
2020-07-27,2020-S31,04,Réunion,00-14 ans,1204.8192771,1063.8297872,
2020-07-27,2020-S31,04,Réunion,15-64 ans,540.86538462,917.43119266,
2020-07-27,2020-S31,04,Réunion,Tous âges,531.16147309,574.71264368,
2020-08-10,2020-S33,04,Réunion,00-14 ans,838.57442348,0.0,
2020-08-10,2020-S33,04,Réunion,65 ans ou plus,0.0,0.0,
2020-08-24,2020-S35,04,Réunion,Tous âges,137.03323056,117.78563015,
2020-08-31,2020-S36,04,Réunion,00-14 ans,979.02097902,0.0,
2020-09-14,2020-S38,04,Réunion,15-64 ans,678.17509248,722.89156627,
2022-12-26,2022-S52,01,Guadeloupe,00-14 ans,1065.7193606,0.0,
2023-01-02,2023-S01,01,Guadeloupe,Tous âges,645.6241033,403.22580645,
2023-01-16,2023-S03,01,Guadeloupe,00-14 ans,978.79282219,0.0,
2023-01-23,2023-S04,01,Guadeloupe,00-14 ans,1270.4174229,0.0,
2023-01-23,2023-S04,01,Guadeloupe,65 ans ou plus,754.71698113,1075.2688172,
2023-01-30,2023-S05,01,Guadeloupe,00-14 ans,756.1436673,0.0,
2023-01-30,2023-S05,01,Guadeloupe,15-64 ans,436.68122271,0.0,
2023-01-30,2023-S05,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-02-13,2023-S07,01,Guadeloupe,65 ans ou plus,623.0529595,0.0,
2023-02-20,2023-S08,01,Guadeloupe,Tous âges,580.27079304,0.0,
2023-02-27,2023-S09,01,Guadeloupe,65 ans ou plus,555.55555556,0.0,
2023-03-06,2023-S10,01,Guadeloupe,Tous âges,573.61376673,383.14176245,
2023-03-13,2023-S11,01,Guadeloupe,15-64 ans,1173.0205279,0.0,
2023-03-13,2023-S11,01,Guadeloupe,65 ans ou plus,321.54340836,0.0,
2023-03-20,2023-S12,01,Guadeloupe,15-64 ans,572.24606581,0.0,
2023-03-27,2023-S13,01,Guadeloupe,00-14 ans,763.35877863,0.0,
2023-03-27,2023-S13,01,Guadeloupe,15-64 ans,775.19379845,0.0,
2023-03-27,2023-S13,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-04-03,2023-S14,01,Guadeloupe,65 ans ou plus,634.92063492,0.0,
2023-04-03,2023-S14,01,Guadeloupe,Tous âges,571.42857143,0.0,
2023-04-10,2023-S15,01,Guadeloupe,00-14 ans,3316.3265306,0.0,
2023-04-10,2023-S15,01,Guadeloupe,Tous âges,1819.7573657,0.0,
2023-04-17,2023-S16,01,Guadeloupe,00-14 ans,2484.4720497,0.0,
2023-04-17,2023-S16,01,Guadeloupe,Tous âges,899.28057554,0.0,
2023-05-01,2023-S18,01,Guadeloupe,15-64 ans,692.04152249,0.0,
2023-05-01,2023-S18,01,Guadeloupe,Tous âges,1132.0754717,476.19047619,
2023-05-08,2023-S19,01,Guadeloupe,15-64 ans,1040.1188707,0.0,
2023-05-15,2023-S20,01,Guadeloupe,65 ans ou plus,903.61445783,0.0,
2023-05-15,2023-S20,01,Guadeloupe,Tous âges,947.22598106,0.0,
2023-05-22,2023-S21,01,Guadeloupe,15-64 ans,493.42105263,0.0,
2023-05-22,2023-S21,01,Guadeloupe,Tous âges,585.65153734,0.0,
2023-05-29,2023-S22,01,Guadeloupe,00-14 ans,647.94816415,0.0,
2023-05-29,2023-S22,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-06-05,2023-S23,01,Guadeloupe,Tous âges,1146.1318052,0.0,
2023-06-12,2023-S24,01,Guadeloupe,15-64 ans,1505.0167224,0.0,
2023-06-12,2023-S24,01,Guadeloupe,65 ans ou plus,328.94736842,0.0,
2023-06-26,2023-S26,01,Guadeloupe,65 ans ou plus,727.27272727,0.0,
2023-07-03,2023-S27,01,Guadeloupe,00-14 ans,714.28571429,0.0,
2023-07-03,2023-S27,01,Guadeloupe,65 ans ou plus,308.64197531,0.0,
2023-07-10,2023-S28,01,Guadeloupe,00-14 ans,617.28395062,0.0,
2023-07-10,2023-S28,01,Guadeloupe,65 ans ou plus,632.91139241,862.06896552,
2023-07-17,2023-S29,01,Guadeloupe,00-14 ans,626.30480167,0.0,
2023-07-24,2023-S30,01,Guadeloupe,15-64 ans,1142.8571429,0.0,
2023-07-24,2023-S30,01,Guadeloupe,Tous âges,1016.9491525,1321.5859031,
2023-07-31,2023-S31,01,Guadeloupe,15-64 ans,1043.219076,0.0,
2023-08-07,2023-S32,01,Guadeloupe,65 ans ou plus,302.11480363,0.0,
2023-08-14,2023-S33,01,Guadeloupe,00-14 ans,1176.4705882,0.0,
2023-08-21,2023-S34,01,Guadeloupe,00-14 ans,1594.5330296,0.0,
2023-08-21,2023-S34,01,Guadeloupe,15-64 ans,1000.0,0.0,
2023-09-04,2023-S36,01,Guadeloupe,65 ans ou plus,937.5,0.0,
2023-09-11,2023-S37,01,Guadeloupe,00-14 ans,2112.6760563,0.0,
2023-09-11,2023-S37,01,Guadeloupe,15-64 ans,437.31778426,0.0,
2023-09-25,2023-S39,01,Guadeloupe,15-64 ans,724.63768116,0.0,
2023-10-02,2023-S40,01,Guadeloupe,15-64 ans,286.94404591,0.0,
2023-10-16,2023-S42,01,Guadeloupe,Tous âges,658.32784727,0.0,
2023-10-30,2023-S44,01,Guadeloupe,00-14 ans,575.81573896,0.0,
2023-10-30,2023-S44,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-10-30,2023-S44,01,Guadeloupe,Tous âges,454.84080572,0.0,
2023-11-06,2023-S45,01,Guadeloupe,00-14 ans,423.72881356,0.0,
2023-11-06,2023-S45,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-11-06,2023-S45,01,Guadeloupe,Tous âges,757.57575758,377.35849057,
2023-11-13,2023-S46,01,Guadeloupe,00-14 ans,359.06642729,0.0,
2023-11-13,2023-S46,01,Guadeloupe,15-64 ans,652.52854812,0.0,
2023-11-13,2023-S46,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-11-20,2023-S47,01,Guadeloupe,00-14 ans,649.35064935,0.0,
2023-11-20,2023-S47,01,Guadeloupe,Tous âges,870.10565569,0.0,
2023-11-27,2023-S48,01,Guadeloupe,00-14 ans,978.79282219,0.0,
2023-12-11,2023-S50,01,Guadeloupe,00-14 ans,993.37748344,0.0,
2023-12-11,2023-S50,01,Guadeloupe,15-64 ans,753.01204819,0.0,
2023-12-11,2023-S50,01,Guadeloupe,Tous âges,809.46450809,357.14285714,
2023-12-18,2023-S51,01,Guadeloupe,Tous âges,806.91642651,602.40963855,
2023-12-25,2023-S52,01,Guadeloupe,15-64 ans,755.28700906,0.0,
2024-01-01,2024-S01,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-01-08,2024-S02,01,Guadeloupe,65 ans ou plus,589.97050147,0.0,
2024-01-08,2024-S02,01,Guadeloupe,Tous âges,866.33663366,0.0,
2024-01-15,2024-S03,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-01-22,2024-S04,01,Guadeloupe,00-14 ans,654.66448445,0.0,
2024-01-22,2024-S04,01,Guadeloupe,65 ans ou plus,277.77777778,0.0,
2024-01-22,2024-S04,01,Guadeloupe,Tous âges,737.1007371,0.0,
2024-01-29,2024-S05,01,Guadeloupe,00-14 ans,666.66666667,2325.5813953,
2024-02-26,2024-S09,01,Guadeloupe,00-14 ans,357.14285714,0.0,
2024-02-26,2024-S09,01,Guadeloupe,15-64 ans,1152.7377522,0.0,
2024-03-04,2024-S10,01,Guadeloupe,00-14 ans,952.38095238,0.0,
2024-03-04,2024-S10,01,Guadeloupe,15-64 ans,408.16326531,0.0,
2024-03-04,2024-S10,01,Guadeloupe,Tous âges,496.58597145,0.0,
2024-03-11,2024-S11,01,Guadeloupe,15-64 ans,736.37702504,0.0,
2024-03-18,2024-S12,01,Guadeloupe,00-14 ans,746.26865672,0.0,
2024-03-18,2024-S12,01,Guadeloupe,65 ans ou plus,313.47962382,813.00813008,
2024-03-25,2024-S13,01,Guadeloupe,Tous âges,590.93893631,0.0,
2024-04-01,2024-S14,01,Guadeloupe,00-14 ans,623.7006237,0.0,
2024-04-01,2024-S14,01,Guadeloupe,15-64 ans,884.95575221,0.0,
2024-04-01,2024-S14,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-04-08,2024-S15,01,Guadeloupe,00-14 ans,938.96713615,0.0,
2024-04-08,2024-S15,01,Guadeloupe,65 ans ou plus,1543.2098765,847.45762712,
2024-04-22,2024-S17,01,Guadeloupe,15-64 ans,923.07692308,961.53846154,
2024-04-29,2024-S18,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-05-06,2024-S19,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-05-13,2024-S20,01,Guadeloupe,00-14 ans,1020.4081633,0.0,
2024-05-13,2024-S20,01,Guadeloupe,15-64 ans,722.5433526,1000.0,
2024-05-13,2024-S20,01,Guadeloupe,Tous âges,662.25165563,378.78787879,
2024-05-20,2024-S21,01,Guadeloupe,00-14 ans,625.0,0.0,
2024-05-20,2024-S21,01,Guadeloupe,15-64 ans,1035.5029586,0.0,
2024-06-03,2024-S23,01,Guadeloupe,00-14 ans,714.28571429,0.0,
2024-06-03,2024-S23,01,Guadeloupe,15-64 ans,983.14606742,0.0,
2024-06-03,2024-S23,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-06-10,2024-S24,01,Guadeloupe,00-14 ans,1814.516129,0.0,
2024-06-10,2024-S24,01,Guadeloupe,15-64 ans,299.85007496,0.0,
2024-06-10,2024-S24,01,Guadeloupe,Tous âges,795.75596817,0.0,
2024-06-17,2024-S25,01,Guadeloupe,00-14 ans,1305.9701493,2857.1428571,
2024-06-24,2024-S26,01,Guadeloupe,15-64 ans,1464.1288433,0.0,
2024-07-01,2024-S27,01,Guadeloupe,00-14 ans,1326.2599469,0.0,
2024-07-01,2024-S27,01,Guadeloupe,Tous âges,804.09356725,0.0,
2024-07-08,2024-S28,01,Guadeloupe,65 ans ou plus,289.01734104,0.0,
2024-07-08,2024-S28,01,Guadeloupe,Tous âges,939.59731544,0.0,
2024-07-15,2024-S29,01,Guadeloupe,00-14 ans,639.65884861,0.0,
2024-07-15,2024-S29,01,Guadeloupe,65 ans ou plus,306.74846626,0.0,
2024-07-22,2024-S30,01,Guadeloupe,Tous âges,1063.8297872,0.0,
2024-07-29,2024-S31,01,Guadeloupe,00-14 ans,1312.9102845,0.0,
2024-07-29,2024-S31,01,Guadeloupe,65 ans ou plus,892.85714286,0.0,
2024-08-05,2024-S32,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-08-12,2024-S33,01,Guadeloupe,00-14 ans,1918.4652278,0.0,
2024-08-12,2024-S33,01,Guadeloupe,15-64 ans,412.08791209,0.0,
2024-08-19,2024-S34,01,Guadeloupe,15-64 ans,423.13117066,0.0,
2024-08-26,2024-S35,01,Guadeloupe,Tous âges,633.35679099,383.14176245,
2024-09-02,2024-S36,01,Guadeloupe,00-14 ans,789.47368421,0.0,
2024-09-02,2024-S36,01,Guadeloupe,15-64 ans,727.80203785,0.0,
2024-09-09,2024-S37,01,Guadeloupe,15-64 ans,268.8172043,0.0,
2024-09-09,2024-S37,01,Guadeloupe,Tous âges,425.79075426,0.0,
2024-09-16,2024-S38,01,Guadeloupe,00-14 ans,1367.5213675,0.0,
2024-09-23,2024-S39,01,Guadeloupe,00-14 ans,346.62045061,0.0,
2024-09-23,2024-S39,01,Guadeloupe,15-64 ans,590.84194978,0.0,
2024-09-23,2024-S39,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2024-09-23,2024-S39,01,Guadeloupe,Tous âges,375.93984962,0.0,
2024-09-30,2024-S40,01,Guadeloupe,Tous âges,894.98806683,0.0,
2024-10-07,2024-S41,01,Guadeloupe,00-14 ans,765.69678407,0.0,
2024-10-07,2024-S41,01,Guadeloupe,Tous âges,745.41284404,0.0,
2020-12-14,2020-S51,02,Martinique,Tous âges,,,1639.3442623
2020-12-21,2020-S52,02,Martinique,15-64 ans,,,1736.1111111
2021-01-04,2021-S01,02,Martinique,Tous âges,,,1699.7167139
2021-01-11,2021-S02,02,Martinique,15-64 ans,,,1436.7816092
2021-01-11,2021-S02,02,Martinique,Tous âges,,,1116.4274322
2021-01-25,2021-S04,02,Martinique,65 ans ou plus,,,917.43119266
2021-02-01,2021-S05,02,Martinique,Tous âges,,,1630.4347826
2021-02-15,2021-S07,02,Martinique,15-64 ans,,,986.84210526
2021-02-15,2021-S07,02,Martinique,Tous âges,,,1719.1977077
2021-02-22,2021-S08,02,Martinique,15-64 ans,,,1183.4319527
2021-03-08,2021-S10,02,Martinique,00-14 ans,,,1470.5882353
2021-03-15,2021-S11,02,Martinique,65 ans ou plus,,,877.19298246
2021-03-22,2021-S12,02,Martinique,00-14 ans,,,1298.7012987
2021-03-22,2021-S12,02,Martinique,15-64 ans,,,566.57223796
2021-03-22,2021-S12,02,Martinique,65 ans ou plus,,,518.13471503
