1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour bronchite,Taux d'hospitalisations après passages aux urgences pour bronchite,Taux d'actes médicaux SOS médecins pour bronchite
2021-10-18,2021-S42,28,Normandie,Tous âges,611.73591831,480.89767566,6091.3705584
2021-11-01,2021-S44,28,Normandie,05-14 ans,735.74494175,1515.1515152,5477.0318021
2021-11-01,2021-S44,28,Normandie,Tous âges,673.06688928,336.13445378,5590.0621118
2021-11-08,2021-S45,28,Normandie,05-14 ans,45.269352648,0.0,3400.309119
2021-11-15,2021-S46,28,Normandie,05-14 ans,228.3974115,0.0,4115.8536585
2021-11-15,2021-S46,28,Normandie,65 ans ou plus,623.885918,560.85249579,6027.3972603
2021-11-22,2021-S47,28,Normandie,15-64 ans,469.528555,458.01526718,3771.8204489
2021-11-22,2021-S47,28,Normandie,65 ans ou plus,459.77011494,229.48938612,7746.4788732
2021-11-22,2021-S47,28,Normandie,Tous âges,562.82399408,313.39031339,3840.7576289
2021-11-29,2021-S48,28,Normandie,00-04 ans,959.9470374,578.03468208,3858.9487691
2021-11-29,2021-S48,28,Normandie,Tous âges,677.13585939,403.76850606,3559.602649
2021-12-06,2021-S49,28,Normandie,00-04 ans,1065.6583018,655.73770492,4199.4750656
2021-12-06,2021-S49,28,Normandie,15-64 ans,602.58528526,512.07022677,3404.7549163
2021-12-06,2021-S49,28,Normandie,65 ans ou plus,589.16836619,429.41492217,8722.741433
2021-12-13,2021-S50,28,Normandie,00-04 ans,957.26495726,1152.7377522,3333.3333333
2021-12-13,2021-S50,28,Normandie,05-14 ans,370.98103875,0.0,2513.9664804
2021-12-13,2021-S50,28,Normandie,Tous âges,605.66294857,498.89135255,2940.6554473
2021-12-20,2021-S51,28,Normandie,05-14 ans,635.14467184,943.39622642,3220.0357782
2021-12-20,2021-S51,28,Normandie,15-64 ans,666.74200475,164.7446458,3095.7523398
2021-12-20,2021-S51,28,Normandie,Tous âges,713.71474249,566.09114067,3203.9800995
2021-12-27,2021-S52,28,Normandie,65 ans ou plus,1108.4546838,736.84210526,6919.6428571
2022-01-03,2022-S01,28,Normandie,15-64 ans,565.38582347,362.31884058,2615.0364596
2022-01-10,2022-S02,28,Normandie,15-64 ans,376.14780396,157.10919089,1862.3024831
2022-01-17,2022-S03,28,Normandie,05-14 ans,248.75621891,602.40963855,1576.8725361
2022-01-17,2022-S03,28,Normandie,15-64 ans,317.72929464,0.0,1600.4572735
2022-01-17,2022-S03,28,Normandie,65 ans ou plus,236.46252069,266.24068158,2349.8694517
2022-01-24,2022-S04,28,Normandie,05-14 ans,139.59981387,0.0,2122.0159151
2022-01-24,2022-S04,28,Normandie,Tous âges,390.36359581,332.31791747,2166.5778725
2022-01-31,2022-S05,28,Normandie,15-64 ans,351.74839644,370.64492216,1845.370665
2022-02-07,2022-S06,28,Normandie,00-04 ans,301.65912519,664.45182724,2362.2047244
2022-02-14,2022-S07,28,Normandie,00-04 ans,439.07793633,358.42293907,2083.3333333
2022-02-14,2022-S07,28,Normandie,Tous âges,246.17850804,138.00717637,2401.3363959
2022-02-21,2022-S08,28,Normandie,00-04 ans,306.74846626,660.0660066,1153.8461538
2022-02-21,2022-S08,28,Normandie,65 ans ou plus,414.46005066,261.64311879,3030.3030303
2022-02-28,2022-S09,28,Normandie,15-64 ans,292.23227753,218.65889213,1884.2975207
2022-03-14,2022-S11,28,Normandie,00-04 ans,565.97099399,0.0,1868.3996751
2022-03-14,2022-S11,28,Normandie,Tous âges,392.94526181,305.9663437,2234.1531001
2022-03-21,2022-S12,28,Normandie,00-04 ans,560.50115397,808.62533693,2808.5106383
2022-03-21,2022-S12,28,Normandie,05-14 ans,137.89299504,0.0,1714.801444
2022-03-28,2022-S13,28,Normandie,00-04 ans,306.53950954,273.97260274,2191.0604733
2022-03-28,2022-S13,28,Normandie,Tous âges,491.1458568,308.00821355,2755.6325823
2022-04-04,2022-S14,28,Normandie,05-14 ans,583.27932599,546.44808743,2204.4088176
2022-04-04,2022-S14,28,Normandie,65 ans ou plus,480.86974702,355.51041138,5667.2760512
2022-04-11,2022-S15,28,Normandie,15-64 ans,572.35524182,414.36464088,3353.369187
2022-04-11,2022-S15,28,Normandie,65 ans ou plus,767.0569237,778.58880779,5948.5530547
2022-05-02,2022-S18,28,Normandie,05-14 ans,94.577553594,0.0,2047.78157
2022-05-02,2022-S18,28,Normandie,65 ans ou plus,362.78275715,468.99426785,4329.8969072
2022-05-09,2022-S19,28,Normandie,15-64 ans,262.22985803,273.59781122,1990.0497512
2022-05-16,2022-S20,28,Normandie,15-64 ans,287.68198065,67.842605156,2377.5727466
2022-05-23,2022-S21,28,Normandie,05-14 ans,75.38635507,0.0,3911.3428944
2022-05-23,2022-S21,28,Normandie,15-64 ans,295.77594972,75.187969925,2322.3082336
2022-05-30,2022-S22,28,Normandie,05-14 ans,197.8239367,0.0,2002.670227
2022-05-30,2022-S22,28,Normandie,15-64 ans,301.25981377,209.35101186,2607.6028904
2022-05-30,2022-S22,28,Normandie,Tous âges,311.632663,264.55026455,2770.0831025
2022-06-06,2022-S23,28,Normandie,Tous âges,399.17279854,389.21323325,3164.7807638
2022-06-13,2022-S24,28,Normandie,00-04 ans,840.33613445,1843.3179724,2987.6977153
2022-06-13,2022-S24,28,Normandie,65 ans ou plus,391.73014146,364.01456058,5304.518664
2022-06-20,2022-S25,28,Normandie,00-04 ans,656.27563577,0.0,2337.6623377
2022-06-20,2022-S25,28,Normandie,05-14 ans,249.2211838,0.0,2888.0866426
2022-06-20,2022-S25,28,Normandie,15-64 ans,265.29738982,271.92386132,1740.8123791
2022-06-20,2022-S25,28,Normandie,Tous âges,362.81179138,262.67402154,2407.7046549
2022-06-27,2022-S26,28,Normandie,00-04 ans,852.01793722,778.21011673,3849.8556304
2022-06-27,2022-S26,28,Normandie,Tous âges,394.43742099,396.03960396,2819.2999054
2022-07-04,2022-S27,28,Normandie,65 ans ou plus,360.01694197,156.16866216,4408.8176353
2022-07-04,2022-S27,28,Normandie,Tous âges,274.92108747,138.77324452,2688.3910387
2022-07-11,2022-S28,28,Normandie,00-04 ans,728.15533981,369.00369004,3316.0621762
2022-07-11,2022-S28,28,Normandie,15-64 ans,208.91997457,146.62756598,1738.8339584
2022-07-25,2022-S30,28,Normandie,65 ans ou plus,355.276907,218.81838074,3795.0664137
2022-08-01,2022-S31,28,Normandie,05-14 ans,50.530570995,636.94267516,3146.0674157
2022-08-01,2022-S31,28,Normandie,15-64 ans,208.07717772,70.274068869,1194.6050096
2022-08-15,2022-S33,28,Normandie,00-04 ans,328.5151117,1298.7012987,2793.2960894
2022-08-15,2022-S33,28,Normandie,Tous âges,195.76719577,169.39582157,1980.8591142
2022-08-29,2022-S35,28,Normandie,Tous âges,184.93336959,259.96533795,1478.4014784
2022-09-05,2022-S36,28,Normandie,00-04 ans,280.4262479,497.51243781,2335.4564756
2022-09-05,2022-S36,28,Normandie,05-14 ans,129.92637505,568.18181818,2150.5376344
2022-09-05,2022-S36,28,Normandie,15-64 ans,188.30618586,72.411296162,1893.4081346
2022-09-12,2022-S37,28,Normandie,00-04 ans,707.54716981,1463.4146341,2959.6412556
2022-09-12,2022-S37,28,Normandie,05-14 ans,175.62346329,0.0,2283.6538462
2022-09-12,2022-S37,28,Normandie,Tous âges,311.37251026,355.87188612,2647.8873239
2022-09-19,2022-S38,28,Normandie,05-14 ans,390.625,0.0,3110.0478469
2022-09-19,2022-S38,28,Normandie,15-64 ans,400.30499428,453.85779123,3393.1484502
2022-09-26,2022-S39,28,Normandie,00-04 ans,1257.3964497,1119.4029851,4271.7086835
2022-10-03,2022-S40,28,Normandie,65 ans ou plus,483.49800294,416.44976575,5785.1239669
2022-10-10,2022-S41,28,Normandie,15-64 ans,575.74667146,292.39766082,4063.3608815
2022-10-10,2022-S41,28,Normandie,Tous âges,672.22371605,466.92607004,4330.364938
2022-10-17,2022-S42,28,Normandie,15-64 ans,610.56543669,289.85507246,3853.9553753
2022-10-24,2022-S43,28,Normandie,00-04 ans,1464.93756,945.17958412,5232.5581395
2022-10-24,2022-S43,28,Normandie,Tous âges,743.80901479,375.46933667,4572.6728361
2022-10-31,2022-S44,28,Normandie,65 ans ou plus,1209.1641918,844.11930219,10364.683301
2022-11-07,2022-S45,28,Normandie,05-14 ans,315.78947368,0.0,3222.0943613
2022-11-14,2022-S46,28,Normandie,00-04 ans,1080.7374444,1843.3179724,3979.3662491
2022-11-14,2022-S46,28,Normandie,65 ans ou plus,949.76783453,966.18357488,7920.7920792
2022-11-21,2022-S47,28,Normandie,00-04 ans,1274.4265081,1650.9433962,3595.505618
2022-11-21,2022-S47,28,Normandie,05-14 ans,982.31827112,1538.4615385,3746.877602
2022-11-21,2022-S47,28,Normandie,15-64 ans,840.18429849,403.55125101,3161.5120275
2022-11-28,2022-S48,28,Normandie,05-14 ans,725.80645161,0.0,6058.2218725
2022-11-28,2022-S48,28,Normandie,Tous âges,1057.6436878,612.84305889,4609.517493
2022-12-05,2022-S49,28,Normandie,Tous âges,1251.4360742,746.64011946,2836.8794326
2022-12-12,2022-S50,28,Normandie,05-14 ans,827.42316785,0.0,3305.1498847
2022-12-12,2022-S50,28,Normandie,65 ans ou plus,1450.5572263,712.37756011,13571.428571
2022-12-12,2022-S50,28,Normandie,Tous âges,1294.0390716,615.00615006,4001.1682243
2022-12-19,2022-S51,28,Normandie,00-04 ans,834.32657926,1044.386423,2844.4444444
2022-12-19,2022-S51,28,Normandie,05-14 ans,491.94991055,0.0,4276.7295597
2022-12-26,2022-S52,28,Normandie,05-14 ans,505.36955148,0.0,3025.210084
2023-01-02,2023-S01,28,Normandie,05-14 ans,139.59981387,0.0,916.03053435
2023-01-09,2023-S02,28,Normandie,05-14 ans,304.76190476,505.05050505,2027.8833967
2023-01-09,2023-S02,28,Normandie,Tous âges,559.083754,456.2533548,2387.9563938
2023-01-16,2023-S03,28,Normandie,65 ans ou plus,504.82879719,502.00803213,5486.2842893
2023-01-23,2023-S04,28,Normandie,Tous âges,501.95203569,584.79532164,2434.8126403
2023-01-30,2023-S05,28,Normandie,00-04 ans,228.20629849,0.0,2079.7227036
2023-01-30,2023-S05,28,Normandie,65 ans ou plus,550.61414655,454.08678103,8478.8029925
2023-02-06,2023-S06,28,Normandie,00-04 ans,229.88505747,0.0,1850.294365
2023-02-13,2023-S07,28,Normandie,00-04 ans,223.91401702,411.52263374,2030.4568528
2023-02-13,2023-S07,28,Normandie,65 ans ou plus,760.22190261,494.8045522,5660.3773585
2023-02-13,2023-S07,28,Normandie,Tous âges,572.39229315,417.10114703,2740.5481096
2023-02-20,2023-S08,28,Normandie,05-14 ans,140.58106842,0.0,2111.6138763
2023-02-20,2023-S08,28,Normandie,65 ans ou plus,558.31265509,463.67851623,4966.1399549
2023-02-20,2023-S08,28,Normandie,Tous âges,452.18642413,377.05359548,2940.6425849
2023-02-27,2023-S09,28,Normandie,05-14 ans,64.871878041,0.0,959.23261391
2023-03-06,2023-S10,28,Normandie,65 ans ou plus,658.02592223,635.07572057,3431.372549
2023-03-13,2023-S11,28,Normandie,65 ans ou plus,515.77068042,296.73590504,3854.8752834
2023-03-20,2023-S12,28,Normandie,15-64 ans,388.09831824,133.33333333,2467.6850764
2023-03-27,2023-S13,28,Normandie,15-64 ans,367.05078959,0.0,2408.1878387
2023-04-03,2023-S14,28,Normandie,65 ans ou plus,473.4661669,295.56650246,4842.6150121
2023-04-10,2023-S15,28,Normandie,Tous âges,346.27983154,349.12718204,2611.6395293
2023-04-17,2023-S16,28,Normandie,00-04 ans,373.3084461,446.42857143,2455.7956778
2023-04-17,2023-S16,28,Normandie,05-14 ans,138.05798435,0.0,2527.6461295
2023-04-24,2023-S17,28,Normandie,00-04 ans,378.4295175,829.87551867,2420.2420242
2023-04-24,2023-S17,28,Normandie,65 ans ou plus,692.04152249,440.74436827,4735.8834244
2023-05-01,2023-S18,28,Normandie,65 ans ou plus,569.29721241,347.739692,4339.2504931
2023-05-08,2023-S19,28,Normandie,05-14 ans,167.39203214,0.0,1840.4907975
2023-05-08,2023-S19,28,Normandie,Tous âges,289.40127147,368.61506056,1871.607711
2023-05-15,2023-S20,28,Normandie,00-04 ans,330.34450212,0.0,1271.5712988
2023-05-15,2023-S20,28,Normandie,05-14 ans,133.2001332,0.0,657.03022339
2023-05-15,2023-S20,28,Normandie,15-64 ans,234.21313395,268.8172043,1924.9278152
2023-05-15,2023-S20,28,Normandie,65 ans ou plus,476.4864305,564.68172485,3012.0481928
2023-05-22,2023-S21,28,Normandie,15-64 ans,318.31537708,200.13342228,1933.2709698
2023-05-22,2023-S21,28,Normandie,65 ans ou plus,287.742183,398.20806371,4130.4347826
2023-05-29,2023-S22,28,Normandie,15-64 ans,329.78811114,331.12582781,1961.3583138
2023-05-29,2023-S22,28,Normandie,65 ans ou plus,769.38252121,513.08363263,3885.4805726
2023-06-05,2023-S23,28,Normandie,00-04 ans,318.18181818,383.14176245,1614.4349478
2023-06-12,2023-S24,28,Normandie,00-04 ans,465.33271289,0.0,1592.3566879
2023-06-12,2023-S24,28,Normandie,15-64 ans,304.57688508,127.30744749,2249.6831432
2023-06-26,2023-S26,28,Normandie,05-14 ans,102.14504597,0.0,992.90780142
2023-06-26,2023-S26,28,Normandie,15-64 ans,220.61943148,0.0,1737.3872369
2023-06-26,2023-S26,28,Normandie,65 ans ou plus,420.69835928,435.72984749,3373.4939759
2023-07-10,2023-S28,28,Normandie,65 ans ou plus,333.07210031,274.87630566,4123.7113402
2023-07-17,2023-S29,28,Normandie,65 ans ou plus,234.83365949,213.78941742,2708.3333333
2023-07-17,2023-S29,28,Normandie,Tous âges,217.40180685,216.09940573,2189.9347231
2023-07-24,2023-S30,28,Normandie,Tous âges,221.08330821,163.71077763,2713.0954924
2023-07-31,2023-S31,28,Normandie,Tous âges,257.32077608,242.98056156,1981.0895993
2023-08-07,2023-S32,28,Normandie,65 ans ou plus,408.69403678,316.28887717,3971.1191336
2023-08-14,2023-S33,28,Normandie,00-04 ans,227.01475596,0.0,1792.1146953
2023-08-14,2023-S33,28,Normandie,65 ans ou plus,309.17874396,166.66666667,2744.4253859
2023-08-14,2023-S33,28,Normandie,Tous âges,265.7518361,112.42270939,2013.0134201
2023-08-21,2023-S34,28,Normandie,05-14 ans,243.30900243,0.0,2580.6451613
2021-05-24,2021-S21,84,Auvergne et Rhône-Alpes,00-04 ans,460.82949309,0.0,2945.99018
2021-05-24,2021-S21,84,Auvergne et Rhône-Alpes,15-64 ans,170.35011431,109.28961749,1072.9613734
2021-05-31,2021-S22,84,Auvergne et Rhône-Alpes,05-14 ans,88.401697313,549.45054945,2455.3571429
2021-05-31,2021-S22,84,Auvergne et Rhône-Alpes,Tous âges,156.5873449,230.22751896,1752.3056653
2021-06-07,2021-S23,84,Auvergne et Rhône-Alpes,15-64 ans,161.24364328,141.4427157,1255.9241706
2021-06-07,2021-S23,84,Auvergne et Rhône-Alpes,Tous âges,197.6744186,175.46227561,1477.010018
2021-06-14,2021-S24,84,Auvergne et Rhône-Alpes,Tous âges,175.7625648,246.977772,1501.618123
2021-06-21,2021-S25,84,Auvergne et Rhône-Alpes,05-14 ans,37.285607755,0.0,1706.0367454
2021-06-21,2021-S25,84,Auvergne et Rhône-Alpes,15-64 ans,127.27706626,177.36786094,1102.2044088
2021-06-21,2021-S25,84,Auvergne et Rhône-Alpes,65 ans ou plus,231.40113387,281.84892897,1763.803681
2021-06-21,2021-S25,84,Auvergne et Rhône-Alpes,Tous âges,163.15837853,238.16195013,1689.728579
2021-06-28,2021-S26,84,Auvergne et Rhône-Alpes,00-04 ans,437.18361712,454.54545455,2207.7922078
2021-06-28,2021-S26,84,Auvergne et Rhône-Alpes,05-14 ans,172.26528854,0.0,1104.9723757
2021-07-05,2021-S27,84,Auvergne et Rhône-Alpes,00-04 ans,592.39006607,469.48356808,3942.8959891
2021-07-12,2021-S28,84,Auvergne et Rhône-Alpes,15-64 ans,216.21180598,111.94029851,2146.9465649
2021-07-12,2021-S28,84,Auvergne et Rhône-Alpes,Tous âges,241.59841511,197.43336624,2696.5692164
2021-07-19,2021-S29,84,Auvergne et Rhône-Alpes,05-14 ans,25.464731347,0.0,1730.1038062
2021-07-19,2021-S29,84,Auvergne et Rhône-Alpes,15-64 ans,174.97116952,36.523009496,2189.2655367
2021-07-26,2021-S30,84,Auvergne et Rhône-Alpes,Tous âges,271.50614461,234.15776379,2429.3223469
2021-08-02,2021-S31,84,Auvergne et Rhône-Alpes,05-14 ans,149.298298,332.22591362,1673.6401674
2021-08-09,2021-S32,84,Auvergne et Rhône-Alpes,05-14 ans,58.309037901,0.0,1157.4074074
2021-08-09,2021-S32,84,Auvergne et Rhône-Alpes,15-64 ans,253.13304009,186.01190476,1967.7996422
2021-08-16,2021-S33,84,Auvergne et Rhône-Alpes,05-14 ans,58.08887598,0.0,1503.7593985
2021-08-16,2021-S33,84,Auvergne et Rhône-Alpes,15-64 ans,252.49440033,111.27596439,2185.2237253
2021-08-23,2021-S34,84,Auvergne et Rhône-Alpes,15-64 ans,181.64920581,37.285607755,2140.3091558
2021-08-23,2021-S34,84,Auvergne et Rhône-Alpes,65 ans ou plus,310.04318459,336.13445378,1673.0038023
2021-08-23,2021-S34,84,Auvergne et Rhône-Alpes,Tous âges,218.34615482,203.72526193,1925.7012889
2021-09-06,2021-S36,84,Auvergne et Rhône-Alpes,00-04 ans,160.85790885,0.0,2548.5436893
2021-09-06,2021-S36,84,Auvergne et Rhône-Alpes,05-14 ans,41.990342221,0.0,2130.8980213
2021-09-06,2021-S36,84,Auvergne et Rhône-Alpes,15-64 ans,233.281493,75.329566855,2651.0212951
2021-09-06,2021-S36,84,Auvergne et Rhône-Alpes,65 ans ou plus,173.05029995,192.20208677,1996.5277778
2021-09-06,2021-S36,84,Auvergne et Rhône-Alpes,Tous âges,192.335433,128.71853547,2496.8961236
2021-09-13,2021-S37,84,Auvergne et Rhône-Alpes,00-04 ans,274.4510978,248.13895782,1724.137931
2021-09-20,2021-S38,84,Auvergne et Rhône-Alpes,00-04 ans,593.60730594,507.6142132,3097.6965846
2021-09-27,2021-S39,84,Auvergne et Rhône-Alpes,00-04 ans,714.13997143,0.0,3659.5067621
2021-09-27,2021-S39,84,Auvergne et Rhône-Alpes,Tous âges,413.16685585,366.55857888,5034.5356869
2021-10-04,2021-S40,84,Auvergne et Rhône-Alpes,05-14 ans,350.05834306,600.6006006,3555.0458716
2021-10-04,2021-S40,84,Auvergne et Rhône-Alpes,Tous âges,545.56143445,433.32401454,5065.3192014
2021-10-11,2021-S41,84,Auvergne et Rhône-Alpes,Tous âges,559.39304722,499.5717956,5368.3339246
2021-10-18,2021-S42,84,Auvergne et Rhône-Alpes,00-04 ans,736.80603153,630.25210084,5406.824147
2021-10-18,2021-S42,84,Auvergne et Rhône-Alpes,15-64 ans,516.5416308,426.85292976,5317.1446515
2021-10-18,2021-S42,84,Auvergne et Rhône-Alpes,65 ans ou plus,604.42525634,596.16381545,5962.0596206
2021-10-25,2021-S43,84,Auvergne et Rhône-Alpes,15-64 ans,667.33820196,432.73013375,4768.0970958
2021-10-25,2021-S43,84,Auvergne et Rhône-Alpes,65 ans ou plus,641.75551185,691.4212548,6576.7284992
2021-11-01,2021-S44,84,Auvergne et Rhône-Alpes,00-04 ans,734.61891644,1190.4761905,3759.3984962
2021-11-08,2021-S45,84,Auvergne et Rhône-Alpes,15-64 ans,476.14887297,391.69604387,4688.0836758
2021-11-08,2021-S45,84,Auvergne et Rhône-Alpes,65 ans ou plus,635.66410171,683.85060494,6074.7663551
2021-11-08,2021-S45,84,Auvergne et Rhône-Alpes,Tous âges,499.0337337,540.54054054,4616.2221013
2021-11-15,2021-S46,84,Auvergne et Rhône-Alpes,15-64 ans,467.65059207,117.78563015,3935.8896328
2021-11-22,2021-S47,84,Auvergne et Rhône-Alpes,00-04 ans,990.87763448,839.16083916,5430.9915296
2021-11-22,2021-S47,84,Auvergne et Rhône-Alpes,15-64 ans,407.57296871,231.83925811,3767.5606641
2021-11-22,2021-S47,84,Auvergne et Rhône-Alpes,65 ans ou plus,474.95193939,457.31707317,6172.8395062
2021-11-29,2021-S48,84,Auvergne et Rhône-Alpes,05-14 ans,545.82670002,0.0,3515.625
2021-11-29,2021-S48,84,Auvergne et Rhône-Alpes,65 ans ou plus,562.70966346,588.66813834,3954.8022599
2021-12-06,2021-S49,84,Auvergne et Rhône-Alpes,00-04 ans,1192.9378082,1626.0162602,4590.1639344
2021-12-06,2021-S49,84,Auvergne et Rhône-Alpes,65 ans ou plus,700.7330746,695.61045814,4928.9099526
2021-12-13,2021-S50,84,Auvergne et Rhône-Alpes,00-04 ans,784.95502862,558.65921788,4059.0405904
2021-12-27,2021-S52,84,Auvergne et Rhône-Alpes,00-04 ans,618.41885342,419.58041958,3140.9168081
2021-12-27,2021-S52,84,Auvergne et Rhône-Alpes,05-14 ans,407.77917189,719.42446043,3527.607362
2021-12-27,2021-S52,84,Auvergne et Rhône-Alpes,Tous âges,637.68115942,622.63459895,4436.5680763
2022-01-03,2022-S01,84,Auvergne et Rhône-Alpes,00-04 ans,460.32441911,699.3006993,2362.9489603
2022-01-03,2022-S01,84,Auvergne et Rhône-Alpes,Tous âges,556.33164228,478.89098929,2875.6535576
2022-01-10,2022-S02,84,Auvergne et Rhône-Alpes,Tous âges,350.76938833,335.26756931,3182.7157626
2022-01-17,2022-S03,84,Auvergne et Rhône-Alpes,00-04 ans,561.34723336,330.5785124,2899.6282528
2022-01-24,2022-S04,84,Auvergne et Rhône-Alpes,15-64 ans,237.33841916,70.796460177,2263.5062994
2022-01-24,2022-S04,84,Auvergne et Rhône-Alpes,65 ans ou plus,419.43734015,352.60930889,3392.4441018
2022-01-24,2022-S04,84,Auvergne et Rhône-Alpes,Tous âges,287.64528425,286.67580705,2682.599683
2022-01-31,2022-S05,84,Auvergne et Rhône-Alpes,05-14 ans,136.47884578,271.00271003,2572.3472669
2022-01-31,2022-S05,84,Auvergne et Rhône-Alpes,15-64 ans,213.25599249,0.0,1796.0230917
2022-01-31,2022-S05,84,Auvergne et Rhône-Alpes,Tous âges,265.84677979,249.68789014,2281.2311406
2022-02-07,2022-S06,84,Auvergne et Rhône-Alpes,00-04 ans,534.24918909,0.0,2439.0243902
2022-02-07,2022-S06,84,Auvergne et Rhône-Alpes,05-14 ans,143.44629729,230.41474654,2742.6160338
2022-02-07,2022-S06,84,Auvergne et Rhône-Alpes,15-64 ans,254.59098497,178.57142857,1839.8025578
2022-02-07,2022-S06,84,Auvergne et Rhône-Alpes,65 ans ou plus,409.53481046,345.50839092,3183.6734694
2022-02-14,2022-S07,84,Auvergne et Rhône-Alpes,15-64 ans,275.37864564,247.61230987,2414.0286951
2022-02-14,2022-S07,84,Auvergne et Rhône-Alpes,65 ans ou plus,367.52783483,264.2007926,3653.98956
2022-02-21,2022-S08,84,Auvergne et Rhône-Alpes,05-14 ans,179.81568892,0.0,3338.8981636
2022-02-28,2022-S09,84,Auvergne et Rhône-Alpes,15-64 ans,332.33233233,70.052539405,2635.3131968
2022-02-28,2022-S09,84,Auvergne et Rhône-Alpes,65 ans ou plus,377.95275591,325.73289902,3135.5932203
2022-02-28,2022-S09,84,Auvergne et Rhône-Alpes,Tous âges,314.14762742,228.19472617,2812.2020972
2022-03-07,2022-S10,84,Auvergne et Rhône-Alpes,15-64 ans,433.56588231,173.370319,2785.985648
2022-03-07,2022-S10,84,Auvergne et Rhône-Alpes,65 ans ou plus,490.39640376,437.10539097,4059.6520298
2022-03-07,2022-S10,84,Auvergne et Rhône-Alpes,Tous âges,434.04972609,299.43855271,2949.2455418
2022-03-14,2022-S11,84,Auvergne et Rhône-Alpes,00-04 ans,356.27530364,315.45741325,2697.6160602
2022-03-14,2022-S11,84,Auvergne et Rhône-Alpes,05-14 ans,248.13895782,0.0,2964.9595687
2022-03-21,2022-S12,84,Auvergne et Rhône-Alpes,15-64 ans,381.4027995,213.52313167,3315.1581243
2022-03-28,2022-S13,84,Auvergne et Rhône-Alpes,00-04 ans,363.21611359,341.88034188,3343.2392273
2022-03-28,2022-S13,84,Auvergne et Rhône-Alpes,65 ans ou plus,506.22658702,461.50109303,4721.0300429
2022-03-28,2022-S13,84,Auvergne et Rhône-Alpes,Tous âges,422.26408064,409.88856155,3526.0115607
2022-04-04,2022-S14,84,Auvergne et Rhône-Alpes,00-04 ans,378.72267172,0.0,2652.5198939
2022-04-04,2022-S14,84,Auvergne et Rhône-Alpes,05-14 ans,256.371588,0.0,3484.6029173
2022-04-04,2022-S14,84,Auvergne et Rhône-Alpes,15-64 ans,453.86376194,221.64758035,2363.5906462
2022-04-11,2022-S15,84,Auvergne et Rhône-Alpes,65 ans ou plus,525.91317652,487.92388387,5259.1463415
2022-04-11,2022-S15,84,Auvergne et Rhône-Alpes,Tous âges,359.9318024,317.67041694,3338.9181427
2022-04-18,2022-S16,84,Auvergne et Rhône-Alpes,00-04 ans,310.75201989,443.45898004,2726.6028003
2022-04-25,2022-S17,84,Auvergne et Rhône-Alpes,05-14 ans,188.41262365,0.0,1827.2425249
2022-04-25,2022-S17,84,Auvergne et Rhône-Alpes,65 ans ou plus,403.71417037,250.81514924,4485.8523119
2022-05-02,2022-S18,84,Auvergne et Rhône-Alpes,05-14 ans,34.176349966,0.0,1747.311828
2022-05-02,2022-S18,84,Auvergne et Rhône-Alpes,15-64 ans,258.31317397,306.39601685,2070.7506471
2022-05-02,2022-S18,84,Auvergne et Rhône-Alpes,65 ans ou plus,464.1350211,501.05485232,2796.6742252
2022-05-09,2022-S19,84,Auvergne et Rhône-Alpes,05-14 ans,90.840272521,0.0,1880.8777429
2022-05-09,2022-S19,84,Auvergne et Rhône-Alpes,15-64 ans,177.11939457,110.82379017,1814.0068886
2022-05-09,2022-S19,84,Auvergne et Rhône-Alpes,Tous âges,238.52643668,284.70715835,2048.7551867
2022-05-16,2022-S20,84,Auvergne et Rhône-Alpes,00-04 ans,233.79383634,0.0,2158.2733813
2022-05-16,2022-S20,84,Auvergne et Rhône-Alpes,15-64 ans,188.50503962,146.46649579,1894.3878759
2022-05-16,2022-S20,84,Auvergne et Rhône-Alpes,Tous âges,211.23605095,174.7311828,2100.5154639
2022-05-23,2022-S21,84,Auvergne et Rhône-Alpes,05-14 ans,221.27659574,0.0,1998.0970504
2022-06-06,2022-S23,84,Auvergne et Rhône-Alpes,00-04 ans,240.01745581,0.0,1816.8604651
2022-06-06,2022-S23,84,Auvergne et Rhône-Alpes,65 ans ou plus,377.3178094,274.57440967,3591.3806864
2022-06-06,2022-S23,84,Auvergne et Rhône-Alpes,Tous âges,264.05953342,169.20473773,2423.405324
2022-06-13,2022-S24,84,Auvergne et Rhône-Alpes,65 ans ou plus,340.35311636,262.32948583,3096.2343096
2022-06-27,2022-S26,84,Auvergne et Rhône-Alpes,65 ans ou plus,328.77293456,267.02269693,3518.8216039
2022-07-18,2022-S29,84,Auvergne et Rhône-Alpes,00-04 ans,266.25249612,688.0733945,4004.004004
2022-07-18,2022-S29,84,Auvergne et Rhône-Alpes,15-64 ans,143.03309627,190.69412662,2077.9827224
2022-07-18,2022-S29,84,Auvergne et Rhône-Alpes,65 ans ou plus,354.36558716,379.65072134,2103.7868163
2022-07-18,2022-S29,84,Auvergne et Rhône-Alpes,Tous âges,202.17623407,314.29352282,2307.2819419
2022-07-25,2022-S30,84,Auvergne et Rhône-Alpes,05-14 ans,50.55611729,0.0,1340.4825737
2022-08-01,2022-S31,84,Auvergne et Rhône-Alpes,65 ans ou plus,288.92787122,298.50746269,2190.2806297
2022-08-08,2022-S32,84,Auvergne et Rhône-Alpes,00-04 ans,112.42270939,0.0,1574.8031496
