1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour bronchite,Taux d'hospitalisations après passages aux urgences pour bronchite,Taux d'actes médicaux SOS médecins pour bronchite
2021-05-10,2021-S19,84,Auvergne et Rhône-Alpes,15-64 ans,104.94752624,151.4004542,912.1709669
2021-05-17,2021-S20,84,Auvergne et Rhône-Alpes,00-04 ans,360.71032186,234.74178404,2459.0163934
2021-05-31,2021-S22,84,Auvergne et Rhône-Alpes,00-04 ans,386.56680358,215.98272138,3437.2501998
2021-05-31,2021-S22,84,Auvergne et Rhône-Alpes,65 ans ou plus,239.75339651,325.64450475,1320.9013209
2021-06-07,2021-S23,84,Auvergne et Rhône-Alpes,00-04 ans,341.04750305,464.03712297,2269.2889561
2021-06-07,2021-S23,84,Auvergne et Rhône-Alpes,05-14 ans,233.52793995,256.41025641,1769.9115044
2021-06-14,2021-S24,84,Auvergne et Rhône-Alpes,00-04 ans,429.86425339,206.61157025,3069.2362598
2021-06-14,2021-S24,84,Auvergne et Rhône-Alpes,15-64 ans,121.33547301,168.12373907,1012.2921186
2021-06-14,2021-S24,84,Auvergne et Rhône-Alpes,65 ans ou plus,259.57170668,334.79268607,1139.8176292
2021-06-28,2021-S26,84,Auvergne et Rhône-Alpes,15-64 ans,146.26416934,145.08523758,1465.5593552
2021-06-28,2021-S26,84,Auvergne et Rhône-Alpes,65 ans ou plus,151.11007788,114.35105775,2045.8265139
2021-06-28,2021-S26,84,Auvergne et Rhône-Alpes,Tous âges,180.06918448,143.08198598,1674.7988923
2021-07-05,2021-S27,84,Auvergne et Rhône-Alpes,15-64 ans,176.22624093,112.69722014,1471.3094654
2021-07-12,2021-S28,84,Auvergne et Rhône-Alpes,00-04 ans,443.13146233,471.69811321,3320.754717
2021-07-12,2021-S28,84,Auvergne et Rhône-Alpes,05-14 ans,165.01650165,0.0,3079.4165316
2021-07-12,2021-S28,84,Auvergne et Rhône-Alpes,65 ans ou plus,250.54466231,243.30900243,3568.7732342
2021-07-26,2021-S30,84,Auvergne et Rhône-Alpes,05-14 ans,107.58472297,0.0,1134.2155009
2021-08-02,2021-S31,84,Auvergne et Rhône-Alpes,00-04 ans,310.99802092,0.0,2291.1051213
2021-08-02,2021-S31,84,Auvergne et Rhône-Alpes,Tous âges,208.17135261,116.55011655,2163.1823461
2021-08-09,2021-S32,84,Auvergne et Rhône-Alpes,00-04 ans,95.087163233,0.0,664.45182724
2021-08-09,2021-S32,84,Auvergne et Rhône-Alpes,Tous âges,223.95589792,183.84952623,1917.0822943
2021-08-16,2021-S33,84,Auvergne et Rhône-Alpes,00-04 ans,154.46400989,350.87719298,1169.5906433
2021-08-16,2021-S33,84,Auvergne et Rhône-Alpes,65 ans ou plus,259.49761262,351.636462,2248.8755622
2021-08-30,2021-S35,84,Auvergne et Rhône-Alpes,00-04 ans,193.05019305,0.0,1472.7540501
2021-08-30,2021-S35,84,Auvergne et Rhône-Alpes,15-64 ans,283.57387734,302.000755,2432.7784891
2021-09-13,2021-S37,84,Auvergne et Rhône-Alpes,05-14 ans,111.81513231,0.0,2690.0584795
2021-09-13,2021-S37,84,Auvergne et Rhône-Alpes,65 ans ou plus,357.65379113,313.2118451,1624.5487365
2021-09-13,2021-S37,84,Auvergne et Rhône-Alpes,Tous âges,288.92306258,273.85413664,3022.5409836
2021-09-20,2021-S38,84,Auvergne et Rhône-Alpes,65 ans ou plus,376.7365199,447.30220855,3700.2775208
2021-09-20,2021-S38,84,Auvergne et Rhône-Alpes,Tous âges,425.26491913,369.52814099,4301.0752688
2021-09-27,2021-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,351.79300953,457.97413793,3521.1267606
2021-10-04,2021-S40,84,Auvergne et Rhône-Alpes,15-64 ans,666.58228916,469.48356808,5994.3119667
2021-10-11,2021-S41,84,Auvergne et Rhône-Alpes,05-14 ans,166.14362193,0.0,5396.8253968
2021-10-11,2021-S41,84,Auvergne et Rhône-Alpes,15-64 ans,583.47372314,271.21270825,5790.5982906
2021-10-18,2021-S42,84,Auvergne et Rhône-Alpes,05-14 ans,212.10952565,0.0,3900.3250271
2021-10-18,2021-S42,84,Auvergne et Rhône-Alpes,Tous âges,528.16507397,515.17683097,5270.3941338
2021-10-25,2021-S43,84,Auvergne et Rhône-Alpes,05-14 ans,496.68874172,371.7472119,7331.3782991
2021-10-25,2021-S43,84,Auvergne et Rhône-Alpes,Tous âges,703.26731075,602.24473036,5429.5366795
2021-11-01,2021-S44,84,Auvergne et Rhône-Alpes,05-14 ans,151.46925174,0.0,3240.0589102
2021-11-01,2021-S44,84,Auvergne et Rhône-Alpes,15-64 ans,577.63895426,318.34460804,4811.9692681
2021-11-08,2021-S45,84,Auvergne et Rhône-Alpes,05-14 ans,190.52155275,0.0,3836.6336634
2021-11-15,2021-S46,84,Auvergne et Rhône-Alpes,00-04 ans,1021.1800303,476.19047619,4419.2634561
2021-11-15,2021-S46,84,Auvergne et Rhône-Alpes,Tous âges,520.58684335,387.65056071,4204.3762172
2021-11-22,2021-S47,84,Auvergne et Rhône-Alpes,05-14 ans,235.1432236,389.10505837,3092.7835052
2021-11-29,2021-S48,84,Auvergne et Rhône-Alpes,15-64 ans,428.4340299,230.50326546,3616.0137753
2021-12-06,2021-S49,84,Auvergne et Rhône-Alpes,05-14 ans,518.36826685,803.21285141,3780.7183365
2021-12-13,2021-S50,84,Auvergne et Rhône-Alpes,05-14 ans,456.51129265,420.16806723,3423.9677744
2021-12-13,2021-S50,84,Auvergne et Rhône-Alpes,15-64 ans,487.74057474,469.8229129,3349.6906337
2021-12-13,2021-S50,84,Auvergne et Rhône-Alpes,65 ans ou plus,853.48506401,823.14791719,5764.1921397
2021-12-13,2021-S50,84,Auvergne et Rhône-Alpes,Tous âges,606.96588188,659.76714101,3826.7644363
2021-12-20,2021-S51,84,Auvergne et Rhône-Alpes,15-64 ans,550.31446541,208.98641588,3342.366757
2021-12-20,2021-S51,84,Auvergne et Rhône-Alpes,65 ans ou plus,680.74882371,496.83830172,5998.421468
2021-12-20,2021-S51,84,Auvergne et Rhône-Alpes,Tous âges,597.15316369,383.05003591,3844.2703232
2021-12-27,2021-S52,84,Auvergne et Rhône-Alpes,15-64 ans,487.05353426,279.23211169,3657.0247934
2022-01-03,2022-S01,84,Auvergne et Rhône-Alpes,05-14 ans,253.93600813,0.0,1650.9433962
2022-01-10,2022-S02,84,Auvergne et Rhône-Alpes,05-14 ans,133.7971635,0.0,2708.8036117
2022-01-10,2022-S02,84,Auvergne et Rhône-Alpes,15-64 ans,312.04111601,219.05805038,2665.8995013
2022-01-10,2022-S02,84,Auvergne et Rhône-Alpes,65 ans ou plus,511.0543273,430.00477783,6014.4346431
2022-01-17,2022-S03,84,Auvergne et Rhône-Alpes,65 ans ou plus,284.9002849,231.53507756,3228.4100081
2022-01-24,2022-S04,84,Auvergne et Rhône-Alpes,05-14 ans,136.05442177,619.19504644,3373.2317737
2022-02-21,2022-S08,84,Auvergne et Rhône-Alpes,00-04 ans,389.02538903,330.5785124,2607.9136691
2022-02-28,2022-S09,84,Auvergne et Rhône-Alpes,00-04 ans,300.18010806,486.22366288,3340.7572383
2022-02-28,2022-S09,84,Auvergne et Rhône-Alpes,05-14 ans,149.52649942,0.0,2583.4230355
2022-03-07,2022-S10,84,Auvergne et Rhône-Alpes,05-14 ans,495.58618554,269.54177898,2883.0313015
2022-03-21,2022-S12,84,Auvergne et Rhône-Alpes,00-04 ans,256.45135438,535.71428571,3644.7978794
2022-03-21,2022-S12,84,Auvergne et Rhône-Alpes,Tous âges,354.45370074,340.82302449,3540.6264185
2022-03-28,2022-S13,84,Auvergne et Rhône-Alpes,05-14 ans,421.68674699,537.6344086,3267.9738562
2022-04-04,2022-S14,84,Auvergne et Rhône-Alpes,65 ans ou plus,447.58305152,531.78631859,5375.347544
2022-04-11,2022-S15,84,Auvergne et Rhône-Alpes,15-64 ans,337.78476041,76.804915515,2775.9418374
2022-04-18,2022-S16,84,Auvergne et Rhône-Alpes,05-14 ans,189.30430667,0.0,2965.599051
2022-04-18,2022-S16,84,Auvergne et Rhône-Alpes,15-64 ans,318.05817117,329.35364347,2896.4667214
2022-04-25,2022-S17,84,Auvergne et Rhône-Alpes,00-04 ans,226.58610272,232.55813953,1849.9486125
2022-05-02,2022-S18,84,Auvergne et Rhône-Alpes,Tous âges,262.19554268,406.39013453,2214.360587
2022-05-09,2022-S19,84,Auvergne et Rhône-Alpes,00-04 ans,395.44080019,246.91358025,2436.9016536
2022-05-23,2022-S21,84,Auvergne et Rhône-Alpes,00-04 ans,279.44111776,0.0,2137.9310345
2022-05-23,2022-S21,84,Auvergne et Rhône-Alpes,15-64 ans,284.76506882,39.777247414,1554.770318
2022-05-23,2022-S21,84,Auvergne et Rhône-Alpes,65 ans ou plus,319.11498777,350.21551724,2490.8424908
2022-05-30,2022-S22,84,Auvergne et Rhône-Alpes,00-04 ans,290.04908523,466.2004662,2452.5316456
2022-05-30,2022-S22,84,Auvergne et Rhône-Alpes,15-64 ans,256.31925549,191.49751053,2483.6601307
2022-05-30,2022-S22,84,Auvergne et Rhône-Alpes,65 ans ou plus,311.02531103,233.22104172,2301.5873016
2022-06-06,2022-S23,84,Auvergne et Rhône-Alpes,15-64 ans,271.10766847,75.075075075,2342.3005566
2022-06-13,2022-S24,84,Auvergne et Rhône-Alpes,00-04 ans,321.33676093,0.0,2432.0457797
2022-06-20,2022-S25,84,Auvergne et Rhône-Alpes,00-04 ans,310.23784902,433.83947939,3010.5777055
2022-06-20,2022-S25,84,Auvergne et Rhône-Alpes,65 ans ou plus,369.6857671,360.82474227,3236.7972743
2022-07-04,2022-S27,84,Auvergne et Rhône-Alpes,00-04 ans,395.64787339,434.7826087,3220.3389831
2022-07-04,2022-S27,84,Auvergne et Rhône-Alpes,05-14 ans,129.50571984,0.0,2168.9497717
2022-07-04,2022-S27,84,Auvergne et Rhône-Alpes,65 ans ou plus,282.10218368,212.42697823,2775.4415475
2022-07-04,2022-S27,84,Auvergne et Rhône-Alpes,Tous âges,241.1173286,195.96864502,2319.8689956
2022-07-11,2022-S28,84,Auvergne et Rhône-Alpes,00-04 ans,276.57052548,215.98272138,3614.4578313
2022-07-11,2022-S28,84,Auvergne et Rhône-Alpes,05-14 ans,97.41841208,0.0,3429.2035398
2022-07-11,2022-S28,84,Auvergne et Rhône-Alpes,15-64 ans,176.65716465,151.57256537,1898.8692127
2022-07-11,2022-S28,84,Auvergne et Rhône-Alpes,65 ans ou plus,284.9002849,387.79731127,3684.5507434
2022-07-11,2022-S28,84,Auvergne et Rhône-Alpes,Tous âges,205.01138952,276.89325765,2657.06188
2022-07-18,2022-S29,84,Auvergne et Rhône-Alpes,05-14 ans,119.58861516,0.0,1772.1518987
2022-07-25,2022-S30,84,Auvergne et Rhône-Alpes,00-04 ans,325.0,0.0,2372.8813559
2022-07-25,2022-S30,84,Auvergne et Rhône-Alpes,15-64 ans,152.5553013,39.323633504,1333.6347197
2022-07-25,2022-S30,84,Auvergne et Rhône-Alpes,65 ans ou plus,214.68002453,187.61726079,2448.9795918
2022-08-01,2022-S31,84,Auvergne et Rhône-Alpes,05-14 ans,111.26564673,352.11267606,1154.4011544
2022-08-01,2022-S31,84,Auvergne et Rhône-Alpes,Tous âges,209.25192437,174.14018285,1544.3487768
2022-08-08,2022-S32,84,Auvergne et Rhône-Alpes,65 ans ou plus,269.9730027,287.73214753,2647.2534745
2022-08-22,2022-S34,84,Auvergne et Rhône-Alpes,05-14 ans,133.12034079,0.0,2362.2047244
2022-08-29,2022-S35,84,Auvergne et Rhône-Alpes,Tous âges,224.96334867,159.21262122,1384.6997532
2022-09-05,2022-S36,84,Auvergne et Rhône-Alpes,00-04 ans,268.96180742,260.41666667,1086.9565217
2022-09-05,2022-S36,84,Auvergne et Rhône-Alpes,Tous âges,192.61245886,197.76804633,1618.5594821
2022-09-12,2022-S37,84,Auvergne et Rhône-Alpes,15-64 ans,199.58384645,154.79876161,3084.0914134
2022-09-12,2022-S37,84,Auvergne et Rhône-Alpes,Tous âges,264.55026455,376.72666388,2735.7170123
2022-09-19,2022-S38,84,Auvergne et Rhône-Alpes,Tous âges,269.06043145,230.5397342,2959.3094945
2022-09-26,2022-S39,84,Auvergne et Rhône-Alpes,05-14 ans,270.84542465,0.0,3420.5231388
2022-09-26,2022-S39,84,Auvergne et Rhône-Alpes,15-64 ans,293.03708887,289.13672036,4402.2442814
2022-09-26,2022-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,399.49537426,468.67291564,4340.8360129
2022-10-03,2022-S40,84,Auvergne et Rhône-Alpes,05-14 ans,279.55928301,310.55900621,4482.3906083
2022-10-03,2022-S40,84,Auvergne et Rhône-Alpes,15-64 ans,373.74543317,161.74686615,3468.9793195
2022-10-03,2022-S40,84,Auvergne et Rhône-Alpes,65 ans ou plus,473.04622056,410.03376749,4042.9042904
2022-10-10,2022-S41,84,Auvergne et Rhône-Alpes,65 ans ou plus,572.65569077,638.03680982,5998.3566146
2022-10-10,2022-S41,84,Auvergne et Rhône-Alpes,Tous âges,558.37127395,557.32484076,4356.5289062
2022-10-17,2022-S42,84,Auvergne et Rhône-Alpes,65 ans ou plus,494.5498587,454.2013626,4580.812446
2022-10-17,2022-S42,84,Auvergne et Rhône-Alpes,Tous âges,480.99138836,392.05083142,4184.9682772
2022-10-24,2022-S43,84,Auvergne et Rhône-Alpes,05-14 ans,512.93487957,0.0,4594.9214027
2022-10-31,2022-S44,84,Auvergne et Rhône-Alpes,00-04 ans,1122.3344557,1769.9115044,4405.0343249
2022-10-31,2022-S44,84,Auvergne et Rhône-Alpes,Tous âges,621.4649815,722.3796034,4939.6403055
2022-11-07,2022-S45,84,Auvergne et Rhône-Alpes,65 ans ou plus,582.3986195,526.03892688,5752.2123894
2022-11-07,2022-S45,84,Auvergne et Rhône-Alpes,Tous âges,503.96137077,481.38184907,3733.0183107
2022-11-21,2022-S47,84,Auvergne et Rhône-Alpes,15-64 ans,517.65498085,121.70385396,4350.0252908
2022-11-21,2022-S47,84,Auvergne et Rhône-Alpes,65 ans ou plus,699.88509349,618.65874783,6013.7457045
2022-11-21,2022-S47,84,Auvergne et Rhône-Alpes,Tous âges,714.65251626,521.98877724,4422.8949858
2022-11-28,2022-S48,84,Auvergne et Rhône-Alpes,65 ans ou plus,918.91346057,669.69624492,6523.5342692
2022-12-05,2022-S49,84,Auvergne et Rhône-Alpes,00-04 ans,902.1708486,912.64667536,3352.9411765
2022-12-05,2022-S49,84,Auvergne et Rhône-Alpes,05-14 ans,695.93147752,740.74074074,4952.5101764
2022-12-05,2022-S49,84,Auvergne et Rhône-Alpes,15-64 ans,712.43523316,462.18487395,4647.5770925
2022-12-12,2022-S50,84,Auvergne et Rhône-Alpes,65 ans ou plus,1400.1892148,1158.0381471,6780.9820733
2022-12-19,2022-S51,84,Auvergne et Rhône-Alpes,15-64 ans,1179.9534785,407.33197556,5818.1818182
2022-12-26,2022-S52,84,Auvergne et Rhône-Alpes,Tous âges,1193.1508343,1070.2818409,6202.143951
2023-01-02,2023-S01,84,Auvergne et Rhône-Alpes,05-14 ans,222.66755734,0.0,2857.1428571
2023-01-02,2023-S01,84,Auvergne et Rhône-Alpes,15-64 ans,855.2383348,389.24274593,3692.8702011
2023-01-02,2023-S01,84,Auvergne et Rhône-Alpes,Tous âges,891.24496504,858.47436841,4331.7248345
2023-01-09,2023-S02,84,Auvergne et Rhône-Alpes,65 ans ou plus,1003.9099651,942.02898551,6081.0810811
2023-01-09,2023-S02,84,Auvergne et Rhône-Alpes,Tous âges,612.29966092,683.49106204,3561.6438356
2023-01-16,2023-S03,84,Auvergne et Rhône-Alpes,05-14 ans,302.37580994,0.0,3125.0
2023-01-16,2023-S03,84,Auvergne et Rhône-Alpes,65 ans ou plus,852.33326231,642.29249012,6320.9076175
2023-01-16,2023-S03,84,Auvergne et Rhône-Alpes,Tous âges,530.58829283,495.95405899,3276.6990291
2023-02-06,2023-S06,84,Auvergne et Rhône-Alpes,00-04 ans,448.12906117,397.61431412,3914.0445127
2023-02-06,2023-S06,84,Auvergne et Rhône-Alpes,65 ans ou plus,868.58777846,720.4610951,5667.7018634
2023-02-06,2023-S06,84,Auvergne et Rhône-Alpes,Tous âges,601.9599817,510.59484299,4467.1036659
2023-02-13,2023-S07,84,Auvergne et Rhône-Alpes,Tous âges,538.688665,383.18912237,3579.6105384
2023-02-20,2023-S08,84,Auvergne et Rhône-Alpes,00-04 ans,347.13612695,223.21428571,2003.4843206
2023-02-27,2023-S09,84,Auvergne et Rhône-Alpes,05-14 ans,66.061106524,0.0,2559.8678778
2023-02-27,2023-S09,84,Auvergne et Rhône-Alpes,Tous âges,401.23526362,391.85943623,3385.894145
2023-03-06,2023-S10,84,Auvergne et Rhône-Alpes,15-64 ans,380.76906984,141.94464159,2775.9705053
2023-03-13,2023-S11,84,Auvergne et Rhône-Alpes,00-04 ans,379.98733376,370.37037037,1826.4840183
2023-03-20,2023-S12,84,Auvergne et Rhône-Alpes,00-04 ans,289.53229399,191.57088123,1507.9365079
2023-03-20,2023-S12,84,Auvergne et Rhône-Alpes,05-14 ans,138.26477705,0.0,3127.5720165
2023-03-27,2023-S13,84,Auvergne et Rhône-Alpes,00-04 ans,439.36731107,590.5511811,2260.3273578
2023-03-27,2023-S13,84,Auvergne et Rhône-Alpes,Tous âges,418.32348817,304.23280423,2955.9671287
2023-04-03,2023-S14,84,Auvergne et Rhône-Alpes,05-14 ans,168.03584765,0.0,2474.2268041
2023-04-10,2023-S15,84,Auvergne et Rhône-Alpes,05-14 ans,143.02059497,0.0,2716.0493827
2023-04-10,2023-S15,84,Auvergne et Rhône-Alpes,15-64 ans,322.41950865,274.18723071,2694.6107784
2023-04-10,2023-S15,84,Auvergne et Rhône-Alpes,65 ans ou plus,782.83855226,722.83150548,5980.5285118
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,00-04 ans,343.05317324,417.53653445,1295.8963283
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,05-14 ans,77.821011673,0.0,2677.1653543
2023-04-17,2023-S16,84,Auvergne et Rhône-Alpes,15-64 ans,264.85388894,194.93177388,2479.7219003
2023-04-24,2023-S17,84,Auvergne et Rhône-Alpes,05-14 ans,172.71157168,0.0,1348.0392157
2023-04-24,2023-S17,84,Auvergne et Rhône-Alpes,15-64 ans,222.88261516,113.50737798,2214.9122807
2023-05-01,2023-S18,84,Auvergne et Rhône-Alpes,05-14 ans,124.06947891,251.25628141,1979.0454016
2023-05-01,2023-S18,84,Auvergne et Rhône-Alpes,15-64 ans,251.4142049,209.64360587,2081.4682184
2023-05-08,2023-S19,84,Auvergne et Rhône-Alpes,65 ans ou plus,589.906052,604.30898581,4509.4936709
2023-05-15,2023-S20,84,Auvergne et Rhône-Alpes,Tous âges,271.72617629,270.68832173,2636.5585972
2023-05-22,2023-S21,84,Auvergne et Rhône-Alpes,Tous âges,271.31261492,324.59425718,2224.5623272
2023-05-29,2023-S22,84,Auvergne et Rhône-Alpes,00-04 ans,357.73908896,204.08163265,2794.7598253
2023-06-05,2023-S23,84,Auvergne et Rhône-Alpes,15-64 ans,240.90580583,99.239166391,2250.8741259
2023-06-12,2023-S24,84,Auvergne et Rhône-Alpes,15-64 ans,216.52832912,253.6461636,2068.4736091
2023-06-19,2023-S25,84,Auvergne et Rhône-Alpes,15-64 ans,193.75151368,163.93442623,1845.9266552
2023-06-19,2023-S25,84,Auvergne et Rhône-Alpes,65 ans ou plus,309.06959395,389.61038961,3043.1107354
2023-06-26,2023-S26,84,Auvergne et Rhône-Alpes,15-64 ans,175.42428198,250.78369906,2056.6174692
2023-06-26,2023-S26,84,Auvergne et Rhône-Alpes,65 ans ou plus,236.10216785,209.42408377,2345.7862728
2023-07-03,2023-S27,84,Auvergne et Rhône-Alpes,00-04 ans,183.2460733,0.0,1611.3744076
2023-07-03,2023-S27,84,Auvergne et Rhône-Alpes,65 ans ou plus,265.25198939,309.75735674,2512.5628141
2023-07-03,2023-S27,84,Auvergne et Rhône-Alpes,Tous âges,173.89647205,180.0180018,2072.1925134
2023-07-17,2023-S29,84,Auvergne et Rhône-Alpes,00-04 ans,106.58140155,0.0,2944.3838604
2023-07-17,2023-S29,84,Auvergne et Rhône-Alpes,Tous âges,220.94253144,216.09253845,2070.3070724
2023-07-24,2023-S30,84,Auvergne et Rhône-Alpes,05-14 ans,184.21052632,255.7544757,2896.5517241
2023-07-24,2023-S30,84,Auvergne et Rhône-Alpes,15-64 ans,201.22447232,102.3890785,2278.2355793
2023-07-24,2023-S30,84,Auvergne et Rhône-Alpes,Tous âges,216.43956909,197.81089279,2358.1534944
2023-07-31,2023-S31,84,Auvergne et Rhône-Alpes,05-14 ans,137.51375138,0.0,3642.384106
2023-07-31,2023-S31,84,Auvergne et Rhône-Alpes,Tous âges,234.94341148,210.05645267,2324.8746391
2023-08-14,2023-S33,84,Auvergne et Rhône-Alpes,15-64 ans,203.01992133,67.590402163,2444.9877751
2023-08-14,2023-S33,84,Auvergne et Rhône-Alpes,65 ans ou plus,300.09680542,273.15619568,3478.8108792
2023-08-21,2023-S34,84,Auvergne et Rhône-Alpes,00-04 ans,302.20610456,539.08355795,1916.9329073
2023-08-21,2023-S34,84,Auvergne et Rhône-Alpes,65 ans ou plus,282.42888844,246.7917078,2556.8181818
2023-08-21,2023-S34,84,Auvergne et Rhône-Alpes,Tous âges,228.41036108,234.71117486,1788.5248247
2023-08-28,2023-S35,84,Auvergne et Rhône-Alpes,65 ans ou plus,348.43205575,279.96945788,2621.1278793
2023-08-28,2023-S35,84,Auvergne et Rhône-Alpes,Tous âges,201.26292485,214.93820527,2312.8071697
2023-09-04,2023-S36,84,Auvergne et Rhône-Alpes,00-04 ans,246.84585848,454.54545455,2352.9411765
2023-09-18,2023-S38,84,Auvergne et Rhône-Alpes,Tous âges,332.38695381,312.69543465,2494.8559671
2023-09-25,2023-S39,84,Auvergne et Rhône-Alpes,65 ans ou plus,393.50216931,535.54040896,4036.2438221
2023-09-25,2023-S39,84,Auvergne et Rhône-Alpes,Tous âges,292.7308887,444.38958153,3509.4435937
2023-10-02,2023-S40,84,Auvergne et Rhône-Alpes,00-04 ans,266.78523788,211.86440678,3418.0543383
2022-03-28,2022-S13,93,Provence-Alpes-Côte d'Azur,Tous âges,411.54889137,293.59953024,4532.8096874
2022-04-11,2022-S15,93,Provence-Alpes-Côte d'Azur,00-04 ans,614.12487206,863.93088553,5022.8310502
2022-04-11,2022-S15,93,Provence-Alpes-Côte d'Azur,05-14 ans,348.10126582,0.0,5354.5586107
2022-04-18,2022-S16,93,Provence-Alpes-Côte d'Azur,00-04 ans,291.88558085,227.27272727,5236.2707535
2022-04-18,2022-S16,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,497.84714747,477.46941212,6101.6949153
2022-04-25,2022-S17,93,Provence-Alpes-Côte d'Azur,00-04 ans,443.08111793,869.56521739,2101.3597033
2022-04-25,2022-S17,93,Provence-Alpes-Côte d'Azur,05-14 ans,53.59056806,295.85798817,3067.4846626
2022-04-25,2022-S17,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,399.52057531,266.35099142,6480.6480648
2022-05-02,2022-S18,93,Provence-Alpes-Côte d'Azur,00-04 ans,390.11703511,514.13881748,5184.3317972
2022-05-02,2022-S18,93,Provence-Alpes-Côte d'Azur,15-64 ans,222.49852758,163.86726751,3054.2986425
2022-05-16,2022-S20,93,Provence-Alpes-Côte d'Azur,05-14 ans,196.94731659,0.0,3159.0413943
2022-05-23,2022-S21,93,Provence-Alpes-Côte d'Azur,00-04 ans,722.58064516,242.7184466,4416.4037855
2022-05-23,2022-S21,93,Provence-Alpes-Côte d'Azur,15-64 ans,227.42234724,116.91348402,3404.7034047
2022-05-30,2022-S22,93,Provence-Alpes-Côte d'Azur,05-14 ans,180.41237113,0.0,3489.6401309
2022-05-30,2022-S22,93,Provence-Alpes-Côte d'Azur,15-64 ans,398.88075252,75.357950264,3120.4111601
2022-05-30,2022-S22,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,404.25818623,276.49769585,4056.6037736
2022-05-30,2022-S22,93,Provence-Alpes-Côte d'Azur,Tous âges,377.28670619,166.26360339,3384.1514492
2022-06-06,2022-S23,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,272.44244653,155.71473061,3700.1897533
2022-06-06,2022-S23,93,Provence-Alpes-Côte d'Azur,Tous âges,305.91648795,152.74171376,3588.5933996
2022-06-13,2022-S24,93,Provence-Alpes-Côte d'Azur,15-64 ans,216.5934661,37.807183365,2425.5788313
2022-06-13,2022-S24,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,242.81667341,245.24831392,4136.5046536
2022-06-20,2022-S25,93,Provence-Alpes-Côte d'Azur,05-14 ans,196.73974143,0.0,2232.6674501
2022-06-27,2022-S26,93,Provence-Alpes-Côte d'Azur,05-14 ans,208.27134781,0.0,2708.5590466
2022-06-27,2022-S26,93,Provence-Alpes-Côte d'Azur,Tous âges,292.59294597,153.30369462,3151.8151815
2022-07-04,2022-S27,93,Provence-Alpes-Côte d'Azur,05-14 ans,361.48537627,0.0,3406.3260341
2022-07-04,2022-S27,93,Provence-Alpes-Côte d'Azur,15-64 ans,242.40274329,152.03344736,2762.6193724
2022-07-11,2022-S28,93,Provence-Alpes-Côte d'Azur,05-14 ans,239.80815348,369.00369004,2949.3087558
2022-07-11,2022-S28,93,Provence-Alpes-Côte d'Azur,15-64 ans,214.49537142,158.85623511,3304.3478261
2022-07-18,2022-S29,93,Provence-Alpes-Côte d'Azur,Tous âges,287.45298309,209.11127707,3621.7008798
2022-07-25,2022-S30,93,Provence-Alpes-Côte d'Azur,05-14 ans,182.59281802,0.0,3076.9230769
2022-08-01,2022-S31,93,Provence-Alpes-Côte d'Azur,05-14 ans,187.44142455,0.0,1974.3336624
2022-08-01,2022-S31,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,342.20532319,271.98549411,3552.8596187
2022-08-08,2022-S32,93,Provence-Alpes-Côte d'Azur,05-14 ans,190.77901431,0.0,2340.4255319
2022-08-08,2022-S32,93,Provence-Alpes-Côte d'Azur,15-64 ans,197.3832619,119.85617259,2954.6146817
2022-08-08,2022-S32,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,284.16110699,211.86440678,4304.9327354
2022-08-15,2022-S33,93,Provence-Alpes-Côte d'Azur,00-04 ans,291.16790683,621.11801242,4182.0418204
2022-08-15,2022-S33,93,Provence-Alpes-Côte d'Azur,05-14 ans,98.328416912,0.0,2181.4006889
2022-08-22,2022-S34,93,Provence-Alpes-Côte d'Azur,Tous âges,274.92108747,160.79755588,3757.1080422
2022-08-29,2022-S35,93,Provence-Alpes-Côte d'Azur,00-04 ans,282.8854314,307.69230769,3211.6788321
2022-08-29,2022-S35,93,Provence-Alpes-Côte d'Azur,05-14 ans,201.12630732,462.96296296,1574.8031496
2022-09-05,2022-S36,93,Provence-Alpes-Côte d'Azur,Tous âges,266.97579654,193.23671498,3743.2219696
2022-09-12,2022-S37,93,Provence-Alpes-Côte d'Azur,Tous âges,354.76718404,241.58479626,4578.9043336
2022-09-19,2022-S38,93,Provence-Alpes-Côte d'Azur,00-04 ans,795.27963058,0.0,9869.3759071
2022-09-19,2022-S38,93,Provence-Alpes-Côte d'Azur,15-64 ans,411.79596174,125.83892617,4955.9830453
2022-09-19,2022-S38,93,Provence-Alpes-Côte d'Azur,Tous âges,488.0183091,235.33103232,6588.308073
2022-09-26,2022-S39,93,Provence-Alpes-Côte d'Azur,00-04 ans,1159.6348384,201.61290323,9240.2464066
2022-09-26,2022-S39,93,Provence-Alpes-Côte d'Azur,65 ans ou plus,476.94753577,339.50617284,8608.490566
