Année,Région Code,Région,Classe d'âge,Sexe,Taux de passages aux urgences pour gestes auto infligés
2024,24,Centre-Val de Loire,45-64 ans,Hommes,376.533821596799
2024,24,Centre-Val de Loire,Tous,Hommes,259.120187719389
2024,24,Centre-Val de Loire,11-17 ans,Femmes,1865.22841824778
2024,24,Centre-Val de Loire,25-44 ans,Femmes,622.159466972599
2024,24,Centre-Val de Loire,45-64 ans,Femmes,594.607128660395
2024,24,Centre-Val de Loire,65 ans et plus,Femmes,189.451112244579
2024,24,Centre-Val de Loire,25-44 ans,Hommes et Femmes,527.9912492286979
2024,24,Centre-Val de Loire,65 ans et plus,Hommes et Femmes,147.704724321673
2020,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes,175.05569954076302
2020,27,Bourgogne et Franche-Comté,Tous,Hommes,466.669797365517
2020,27,Bourgogne et Franche-Comté,25-44 ans,Femmes,982.774364292016
2020,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes et Femmes,230.293042614777
2020,27,Bourgogne et Franche-Comté,Tous,Hommes et Femmes,592.0611842135249
2021,27,Bourgogne et Franche-Comté,45-64 ans,Hommes,507.73932761510395
2021,27,Bourgogne et Franche-Comté,11-17 ans,Femmes,1646.24293024509
2021,27,Bourgogne et Franche-Comté,18-24 ans,Femmes,1508.29994275902
2021,27,Bourgogne et Franche-Comté,45-64 ans,Femmes,1064.0636679417798
2021,27,Bourgogne et Franche-Comté,65 ans et plus,Femmes,241.908650257646
2021,27,Bourgogne et Franche-Comté,00-10 ans,Hommes et Femmes,106.349456436112
2021,27,Bourgogne et Franche-Comté,25-44 ans,Hommes et Femmes,745.984481025776
2022,27,Bourgogne et Franche-Comté,18-24 ans,Hommes,601.558694593278
2022,27,Bourgogne et Franche-Comté,45-64 ans,Hommes,557.25199909699
2022,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes,122.89810889344099
2022,27,Bourgogne et Franche-Comté,00-10 ans,Femmes,100.955802336406
2022,27,Bourgogne et Franche-Comté,11-17 ans,Femmes,1679.32489451477
2022,27,Bourgogne et Franche-Comté,25-44 ans,Femmes,846.7233774417141
2022,27,Bourgogne et Franche-Comté,Tous,Femmes,703.964520380579
2022,27,Bourgogne et Franche-Comté,45-64 ans,Hommes et Femmes,761.813916316481
2023,27,Bourgogne et Franche-Comté,45-64 ans,Hommes,465.615172716414
2023,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes,125.564803804994
2023,27,Bourgogne et Franche-Comté,00-10 ans,Femmes,88.1346817441704
2023,27,Bourgogne et Franche-Comté,18-24 ans,Femmes,1879.60080304926
2023,27,Bourgogne et Franche-Comté,45-64 ans,Femmes,946.0331111588911
2024,27,Bourgogne et Franche-Comté,00-10 ans,Hommes,103.22905520236701
2024,27,Bourgogne et Franche-Comté,25-44 ans,Hommes,650.593611347769
2024,27,Bourgogne et Franche-Comté,45-64 ans,Hommes,472.52894087922004
2024,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes,128.74900427928299
2024,27,Bourgogne et Franche-Comté,11-17 ans,Femmes,2068.5612193624
2024,27,Bourgogne et Franche-Comté,65 ans et plus,Femmes,217.61632692981698
2024,27,Bourgogne et Franche-Comté,Tous,Femmes,759.087607436183
2024,27,Bourgogne et Franche-Comté,18-24 ans,Hommes et Femmes,1313.46656309583
2024,27,Bourgogne et Franche-Comté,25-44 ans,Hommes et Femmes,766.66503763073
2024,27,Bourgogne et Franche-Comté,Tous,Hommes et Femmes,555.462905608234
2020,28,Normandie,11-17 ans,Hommes,200.02712232167102
2020,28,Normandie,25-44 ans,Hommes,539.651906650942
2020,28,Normandie,45-64 ans,Hommes,460.945468031842
2020,28,Normandie,00-10 ans,Femmes,135.520258285669
2020,28,Normandie,18-24 ans,Femmes,771.44198052329
2020,28,Normandie,65 ans et plus,Femmes,205.266740406705
2020,28,Normandie,Tous,Femmes,483.88141812891297
2020,28,Normandie,11-17 ans,Hommes et Femmes,411.57909178213697
2020,28,Normandie,45-64 ans,Hommes et Femmes,590.475777483865
2020,28,Normandie,65 ans et plus,Hommes et Femmes,157.504024459449
2020,28,Normandie,Tous,Hommes et Femmes,399.815711060047
2021,28,Normandie,11-17 ans,Hommes,171.237006487712
2021,28,Normandie,18-24 ans,Hommes,516.3625129642301
2021,28,Normandie,25-44 ans,Hommes,512.468149675055
2021,28,Normandie,Tous,Hommes,314.467433838413
2021,28,Normandie,65 ans et plus,Femmes,281.263522284725
2021,28,Normandie,11-17 ans,Hommes et Femmes,638.571166432198
2022,28,Normandie,45-64 ans,Hommes,393.274325919998
2022,28,Normandie,65 ans et plus,Hommes,125.37771163126298
2022,28,Normandie,18-24 ans,Femmes,1272.26463104326
2022,28,Normandie,45-64 ans,Femmes,696.003339011156
2022,28,Normandie,00-10 ans,Hommes et Femmes,76.1672997973662
2022,28,Normandie,18-24 ans,Hommes et Femmes,881.011214597985
2023,28,Normandie,00-10 ans,Hommes,79.72581650232759
2023,28,Normandie,18-24 ans,Hommes,492.471946016052
2023,28,Normandie,65 ans et plus,Hommes,121.08761732972599
2023,28,Normandie,00-10 ans,Femmes,74.48266928615381
2023,28,Normandie,11-17 ans,Femmes,1169.61314275821
2023,28,Normandie,18-24 ans,Femmes,1229.55529168422
2023,28,Normandie,25-44 ans,Femmes,733.9913945836499
2023,28,Normandie,45-64 ans,Femmes,676.223965377333
2023,28,Normandie,65 ans et plus,Femmes,204.481674211335
2023,28,Normandie,00-10 ans,Hommes et Femmes,77.3115407298011
2023,28,Normandie,18-24 ans,Hommes et Femmes,857.4978894548631
2023,28,Normandie,25-44 ans,Hommes et Femmes,603.8575288291901
2023,28,Normandie,65 ans et plus,Hommes et Femmes,166.294574591718
2024,28,Normandie,00-10 ans,Hommes,79.3539653643281
2024,28,Normandie,18-24 ans,Femmes,1286.59747878878
2024,28,Normandie,25-44 ans,Femmes,688.121094844969
2024,28,Normandie,00-10 ans,Hommes et Femmes,79.8445291432531
2024,28,Normandie,25-44 ans,Hommes et Femmes,576.858673811119
2024,28,Normandie,45-64 ans,Hommes et Femmes,511.84725097768603
2024,28,Normandie,65 ans et plus,Hommes et Femmes,166.137662102113
2020,32,Hauts-de-France,18-24 ans,Hommes,796.939156401642
2020,32,Hauts-de-France,25-44 ans,Hommes,860.174772529159
2020,32,Hauts-de-France,45-64 ans,Hommes,733.187832492157
2020,32,Hauts-de-France,Tous,Hommes,524.758041987716
2020,32,Hauts-de-France,Tous,Femmes,803.482939260937
2021,32,Hauts-de-France,00-10 ans,Hommes,95.6780433840128
2021,32,Hauts-de-France,45-64 ans,Hommes,701.131506910621
2021,32,Hauts-de-France,00-10 ans,Femmes,108.627345363139
2021,32,Hauts-de-France,18-24 ans,Femmes,1287.7291960507798
2021,32,Hauts-de-France,Tous,Femmes,790.317912846438
2021,32,Hauts-de-France,25-44 ans,Hommes et Femmes,857.476078140324
2021,32,Hauts-de-France,Tous,Hommes et Femmes,623.341707996742
2022,32,Hauts-de-France,00-10 ans,Hommes,81.6821722652989
2022,32,Hauts-de-France,11-17 ans,Hommes,306.305342286188
2022,32,Hauts-de-France,18-24 ans,Hommes,561.472934948799
2022,32,Hauts-de-France,45-64 ans,Hommes,670.692156980749
2022,32,Hauts-de-France,11-17 ans,Femmes,1604.8476474228898
2022,32,Hauts-de-France,45-64 ans,Femmes,1014.58364757905
2022,32,Hauts-de-France,65 ans et plus,Femmes,268.78063908854
2022,32,Hauts-de-France,11-17 ans,Hommes et Femmes,931.6447272651651
2023,32,Hauts-de-France,00-10 ans,Hommes,85.68818322149761
2023,32,Hauts-de-France,45-64 ans,Hommes,635.7079016603931
2023,32,Hauts-de-France,25-44 ans,Femmes,877.044420787767
2023,32,Hauts-de-France,65 ans et plus,Femmes,256.50923941201
2023,32,Hauts-de-France,Tous,Femmes,729.061303316509
2023,32,Hauts-de-France,00-10 ans,Hommes et Femmes,84.46994249148409
2023,32,Hauts-de-France,18-24 ans,Hommes et Femmes,1047.56459674296
2023,32,Hauts-de-France,25-44 ans,Hommes et Femmes,788.572004434143
2024,32,Hauts-de-France,00-10 ans,Hommes,77.466607197352
2024,32,Hauts-de-France,11-17 ans,Hommes,276.950043821209
2024,32,Hauts-de-France,25-44 ans,Hommes,694.424096809165
2024,32,Hauts-de-France,25-44 ans,Femmes,888.361307420495
2024,32,Hauts-de-France,00-10 ans,Hommes et Femmes,77.6219682895172
2024,32,Hauts-de-France,11-17 ans,Hommes et Femmes,949.3371212121209
2024,32,Hauts-de-France,18-24 ans,Hommes et Femmes,1070.68082136595
2024,32,Hauts-de-France,25-44 ans,Hommes et Femmes,785.946763962022
2024,32,Hauts-de-France,45-64 ans,Hommes et Femmes,776.2279027721979
2024,32,Hauts-de-France,65 ans et plus,Hommes et Femmes,213.722852200653
2020,44,Grand Est,11-17 ans,Hommes,426.58337024173096
2020,44,Grand Est,18-24 ans,Hommes,666.4053312426499
2020,44,Grand Est,25-44 ans,Hommes,745.304187182354
2020,44,Grand Est,45-64 ans,Hommes,583.269378357636
2020,44,Grand Est,Tous,Hommes,442.81586210375406
2020,44,Grand Est,18-24 ans,Femmes,1310.84543125534
2020,44,Grand Est,Tous,Femmes,732.173216154496
2020,44,Grand Est,11-17 ans,Hommes et Femmes,947.368421052632
2020,44,Grand Est,45-64 ans,Hommes et Femmes,797.95235428344
2021,44,Grand Est,00-10 ans,Hommes,130.453929820771
2021,44,Grand Est,25-44 ans,Hommes,612.512351865219
2021,44,Grand Est,65 ans et plus,Hommes,132.348696576533
2021,44,Grand Est,18-24 ans,Femmes,1314.77591036415
2021,44,Grand Est,65 ans et plus,Femmes,258.68707286553104
2021,44,Grand Est,18-24 ans,Hommes et Femmes,907.3461624141061
2022,44,Grand Est,25-44 ans,Hommes,617.8672675728719
2022,44,Grand Est,45-64 ans,Hommes,501.168644372528
2022,44,Grand Est,11-17 ans,Femmes,1916.31767873168
2022,44,Grand Est,18-24 ans,Femmes,1556.23241956692
2022,44,Grand Est,18-24 ans,Hommes et Femmes,1041.9377928162398
2022,44,Grand Est,25-44 ans,Hommes et Femmes,708.786330757252
2022,44,Grand Est,Tous,Hommes et Femmes,516.62663013796
2023,44,Grand Est,00-10 ans,Hommes,81.13783886979759
2023,44,Grand Est,18-24 ans,Hommes,600.919052668788
2023,44,Grand Est,18-24 ans,Femmes,1793.46203165346
2023,44,Grand Est,25-44 ans,Femmes,861.5680871196399
2023,44,Grand Est,45-64 ans,Femmes,841.690708430645
2023,44,Grand Est,Tous,Femmes,723.898511950468
2023,44,Grand Est,00-10 ans,Hommes et Femmes,87.4274898256259
2023,44,Grand Est,18-24 ans,Hommes et Femmes,1187.15263759202
2023,44,Grand Est,25-44 ans,Hommes et Femmes,708.546139317605
2023,44,Grand Est,45-64 ans,Hommes et Femmes,635.540209177801
2023,44,Grand Est,Tous,Hommes et Femmes,520.577159619211
2024,44,Grand Est,Tous,Hommes,318.720375802094
2024,44,Grand Est,25-44 ans,Femmes,831.2336817105751
2024,44,Grand Est,11-17 ans,Hommes et Femmes,1131.34378688248
2024,44,Grand Est,18-24 ans,Hommes et Femmes,1129.5297152576
2020,52,Pays de la Loire,65 ans et plus,Hommes,151.722852921996
2020,52,Pays de la Loire,11-17 ans,Femmes,1277.0470937632601
2020,52,Pays de la Loire,65 ans et plus,Femmes,271.30880298090403
2020,52,Pays de la Loire,65 ans et plus,Hommes et Femmes,215.45301013312098
2021,52,Pays de la Loire,25-44 ans,Hommes,704.889433730963
2021,52,Pays de la Loire,11-17 ans,Femmes,1930.36082131703
2021,52,Pays de la Loire,45-64 ans,Femmes,1101.87008674989
2022,52,Pays de la Loire,45-64 ans,Hommes,588.833864731022
2022,52,Pays de la Loire,00-10 ans,Femmes,95.89288945178221
2022,52,Pays de la Loire,11-17 ans,Femmes,2111.86652215325
2022,52,Pays de la Loire,25-44 ans,Femmes,1095.71278061431
2023,52,Pays de la Loire,00-10 ans,Hommes,102.18315113374601
2023,52,Pays de la Loire,45-64 ans,Hommes,543.432113441454
2023,52,Pays de la Loire,65 ans et plus,Hommes,156.19576535925
2023,52,Pays de la Loire,00-10 ans,Femmes,117.119663987723
2023,52,Pays de la Loire,18-24 ans,Hommes et Femmes,1425.89118198874
2023,52,Pays de la Loire,45-64 ans,Hommes et Femmes,784.749851195138
2024,52,Pays de la Loire,18-24 ans,Hommes,760.682236881203
2024,52,Pays de la Loire,25-44 ans,Hommes,808.5834240398069
2024,52,Pays de la Loire,00-10 ans,Hommes et Femmes,109.04634018853301
2024,52,Pays de la Loire,25-44 ans,Hommes et Femmes,914.3807148794681
2024,52,Pays de la Loire,65 ans et plus,Hommes et Femmes,233.90457325585697
2024,52,Pays de la Loire,Tous,Hommes et Femmes,673.972099220639
2020,53,Bretagne,18-24 ans,Hommes,754.108926844989
2020,53,Bretagne,Tous,Hommes,510.67297597130505
2020,53,Bretagne,18-24 ans,Femmes,1611.38470451912
2020,53,Bretagne,00-10 ans,Hommes et Femmes,176.482399315206
2020,53,Bretagne,18-24 ans,Hommes et Femmes,1157.73499974424
2020,53,Bretagne,45-64 ans,Hommes et Femmes,1058.02843160103
2020,53,Bretagne,65 ans et plus,Hommes et Femmes,258.308082062491
2021,53,Bretagne,25-44 ans,Hommes,776.943791898241
2021,53,Bretagne,45-64 ans,Hommes,604.5297835663671
2021,53,Bretagne,11-17 ans,Femmes,1919.5285994881299
2021,53,Bretagne,18-24 ans,Femmes,1642.2158966498798
2021,53,Bretagne,25-44 ans,Femmes,1093.25587052645
2021,53,Bretagne,00-10 ans,Hommes et Femmes,114.21860798082399
2022,53,Bretagne,45-64 ans,Hommes,638.905507455779
2022,53,Bretagne,18-24 ans,Femmes,1992.8436537123498
2022,53,Bretagne,45-64 ans,Femmes,1288.0562060889902
2022,53,Bretagne,Tous,Femmes,919.243463117
2022,53,Bretagne,18-24 ans,Hommes et Femmes,1296.00525439234
2022,53,Bretagne,25-44 ans,Hommes et Femmes,937.534383016672
2023,53,Bretagne,25-44 ans,Hommes,779.505374099969
2023,53,Bretagne,45-64 ans,Hommes,639.952964587762
2023,53,Bretagne,Tous,Hommes,440.88377156026405
2023,53,Bretagne,65 ans et plus,Femmes,245.96291265101402
2023,53,Bretagne,Tous,Femmes,966.691104779037
2023,53,Bretagne,45-64 ans,Hommes et Femmes,882.4485915845299
2024,53,Bretagne,65 ans et plus,Hommes,132.925338781191
2024,53,Bretagne,Tous,Hommes,399.24514551642096
2024,53,Bretagne,45-64 ans,Femmes,1036.21291448517
2024,53,Bretagne,00-10 ans,Hommes et Femmes,105.79685376433301
2024,53,Bretagne,65 ans et plus,Hommes et Femmes,185.701021355617
2024,53,Bretagne,Tous,Hommes et Femmes,641.876210257829
2020,75,Nouvelle Aquitaine,11-17 ans,Hommes,313.36074408207304
2020,75,Nouvelle Aquitaine,18-24 ans,Hommes,559.1013960694501
2020,75,Nouvelle Aquitaine,Tous,Hommes,446.149017446356
2020,75,Nouvelle Aquitaine,00-10 ans,Femmes,161.779864849387
2020,75,Nouvelle Aquitaine,45-64 ans,Femmes,1203.1407218844301
2020,75,Nouvelle Aquitaine,18-24 ans,Hommes et Femmes,913.309593668649
2020,75,Nouvelle Aquitaine,Tous,Hommes et Femmes,594.228723022415
2021,75,Nouvelle Aquitaine,Tous,Hommes,385.998179406768
2021,75,Nouvelle Aquitaine,25-44 ans,Femmes,921.090188152342
2021,75,Nouvelle Aquitaine,45-64 ans,Femmes,1070.54713292093
2021,75,Nouvelle Aquitaine,65 ans et plus,Femmes,316.00613258192
2021,75,Nouvelle Aquitaine,11-17 ans,Hommes et Femmes,924.303751585815
2021,75,Nouvelle Aquitaine,18-24 ans,Hommes et Femmes,963.981798841744
2022,75,Nouvelle Aquitaine,11-17 ans,Hommes,280.103422802265
2022,75,Nouvelle Aquitaine,25-44 ans,Hommes,602.2271274260661
2022,75,Nouvelle Aquitaine,11-17 ans,Femmes,1875.3195529910201
2022,75,Nouvelle Aquitaine,18-24 ans,Femmes,1554.38024660988
2022,75,Nouvelle Aquitaine,00-10 ans,Hommes et Femmes,77.8148534047296
2022,75,Nouvelle Aquitaine,18-24 ans,Hommes et Femmes,1054.88166438512
2022,75,Nouvelle Aquitaine,45-64 ans,Hommes et Femmes,767.680327778573
2023,75,Nouvelle Aquitaine,00-10 ans,Hommes,102.966325534753
2023,75,Nouvelle Aquitaine,18-24 ans,Hommes,568.190336266735
2023,75,Nouvelle Aquitaine,65 ans et plus,Hommes,139.184876263116
2023,75,Nouvelle Aquitaine,Tous,Hommes,359.425298719801
2023,75,Nouvelle Aquitaine,11-17 ans,Femmes,1913.5954058598
2023,75,Nouvelle Aquitaine,18-24 ans,Femmes,1746.77531092271
2023,75,Nouvelle Aquitaine,45-64 ans,Femmes,1020.2519200238501
2023,75,Nouvelle Aquitaine,Tous,Femmes,783.773103925699
2023,75,Nouvelle Aquitaine,11-17 ans,Hommes et Femmes,1023.70689655172
2024,75,Nouvelle Aquitaine,18-24 ans,Hommes,585.789026517015
2024,75,Nouvelle Aquitaine,25-44 ans,Hommes,621.654075148847
2024,75,Nouvelle Aquitaine,45-64 ans,Hommes,490.69206097278703
2024,75,Nouvelle Aquitaine,25-44 ans,Femmes,942.9779183540751
2024,75,Nouvelle Aquitaine,45-64 ans,Femmes,853.6139624135719
2024,75,Nouvelle Aquitaine,18-24 ans,Hommes et Femmes,1179.25612615512
2024,75,Nouvelle Aquitaine,65 ans et plus,Hommes et Femmes,193.62864160314498
2020,76,Occitanie,00-10 ans,Hommes,142.243014287521
2020,76,Occitanie,18-24 ans,Hommes,634.842519685039
2020,76,Occitanie,45-64 ans,Hommes,545.655767560449
2020,76,Occitanie,45-64 ans,Hommes et Femmes,772.343184155229
2021,76,Occitanie,11-17 ans,Hommes,248.83499977378597
2021,76,Occitanie,18-24 ans,Hommes,459.08367424790504
2021,76,Occitanie,25-44 ans,Hommes,557.273114232587
2021,76,Occitanie,45-64 ans,Hommes,467.128136454227
2021,76,Occitanie,65 ans et plus,Hommes,163.463637737708
2021,76,Occitanie,11-17 ans,Femmes,1600.0
2021,76,Occitanie,45-64 ans,Femmes,882.75980091556
2021,76,Occitanie,65 ans et plus,Femmes,264.289553843397
2021,76,Occitanie,45-64 ans,Hommes et Femmes,661.873291859059
2021,76,Occitanie,Tous,Hommes et Femmes,487.03460362021696
2022,76,Occitanie,18-24 ans,Hommes,517.806318911291
2022,76,Occitanie,Tous,Hommes,313.820797026427
2022,76,Occitanie,00-10 ans,Femmes,87.1438599888649
2022,76,Occitanie,11-17 ans,Femmes,1895.54872867508
2022,76,Occitanie,18-24 ans,Femmes,1282.47048138056
2022,76,Occitanie,Tous,Femmes,676.621063497036
2022,76,Occitanie,11-17 ans,Hommes et Femmes,996.2115897291991
2022,76,Occitanie,45-64 ans,Hommes et Femmes,642.3016019383521
2022,76,Occitanie,Tous,Hommes et Femmes,488.238410405525
2023,76,Occitanie,11-17 ans,Femmes,1689.8657707012699
2023,76,Occitanie,18-24 ans,Femmes,1353.9483962158902
2023,76,Occitanie,45-64 ans,Femmes,839.6801343488211
2023,76,Occitanie,65 ans et plus,Femmes,255.863348359517
2023,76,Occitanie,11-17 ans,Hommes et Femmes,882.8166835247221
2024,76,Occitanie,25-44 ans,Hommes,508.876683380018
2024,76,Occitanie,Tous,Hommes,303.136516696025
2024,76,Occitanie,45-64 ans,Femmes,750.5203317697491
2024,76,Occitanie,65 ans et plus,Femmes,234.07905831421098
2024,76,Occitanie,25-44 ans,Hommes et Femmes,611.007034965218
2024,76,Occitanie,Tous,Hommes et Femmes,484.064972276279
2020,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes,121.363372192404
2020,84,Auvergne et Rhône-Alpes,11-17 ans,Femmes,907.691491055788
2020,84,Auvergne et Rhône-Alpes,25-44 ans,Femmes,610.3095539060371
2020,84,Auvergne et Rhône-Alpes,65 ans et plus,Femmes,236.08818530473502
2020,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes et Femmes,518.233554827838
2020,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes et Femmes,183.054668815913
2020,84,Auvergne et Rhône-Alpes,Tous,Hommes et Femmes,407.183689413039
2021,84,Auvergne et Rhône-Alpes,25-44 ans,Femmes,551.026670758229
2021,84,Auvergne et Rhône-Alpes,65 ans et plus,Femmes,216.830319969001
2021,84,Auvergne et Rhône-Alpes,Tous,Femmes,519.2518937751989
2021,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes et Femmes,60.5610073218545
2021,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes et Femmes,442.380560390602
2022,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes,58.4862239513801
2022,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes,195.964245768744
2022,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes,343.430376809525
2022,84,Auvergne et Rhône-Alpes,00-10 ans,Femmes,67.5037127041987
2022,84,Auvergne et Rhône-Alpes,25-44 ans,Femmes,518.636303717374
2022,84,Auvergne et Rhône-Alpes,Tous,Femmes,500.27360832854697
2022,84,Auvergne et Rhône-Alpes,Tous,Hommes et Femmes,358.680585476879
2023,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes,187.162522576479
2023,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes,335.28880661685
2023,84,Auvergne et Rhône-Alpes,Tous,Femmes,540.12460410688
2023,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes et Femmes,463.3927572556
2023,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes et Femmes,466.9291012710311
2024,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes,66.9811320754717
2024,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes,243.16054877118697
2024,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes,353.216240057949
2024,84,Auvergne et Rhône-Alpes,11-17 ans,Femmes,1675.85684938912
2024,84,Auvergne et Rhône-Alpes,25-44 ans,Femmes,556.691798477569
2024,84,Auvergne et Rhône-Alpes,Tous,Femmes,554.596520559641
2024,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes et Femmes,892.874654323651
2024,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes et Femmes,872.322178813053
2024,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes et Femmes,433.301880887191
2024,84,Auvergne et Rhône-Alpes,Tous,Hommes et Femmes,394.67088978704703
2020,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes,383.796208430864
2020,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes,675.970027881041
2020,93,Provence-Alpes-Côte d'Azur,Tous,Hommes,477.89797119069704
2020,93,Provence-Alpes-Côte d'Azur,18-24 ans,Femmes,1092.30519656086
2020,93,Provence-Alpes-Côte d'Azur,45-64 ans,Femmes,1069.97858389079
2020,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes et Femmes,109.549563775611
2020,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes et Femmes,909.16390824493
2020,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes et Femmes,778.150905940577
2020,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes et Femmes,860.079552526701
2021,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes,354.573484069887
2021,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes,758.720754488846
2021,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes,686.905143056728
2021,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes,563.130413746296
2021,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Hommes,203.535670540345
2021,93,Provence-Alpes-Côte d'Azur,25-44 ans,Femmes,714.922201658784
2021,93,Provence-Alpes-Côte d'Azur,Tous,Femmes,661.01500257345
2021,93,Provence-Alpes-Côte d'Azur,Tous,Hommes et Femmes,536.26933456736
2022,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes,259.30066455499696
2022,93,Provence-Alpes-Côte d'Azur,11-17 ans,Femmes,1864.81946358128
2022,93,Provence-Alpes-Côte d'Azur,25-44 ans,Femmes,684.723469441657
2022,93,Provence-Alpes-Côte d'Azur,45-64 ans,Femmes,904.879162331879
2022,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Femmes,317.790571738015
2022,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes et Femmes,983.447430264637
2022,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Hommes et Femmes,236.69912313733897
2023,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes,235.724250733632
2023,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes,441.99573351340604
2023,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Hommes,137.00439074312501
2023,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Femmes,291.25355343293
2023,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes et Femmes,654.132671159986
2024,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes,78.1521361583883
2024,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes,249.556004654296
2024,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes,566.580775432093
2024,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes,576.277060148569
2024,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes,471.33782910413197
2024,93,Provence-Alpes-Côte d'Azur,11-17 ans,Femmes,2349.48866162739
2024,93,Provence-Alpes-Côte d'Azur,45-64 ans,Femmes,864.4966926452289
2024,93,Provence-Alpes-Côte d'Azur,Tous,Femmes,727.041781102391
2024,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes et Femmes,694.6625752047739
2020,94,Corse,00-10 ans,Hommes,167.01461377870598
2020,94,Corse,Tous,Hommes,474.731647997007
2020,94,Corse,45-64 ans,Femmes,914.733747141457
2020,94,Corse,45-64 ans,Hommes et Femmes,733.299849321949
2021,94,Corse,45-64 ans,Hommes,621.016505965027
2021,94,Corse,Tous,Hommes,466.636476402371
2021,94,Corse,11-17 ans,Femmes,1486.65048543689
2021,94,Corse,25-44 ans,Femmes,804.073974805682
2021,94,Corse,65 ans et plus,Femmes,300.43910330483004
2021,94,Corse,18-24 ans,Hommes et Femmes,673.575129533679
2021,94,Corse,65 ans et plus,Hommes et Femmes,263.915547024952
2021,94,Corse,Tous,Hommes et Femmes,558.5636359976651
2022,94,Corse,00-10 ans,Hommes,78.9889415481833
2022,94,Corse,45-64 ans,Hommes,313.290757922641
2022,94,Corse,65 ans et plus,Hommes,101.979604079184
2022,94,Corse,Tous,Hommes,178.576372546305
2022,94,Corse,65 ans et plus,Femmes,245.49461585671997
2022,94,Corse,18-24 ans,Hommes et Femmes,403.40995585325
2023,94,Corse,18-24 ans,Hommes,247.26245143058998
2023,94,Corse,45-64 ans,Hommes,198.770109944717
2023,94,Corse,00-10 ans,Femmes,96.26955475330931
2023,94,Corse,Tous,Femmes,346.218689788054
2023,94,Corse,00-10 ans,Hommes et Femmes,79.4870436118913
2023,94,Corse,65 ans et plus,Hommes et Femmes,152.82022784106698
2024,94,Corse,65 ans et plus,Hommes,153.00691857370902
2024,94,Corse,00-10 ans,Hommes et Femmes,107.584722969338
2024,94,Corse,11-17 ans,Hommes et Femmes,985.3461344113191
2024,94,Corse,45-64 ans,Hommes et Femmes,442.46039584403303
2024,94,Corse,Tous,Hommes et Femmes,403.74833608082
2020,01,Guadeloupe,00-10 ans,Hommes,357.098879448344
2020,01,Guadeloupe,11-17 ans,Hommes,183.08311973636
2020,01,Guadeloupe,18-24 ans,Femmes,518.623290900519
2020,01,Guadeloupe,45-64 ans,Femmes,394.051099529681
2020,01,Guadeloupe,25-44 ans,Hommes et Femmes,405.38584045171604
2021,01,Guadeloupe,25-44 ans,Hommes,330.935251798561
