Année,Région Code,Région,Classe d'âge,Sexe,Taux de passages aux urgences pour gestes auto infligés
2024,53,Bretagne,18-24 ans,Femmes,2240.6221893021498
2024,53,Bretagne,65 ans et plus,Femmes,231.12776527862
2024,53,Bretagne,Tous,Femmes,905.946544013434
2024,53,Bretagne,11-17 ans,Hommes et Femmes,1316.96731316967
2020,75,Nouvelle Aquitaine,00-10 ans,Hommes,126.271322634709
2020,75,Nouvelle Aquitaine,25-44 ans,Hommes,731.2321714325469
2020,75,Nouvelle Aquitaine,65 ans et plus,Femmes,326.435707903501
2020,75,Nouvelle Aquitaine,11-17 ans,Hommes et Femmes,713.573977049918
2021,75,Nouvelle Aquitaine,00-10 ans,Hommes,125.71807721185199
2021,75,Nouvelle Aquitaine,18-24 ans,Hommes,603.298797701446
2021,75,Nouvelle Aquitaine,25-44 ans,Hommes,636.9994776604279
2021,75,Nouvelle Aquitaine,45-64 ans,Hommes,529.4524735777679
2021,75,Nouvelle Aquitaine,65 ans et plus,Hommes,171.325806348632
2021,75,Nouvelle Aquitaine,00-10 ans,Hommes et Femmes,113.59333585763001
2021,75,Nouvelle Aquitaine,65 ans et plus,Hommes et Femmes,248.226154961906
2022,75,Nouvelle Aquitaine,00-10 ans,Hommes,81.9783036062494
2022,75,Nouvelle Aquitaine,18-24 ans,Hommes,601.146372151545
2022,75,Nouvelle Aquitaine,45-64 ans,Hommes,521.9481563008529
2022,75,Nouvelle Aquitaine,Tous,Hommes,356.577120395299
2022,75,Nouvelle Aquitaine,00-10 ans,Femmes,72.7044074590792
2022,75,Nouvelle Aquitaine,25-44 ans,Femmes,905.585596657245
2022,75,Nouvelle Aquitaine,45-64 ans,Femmes,1060.68775702364
2023,75,Nouvelle Aquitaine,11-17 ans,Hommes,265.580736543909
2023,75,Nouvelle Aquitaine,25-44 ans,Hommes,619.817512405955
2023,75,Nouvelle Aquitaine,25-44 ans,Femmes,986.6913210009869
2023,75,Nouvelle Aquitaine,65 ans et plus,Femmes,267.96835859038504
2023,75,Nouvelle Aquitaine,18-24 ans,Hommes et Femmes,1129.26911629587
2023,75,Nouvelle Aquitaine,25-44 ans,Hommes et Femmes,785.549814669213
2023,75,Nouvelle Aquitaine,65 ans et plus,Hommes et Femmes,206.90522000599398
2023,75,Nouvelle Aquitaine,Tous,Hommes et Femmes,561.7714858111971
2024,75,Nouvelle Aquitaine,00-10 ans,Hommes,98.7541110807403
2024,75,Nouvelle Aquitaine,11-17 ans,Hommes,300.108847768621
2024,75,Nouvelle Aquitaine,11-17 ans,Femmes,2152.94431121769
2024,75,Nouvelle Aquitaine,65 ans et plus,Femmes,264.92580782955
2024,75,Nouvelle Aquitaine,Tous,Femmes,766.42833157474
2024,75,Nouvelle Aquitaine,00-10 ans,Hommes et Femmes,96.1013748774587
2024,75,Nouvelle Aquitaine,11-17 ans,Hommes et Femmes,1164.9116988641101
2024,75,Nouvelle Aquitaine,25-44 ans,Hommes et Femmes,768.905072402405
2024,75,Nouvelle Aquitaine,45-64 ans,Hommes et Femmes,659.345326363549
2024,75,Nouvelle Aquitaine,Tous,Hommes et Femmes,550.5483133404849
2020,76,Occitanie,11-17 ans,Hommes,217.659862344844
2020,76,Occitanie,25-44 ans,Hommes,587.911910228632
2020,76,Occitanie,65 ans et plus,Hommes,160.762757452281
2020,76,Occitanie,Tous,Hommes,387.54859372864996
2020,76,Occitanie,00-10 ans,Femmes,180.782078993908
2020,76,Occitanie,18-24 ans,Femmes,1088.42886965945
2020,76,Occitanie,25-44 ans,Femmes,847.19805081796
2020,76,Occitanie,25-44 ans,Hommes et Femmes,712.748338820311
2021,76,Occitanie,Tous,Hommes,335.75726960982
2021,76,Occitanie,25-44 ans,Femmes,743.415463041631
2021,76,Occitanie,00-10 ans,Hommes et Femmes,89.28463700968861
2021,76,Occitanie,11-17 ans,Hommes et Femmes,865.1441223502401
2022,76,Occitanie,11-17 ans,Hommes,254.696385737002
2022,76,Occitanie,45-64 ans,Hommes,441.0282258064519
2022,76,Occitanie,65 ans et plus,Femmes,260.162300538379
2022,76,Occitanie,25-44 ans,Hommes et Femmes,601.684717208183
2022,76,Occitanie,65 ans et plus,Hommes et Femmes,207.06152894233
2023,76,Occitanie,45-64 ans,Hommes,443.561890102401
2023,76,Occitanie,Tous,Hommes,308.20834930742905
2023,76,Occitanie,25-44 ans,Hommes et Femmes,595.332699389313
2023,76,Occitanie,Tous,Hommes et Femmes,478.909017500517
2024,76,Occitanie,00-10 ans,Hommes,72.453063779799
2024,76,Occitanie,18-24 ans,Hommes,507.161362858679
2024,76,Occitanie,65 ans et plus,Hommes,117.326628954536
2024,76,Occitanie,00-10 ans,Femmes,84.3133675802064
2024,76,Occitanie,11-17 ans,Femmes,1990.80459770115
2024,76,Occitanie,18-24 ans,Femmes,1496.20799108333
2024,76,Occitanie,Tous,Femmes,678.4681453975779
2024,76,Occitanie,65 ans et plus,Hommes et Femmes,178.560012697601
2020,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes,82.91873963515751
2020,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes,445.48128109992905
2020,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes,459.861943988425
2020,84,Auvergne et Rhône-Alpes,Tous,Hommes,292.077747861744
2020,84,Auvergne et Rhône-Alpes,18-24 ans,Femmes,1002.7569404372599
2020,84,Auvergne et Rhône-Alpes,45-64 ans,Femmes,783.4104513612859
2020,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes et Femmes,88.3190082578273
2020,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes et Femmes,719.524268967126
2020,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes et Femmes,575.194128018206
2021,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes,231.41357843616598
2021,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes,374.402449955184
2021,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes,345.68781183178896
2021,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes,365.384239629536
2021,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes,106.33108964978999
2021,84,Auvergne et Rhône-Alpes,Tous,Hommes,244.286690456306
2021,84,Auvergne et Rhône-Alpes,00-10 ans,Femmes,58.9026186055445
2021,84,Auvergne et Rhône-Alpes,11-17 ans,Femmes,1387.96916801314
2021,84,Auvergne et Rhône-Alpes,18-24 ans,Femmes,997.316381492549
2021,84,Auvergne et Rhône-Alpes,45-64 ans,Femmes,645.7836794915451
2021,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes et Femmes,495.597893708952
2021,84,Auvergne et Rhône-Alpes,Tous,Hommes et Femmes,376.901590684971
2022,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes,390.36871801600796
2022,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes,104.21071064017
2022,84,Auvergne et Rhône-Alpes,45-64 ans,Femmes,591.3436033993161
2022,84,Auvergne et Rhône-Alpes,65 ans et plus,Femmes,197.79857511767202
2022,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes et Femmes,725.678357023602
2022,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes et Femmes,722.20214938115
2022,84,Auvergne et Rhône-Alpes,25-44 ans,Hommes et Femmes,424.757165506123
2022,84,Auvergne et Rhône-Alpes,45-64 ans,Hommes et Femmes,446.046005565345
2023,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes,393.176816485591
2023,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes,108.034655491832
2023,84,Auvergne et Rhône-Alpes,Tous,Hommes,240.671625857254
2023,84,Auvergne et Rhône-Alpes,25-44 ans,Femmes,567.795357090049
2023,84,Auvergne et Rhône-Alpes,45-64 ans,Femmes,619.404866977682
2023,84,Auvergne et Rhône-Alpes,65 ans et plus,Femmes,172.677809272473
2023,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes et Femmes,68.0647534952171
2023,84,Auvergne et Rhône-Alpes,11-17 ans,Hommes et Femmes,751.790346081906
2023,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes et Femmes,142.824296887483
2024,84,Auvergne et Rhône-Alpes,18-24 ans,Hommes,464.89136981769104
2024,84,Auvergne et Rhône-Alpes,65 ans et plus,Hommes,102.488499607784
2024,84,Auvergne et Rhône-Alpes,Tous,Hommes,245.49904574288402
2024,84,Auvergne et Rhône-Alpes,45-64 ans,Femmes,558.8812439454531
2024,84,Auvergne et Rhône-Alpes,65 ans et plus,Femmes,192.739139302468
2024,84,Auvergne et Rhône-Alpes,00-10 ans,Hommes et Femmes,71.3937090459724
2020,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes,118.183353030559
2020,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes,726.597719437815
2020,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes,743.869784443919
2020,93,Provence-Alpes-Côte d'Azur,Tous,Femmes,667.83256945669
2020,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes et Femmes,700.846713997561
2020,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Hommes et Femmes,293.233082706767
2020,93,Provence-Alpes-Côte d'Azur,Tous,Hommes et Femmes,569.518964607351
2021,93,Provence-Alpes-Côte d'Azur,Tous,Hommes,419.867680458181
2021,93,Provence-Alpes-Côte d'Azur,00-10 ans,Femmes,73.8061849582995
2021,93,Provence-Alpes-Côte d'Azur,18-24 ans,Femmes,1249.1176380321
2021,93,Provence-Alpes-Côte d'Azur,45-64 ans,Femmes,967.409096903825
2021,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes et Femmes,80.0428853624327
2022,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes,48.8978092644291
2022,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes,511.65765451479695
2022,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes,487.877980551485
2022,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Hommes,141.79033935154598
2022,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes et Femmes,49.143609598124996
2023,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes,456.14693155786597
2023,93,Provence-Alpes-Côte d'Azur,Tous,Hommes,292.464891579538
2023,93,Provence-Alpes-Côte d'Azur,18-24 ans,Femmes,1501.50631369784
2023,93,Provence-Alpes-Côte d'Azur,45-64 ans,Femmes,877.1599025545489
2023,93,Provence-Alpes-Côte d'Azur,Tous,Femmes,642.250603132198
2023,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes et Femmes,877.806811639134
2023,93,Provence-Alpes-Côte d'Azur,25-44 ans,Hommes et Femmes,592.509471828055
2023,93,Provence-Alpes-Côte d'Azur,Tous,Hommes et Femmes,460.76454531867404
2024,93,Provence-Alpes-Côte d'Azur,25-44 ans,Femmes,833.9357297759079
2024,93,Provence-Alpes-Côte d'Azur,65 ans et plus,Femmes,301.032808149135
2024,93,Provence-Alpes-Côte d'Azur,00-10 ans,Hommes et Femmes,74.82589250471091
2024,93,Provence-Alpes-Côte d'Azur,11-17 ans,Hommes et Femmes,1220.9067947905799
2024,93,Provence-Alpes-Côte d'Azur,18-24 ans,Hommes et Femmes,1067.47215290036
2024,93,Provence-Alpes-Côte d'Azur,45-64 ans,Hommes et Femmes,657.2133465922971
2024,93,Provence-Alpes-Côte d'Azur,Tous,Hommes et Femmes,524.615937784164
2020,94,Corse,45-64 ans,Hommes,578.088578088578
2020,94,Corse,65 ans et plus,Hommes,307.131202610615
2020,94,Corse,25-44 ans,Femmes,678.952473326867
2020,94,Corse,Tous,Femmes,600.396915115432
2020,94,Corse,00-10 ans,Hommes et Femmes,162.20600162206
2020,94,Corse,18-24 ans,Hommes et Femmes,655.307994757536
2020,94,Corse,65 ans et plus,Hommes et Femmes,315.472048248666
2021,94,Corse,00-10 ans,Hommes,46.3965357253325
2021,94,Corse,18-24 ans,Hommes,529.567519858782
2021,94,Corse,00-10 ans,Femmes,72.85974499089251
2021,94,Corse,Tous,Femmes,652.9485674267239
2021,94,Corse,00-10 ans,Hommes et Femmes,58.4844180800401
2021,94,Corse,25-44 ans,Hommes et Femmes,797.34505646065
2021,94,Corse,45-64 ans,Hommes et Femmes,752.939104398749
2022,94,Corse,11-17 ans,Hommes,190.87612139721298
2022,94,Corse,25-44 ans,Hommes,185.276679841897
2022,94,Corse,11-17 ans,Femmes,1050.0984467293802
2022,94,Corse,18-24 ans,Femmes,600.4288777698359
2022,94,Corse,25-44 ans,Femmes,401.740877134248
2022,94,Corse,00-10 ans,Hommes et Femmes,57.761732851985606
2022,94,Corse,11-17 ans,Hommes et Femmes,590.631364562118
2022,94,Corse,45-64 ans,Hommes et Femmes,404.76797552269306
2022,94,Corse,Tous,Hommes et Femmes,284.730358220613
2023,94,Corse,11-17 ans,Hommes,120.0
2023,94,Corse,Tous,Hommes,181.927572771029
2023,94,Corse,11-17 ans,Femmes,1000.7147962830601
2023,94,Corse,18-24 ans,Femmes,367.823444746522
2023,94,Corse,25-44 ans,Femmes,329.919582101863
2023,94,Corse,65 ans et plus,Femmes,208.67890202793097
2023,94,Corse,11-17 ans,Hommes et Femmes,521.399087551597
2024,94,Corse,00-10 ans,Hommes,49.1702519975415
2024,94,Corse,11-17 ans,Hommes,315.227934044617
2024,94,Corse,18-24 ans,Hommes,349.268718620389
2024,94,Corse,25-44 ans,Hommes,433.03929430633497
2024,94,Corse,Tous,Hommes,253.599902728804
2024,94,Corse,00-10 ans,Femmes,178.332590280874
2024,94,Corse,11-17 ans,Femmes,1714.13502109705
2024,94,Corse,25-44 ans,Femmes,605.245460659045
2024,94,Corse,65 ans et plus,Femmes,291.332847778587
2024,94,Corse,Tous,Femmes,558.559203695084
2020,01,Guadeloupe,18-24 ans,Hommes,552.268244575937
2020,01,Guadeloupe,00-10 ans,Femmes,357.976653696498
2020,01,Guadeloupe,65 ans et plus,Femmes,207.765225295416
2020,01,Guadeloupe,Tous,Femmes,389.525061009949
2020,01,Guadeloupe,11-17 ans,Hommes et Femmes,522.485538346707
2020,01,Guadeloupe,18-24 ans,Hommes et Femmes,531.130126881086
2020,01,Guadeloupe,Tous,Hommes et Femmes,343.8995215311
2021,01,Guadeloupe,11-17 ans,Hommes,319.488817891374
2021,01,Guadeloupe,11-17 ans,Femmes,1640.656262505
2021,01,Guadeloupe,Tous,Femmes,459.26264240948
2021,01,Guadeloupe,25-44 ans,Hommes et Femmes,374.888093106535
2022,01,Guadeloupe,00-10 ans,Hommes,197.538368029175
2022,01,Guadeloupe,11-17 ans,Femmes,1209.10384068279
2022,01,Guadeloupe,18-24 ans,Femmes,697.13400464756
2022,01,Guadeloupe,65 ans et plus,Femmes,179.902338730404
2022,01,Guadeloupe,11-17 ans,Hommes et Femmes,790.106492614222
2022,01,Guadeloupe,18-24 ans,Hommes et Femmes,552.5952239984209
2022,01,Guadeloupe,25-44 ans,Hommes et Femmes,450.83560046638195
2023,01,Guadeloupe,00-10 ans,Femmes,248.803827751196
2023,01,Guadeloupe,18-24 ans,Femmes,776.778413736713
2023,01,Guadeloupe,11-17 ans,Hommes et Femmes,618.752974773917
2023,01,Guadeloupe,18-24 ans,Hommes et Femmes,502.302218501465
2023,01,Guadeloupe,65 ans et plus,Hommes et Femmes,138.95601739971
2023,01,Guadeloupe,Tous,Hommes et Femmes,312.390630873527
2024,01,Guadeloupe,11-17 ans,Hommes,246.03608529251
2024,01,Guadeloupe,45-64 ans,Hommes,171.547604460238
2024,01,Guadeloupe,65 ans et plus,Hommes,104.569695702186
2024,01,Guadeloupe,25-44 ans,Femmes,552.651232262883
2024,01,Guadeloupe,65 ans et plus,Femmes,145.527818202172
2024,01,Guadeloupe,00-10 ans,Hommes et Femmes,155.884645362432
2024,01,Guadeloupe,18-24 ans,Hommes et Femmes,1066.41721234799
2024,01,Guadeloupe,25-44 ans,Hommes et Femmes,444.833369795085
2024,01,Guadeloupe,Tous,Hommes et Femmes,324.94885064388
2020,02,Martinique,00-10 ans,Hommes,
2020,02,Martinique,25-44 ans,Hommes,
2020,02,Martinique,Tous,Hommes,
2020,02,Martinique,18-24 ans,Femmes,
2020,02,Martinique,25-44 ans,Femmes,
2020,02,Martinique,65 ans et plus,Femmes,
2020,02,Martinique,Tous,Femmes,
2020,02,Martinique,18-24 ans,Hommes et Femmes,
2020,02,Martinique,45-64 ans,Hommes et Femmes,
2020,02,Martinique,65 ans et plus,Hommes et Femmes,
2021,02,Martinique,11-17 ans,Hommes,
2021,02,Martinique,18-24 ans,Hommes,
2021,02,Martinique,45-64 ans,Hommes,
2021,02,Martinique,65 ans et plus,Hommes,
2021,02,Martinique,00-10 ans,Femmes,
2021,02,Martinique,11-17 ans,Hommes et Femmes,
2021,02,Martinique,25-44 ans,Hommes et Femmes,
2021,02,Martinique,45-64 ans,Hommes et Femmes,
2022,02,Martinique,00-10 ans,Hommes,
2022,02,Martinique,11-17 ans,Hommes,
2022,02,Martinique,25-44 ans,Hommes,
2022,02,Martinique,45-64 ans,Hommes,
2022,02,Martinique,65 ans et plus,Femmes,
2022,02,Martinique,18-24 ans,Hommes et Femmes,
2022,02,Martinique,45-64 ans,Hommes et Femmes,
2022,02,Martinique,65 ans et plus,Hommes et Femmes,
2023,02,Martinique,00-10 ans,Hommes,130.441871840861
2023,02,Martinique,11-17 ans,Hommes,0.0
2023,02,Martinique,11-17 ans,Femmes,1109.1652072387599
2023,02,Martinique,18-24 ans,Femmes,1699.92609016999
2023,02,Martinique,45-64 ans,Femmes,454.855583352286
2023,02,Martinique,18-24 ans,Hommes et Femmes,1007.91936645068
2023,02,Martinique,45-64 ans,Hommes et Femmes,266.91304794169
2023,02,Martinique,65 ans et plus,Hommes et Femmes,176.708179064288
2024,02,Martinique,45-64 ans,Femmes,738.778923891832
2024,02,Martinique,65 ans et plus,Femmes,148.603130572617
2024,02,Martinique,00-10 ans,Hommes et Femmes,206.837814819321
2024,02,Martinique,18-24 ans,Hommes et Femmes,1355.2543879138
2024,02,Martinique,45-64 ans,Hommes et Femmes,471.105527638191
2020,03,Guyane,11-17 ans,Femmes,1618.1229773462799
2020,03,Guyane,65 ans et plus,Femmes,74.2666171555886
2020,03,Guyane,00-10 ans,Hommes et Femmes,232.584524619923
2020,03,Guyane,11-17 ans,Hommes et Femmes,986.890558256002
2020,03,Guyane,18-24 ans,Hommes et Femmes,575.4475703324811
2021,03,Guyane,11-17 ans,Hommes,397.456279809221
2021,03,Guyane,25-44 ans,Hommes,191.71779141104298
2021,03,Guyane,65 ans et plus,Hommes,133.226751931788
2021,03,Guyane,45-64 ans,Femmes,267.665952890792
2022,03,Guyane,11-17 ans,Hommes,375.93984962406
2022,03,Guyane,Tous,Hommes,235.27025656627097
2022,03,Guyane,65 ans et plus,Femmes,230.547550432277
2022,03,Guyane,00-10 ans,Hommes et Femmes,198.620896417329
2022,03,Guyane,45-64 ans,Hommes et Femmes,208.193007164289
2023,03,Guyane,00-10 ans,Hommes,174.44758265492598
2023,03,Guyane,18-24 ans,Hommes,333.185250999556
2023,03,Guyane,45-64 ans,Hommes,251.35101168782202
2023,03,Guyane,Tous,Femmes,500.530118105383
2023,03,Guyane,11-17 ans,Hommes et Femmes,937.011972930765
2023,03,Guyane,65 ans et plus,Hommes et Femmes,223.08979364194101
2024,03,Guyane,25-44 ans,Hommes,167.768676601204
2024,03,Guyane,65 ans et plus,Hommes,52.369730295889006
2024,03,Guyane,Tous,Hommes,195.515517497401
2024,03,Guyane,00-10 ans,Hommes et Femmes,205.191830502004
2020,04,Réunion,11-17 ans,Hommes,542.563143124415
2020,04,Réunion,65 ans et plus,Hommes,114.17154274297101
2020,04,Réunion,00-10 ans,Femmes,233.10023310023297
2020,04,Réunion,18-24 ans,Femmes,1342.06742291101
2020,04,Réunion,45-64 ans,Hommes et Femmes,589.605683223561
2020,04,Réunion,65 ans et plus,Hommes et Femmes,173.508692785509
2021,04,Réunion,00-10 ans,Hommes,147.624822059366
2021,04,Réunion,65 ans et plus,Hommes,161.58221302999002
2021,04,Réunion,00-10 ans,Femmes,130.86435909180102
2021,04,Réunion,45-64 ans,Femmes,544.323483670296
2021,04,Réunion,25-44 ans,Hommes et Femmes,665.447526160723
2021,04,Réunion,45-64 ans,Hommes et Femmes,405.279296093854
2022,04,Réunion,11-17 ans,Hommes,300.085738782509
2022,04,Réunion,18-24 ans,Hommes,786.838340486409
2022,04,Réunion,45-64 ans,Hommes,309.653916211293
2022,04,Réunion,25-44 ans,Femmes,900.481291724888
2022,04,Réunion,65 ans et plus,Femmes,93.7827550063441
2022,04,Réunion,11-17 ans,Hommes et Femmes,1121.52186257808
2022,04,Réunion,25-44 ans,Hommes et Femmes,675.675675675676
2022,04,Réunion,Tous,Hommes et Femmes,445.772456125184
2023,04,Réunion,11-17 ans,Hommes,342.747463668769
2023,04,Réunion,25-44 ans,Hommes,483.22777386816796
2023,04,Réunion,65 ans et plus,Hommes,74.319689000686
2023,04,Réunion,18-24 ans,Femmes,1372.23247232472
2023,04,Réunion,Tous,Femmes,678.561314075333
2023,04,Réunion,00-10 ans,Hommes et Femmes,99.2851469420175
2023,04,Réunion,65 ans et plus,Hommes et Femmes,107.435679954764
2023,04,Réunion,Tous,Hommes et Femmes,478.43806884997696
2024,04,Réunion,11-17 ans,Hommes,443.037974683544
2024,04,Réunion,25-44 ans,Hommes,387.900976290098
2024,04,Réunion,25-44 ans,Femmes,716.137252317561
2024,04,Réunion,65 ans et plus,Femmes,100.03501225428899
2020,06,Mayotte,00-10 ans,Hommes,370.16726076227
2020,06,Mayotte,18-24 ans,Hommes,466.926070038911
2020,06,Mayotte,00-10 ans,Femmes,291.54518950437296
2020,06,Mayotte,18-24 ans,Hommes et Femmes,488.633949437009
2020,06,Mayotte,65 ans et plus,Hommes et Femmes,97.4658869395711
2021,06,Mayotte,00-10 ans,Hommes,290.367377856331
2021,06,Mayotte,11-17 ans,Hommes,108.735048930772
2021,06,Mayotte,25-44 ans,Femmes,241.93548387096803
2021,06,Mayotte,Tous,Femmes,285.228457023751
2021,06,Mayotte,00-10 ans,Hommes et Femmes,262.169630836817
2021,06,Mayotte,18-24 ans,Hommes et Femmes,440.067057837385
2021,06,Mayotte,65 ans et plus,Hommes et Femmes,208.8772845953
2022,06,Mayotte,25-44 ans,Hommes,229.313969042614
2022,06,Mayotte,65 ans et plus,Hommes,0.0
2022,06,Mayotte,00-10 ans,Femmes,306.795520785397
2022,06,Mayotte,11-17 ans,Femmes,1121.19594233849
2022,06,Mayotte,25-44 ans,Hommes et Femmes,282.113974045514
2023,06,Mayotte,45-64 ans,Hommes,234.375
2023,06,Mayotte,00-10 ans,Femmes,206.874602164227
2023,06,Mayotte,45-64 ans,Femmes,88.261253309797
2023,06,Mayotte,Tous,Hommes et Femmes,220.718069452619
2024,06,Mayotte,11-17 ans,Hommes,0.0
2024,06,Mayotte,45-64 ans,Hommes,250.783699059561
2024,06,Mayotte,25-44 ans,Femmes,300.864986837157
2024,06,Mayotte,65 ans et plus,Femmes,0.0
2024,06,Mayotte,Tous,Femmes,497.13606397924997
2024,06,Mayotte,45-64 ans,Hommes et Femmes,136.42564802182798
2024,06,Mayotte,65 ans et plus,Hommes et Femmes,0.0
2024,06,Mayotte,Tous,Hommes et Femmes,351.906158357771
2020,11,Île-de-France,25-44 ans,Hommes,271.940029916269
2020,11,Île-de-France,65 ans et plus,Hommes,102.054772901828
2020,11,Île-de-France,11-17 ans,Femmes,1052.7687673772
2020,11,Île-de-France,25-44 ans,Femmes,458.214074743723
2020,11,Île-de-France,45-64 ans,Femmes,540.498908128777
2020,11,Île-de-France,Tous,Femmes,454.58046925244605
2020,11,Île-de-France,00-10 ans,Hommes et Femmes,151.21926552706398
2020,11,Île-de-France,25-44 ans,Hommes et Femmes,358.94400595545
2021,11,Île-de-France,11-17 ans,Hommes,267.31075830334004
2021,11,Île-de-France,18-24 ans,Hommes,346.423911017212
2021,11,Île-de-France,65 ans et plus,Hommes,91.239114063375
2021,11,Île-de-France,11-17 ans,Femmes,1426.46829203007
2021,11,Île-de-France,25-44 ans,Femmes,407.551481349514
2021,11,Île-de-France,65 ans et plus,Hommes et Femmes,146.243439750318
2022,11,Île-de-France,11-17 ans,Hommes,227.87560672762203
2022,11,Île-de-France,25-44 ans,Hommes,221.904124916395
2022,11,Île-de-France,45-64 ans,Hommes,206.14681471846498
2022,11,Île-de-France,11-17 ans,Femmes,1374.18223511162
2022,11,Île-de-France,65 ans et plus,Femmes,159.20092201306198
2022,11,Île-de-France,Tous,Femmes,393.116722078301
2022,11,Île-de-France,45-64 ans,Hommes et Femmes,285.219453589428
2023,11,Île-de-France,00-10 ans,Hommes,89.6371166237666
2023,11,Île-de-France,45-64 ans,Hommes,206.497877097561
2023,11,Île-de-France,65 ans et plus,Hommes,84.0711064568822
2023,11,Île-de-France,00-10 ans,Femmes,87.3394228319808
2023,11,Île-de-France,18-24 ans,Femmes,962.1353196772191
2023,11,Île-de-France,Tous,Femmes,385.662016719499
2023,11,Île-de-France,00-10 ans,Hommes et Femmes,88.6011984192679
2023,11,Île-de-France,11-17 ans,Hommes et Femmes,656.303190184512
2023,11,Île-de-France,25-44 ans,Hommes et Femmes,282.495592247682
2024,11,Île-de-France,11-17 ans,Hommes,205.779669223516
2024,11,Île-de-France,25-44 ans,Hommes,201.85402220593903
2024,11,Île-de-France,45-64 ans,Hommes,191.178882665641
2024,11,Île-de-France,Tous,Hommes,160.435210632101
2024,11,Île-de-France,00-10 ans,Femmes,80.46364757475381
2024,11,Île-de-France,18-24 ans,Femmes,887.98486488851
2024,11,Île-de-France,25-44 ans,Femmes,337.400729256063
2024,11,Île-de-France,65 ans et plus,Femmes,138.821105146142
2024,11,Île-de-France,00-10 ans,Hommes et Femmes,78.2867102115847
2020,24,Centre-Val de Loire,65 ans et plus,Hommes,147.926641110881
2020,24,Centre-Val de Loire,Tous,Hommes,318.686586870584
2020,24,Centre-Val de Loire,11-17 ans,Femmes,1142.1798394483098
2020,24,Centre-Val de Loire,45-64 ans,Femmes,871.807989086413
2020,24,Centre-Val de Loire,65 ans et plus,Femmes,239.95283212899898
2020,24,Centre-Val de Loire,00-10 ans,Hommes et Femmes,108.97307218032199
2020,24,Centre-Val de Loire,18-24 ans,Hommes et Femmes,764.860622941397
2021,24,Centre-Val de Loire,11-17 ans,Femmes,1564.52658884565
2021,24,Centre-Val de Loire,18-24 ans,Femmes,957.5633369845591
2021,24,Centre-Val de Loire,25-44 ans,Femmes,599.658276927121
2021,24,Centre-Val de Loire,45-64 ans,Femmes,841.9591959195919
2021,24,Centre-Val de Loire,65 ans et plus,Femmes,232.51453215826
2021,24,Centre-Val de Loire,Tous,Femmes,568.905236353348
2022,24,Centre-Val de Loire,25-44 ans,Hommes,419.164129381084
2022,24,Centre-Val de Loire,Tous,Hommes,273.521441275648
2022,24,Centre-Val de Loire,00-10 ans,Hommes et Femmes,66.6283261561768
2022,24,Centre-Val de Loire,Tous,Hommes et Femmes,423.956209080176
2023,24,Centre-Val de Loire,00-10 ans,Hommes,57.8950995933558
2023,24,Centre-Val de Loire,45-64 ans,Hommes,386.457322987391
2023,24,Centre-Val de Loire,65 ans et plus,Hommes,127.037361688072
2023,24,Centre-Val de Loire,Tous,Hommes,259.078312692582
2023,24,Centre-Val de Loire,00-10 ans,Femmes,87.7657812810492
2023,24,Centre-Val de Loire,18-24 ans,Femmes,1402.4022008991499
2023,24,Centre-Val de Loire,45-64 ans,Femmes,702.251990568294
2023,24,Centre-Val de Loire,65 ans et plus,Femmes,205.37940275230403
2023,24,Centre-Val de Loire,Tous,Femmes,598.125573391057
2023,24,Centre-Val de Loire,45-64 ans,Hommes et Femmes,534.845248229229
2024,24,Centre-Val de Loire,11-17 ans,Hommes,260.695768038699
