1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour grippe,Taux d'hospitalisations après passages aux urgences pour grippe,Taux d'actes médicaux SOS médecins pour grippe
2022-06-13,2022-S24,11,Île-de-France,15-64 ans,256.85988787,51.652892562,1849.4897959
2022-06-20,2022-S25,11,Île-de-France,15-64 ans,349.38621341,50.517807527,1512.8593041
2022-06-20,2022-S25,11,Île-de-France,65 ans ou plus,96.508159326,50.415931434,550.20632737
2022-06-27,2022-S26,11,Île-de-France,65 ans ou plus,36.13369467,25.342118601,1089.3246187
2022-06-27,2022-S26,11,Île-de-France,Tous âges,250.31289111,21.949078139,1452.6569321
2022-07-04,2022-S27,11,Île-de-France,Tous âges,275.99299065,22.668026748,1192.3196036
2022-07-11,2022-S28,11,Île-de-France,Tous âges,208.71459036,35.549235691,648.1096801
2022-07-18,2022-S29,11,Île-de-France,Tous âges,171.45913295,46.893317702,702.24719101
2022-07-25,2022-S30,11,Île-de-France,15-64 ans,210.95890411,0.0,752.92252823
2022-07-25,2022-S30,11,Île-de-France,Tous âges,164.02677447,62.492188476,708.77631853
2022-08-01,2022-S31,11,Île-de-France,15-64 ans,175.10661734,59.29439668,627.53036437
2022-08-08,2022-S32,11,Île-de-France,15-64 ans,228.49540117,96.33911368,585.74025449
2024-04-15,2024-S16,11,Île-de-France,Tous âges,289.33528233,60.174506068,1776.0236803
2024-04-22,2024-S17,11,Île-de-France,05-14 ans,227.53128555,153.13935681,1909.1847265
2024-04-29,2024-S18,11,Île-de-France,65 ans ou plus,219.79747233,198.19423035,846.35416667
2024-05-13,2024-S20,11,Île-de-France,00-04 ans,352.90343279,113.76564278,957.70151636
2024-05-13,2024-S20,11,Île-de-France,15-64 ans,392.06849932,112.99435028,2301.7193566
2024-05-13,2024-S20,11,Île-de-France,Tous âges,312.303204,104.29506021,1859.1507399
2024-05-20,2024-S21,11,Île-de-France,05-14 ans,194.51648759,0.0,1452.991453
2024-05-27,2024-S22,11,Île-de-France,00-04 ans,136.90815744,120.62726176,715.09220926
2024-05-27,2024-S22,11,Île-de-France,05-14 ans,224.82893451,0.0,1973.6842105
2024-05-27,2024-S22,11,Île-de-France,Tous âges,271.14002054,60.210737582,2017.39913
2024-06-03,2024-S23,11,Île-de-France,Tous âges,341.0570164,179.34680008,2221.7184312
2024-06-10,2024-S24,11,Île-de-France,00-04 ans,160.14412972,0.0,613.49693252
2024-06-10,2024-S24,11,Île-de-France,Tous âges,303.44863513,91.575091575,1969.7082743
2024-06-24,2024-S26,11,Île-de-France,00-04 ans,147.23203769,180.0180018,515.84377303
2024-06-24,2024-S26,11,Île-de-France,65 ans ou plus,145.68317743,151.31863381,1320.6162876
2024-07-01,2024-S27,11,Île-de-France,15-64 ans,350.49235831,108.83761428,2318.5100722
2024-07-08,2024-S28,11,Île-de-France,15-64 ans,336.54318561,86.26266983,2320.4640928
2024-07-08,2024-S28,11,Île-de-France,65 ans ou plus,109.6213846,117.15089035,697.13400465
2021-03-08,2021-S10,11,Île-de-France,05-14 ans,53.031642213,0.0,240.0
2021-03-08,2021-S10,11,Île-de-France,15-64 ans,193.42359768,84.67400508,665.36203523
2021-03-08,2021-S10,11,Île-de-France,65 ans ou plus,47.95588059,27.322404372,353.98230088
2021-03-15,2021-S11,11,Île-de-France,05-14 ans,169.80811683,0.0,262.4671916
2021-03-15,2021-S11,11,Île-de-France,15-64 ans,171.26953543,185.87360595,669.81875493
2021-03-15,2021-S11,11,Île-de-France,65 ans ou plus,47.42145821,80.64516129,422.96072508
2021-03-29,2021-S13,11,Île-de-France,Tous âges,96.745985972,31.779661017,466.57694033
2021-04-05,2021-S14,11,Île-de-France,Tous âges,104.49539175,11.00110011,309.48138423
2021-04-12,2021-S15,11,Île-de-France,15-64 ans,133.4968971,25.753283544,390.86607694
2021-05-03,2021-S18,11,Île-de-France,00-04 ans,0.0,0.0,261.26714566
2021-05-03,2021-S18,11,Île-de-France,65 ans ou plus,0.0,0.0,237.67082591
2021-05-03,2021-S18,11,Île-de-France,Tous âges,48.290921307,35.838012185,334.33994823
2021-05-17,2021-S20,11,Île-de-France,65 ans ou plus,11.452130096,0.0,189.39393939
2021-05-31,2021-S22,11,Île-de-France,00-04 ans,0.0,0.0,248.50894632
2021-06-07,2021-S23,11,Île-de-France,65 ans ou plus,34.356390289,29.744199881,0.0
2021-06-14,2021-S24,11,Île-de-France,05-14 ans,0.0,0.0,215.05376344
2021-06-14,2021-S24,11,Île-de-France,15-64 ans,60.858981047,56.022408964,295.68302779
2021-06-21,2021-S25,11,Île-de-France,15-64 ans,79.884020237,59.259259259,287.96314072
2021-06-28,2021-S26,11,Île-de-France,15-64 ans,56.952729235,0.0,293.88714734
2021-07-05,2021-S27,11,Île-de-France,00-04 ans,11.990407674,0.0,81.366965012
2021-07-05,2021-S27,11,Île-de-France,15-64 ans,77.298868345,0.0,491.0626596
2021-07-05,2021-S27,11,Île-de-France,65 ans ou plus,23.430178069,0.0,77.041602465
2021-07-12,2021-S28,11,Île-de-France,05-14 ans,46.403712297,0.0,140.05602241
2021-07-12,2021-S28,11,Île-de-France,15-64 ans,158.4687568,63.211125158,534.23031262
2021-07-19,2021-S29,11,Île-de-France,65 ans ou plus,45.336053497,0.0,74.571215511
2021-07-19,2021-S29,11,Île-de-France,Tous âges,108.70566559,26.936026936,221.90169755
2021-07-26,2021-S30,11,Île-de-France,00-04 ans,28.074115665,0.0,307.21966206
2021-08-02,2021-S31,11,Île-de-France,15-64 ans,147.11170682,0.0,144.23076923
2021-08-16,2021-S33,11,Île-de-France,05-14 ans,52.645433009,0.0,198.01980198
2021-08-16,2021-S33,11,Île-de-France,65 ans ou plus,23.118714599,0.0,381.09756098
2021-08-23,2021-S34,11,Île-de-France,65 ans ou plus,0.0,0.0,71.530758226
2021-08-30,2021-S35,11,Île-de-France,00-04 ans,0.0,0.0,328.13781788
2021-08-30,2021-S35,11,Île-de-France,15-64 ans,110.48677315,0.0,287.40793964
2021-08-30,2021-S35,11,Île-de-France,Tous âges,75.119902922,0.0,261.94467728
2021-09-13,2021-S37,11,Île-de-France,00-04 ans,61.305813835,0.0,277.33755943
2021-09-13,2021-S37,11,Île-de-France,Tous âges,124.56974267,12.103606875,550.53763441
2021-09-20,2021-S38,11,Île-de-France,00-04 ans,26.628794603,0.0,347.1017008
2021-09-20,2021-S38,11,Île-de-France,Tous âges,100.50088344,12.335019119,553.33276581
2021-09-27,2021-S39,11,Île-de-France,05-14 ans,53.483085974,0.0,748.29931973
2021-09-27,2021-S39,11,Île-de-France,Tous âges,128.91709639,24.888003982,688.25553693
2021-10-04,2021-S40,11,Île-de-France,00-04 ans,30.550675934,0.0,695.69698531
2021-10-04,2021-S40,11,Île-de-France,65 ans ou plus,43.501903208,0.0,259.96533795
2021-10-11,2021-S41,11,Île-de-France,00-04 ans,42.869391255,0.0,415.85127202
2021-10-11,2021-S41,11,Île-de-France,05-14 ans,61.530888506,0.0,890.37284363
2021-10-18,2021-S42,11,Île-de-France,00-04 ans,74.434970903,148.14814815,452.05805377
2021-10-18,2021-S42,11,Île-de-France,15-64 ans,256.11666868,30.674846626,1311.3161729
2021-10-18,2021-S42,11,Île-de-France,65 ans ou plus,53.151908154,28.074115665,243.30900243
2021-10-25,2021-S43,11,Île-de-France,65 ans ou plus,95.56169038,57.753393012,231.48148148
2021-11-01,2021-S44,11,Île-de-France,65 ans ou plus,44.091710758,0.0,426.13636364
2021-11-08,2021-S45,11,Île-de-France,15-64 ans,297.81173119,64.061499039,1924.7098783
2021-11-15,2021-S46,11,Île-de-France,15-64 ans,339.94334278,31.545741325,2110.3896104
2021-11-15,2021-S46,11,Île-de-France,65 ans ou plus,112.12019285,57.971014493,643.31665475
2021-11-22,2021-S47,11,Île-de-France,05-14 ans,350.05834306,269.54177898,1428.5714286
2021-11-22,2021-S47,11,Île-de-France,Tous âges,348.73437787,105.89481115,1918.3337901
2021-11-29,2021-S48,11,Île-de-France,05-14 ans,565.93095642,465.11627907,2251.3089005
2021-12-06,2021-S49,11,Île-de-France,05-14 ans,1479.6203238,2020.2020202,3132.7697663
2021-12-13,2021-S50,11,Île-de-France,15-64 ans,797.10375052,482.6546003,4029.1970803
2021-12-20,2021-S51,11,Île-de-France,65 ans ou plus,443.98554466,676.40692641,1061.4101592
2021-12-20,2021-S51,11,Île-de-France,Tous âges,2544.4363282,1351.0282162,4778.9920078
2021-12-27,2021-S52,11,Île-de-France,05-14 ans,3486.618922,2236.4217252,5163.0434783
2022-01-03,2022-S01,11,Île-de-France,00-04 ans,2411.6106504,2412.2807018,3901.2345679
2022-01-03,2022-S01,11,Île-de-France,15-64 ans,734.46171687,169.73125884,4507.5125209
2022-01-10,2022-S02,11,Île-de-France,05-14 ans,1167.5824176,225.73363431,4347.826087
2022-01-24,2022-S04,11,Île-de-France,Tous âges,604.39379467,260.21901767,2879.8876141
2022-01-31,2022-S05,11,Île-de-France,65 ans ou plus,124.02213318,148.80952381,1143.2009627
2022-02-07,2022-S06,11,Île-de-France,05-14 ans,1095.4063604,528.16901408,5450.3729203
2022-02-14,2022-S07,11,Île-de-France,15-64 ans,344.48679938,281.21484814,4502.5805303
2020-09-07,2020-S37,11,Île-de-France,Tous âges,232.16276987,12.901561089,519.34367003
2020-09-14,2020-S38,11,Île-de-France,00-04 ans,378.32929782,0.0,345.62211982
2020-09-14,2020-S38,11,Île-de-France,65 ans ou plus,60.320907226,31.094527363,69.3000693
2020-09-14,2020-S38,11,Île-de-France,Tous âges,307.32062601,13.017443374,529.51869122
2020-09-21,2020-S39,11,Île-de-France,00-04 ans,212.87919106,0.0,127.79552716
2020-09-21,2020-S39,11,Île-de-France,15-64 ans,321.86423766,29.137529138,444.71706793
2020-09-21,2020-S39,11,Île-de-France,65 ans ou plus,36.913990402,0.0,190.96117123
2020-09-28,2020-S40,11,Île-de-France,05-14 ans,181.81818182,0.0,327.33224223
2020-10-05,2020-S41,11,Île-de-France,Tous âges,201.66739433,25.69373073,436.87199651
2020-10-19,2020-S43,11,Île-de-France,05-14 ans,102.35414534,0.0,577.2005772
2020-10-26,2020-S44,11,Île-de-France,15-64 ans,378.49808738,31.655587211,513.63797379
2020-10-26,2020-S44,11,Île-de-France,Tous âges,299.1325157,80.666845926,430.48625379
2020-11-02,2020-S45,11,Île-de-France,15-64 ans,281.70216398,120.91898428,526.91004893
2020-11-02,2020-S45,11,Île-de-France,65 ans ou plus,67.258541835,29.163021289,156.33142262
2020-11-02,2020-S45,11,Île-de-France,Tous âges,250.51124744,66.348195329,366.37290821
2020-11-09,2020-S46,11,Île-de-France,05-14 ans,50.632911392,0.0,209.64360587
2020-11-16,2020-S47,11,Île-de-France,15-64 ans,104.8767698,33.112582781,537.28777133
2020-11-23,2020-S48,11,Île-de-France,00-04 ans,212.99254526,155.52099533,307.01754386
2020-11-23,2020-S48,11,Île-de-France,15-64 ans,106.49173624,98.328416912,281.26352228
2020-11-30,2020-S49,11,Île-de-France,05-14 ans,176.40573319,0.0,623.33036509
2020-12-07,2020-S50,11,Île-de-France,Tous âges,125.74808467,38.679731821,508.67472068
2020-12-14,2020-S51,11,Île-de-France,15-64 ans,133.79824846,32.701111838,579.42057942
2020-12-14,2020-S51,11,Île-de-France,65 ans ou plus,37.979491075,29.112081514,172.71157168
2020-12-21,2020-S52,11,Île-de-France,05-14 ans,73.93715342,0.0,1143.5832274
2020-12-21,2020-S52,11,Île-de-France,15-64 ans,171.08264608,106.19469027,838.52934853
2020-12-28,2020-S53,11,Île-de-France,00-04 ans,399.6802558,0.0,479.84644914
2020-12-28,2020-S53,11,Île-de-France,65 ans ou plus,58.927519151,114.05759909,94.161958569
2021-01-04,2021-S01,11,Île-de-France,05-14 ans,109.07504363,0.0,639.26940639
2021-01-04,2021-S01,11,Île-de-France,65 ans ou plus,48.473097431,0.0,313.80753138
2021-01-11,2021-S02,11,Île-de-France,65 ans ou plus,49.067713445,28.161081386,392.81705948
2021-01-11,2021-S02,11,Île-de-France,Tous âges,153.23392187,104.98687664,727.20976539
2021-01-18,2021-S03,11,Île-de-France,00-04 ans,359.04255319,0.0,518.98388418
2021-01-25,2021-S04,11,Île-de-France,Tous âges,162.5286029,25.065797719,782.8101286
2021-02-01,2021-S05,11,Île-de-France,00-04 ans,217.07670043,0.0,774.15910304
2021-02-08,2021-S06,11,Île-de-France,15-64 ans,160.86001255,31.64556962,1173.7540889
2021-02-15,2021-S07,11,Île-de-France,00-04 ans,365.65227648,95.510983763,337.42331288
2021-02-15,2021-S07,11,Île-de-France,Tous âges,166.84491979,60.182956187,653.14541079
2021-02-22,2021-S08,11,Île-de-France,05-14 ans,275.06876719,0.0,462.96296296
2020-03-23,2020-S13,11,Île-de-France,05-14 ans,1156.9052784,487.80487805,350.87719298
2020-04-06,2020-S15,11,Île-de-France,65 ans ou plus,190.20446981,180.77734257,156.33142262
2020-04-13,2020-S16,11,Île-de-France,00-04 ans,440.52863436,0.0,155.03875969
2020-04-13,2020-S16,11,Île-de-France,15-64 ans,237.26756056,70.126227209,264.42307692
2020-04-13,2020-S16,11,Île-de-France,65 ans ou plus,187.32970027,315.67870922,161.37708445
2020-04-20,2020-S17,11,Île-de-France,65 ans ou plus,65.348799216,36.049026676,0.0
2020-04-20,2020-S17,11,Île-de-France,Tous âges,212.74405518,81.606006202,90.909090909
2020-04-27,2020-S18,11,Île-de-France,65 ans ou plus,64.557779212,74.822297045,114.74469306
2020-05-04,2020-S19,11,Île-de-France,00-04 ans,554.4005544,0.0,145.34883721
2020-05-04,2020-S19,11,Île-de-France,15-64 ans,74.794315632,73.664825046,148.99428855
2020-05-04,2020-S19,11,Île-de-France,65 ans ou plus,30.84515731,37.439161363,0.0
2020-05-11,2020-S20,11,Île-de-France,05-14 ans,126.47554806,0.0,192.67822736
2020-05-18,2020-S21,11,Île-de-France,05-14 ans,139.86013986,0.0,160.51364366
2020-05-25,2020-S22,11,Île-de-France,15-64 ans,42.127838842,0.0,132.50883392
2020-06-08,2020-S24,11,Île-de-France,00-04 ans,110.61946903,0.0,0.0
2020-06-15,2020-S25,11,Île-de-France,05-14 ans,49.975012494,0.0,0.0
2020-06-15,2020-S25,11,Île-de-France,Tous âges,39.058012636,14.85001485,132.73161667
2020-06-22,2020-S26,11,Île-de-France,00-04 ans,138.34447775,0.0,0.0
2020-06-22,2020-S26,11,Île-de-France,05-14 ans,109.26573427,0.0,256.08194622
2020-06-22,2020-S26,11,Île-de-France,15-64 ans,38.652095998,0.0,151.97568389
2020-06-22,2020-S26,11,Île-de-France,65 ans ou plus,12.309207287,32.041012496,60.569351908
2020-06-29,2020-S27,11,Île-de-France,05-14 ans,105.24100189,0.0,194.93177388
2020-07-06,2020-S28,11,Île-de-France,Tous âges,58.878688096,0.0,153.72790161
2020-07-13,2020-S29,11,Île-de-France,15-64 ans,116.35467643,35.958288385,263.65348399
2020-07-20,2020-S30,11,Île-de-France,Tous âges,88.232050292,16.048788316,116.60447761
2020-08-03,2020-S32,11,Île-de-France,15-64 ans,148.4055453,118.85895404,158.40687938
2020-08-03,2020-S32,11,Île-de-France,Tous âges,115.04037917,67.170445004,125.94458438
2020-08-10,2020-S33,11,Île-de-France,Tous âges,129.53927199,0.0,101.5486164
2020-08-24,2020-S35,11,Île-de-France,00-04 ans,113.86927807,0.0,223.96416573
2020-08-31,2020-S36,11,Île-de-France,05-14 ans,102.22858311,0.0,137.93103448
2020-01-06,2020-S02,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-01-13,2020-S03,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-01-13,2020-S03,01,Guadeloupe,15-64 ans,202.4291498,0.0,
2020-01-13,2020-S03,01,Guadeloupe,Tous âges,218.10250818,319.48881789,
2020-01-27,2020-S05,01,Guadeloupe,05-14 ans,1195.2191235,0.0,
2020-01-27,2020-S05,01,Guadeloupe,65 ans ou plus,531.91489362,0.0,
2020-02-03,2020-S06,01,Guadeloupe,05-14 ans,2145.9227468,0.0,
2020-02-03,2020-S06,01,Guadeloupe,65 ans ou plus,542.00542005,763.35877863,
2020-02-10,2020-S07,01,Guadeloupe,00-04 ans,2264.1509434,0.0,
2020-02-10,2020-S07,01,Guadeloupe,Tous âges,935.06493506,0.0,
2020-02-17,2020-S08,01,Guadeloupe,15-64 ans,578.59209257,0.0,
2020-02-24,2020-S09,01,Guadeloupe,00-04 ans,1858.7360595,0.0,
2020-02-24,2020-S09,01,Guadeloupe,15-64 ans,506.07287449,0.0,
2020-03-02,2020-S10,01,Guadeloupe,00-04 ans,990.0990099,0.0,
2020-03-02,2020-S10,01,Guadeloupe,Tous âges,1260.7449857,687.28522337,
2020-03-09,2020-S11,01,Guadeloupe,05-14 ans,1824.8175182,0.0,
2020-03-09,2020-S11,01,Guadeloupe,15-64 ans,728.40790843,763.35877863,
2020-03-09,2020-S11,01,Guadeloupe,Tous âges,903.44438171,323.62459547,
2020-03-16,2020-S12,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-03-16,2020-S12,01,Guadeloupe,15-64 ans,675.67567568,0.0,
2020-03-23,2020-S13,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-03-23,2020-S13,01,Guadeloupe,65 ans ou plus,454.54545455,0.0,
2020-03-23,2020-S13,01,Guadeloupe,Tous âges,406.91759919,0.0,
2020-03-30,2020-S14,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-03-30,2020-S14,01,Guadeloupe,15-64 ans,311.52647975,0.0,
2020-03-30,2020-S14,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-03-30,2020-S14,01,Guadeloupe,Tous âges,200.80321285,0.0,
2020-04-06,2020-S15,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-04-06,2020-S15,01,Guadeloupe,Tous âges,109.05125409,0.0,
2020-04-13,2020-S16,01,Guadeloupe,00-04 ans,1234.5679012,0.0,
2020-04-13,2020-S16,01,Guadeloupe,Tous âges,104.38413361,0.0,
2020-04-27,2020-S18,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-04-27,2020-S18,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-04-27,2020-S18,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-04-27,2020-S18,01,Guadeloupe,Tous âges,0.0,0.0,
2020-05-04,2020-S19,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-05-04,2020-S19,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-05-04,2020-S19,01,Guadeloupe,Tous âges,0.0,0.0,
2020-05-11,2020-S20,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-05-18,2020-S21,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-05-18,2020-S21,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-05-25,2020-S22,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-05-25,2020-S22,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-06-01,2020-S23,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-06-01,2020-S23,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-06-08,2020-S24,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-06-15,2020-S25,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-06-15,2020-S25,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-06-22,2020-S26,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-06-22,2020-S26,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-06-29,2020-S27,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-06-29,2020-S27,01,Guadeloupe,Tous âges,0.0,0.0,
2020-07-06,2020-S28,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-07-20,2020-S30,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-07-27,2020-S31,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-08-03,2020-S32,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-08-03,2020-S32,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-08-03,2020-S32,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-08-10,2020-S33,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-08-10,2020-S33,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-08-10,2020-S33,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-08-17,2020-S34,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-08-17,2020-S34,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-08-17,2020-S34,01,Guadeloupe,Tous âges,191.08280255,0.0,
2020-08-24,2020-S35,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-08-24,2020-S35,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-08-24,2020-S35,01,Guadeloupe,Tous âges,0.0,0.0,
2020-08-31,2020-S36,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-09-14,2020-S38,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-09-14,2020-S38,01,Guadeloupe,15-64 ans,102.77492292,0.0,
2020-09-14,2020-S38,01,Guadeloupe,Tous âges,55.928411633,0.0,
2020-09-21,2020-S39,01,Guadeloupe,00-04 ans,546.44808743,0.0,
2020-09-28,2020-S40,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-09-28,2020-S40,01,Guadeloupe,05-14 ans,462.96296296,5882.3529412,
2020-10-05,2020-S41,01,Guadeloupe,15-64 ans,223.96416573,900.9009009,
2020-10-05,2020-S41,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-10-12,2020-S42,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-10-12,2020-S42,01,Guadeloupe,15-64 ans,108.57763301,0.0,
2020-10-26,2020-S44,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-10-26,2020-S44,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-11-02,2020-S45,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-11-02,2020-S45,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-11-09,2020-S46,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-11-09,2020-S46,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-11-09,2020-S46,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-11-16,2020-S47,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-11-16,2020-S47,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-11-30,2020-S49,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-12-07,2020-S50,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-12-07,2020-S50,01,Guadeloupe,Tous âges,0.0,0.0,
2020-12-14,2020-S51,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-12-14,2020-S51,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-12-21,2020-S52,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-12-28,2020-S53,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-12-28,2020-S53,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-12-28,2020-S53,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-12-28,2020-S53,01,Guadeloupe,Tous âges,0.0,0.0,
2021-01-04,2021-S01,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-01-04,2021-S01,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-01-04,2021-S01,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-01-04,2021-S01,01,Guadeloupe,Tous âges,0.0,0.0,
2021-01-11,2021-S02,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-01-18,2021-S03,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-01-25,2021-S04,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-01-25,2021-S04,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-02-01,2021-S05,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-02-08,2021-S06,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-02-08,2021-S06,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-02-15,2021-S07,01,Guadeloupe,Tous âges,56.721497448,0.0,
2021-02-22,2021-S08,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-02-22,2021-S08,01,Guadeloupe,Tous âges,0.0,0.0,
2021-03-01,2021-S09,01,Guadeloupe,15-64 ans,118.34319527,0.0,
2021-03-01,2021-S09,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-03-08,2021-S10,01,Guadeloupe,15-64 ans,105.82010582,800.0,
2021-03-22,2021-S12,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-03-29,2021-S13,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-04-05,2021-S14,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-04-12,2021-S15,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-04-19,2021-S16,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-04-19,2021-S16,01,Guadeloupe,15-64 ans,123.9157373,0.0,
2021-04-19,2021-S16,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-04-19,2021-S16,01,Guadeloupe,Tous âges,68.259385666,0.0,
2021-04-26,2021-S17,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-04-26,2021-S17,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-04-26,2021-S17,01,Guadeloupe,Tous âges,0.0,0.0,
2021-05-03,2021-S18,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-05-03,2021-S18,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-05-10,2021-S19,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-05-10,2021-S19,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-05-17,2021-S20,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-05-24,2021-S21,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-05-24,2021-S21,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-05-31,2021-S22,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-06-07,2021-S23,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-06-07,2021-S23,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-06-14,2021-S24,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-06-14,2021-S24,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-06-14,2021-S24,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-06-14,2021-S24,01,Guadeloupe,Tous âges,0.0,0.0,
2021-06-21,2021-S25,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-06-21,2021-S25,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-06-21,2021-S25,01,Guadeloupe,15-64 ans,106.04453871,0.0,
2021-06-21,2021-S25,01,Guadeloupe,Tous âges,123.00123001,0.0,
2021-06-28,2021-S26,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-06-28,2021-S26,01,Guadeloupe,15-64 ans,112.61261261,0.0,
2021-06-28,2021-S26,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-07-05,2021-S27,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-07-12,2021-S28,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2021-07-12,2021-S28,01,Guadeloupe,Tous âges,58.072009292,0.0,
2021-07-19,2021-S29,01,Guadeloupe,Tous âges,0.0,0.0,
2021-07-26,2021-S30,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-07-26,2021-S30,01,Guadeloupe,15-64 ans,0.0,0.0,
2021-07-26,2021-S30,01,Guadeloupe,65 ans ou plus,304.87804878,0.0,
2021-08-02,2021-S31,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-08-09,2021-S32,01,Guadeloupe,00-04 ans,0.0,0.0,
