1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour COVID-19,Taux d'hospitalisations après passages aux urgences pour COVID-19,Taux d'actes médicaux SOS médecins pour COVID-19
2019-12-30,2020-S01,01,Guadeloupe,00-04 ans,0.0,0.0,
2019-12-30,2020-S01,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-01-06,2020-S02,01,Guadeloupe,Tous âges,0.0,0.0,
2020-01-13,2020-S03,01,Guadeloupe,Tous âges,0.0,0.0,
2020-01-20,2020-S04,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-01-20,2020-S04,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-01-20,2020-S04,01,Guadeloupe,Tous âges,0.0,0.0,
2020-01-27,2020-S05,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-01-27,2020-S05,01,Guadeloupe,Tous âges,0.0,0.0,
2020-02-03,2020-S06,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-02-03,2020-S06,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-02-03,2020-S06,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-02-10,2020-S07,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-02-17,2020-S08,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-02-24,2020-S09,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-03-09,2020-S11,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-03-09,2020-S11,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-03-09,2020-S11,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-03-23,2020-S13,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-03-23,2020-S13,01,Guadeloupe,65 ans ou plus,2272.7272727,4347.826087,
2020-03-30,2020-S14,01,Guadeloupe,00-04 ans,5970.1492537,0.0,
2020-03-30,2020-S14,01,Guadeloupe,15-64 ans,4517.1339564,12631.578947,
2020-03-30,2020-S14,01,Guadeloupe,Tous âges,5120.4819277,9389.6713615,
2020-04-06,2020-S15,01,Guadeloupe,15-64 ans,5235.6020942,8333.3333333,
2020-04-13,2020-S16,01,Guadeloupe,05-14 ans,1408.4507042,0.0,
2020-04-13,2020-S16,01,Guadeloupe,15-64 ans,3735.1443124,9333.3333333,
2020-04-20,2020-S17,01,Guadeloupe,00-04 ans,1234.5679012,0.0,
2020-04-20,2020-S17,01,Guadeloupe,15-64 ans,2912.6213592,3921.5686275,
2020-04-27,2020-S18,01,Guadeloupe,00-04 ans,1098.9010989,0.0,
2020-05-04,2020-S19,01,Guadeloupe,65 ans ou plus,1034.4827586,2727.2727273,
2020-05-11,2020-S20,01,Guadeloupe,05-14 ans,1010.1010101,0.0,
2020-05-18,2020-S21,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-05-25,2020-S22,01,Guadeloupe,Tous âges,497.51243781,374.53183521,
2020-06-01,2020-S23,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-06-08,2020-S24,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-06-15,2020-S25,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-06-22,2020-S26,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-06-22,2020-S26,01,Guadeloupe,Tous âges,0.0,0.0,
2020-07-06,2020-S28,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-07-06,2020-S28,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-07-20,2020-S30,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-07-20,2020-S30,01,Guadeloupe,15-64 ans,0.0,0.0,
2020-07-27,2020-S31,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-07-27,2020-S31,01,Guadeloupe,15-64 ans,209.42408377,0.0,
2020-07-27,2020-S31,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2020-07-27,2020-S31,01,Guadeloupe,Tous âges,125.78616352,0.0,
2020-08-03,2020-S32,01,Guadeloupe,Tous âges,124.37810945,0.0,
2020-08-10,2020-S33,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-08-10,2020-S33,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-08-24,2020-S35,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-08-24,2020-S35,01,Guadeloupe,Tous âges,3966.189857,8664.2599278,
2020-08-31,2020-S36,01,Guadeloupe,05-14 ans,4697.9865772,6666.6666667,
2020-08-31,2020-S36,01,Guadeloupe,65 ans ou plus,8761.3293051,18269.230769,
2020-09-14,2020-S38,01,Guadeloupe,05-14 ans,1845.0184502,0.0,
2020-09-21,2020-S39,01,Guadeloupe,05-14 ans,460.82949309,0.0,
2020-09-28,2020-S40,01,Guadeloupe,00-04 ans,2777.7777778,9090.9090909,
2020-10-05,2020-S41,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-10-12,2020-S42,01,Guadeloupe,00-04 ans,595.23809524,4545.4545455,
2020-10-12,2020-S42,01,Guadeloupe,65 ans ou plus,7763.9751553,15037.593985,
2020-10-19,2020-S43,01,Guadeloupe,15-64 ans,4977.8761062,9160.3053435,
2020-11-02,2020-S45,01,Guadeloupe,05-14 ans,961.53846154,0.0,
2020-11-02,2020-S45,01,Guadeloupe,65 ans ou plus,4529.6167247,10891.089109,
2020-11-09,2020-S46,01,Guadeloupe,15-64 ans,1089.5883777,2702.7027027,
2020-11-09,2020-S46,01,Guadeloupe,Tous âges,1272.9844413,4166.6666667,
2020-11-16,2020-S47,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-11-16,2020-S47,01,Guadeloupe,05-14 ans,970.87378641,0.0,
2020-11-16,2020-S47,01,Guadeloupe,65 ans ou plus,2135.2313167,3921.5686275,
2020-11-23,2020-S48,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-11-23,2020-S48,01,Guadeloupe,15-64 ans,338.21871477,854.7008547,
2020-11-30,2020-S49,01,Guadeloupe,00-04 ans,0.0,0.0,
2020-11-30,2020-S49,01,Guadeloupe,15-64 ans,121.65450122,0.0,
2020-12-07,2020-S50,01,Guadeloupe,05-14 ans,0.0,0.0,
2020-12-07,2020-S50,01,Guadeloupe,65 ans ou plus,315.45741325,869.56521739,
2020-12-07,2020-S50,01,Guadeloupe,Tous âges,124.53300125,337.83783784,
2020-12-21,2020-S52,01,Guadeloupe,15-64 ans,780.37904125,1785.7142857,
2020-12-28,2020-S53,01,Guadeloupe,15-64 ans,320.17075774,0.0,
2021-01-04,2021-S01,01,Guadeloupe,15-64 ans,717.94871795,1739.1304348,
2021-01-04,2021-S01,01,Guadeloupe,65 ans ou plus,611.62079511,0.0,
2021-01-11,2021-S02,01,Guadeloupe,Tous âges,436.68122271,1045.2961672,
2021-01-18,2021-S03,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-01-18,2021-S03,01,Guadeloupe,15-64 ans,409.83606557,0.0,
2021-01-25,2021-S04,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-01-25,2021-S04,01,Guadeloupe,65 ans ou plus,1694.9152542,1739.1304348,
2021-02-01,2021-S05,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-02-01,2021-S05,01,Guadeloupe,65 ans ou plus,1587.3015873,1960.7843137,
2021-02-08,2021-S06,01,Guadeloupe,Tous âges,684.50528936,1886.7924528,
2021-02-15,2021-S07,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-02-15,2021-S07,01,Guadeloupe,15-64 ans,904.52261307,2962.962963,
2021-02-15,2021-S07,01,Guadeloupe,Tous âges,1191.1514464,4561.4035088,
2021-03-08,2021-S10,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-03-08,2021-S10,01,Guadeloupe,15-64 ans,3068.7830688,10400.0,
2021-03-08,2021-S10,01,Guadeloupe,Tous âges,2444.8419797,8080.8080808,
2021-03-15,2021-S11,01,Guadeloupe,05-14 ans,515.46391753,0.0,
2021-03-15,2021-S11,01,Guadeloupe,65 ans ou plus,4705.8823529,8593.75,
2021-03-15,2021-S11,01,Guadeloupe,Tous âges,2279.5440912,6885.2459016,
2021-03-22,2021-S12,01,Guadeloupe,15-64 ans,4347.826087,10909.090909,
2021-04-19,2021-S16,01,Guadeloupe,Tous âges,7235.4948805,21561.33829,
2021-04-26,2021-S17,01,Guadeloupe,05-14 ans,2877.6978417,0.0,
2021-04-26,2021-S17,01,Guadeloupe,15-64 ans,12732.474964,35087.719298,
2021-04-26,2021-S17,01,Guadeloupe,65 ans ou plus,13409.961686,26000.0,
2021-04-26,2021-S17,01,Guadeloupe,Tous âges,10215.482841,26400.0,
2021-05-03,2021-S18,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-05-10,2021-S19,01,Guadeloupe,00-04 ans,467.28971963,0.0,
2021-05-10,2021-S19,01,Guadeloupe,05-14 ans,1273.8853503,4166.6666667,
2021-05-10,2021-S19,01,Guadeloupe,65 ans ou plus,7070.7070707,13008.130081,
2021-05-17,2021-S20,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-05-17,2021-S20,01,Guadeloupe,Tous âges,3400.4163775,12595.419847,
2021-05-24,2021-S21,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-05-24,2021-S21,01,Guadeloupe,15-64 ans,2650.6024096,7964.6017699,
2021-05-24,2021-S21,01,Guadeloupe,Tous âges,2606.3100137,6844.1064639,
2021-05-31,2021-S22,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-05-31,2021-S22,01,Guadeloupe,65 ans ou plus,3921.5686275,6106.870229,
2021-06-14,2021-S24,01,Guadeloupe,65 ans ou plus,2430.5555556,5555.5555556,
2021-06-21,2021-S25,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-06-21,2021-S25,01,Guadeloupe,15-64 ans,1166.4899258,4651.1627907,
2021-06-28,2021-S26,01,Guadeloupe,Tous âges,1216.3892446,4562.7376426,
2021-07-05,2021-S27,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-07-05,2021-S27,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-07-12,2021-S28,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-07-12,2021-S28,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-07-19,2021-S29,01,Guadeloupe,00-04 ans,383.14176245,3225.8064516,
2021-07-19,2021-S29,01,Guadeloupe,15-64 ans,4953.271028,7936.5079365,
2021-07-26,2021-S30,01,Guadeloupe,05-14 ans,3260.8695652,4166.6666667,
2021-08-09,2021-S32,01,Guadeloupe,15-64 ans,42538.975501,69711.538462,
2021-08-23,2021-S34,01,Guadeloupe,05-14 ans,2702.7027027,4761.9047619,
2021-08-30,2021-S35,01,Guadeloupe,05-14 ans,884.95575221,0.0,
2021-09-06,2021-S36,01,Guadeloupe,00-04 ans,1796.4071856,8333.3333333,
2021-09-06,2021-S36,01,Guadeloupe,05-14 ans,952.38095238,8333.3333333,
2021-09-13,2021-S37,01,Guadeloupe,00-04 ans,2000.0,0.0,
2021-09-13,2021-S37,01,Guadeloupe,05-14 ans,4000.0,10526.315789,
2021-09-13,2021-S37,01,Guadeloupe,15-64 ans,9320.6951027,22413.793103,
2021-09-27,2021-S39,01,Guadeloupe,00-04 ans,1382.4884793,7407.4074074,
2021-09-27,2021-S39,01,Guadeloupe,05-14 ans,729.9270073,0.0,
2021-09-27,2021-S39,01,Guadeloupe,65 ans ou plus,4444.4444444,6122.4489796,
2021-09-27,2021-S39,01,Guadeloupe,Tous âges,3314.9171271,8695.6521739,
2021-10-04,2021-S40,01,Guadeloupe,15-64 ans,1837.6722818,2970.2970297,
2021-10-04,2021-S40,01,Guadeloupe,Tous âges,1671.7325228,4201.6806723,
2021-10-11,2021-S41,01,Guadeloupe,00-04 ans,1094.8905109,3125.0,
2021-10-11,2021-S41,01,Guadeloupe,05-14 ans,462.96296296,4000.0,
2021-10-11,2021-S41,01,Guadeloupe,65 ans ou plus,3703.7037037,4032.2580645,
2021-10-18,2021-S42,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-10-25,2021-S43,01,Guadeloupe,65 ans ou plus,701.75438596,2040.8163265,
2021-10-25,2021-S43,01,Guadeloupe,Tous âges,1044.386423,2521.0084034,
2021-11-01,2021-S44,01,Guadeloupe,15-64 ans,1542.7769986,1869.1588785,
2021-11-01,2021-S44,01,Guadeloupe,65 ans ou plus,4545.4545455,8433.7349398,
2021-11-08,2021-S45,01,Guadeloupe,05-14 ans,1162.7906977,0.0,
2021-11-08,2021-S45,01,Guadeloupe,65 ans ou plus,3571.4285714,6481.4814815,
2021-11-22,2021-S47,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-11-22,2021-S47,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-11-22,2021-S47,01,Guadeloupe,65 ans ou plus,1185.770751,2702.7027027,
2021-11-22,2021-S47,01,Guadeloupe,Tous âges,691.44338807,2325.5813953,
2021-11-29,2021-S48,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-11-29,2021-S48,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-12-06,2021-S49,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-12-06,2021-S49,01,Guadeloupe,15-64 ans,633.91442155,1052.6315789,
2021-12-06,2021-S49,01,Guadeloupe,Tous âges,564.06124093,1687.7637131,
2021-12-13,2021-S50,01,Guadeloupe,00-04 ans,0.0,0.0,
2021-12-13,2021-S50,01,Guadeloupe,15-64 ans,2495.8402662,3061.2244898,
2021-12-13,2021-S50,01,Guadeloupe,Tous âges,1404.0561622,1612.9032258,
2021-12-20,2021-S51,01,Guadeloupe,05-14 ans,0.0,0.0,
2021-12-27,2021-S52,01,Guadeloupe,00-04 ans,1129.9435028,5000.0,
2021-12-27,2021-S52,01,Guadeloupe,15-64 ans,6726.4573991,3191.4893617,
2021-12-27,2021-S52,01,Guadeloupe,Tous âges,3920.2657807,2898.5507246,
2022-01-03,2022-S01,01,Guadeloupe,00-04 ans,6289.3081761,8510.6382979,
2022-01-10,2022-S02,01,Guadeloupe,65 ans ou plus,20699.708455,28676.470588,
2022-01-10,2022-S02,01,Guadeloupe,Tous âges,14625.612316,22614.840989,
2022-01-17,2022-S03,01,Guadeloupe,00-04 ans,9638.5542169,25000.0,
2022-01-17,2022-S03,01,Guadeloupe,Tous âges,15457.184325,27598.566308,
2022-01-24,2022-S04,01,Guadeloupe,00-04 ans,6086.9565217,8333.3333333,
2022-01-31,2022-S05,01,Guadeloupe,00-04 ans,5078.125,22222.222222,
2022-01-31,2022-S05,01,Guadeloupe,Tous âges,8437.9358438,18983.050847,
2022-02-07,2022-S06,01,Guadeloupe,15-64 ans,4754.3581616,8396.9465649,
2022-02-14,2022-S07,01,Guadeloupe,00-04 ans,826.44628099,0.0,
2022-02-14,2022-S07,01,Guadeloupe,65 ans ou plus,7643.3121019,16279.069767,
2022-02-21,2022-S08,01,Guadeloupe,05-14 ans,526.31578947,0.0,
2022-02-21,2022-S08,01,Guadeloupe,65 ans ou plus,6042.2960725,10236.220472,
2022-02-28,2022-S09,01,Guadeloupe,05-14 ans,1117.3184358,0.0,
2022-03-07,2022-S10,01,Guadeloupe,05-14 ans,462.96296296,0.0,
2022-03-07,2022-S10,01,Guadeloupe,15-64 ans,2609.8901099,2020.2020202,
2022-03-14,2022-S11,01,Guadeloupe,05-14 ans,5179.2828685,3846.1538462,
2022-03-14,2022-S11,01,Guadeloupe,Tous âges,3948.2200647,3557.312253,
2022-03-21,2022-S12,01,Guadeloupe,Tous âges,3433.4763948,4814.8148148,
2022-04-04,2022-S14,01,Guadeloupe,00-04 ans,1948.0519481,0.0,
2022-04-11,2022-S15,01,Guadeloupe,00-04 ans,1643.8356164,5263.1578947,
2022-04-11,2022-S15,01,Guadeloupe,15-64 ans,3201.2195122,4040.4040404,
2022-04-18,2022-S16,01,Guadeloupe,15-64 ans,3001.3642565,980.39215686,
2022-04-25,2022-S17,01,Guadeloupe,05-14 ans,704.22535211,0.0,
2022-04-25,2022-S17,01,Guadeloupe,65 ans ou plus,6012.6582278,7142.8571429,
2022-04-25,2022-S17,01,Guadeloupe,Tous âges,2762.084118,4868.9138577,
2022-05-09,2022-S19,01,Guadeloupe,15-64 ans,2713.1782946,3030.3030303,
2022-05-09,2022-S19,01,Guadeloupe,65 ans ou plus,4861.1111111,3636.3636364,
2022-05-16,2022-S20,01,Guadeloupe,00-04 ans,1983.0028329,12121.212121,
2022-05-16,2022-S20,01,Guadeloupe,05-14 ans,1030.9278351,0.0,
2022-05-16,2022-S20,01,Guadeloupe,65 ans ou plus,5757.5757576,6034.4827586,
2022-05-23,2022-S21,01,Guadeloupe,15-64 ans,2997.2752044,2083.3333333,
2022-05-30,2022-S22,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-05-30,2022-S22,01,Guadeloupe,65 ans ou plus,3525.6410256,1769.9115044,
2022-06-13,2022-S24,01,Guadeloupe,05-14 ans,1687.7637131,3846.1538462,
2022-06-20,2022-S25,01,Guadeloupe,65 ans ou plus,7612.4567474,2752.293578,
2022-06-27,2022-S26,01,Guadeloupe,00-04 ans,1420.4545455,0.0,
2022-06-27,2022-S26,01,Guadeloupe,15-64 ans,3658.5365854,1190.4761905,
2022-07-04,2022-S27,01,Guadeloupe,15-64 ans,4501.607717,3061.2244898,
2022-07-11,2022-S28,01,Guadeloupe,15-64 ans,5296.9502408,3030.3030303,
2022-07-18,2022-S29,01,Guadeloupe,05-14 ans,1485.1485149,0.0,
2022-07-25,2022-S30,01,Guadeloupe,15-64 ans,2834.6456693,2040.8163265,
2022-08-15,2022-S33,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-08-22,2022-S34,01,Guadeloupe,00-04 ans,1895.7345972,0.0,
2022-08-22,2022-S34,01,Guadeloupe,05-14 ans,621.11801242,0.0,
2022-08-22,2022-S34,01,Guadeloupe,15-64 ans,2492.6686217,847.45762712,
2022-08-29,2022-S35,01,Guadeloupe,00-04 ans,934.57943925,0.0,
2022-09-05,2022-S36,01,Guadeloupe,65 ans ou plus,5190.3114187,3478.2608696,
2022-09-12,2022-S37,01,Guadeloupe,00-04 ans,778.21011673,0.0,
2022-09-12,2022-S37,01,Guadeloupe,65 ans ou plus,5000.0,4395.6043956,
2022-09-19,2022-S38,01,Guadeloupe,00-04 ans,353.35689046,0.0,
2022-09-26,2022-S39,01,Guadeloupe,05-14 ans,432.9004329,0.0,
2022-09-26,2022-S39,01,Guadeloupe,65 ans ou plus,1666.6666667,3030.3030303,
2022-09-26,2022-S39,01,Guadeloupe,Tous âges,910.27308192,1953.125,
2022-10-03,2022-S40,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-10-03,2022-S40,01,Guadeloupe,Tous âges,567.46532156,778.21011673,
2022-10-17,2022-S42,01,Guadeloupe,00-04 ans,0.0,0.0,
2022-10-17,2022-S42,01,Guadeloupe,15-64 ans,1002.8653295,1219.5121951,
2022-10-24,2022-S43,01,Guadeloupe,15-64 ans,759.87841945,0.0,
2022-10-31,2022-S44,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-10-31,2022-S44,01,Guadeloupe,Tous âges,935.82887701,2521.0084034,
2022-11-07,2022-S45,01,Guadeloupe,65 ans ou plus,1892.7444795,1923.0769231,
2022-11-07,2022-S45,01,Guadeloupe,Tous âges,1041.6666667,796.812749,
2022-11-14,2022-S46,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-11-21,2022-S47,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-11-21,2022-S47,01,Guadeloupe,15-64 ans,1232.6656394,2272.7272727,
2022-11-21,2022-S47,01,Guadeloupe,Tous âges,915.03267974,1587.3015873,
2022-11-28,2022-S48,01,Guadeloupe,15-64 ans,1410.6583072,2222.2222222,
2022-11-28,2022-S48,01,Guadeloupe,65 ans ou plus,3761.7554859,4310.3448276,
2022-12-12,2022-S50,01,Guadeloupe,00-04 ans,1081.0810811,3030.3030303,
2022-12-12,2022-S50,01,Guadeloupe,15-64 ans,504.20168067,0.0,
2022-12-12,2022-S50,01,Guadeloupe,Tous âges,1152.368758,1287.5536481,
2022-12-26,2022-S52,01,Guadeloupe,05-14 ans,0.0,0.0,
2022-12-26,2022-S52,01,Guadeloupe,15-64 ans,162.60162602,0.0,
2023-01-02,2023-S01,01,Guadeloupe,Tous âges,502.15208034,1612.9032258,
2023-01-16,2023-S03,01,Guadeloupe,00-04 ans,307.69230769,0.0,
2023-01-23,2023-S04,01,Guadeloupe,65 ans ou plus,754.71698113,2150.5376344,
2023-01-23,2023-S04,01,Guadeloupe,Tous âges,292.61155816,1401.8691589,
2023-01-30,2023-S05,01,Guadeloupe,65 ans ou plus,775.19379845,0.0,
2023-02-06,2023-S06,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-02-06,2023-S06,01,Guadeloupe,15-64 ans,0.0,0.0,
2023-02-06,2023-S06,01,Guadeloupe,Tous âges,203.80434783,431.03448276,
2023-02-13,2023-S07,01,Guadeloupe,65 ans ou plus,0.0,0.0,
2023-02-20,2023-S08,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-02-20,2023-S08,01,Guadeloupe,65 ans ou plus,304.87804878,0.0,
2023-02-20,2023-S08,01,Guadeloupe,Tous âges,128.94906512,440.52863436,
2023-02-27,2023-S09,01,Guadeloupe,00-04 ans,352.11267606,5000.0,
2023-02-27,2023-S09,01,Guadeloupe,15-64 ans,0.0,0.0,
2023-02-27,2023-S09,01,Guadeloupe,65 ans ou plus,277.77777778,0.0,
2023-02-27,2023-S09,01,Guadeloupe,Tous âges,195.18542615,389.10505837,
2023-03-06,2023-S10,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-03-06,2023-S10,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-03-06,2023-S10,01,Guadeloupe,65 ans ou plus,1607.7170418,1010.1010101,
2023-03-06,2023-S10,01,Guadeloupe,Tous âges,318.67431485,383.14176245,
2023-03-13,2023-S11,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-03-13,2023-S11,01,Guadeloupe,65 ans ou plus,643.08681672,0.0,
2023-03-27,2023-S13,01,Guadeloupe,15-64 ans,310.07751938,0.0,
2023-04-03,2023-S14,01,Guadeloupe,15-64 ans,615.38461538,0.0,
2023-04-03,2023-S14,01,Guadeloupe,65 ans ou plus,2857.1428571,3738.317757,
2023-04-10,2023-S15,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-04-10,2023-S15,01,Guadeloupe,65 ans ou plus,1562.5,1351.3513514,
2023-04-17,2023-S16,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-04-17,2023-S16,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-04-24,2023-S17,01,Guadeloupe,15-64 ans,1008.6455331,1298.7012987,
2023-05-01,2023-S18,01,Guadeloupe,15-64 ans,1730.1038062,0.0,
2023-05-08,2023-S19,01,Guadeloupe,05-14 ans,809.71659919,0.0,
2023-05-08,2023-S19,01,Guadeloupe,65 ans ou plus,4626.3345196,4597.7011494,
2023-05-08,2023-S19,01,Guadeloupe,Tous âges,2097.4289581,2702.7027027,
2023-05-15,2023-S20,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-05-15,2023-S20,01,Guadeloupe,Tous âges,2029.7699594,2510.460251,
2023-05-22,2023-S21,01,Guadeloupe,15-64 ans,1809.2105263,2666.6666667,
2023-05-29,2023-S22,01,Guadeloupe,65 ans ou plus,3095.9752322,2631.5789474,
2023-05-29,2023-S22,01,Guadeloupe,Tous âges,1282.0512821,1315.7894737,
2023-06-05,2023-S23,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-06-05,2023-S23,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-06-05,2023-S23,01,Guadeloupe,Tous âges,1575.9312321,2100.8403361,
2023-06-12,2023-S24,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-06-12,2023-S24,01,Guadeloupe,15-64 ans,1003.3444816,0.0,
2023-06-19,2023-S25,01,Guadeloupe,00-04 ans,2517.9856115,0.0,
2023-06-19,2023-S25,01,Guadeloupe,15-64 ans,988.46787479,1075.2688172,
2023-06-26,2023-S26,01,Guadeloupe,00-04 ans,816.32653061,0.0,
2023-06-26,2023-S26,01,Guadeloupe,Tous âges,1266.7660209,2145.9227468,
2023-07-03,2023-S27,01,Guadeloupe,15-64 ans,789.88941548,0.0,
2023-07-10,2023-S28,01,Guadeloupe,15-64 ans,295.85798817,925.92592593,
2023-07-24,2023-S30,01,Guadeloupe,00-04 ans,1433.6917563,4347.826087,
2023-08-07,2023-S32,01,Guadeloupe,15-64 ans,443.13146233,934.57943925,
2023-08-07,2023-S32,01,Guadeloupe,65 ans ou plus,2114.8036254,1904.7619048,
2023-08-07,2023-S32,01,Guadeloupe,Tous âges,880.75880759,1550.3875969,
2023-08-14,2023-S33,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-08-14,2023-S33,01,Guadeloupe,65 ans ou plus,6153.8461538,6250.0,
2023-08-21,2023-S34,01,Guadeloupe,00-04 ans,790.51383399,0.0,
2023-08-21,2023-S34,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-09-04,2023-S36,01,Guadeloupe,00-04 ans,829.87551867,0.0,
2023-09-04,2023-S36,01,Guadeloupe,15-64 ans,836.82008368,1785.7142857,
2023-09-04,2023-S36,01,Guadeloupe,65 ans ou plus,3750.0,2777.7777778,
2023-09-11,2023-S37,01,Guadeloupe,Tous âges,1283.6970475,3474.9034749,
2023-09-18,2023-S38,01,Guadeloupe,65 ans ou plus,2556.8181818,2500.0,
2023-09-25,2023-S39,01,Guadeloupe,05-14 ans,0.0,0.0,
2023-09-25,2023-S39,01,Guadeloupe,Tous âges,359.9280144,400.0,
2023-10-02,2023-S40,01,Guadeloupe,65 ans ou plus,1724.137931,854.7008547,
2023-10-09,2023-S41,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-10-16,2023-S42,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-10-16,2023-S42,01,Guadeloupe,05-14 ans,826.44628099,0.0,
2023-10-16,2023-S42,01,Guadeloupe,65 ans ou plus,332.22591362,0.0,
2023-10-23,2023-S43,01,Guadeloupe,00-04 ans,0.0,0.0,
2023-10-23,2023-S43,01,Guadeloupe,Tous âges,263.50461133,0.0,
2019-12-30,2020-S01,02,Martinique,00-04 ans,,,0.0
2019-12-30,2020-S01,02,Martinique,15-64 ans,,,0.0
2020-01-06,2020-S02,02,Martinique,15-64 ans,,,0.0
2020-01-06,2020-S02,02,Martinique,Tous âges,,,0.0
2020-01-13,2020-S03,02,Martinique,05-14 ans,,,0.0
2020-01-13,2020-S03,02,Martinique,15-64 ans,,,0.0
2020-01-20,2020-S04,02,Martinique,00-04 ans,,,0.0
2020-01-20,2020-S04,02,Martinique,05-14 ans,,,0.0
2020-01-20,2020-S04,02,Martinique,15-64 ans,,,0.0
2020-01-20,2020-S04,02,Martinique,65 ans ou plus,,,0.0
2020-01-27,2020-S05,02,Martinique,05-14 ans,,,0.0
2020-01-27,2020-S05,02,Martinique,15-64 ans,,,0.0
2020-01-27,2020-S05,02,Martinique,65 ans ou plus,,,0.0
2020-02-03,2020-S06,02,Martinique,00-04 ans,,,0.0
2020-02-10,2020-S07,02,Martinique,15-64 ans,,,0.0
2020-02-17,2020-S08,02,Martinique,05-14 ans,,,0.0
2020-02-24,2020-S09,02,Martinique,00-04 ans,,,0.0
2020-02-24,2020-S09,02,Martinique,65 ans ou plus,,,0.0
2020-02-24,2020-S09,02,Martinique,Tous âges,,,0.0
2020-03-02,2020-S10,02,Martinique,65 ans ou plus,,,0.0
2020-03-09,2020-S11,02,Martinique,15-64 ans,,,0.0
2020-03-09,2020-S11,02,Martinique,65 ans ou plus,,,0.0
2020-03-16,2020-S12,02,Martinique,15-64 ans,,,0.0
2020-03-16,2020-S12,02,Martinique,65 ans ou plus,,,0.0
